name,homepage,scholar_id,citations,h-index,earliest_paper
Onofre Trindade Júnior,http://icmc.usp.br/pessoas?id=170745,,,,
Elaine P. M. de Sousa,http://icmc.usp.br/pessoas?id=907405,uUuZoD4AAAAJ,436.0,11.0,2000.0
Sandra M. Aluísio,http://icmc.usp.br/pessoas?id=109687,9mDOHngAAAAJ,3432.0,31.0,1989.0
Eduardo Marques,http://icmc.usp.br/pessoas?id=178099,,,,
Eduardo R. Hruschka,http://icmc.usp.br/pessoas?id=11216567,KGgOhbAAAAAJ,5781.0,34.0,1970.0
Ricardo J. G. B. Campello,http://icmc.usp.br/pessoas?id=11548141,jh1yfPIAAAAJ,7473.0,35.0,1997.0
Maria Cristina Ferreira de Oliveira,http://icmc.usp.br/pessoas?id=176869,vhRUZogAAAAJ,3796.0,29.0,1990.0
Maria G. C. Pimentel,http://conteudo.icmc.usp.br/pessoas/mgp,2z--uNYAAAAJ,2469.0,22.0,1989.0
Paulo S. L. Souza,http://icmc.usp.br/pessoas?id=3258655,vyS6TH4AAAAJ,808.0,16.0,1996.0
Moacir A. Ponti,http://www.icmc.usp.br/pessoas/moacir,ZxQDyNcAAAAJ,1604.0,22.0,2004.0
Adenilso Simão,http://icmc.usp.br/pessoas?id=6078529,gdT5wnMAAAAJ,1712.0,23.0,2000.0
Agma J. M. Traina,http://icmc.usp.br/pessoas?id=4170385,v2-C4i4AAAAJ,6558.0,36.0,1987.0
Roseli A. F. Romero,http://conteudo.icmc.usp.br/pessoas/rafrance,pdtTa-8AAAAJ,2262.0,21.0,
Diego R. Amancio,http://icmc.usp.br/pessoas?id=10793181,WHdCNq0AAAAJ,2547.0,32.0,2008.0
Rosane Minghim,http://www.lcad.icmc.usp.br/~rosane,TodwpSwAAAAJ,4413.0,29.0,1991.0
Sarita Mazzini Bruschi,http://icmc.usp.br/pessoas?id=3768967,WC0YcfkAAAAJ,283.0,10.0,1997.0
Cristina Dutra de Aguiar Ciferri,http://icmc.usp.br/pessoas?id=10715527,bFhMDLMAAAAJ,759.0,15.0,1997.0
Ellen F. Barbosa,http://www.labes.icmc.usp.br/site/content/ellen-francine-barbosa-profa-dra,rWEar9sAAAAJ,2155.0,25.0,1997.0
Rudinei Goularte,http://icmc.usp.br/pessoas?id=4325947,6lc68RgAAAAJ,834.0,15.0,1997.0
André C. P. L. F. Carvalho,http://www.cemeai.icmc.usp.br/andre,,,,
Simone R. S. Souza,http://icmc.usp.br/pessoas?id=3685313,EhrqxfYAAAAJ,1265.0,18.0,1995.0
Seiji Isotani,http://icmc.usp.br/pessoas?id=6064889,GKphfGsAAAAJ,5686.0,37.0,1979.0
Alexandre C. B. Delbem,http://icmc.usp.br/pessoas?id=470689,LYsCAa4AAAAJ,3138.0,27.0,1993.0
Júlio Cezar Estrella,http://icmc.usp.br/pessoas?id=10112875,uDdnClUAAAAJ,1336.0,16.0,2005.0
Vanderlei Bonato,http://lcr.icmc.usp.br/web/members/vanderlei-bonato/index.html,zpk7tC0AAAAJ,655.0,11.0,2003.0
Alneu de Andrade Lopes,http://conteudo.icmc.usp.br/pessoas/alneu,3ejEglwAAAAJ,1645.0,21.0,1995.0
Solange O. Rezende,http://icmc.usp.br/pessoas?id=130627,e2GNtdIAAAAJ,3343.0,24.0,1970.0
João Luís Garcia Rosa,http://conteudo.icmc.usp.br/pessoas/joaoluis,YsO1rOUAAAAJ,809.0,15.0,1993.0
Márcio E. Delamaro,http://conteudo.icmc.usp.br/pessoas/delamaro,htqWT0IAAAAJ,3935.0,31.0,1993.0
Gustavo E. A. P. A. Batista,http://conteudo.icmc.usp.br/pessoas/gbatista,takZ6KIAAAAJ,11900.0,40.0,1997.0
