name,homepage,scholar_id,citations,h-index,earliest_paper
K. Anton Feenstra,http://www.few.vu.nl/~feenstra,dQF82LMAAAAJ,4370.0,29.0,1984.0
Mark Hoogendoorn,http://www.few.vu.nl/~mhoogen,3s4lqHkAAAAJ,2892.0,24.0,2002.0
Stefan Schlobach,http://www.few.vu.nl/~schlobac,MWCYB5QAAAAJ,3862.0,31.0,1999.0
Tibor Bosse,http://www.few.vu.nl/~tbosse,i3GnP80AAAAJ,3711.0,27.0,2001.0
Ivano Malavolta,http://www.ivanomalavolta.com,ya3htIoAAAAJ,3379.0,30.0,2008.0
Alexandru Iosup,http://www.ds.ewi.tudelft.nl/~iosup,7wwQ7twAAAAJ,10261.0,51.0,2005.0
Patricia Lago,http://www.cs.vu.nl/~patricia/Patricia_Lago/Home.html,q5vgzKgAAAAJ,7132.0,44.0,1993.0
Lin Wang,https://linwang.info,SMpEBgwAAAAJ,1412.0,18.0,2011.0
Jörg Endrullis,http://joerg.endrullis.de,wlsbXosAAAAJ,1161.0,22.0,2006.0
Jaap Heringa,http://www.cs.vu.nl/~heringa,ZhNFzz8AAAAJ,22431.0,47.0,1984.0
Henrik Leopold,http://www.henrikleopold.com,qKCTXs4AAAAJ,3417.0,32.0,2009.0
Jacopo Urbani,http://www.jacopourbani.it,5o88MDIAAAAJ,2057.0,23.0,2009.0
Roel C. de Vrijer,http://www.cs.vu.nl/~rdv,,,,
Sanne Abeln,http://www.few.vu.nl/~abeln,TUBisFAAAAAJ,1066.0,20.0,2005.0
Klaus von Gleissenthall,http://goto.ucsd.edu/~gleissen,Lc4IbnsAAAAJ,205.0,8.0,2011.0
Michel C. A. Klein,http://www.cs.vu.nl/~mcaklein,FWzHQQgAAAAJ,1.0,1.0,2012.0
Jasmin Blanchette,https://people.mpi-inf.mpg.de/~jblanche,OpuTG3IAAAAJ,4209.0,30.0,2008.0
Annette ten Teije,http://www.few.vu.nl/~annette,2fDYEcgAAAAJ,3076.0,29.0,1991.0
Spyros Voulgaris,http://www.cs.vu.nl/~spyros,GG9rRS8AAAAJ,3234.0,23.0,1996.0
Rob V. van Nieuwpoort,http://www.cs.vu.nl/~rob,z7-NbJ0AAAAJ,5583.0,31.0,1998.0
Wan Fokkink,http://www.cs.vu.nl/~wanf,WTKJx9EAAAAJ,5060.0,39.0,1992.0
B. Chandrasekaran,https://balakrishnanc.github.io,wDjUEMMAAAAJ,1135.0,16.0,2007.0
Animesh Trivedi,https://animeshtrivedi.github.io,,,,
Nelly Condori-Fernández,http://www.s2group.cs.vu.nl/people/dr-nelly-condori-fernandez,ngADENUAAAAJ,1381.0,20.0,2002.0
Jan Treur,http://www.cs.vu.nl/~treur,2NzjnkYAAAAJ,12331.0,48.0,1976.0
Lora Aroyo,http://www.cs.vu.nl/~laroyo,FXGgl5IAAAAJ,6977.0,40.0,1950.0
Erik van der Kouwe,https://www.vusec.net/people/erik-van-der-kouwe,lY6_v1EAAAAJ,403.0,11.0,
Chris Verhoef,http://www.cs.vu.nl/~x,ziKj-v0AAAAJ,5200.0,40.0,1970.0
Jakub M. Tomczak,https://jmtomczak.github.io/index.html,XB99pR4AAAAJ,3440.0,22.0,
Hans Akkermans,http://www.cs.vu.nl/~hansa,tRT8oQYAAAAJ,17137.0,47.0,1979.0
F. A. H. van Harmelen,http://www.cs.vu.nl/~frankh,LCyfDi8AAAAJ,38103.0,69.0,1983.0
Gerrit C. van der Veer,http://www.cs.vu.nl/~gerrit,,,,
Tobias Kuhn,http://www.tkuhn.org,26_NNqEAAAAJ,10163.0,30.0,2005.0
Anton Eliëns,http://vu-nl.academia.edu/AntonEli%C3%ABns,Ip3GNwcAAAAJ,2052.0,19.0,
Adriana Emitzá Guzmán Ortega,https://research.vu.nl/en/persons/emitza-guzman-ortega,cMs97_YAAAAJ,2559.0,21.0,2000.0
A. E. Eiben,http://www.cs.vu.nl/~gusz,NMuDAe0AAAAJ,23349.0,58.0,
Paul T. Groth,https://www.nbic.nl/about-nbic/nbic-faculty/pages1/4/details/groth-paul-t-dr,0tHSHCIAAAAJ,18062.0,49.0,2000.0
A. Th. Schreiber,http://www.cs.vu.nl/~guus,lRZKdMYAAAAJ,18184.0,55.0,1950.0
Femke van Raamsdonk,http://www.cs.vu.nl/~femke,i9-twtYAAAAJ,1241.0,15.0,1993.0
Jaap Gordijn,http://www.cs.vu.nl/~gordijn,s-gUfQsAAAAJ,7446.0,37.0,1998.0
Evert Haasdijk,http://www.cs.vu.nl/ci/node/391,qGWvb-EAAAAJ,1346.0,21.0,1993.0
Hans van Vliet,http://www.cs.vu.nl/~hans,4YAdfEsAAAAJ,9370.0,51.0,
Hans Burg,http://www.cs.vu.nl/en/research/information-management-software-engineering/people/dr-hans-burg/index.aspx,,,,
Bob J. Wielinga,http://wm.cs.vu.nl,,,,
Maarten van Steen,http://www.distributed-systems.net,1mFRcc0AAAAJ,18665.0,56.0,1986.0
Cristiano Giuffrida,https://www.vusec.net/people/cristiano-giuffrida,2QmtNQsAAAAJ,5855.0,40.0,2009.0
Victor de Boer,http://www.victordeboer.com,9Ck790YAAAAJ,1374.0,20.0,2003.0
Willem Robert van Hage,http://wrvh.home.xs4all.nl,FddhRPoAAAAJ,2266.0,23.0,2003.0
Vincent François-Lavet,http://vincent.francois-l.be,n12uNYcAAAAJ,1294.0,13.0,2010.0
Koen V. Hindriks,http://www.koenhindriks.nl,BpwoE18AAAAJ,5895.0,39.0,
Henri E. Bal,http://www.cs.vu.nl/~bal,ZUTFG_YAAAAJ,13704.0,62.0,1985.0
Alban Ponse,https://staff.fnwi.uva.nl/a.ponse,v709bGQAAAAJ,2868.0,21.0,1987.0
Herbert Bos,http://www.cs.vu.nl/~herbertb,KHMut54AAAAJ,12029.0,58.0,1998.0
Andrew S. Tanenbaum,http://www.cs.vu.nl/~ast,TvjaNqkAAAAJ,65096.0,79.0,1944.0
Jacco van Ossenbruggen,http://homepages.cwi.nl/~jrvosse,BqsB3xIAAAAJ,4471.0,37.0,1994.0
