name,homepage,scholar_id,citations,h-index,earliest_paper
Martin Welsch,http://www.minet.uni-jena.de/www/fakultaet/welsch,,,,
Eberhard Zehendner,http://www2.informatik.uni-jena.de/~nez,,,,
Peter Dittrich,http://www.informatik.uni-jena.de/csb,XCULQaAAAAAJ,3676.0,33.0,1991.0
Joachim Denzler,http://www.inf-cv.uni-jena.de/denzler.html,bhpi3vgAAAAJ,8481.0,44.0,1991.0
Manja Marz,http://www.rna.uni-jena.de,,,,
Sebastian Böcker,http://bio.informatik.uni-jena.de,TWoYOQ4AAAAJ,7228.0,46.0,1997.0
Kai Lawonn,http://vis.uni-jena.de,fx7xoMYAAAAJ,1194.0,22.0,2012.0
Ernst Günter Schukat-Talamazzini,http://www.minet.uni-jena.de/www/fakultaet/schukat,,,,
Sören Laue,https://theinf2.informatik.uni-jena.de/People/Soeren+Laue.html,XLOcv_sAAAAJ,521.0,14.0,2003.0
Clemens Beckstein,http://ki.informatik.uni-jena.de,,,,
Wilhelm R. Rossak,http://swt.informatik.uni-jena.de,,,,
Olaf Beyersdorff,https://www.fmi.uni-jena.de/Beyersdorff.html,Zf7cjPkAAAAJ,1011.0,21.0,1996.0
Martin Mundhenk,http://www.complexity.uni-jena.de,,,,
Sina Zarrieß,https://sinazarriess.github.io,7OOP0iAAAAAJ,399.0,10.0,2006.0
Birgitta König-Ries,http://fusion.cs.uni-jena.de/fusion,DbusQz8AAAAJ,3971.0,30.0,1997.0
Joachim Giesen,http://theinf2.informatik.uni-jena.de,,,,
Lutz Maicher,http://tt.uni-jena.de,8k5_f7cAAAAJ,528.0,11.0,2003.0
Martin Bücker,http://www2.informatik.uni-jena.de,,,,
