name,homepage,scholar_id,citations,h-index,earliest_paper
Arturo Caronongan,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742735361&command=GETPROFILE,XfZmeCYAAAAJ,23.0,2.0,2010.0
Ann Franchesca B. Laguna,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665780648&command=GETPROFILE,LIFrnCUAAAAJ,267.0,7.0,2012.0
Oya Aran,http://www.oyaaran.com,dGXwrtEAAAAJ,2076.0,27.0,2003.0
Anish M. S. Shrestha,http://www.a-transposable-element.com,v0omOL4AAAAJ,207.0,7.0,2007.0
Joanna Pauline Rivera,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665818331&command=GETPROFILE,m_VwacQAAAAJ,18.0,3.0,2017.0
Neil Patrick Del Gallego,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665809300&command=GETPROFILE,m0pmYBcAAAAJ,28.0,3.0,2016.0
Fritz Kevin Flores,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665778068&command=GETPROFILE,,,,
Merlin Suarez,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742696320&command=GETPROFILE,pWgAanIAAAAJ,348.0,9.0,1989.0
Christine Diane Lim,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742735307&command=GETPROFILE,,,,
Katrina Ysabel Solomon,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665787950&command=GETPROFILE,2NoqTYcAAAAJ,3.0,1.0,2011.0
Raymund C. Sison,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742700789&command=GETPROFILE,piWqzCYAAAAJ,742.0,14.0,1987.0
Florante R. Salvador,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742700878&command=GETPROFILE,2waSM7YAAAAJ,27.0,3.0,1990.0
Joel Ilao,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742738160&command=GETPROFILE,gd8W9ecAAAAJ,128.0,7.0,2005.0
Marnel Peradilla,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665800576&command=GETPROFILE,Cc5_76kAAAAJ,104.0,5.0,2011.0
