name,homepage,scholar_id,citations,h-index,earliest_paper
Hongning Wang,https://engineering.virginia.edu/faculty/hongning-wang,qkdvKNoAAAAJ,3701.0,30.0,2005.0
James P. Cohoon,https://www.cs.virginia.edu/~cohoon,ud1XWV0AAAAJ,2949.0,27.0,2002.0
Lu Feng,http://www.cs.virginia.edu/~lufeng,HiyMQzEAAAAJ,598.0,14.0,2010.0
Kevin Skadron,http://www.cs.virginia.edu/skadron,Q-As1CEAAAAJ,25875.0,68.0,1993.0
Ashish Venkat,http://www.cs.virginia.edu/venkat,wbhUDnIAAAAJ,523.0,11.0,2012.0
Yanjun Qi,https://www.cs.virginia.edu/yanjun,eXKdSu0AAAAJ,8749.0,38.0,2001.0
Tianhao Wang,http://tianhao.wang,TkgyXGwAAAAJ,985.0,12.0,2014.0
Jack A. Stankovic,https://engineering.virginia.edu/faculty/john-stankovic,4VJre9IAAAAJ,63977.0,121.0,1971.0
P. Thomas Fletcher,https://engineering.virginia.edu/faculty/tom-fletcher,7pRRhkkAAAAJ,9491.0,47.0,1999.0
Christopher Barrett,https://engineering.virginia.edu/faculty/christopher-l-barrett,,,,
Sebastian G. Elbaum,https://engineering.virginia.edu/faculty/sebastian-elbaum,swPW5FYAAAAJ,11166.0,48.0,1998.0
Jack W. Davidson,https://engineering.virginia.edu/faculty/jack-w-davidson,n7YuWIAAAAAJ,716.0,8.0,2010.0
Haifeng Xu,https://engineering.virginia.edu/faculty/haifeng-xu,nLgg388AAAAJ,1099.0,21.0,2012.0
Bradford Campbell,https://engineering.virginia.edu/faculty/brad-campbell,MLx5TCQAAAAJ,956.0,14.0,2011.0
Yixin Sun,https://www.cs.princeton.edu/~yixins,ov72AA4AAAAJ,405.0,8.0,2013.0
Madhur Behl,https://engineering.virginia.edu/faculty/madhur-behl,bj_imaYAAAAJ,939.0,16.0,2008.0
Kevin Sullivan,https://www.cs.virginia.edu/people/faculty/sullivan.html,Dj0zwwQAAAAJ,13011.0,46.0,1983.0
Felix Xiaozhu Lin,https://fxlin.github.io,f6FFhS8AAAAJ,1854.0,23.0,2006.0
Seongkook Heo,http://seongkookheo.com,7r0_F0kAAAAJ,1129.0,18.0,2008.0
David E. Evans,http://www.cs.virginia.edu/~evans,,,,
Madhav Marathe,https://engineering.virginia.edu/faculty/madhav-marathe,,,,
Yangfeng Ji,https://engineering.virginia.edu/faculty/yangfeng-ji,pg02-e8AAAAJ,3371.0,22.0,2009.0
Aidong Zhang,https://engineering.virginia.edu/faculty/aidong-zhang,O8XxkE4AAAAJ,13702.0,52.0,1987.0
Haiying (Helen) Shen,https://www.cs.virginia.edu/people/faculty/shen.html,W0Cx7ZAAAAAJ,8035.0,44.0,2003.0
Nathan Brunelle,https://engineering.virginia.edu/faculty/nathan-brunelle,,,,
Andrew S. Grimshaw,https://www.cs.virginia.edu/~grimshaw,T_O6pjEAAAAJ,11259.0,43.0,1986.0
Samira Manabi Khan,http://www.cs.virginia.edu/~smk9u,MkU_TDAAAAAJ,3259.0,28.0,2007.0
Marty A. Humphrey,https://www.cs.virginia.edu/people/faculty/humphrey.html,NaVxc4wAAAAJ,7452.0,43.0,1957.0
Farzad Farnoud,https://engineering.virginia.edu/faculty/farzad-farnoud,s1NC4EMAAAAJ,976.0,16.0,
Yuan Tian,https://www.ytian.info,ja0GtqgAAAAJ,1199.0,15.0,2010.0
Gabriel Robins,http://www.cs.virginia.edu/~robins,YTJrQA4AAAAJ,9157.0,45.0,1982.0
Matthew B. Dwyer,http://matthewbdwyer.github.io,-ZRKCcEAAAAJ,12201.0,51.0,1991.0
Mary Lou Soffa,http://www.cs.virginia.edu/~soffa/index.html%3Fp=6.html,KWiJaj8AAAAJ,12928.0,57.0,1977.0
Alf Weaver,https://engineering.virginia.edu/faculty/alfred-c-weaver,0skgDnMAAAAJ,3811.0,29.0,
Anil Kumar S. Vullikanti,https://engineering.virginia.edu/faculty/anil-vullikanti,MNJ-E9UAAAAJ,10225.0,42.0,
Miaomiao Zhang,http://www.cs.virginia.edu/~mz8rr,EGBMBTwAAAAJ,595.0,14.0,2013.0
Mohammad Mahmoody,http://www.cs.virginia.edu/~mohammad,6yscPJwAAAAJ,14463.0,75.0,2005.0
Yonghwi Kwon,https://engineering.virginia.edu/faculty/yonghwi-kwon,YK3KT3kAAAAJ,552.0,11.0,2013.0
Christopher L. Barrett,https://engineering.virginia.edu/faculty/christopher-l-barrett,221a1fkAAAAJ,50719.0,107.0,1971.0
Jundong Li,http://people.virginia.edu/~jl6qk,uY6ek7sAAAAJ,5362.0,35.0,2014.0
Worthy Martin,https://www.cs.virginia.edu/people/faculty/martin.html,,,,
Michael Albert,https://www.michaelalbert.co,5xy1_PIAAAAJ,235.0,8.0,2008.0
