name,homepage,scholar_id,citations,h-index
Sukhamay Kundu,https://www.lsu.edu/eng/cse/people/faculty/kundu.php,,,
Supratik Mukhopadhyay,https://www.lsu.edu/eng/cse/people/faculty/mukhopadhyay.php,,,
Ming-xuan Sun,http://www.csc.lsu.edu/~msun,,,
Rahul Shah,http://www.csc.lsu.edu/~rahul,ZpkdT2UAAAAJ,2897.0,26.0
Jian-Hua Chen,https://www.lsu.edu/eng/cse/people/faculty/chen.j.php,,,
Robert Kooima,http://csc.lsu.edu/~kooima,OcIwjtEAAAAJ,836.0,15.0
Golden G. Richard III,http://cct.lsu.edu/~golden,gq8-LJ8AAAAJ,3247.0,28.0
Seung-Jong Park,https://www.lsu.edu/eng/cse/people/faculty/park.sj.php,AEJSH4UAAAAJ,2183.0,22.0
Brygg Ullmer,https://www.lsu.edu/eng/cse/people/faculty/ullmer.php,JxG7a6sAAAAJ,16369.0,31.0
Doris L. Carver,https://www.lsu.edu/eng/cse/people/faculty/carver.php,,,
Gerald B. Baumgartner,https://www.lsu.edu/eng/cse/people/faculty/baumgartner.php,pno6BrMAAAAJ,1934.0,25.0
Kisung Lee,https://www.lsu.edu/eng/cse/people/faculty/lee.k.php,,,
Anas Mahmoud,https://www.lsu.edu/eng/cse/people/faculty/mahmoud.php,t6_z3zYAAAAJ,1242.0,21.0
Jian Zhang,https://www.lsu.edu/eng/cse/people/faculty/zhang.php,,,
Bijaya Karki,https://www.lsu.edu/science/geology/people/faculty/karki.php,PVKPY-IAAAAJ,6191.0,38.0
Evangelos Triantaphyllou,https://www.lsu.edu/eng/cse/people/faculty/triantaphyllou.php,kZDreZsAAAAJ,10651.0,32.0
