name,homepage,scholar_id,citations,h-index
Hamid Zarrabi-Zadeh,http://sharif.edu/~zarrabi,c1VC8nYAAAAJ,468.0,14.0
Ali Reza Ejlali,http://sharif.edu/~ejlali,H7G8s68AAAAJ,2405.0,28.0
Abolfazl S. Motahari,http://ce.sharif.edu/faculty/abolfazl-motahari,rJ-biB0AAAAJ,4142.0,25.0
Rasool Jalili,http://ce.sharif.edu/faculty/rasool-jalili,MGC-bj8AAAAJ,1737.0,21.0
Seyed Hassan Mirian,http://ce.sharif.edu/~mirian,Stld52AAAAAJ,321.0,9.0
Hossein Sameti,http://sina.sharif.ir/~sameti,ebEhWZwAAAAJ,1546.0,18.0
Gholamreza Ghassem-Sani,http://sina.sharif.ac.ir/~sani,1mw-zmsAAAAJ,319.0,11.0
Mohammad Ghodsi,http://sharif.ir/~ghodsi,70Rmp1oAAAAJ,1410.0,17.0
Amir Hossein Jahangir,http://sina.sharif.ac.ir/~jahangir,QIeBZroAAAAJ,621.0,14.0
Shohreh Kasaei,http://sharif.ir/~skasaei,mvx4PvgAAAAJ,3627.0,28.0
Jafar Habibi,http://sharif.ir/~jhabibi,fKvyreEAAAAJ,2657.0,26.0
Mahdi Jafari Siavoshani,http://mahdi.jafari.siavoshani.ir,O1iciXoAAAAJ,1026.0,13.0
Mohammad Ali Abam,http://sharif.ir/~abam,xuNJ-d8AAAAJ,446.0,13.0
Hamid Beigy,http://sharif.edu/~beigy,0NiKG0EAAAAJ,2928.0,28.0
Seyed Ghassem Miremadi,http://sina.sharif.ac.ir/~miremadi,LjQ5PFYAAAAJ,3553.0,31.0
Ali A. Nazari Shirehjini,http://ce.sharif.edu/faculty/aliasghar-nazari,USZyRusAAAAJ,923.0,16.0
Raman Ramsin,http://sharif.edu/~ramsin,12Az6pUAAAAJ,1077.0,18.0
Mehdi Kharrazi,http://sharif.edu/~kharrazi,6wFTqr8AAAAJ,2285.0,16.0
Abbas Heydarnoori,http://sharif.edu/~heydarnoori,s5vgK3kAAAAJ,1473.0,13.0
Hamid R. Rabiee,http://sharif.edu/~rabiee,rKDtrNgAAAAJ,5429.0,30.0
Mansour Jamzad,http://sharif.edu/~jamzad,oKz2WAkAAAAJ,2043.0,23.0
Mohammad-Taghi Manzuri Shalmani,http://sharif.edu/~manzuri,NXYyxTMAAAAJ,2235.0,23.0
Ghazanfar Asadi,http://sharif.edu/~asadi,fgNWK9YAAAAJ,2236.0,26.0
Siavash Bayat Sarmadi,http://sharif.edu/~sbayat,Gv6KyR0AAAAJ,719.0,16.0
Mohammad Izadi,http://sharif.edu/~izadi,8Oew09wCfkcC,480.0,8.0
Ali Movaghar,http://sharif.edu/~movaghar,BXNelwwAAAAJ,5315.0,32.0
Shaahin Hessabi,http://sharif.edu/~hessabi,upXLWZEAAAAJ,1416.0,21.0
A. M. A. Hemmatyar,http://sharif.edu/~hemmatyar,wob0AskAAAAJ,266.0,8.0
Maziar Goudarzi,http://sharif.edu/~goudarzi,qAJqk9IAAAAJ,946.0,17.0
Somayyeh Koohi,http://sharif.edu/~koohi,64uL9QoAAAAJ,514.0,12.0
Seyed Ebrahim Abtahi,http://sharif.edu/~abtahi,,,
Morteza Amini,http://sharif.edu/~amini,Rsmx5DYAAAAJ,916.0,15.0
Mahdieh Soleymani,http://sharif.edu/~soleymani,,,
