name,homepage,scholar_id,citations,h-index,earliest_paper
Kai Liu,https://sites.google.com/view/kailiu/home,4justeYAAAAJ,126.0,8.0,2015.0
Kelly Caine,https://kellycaine.wordpress.com,nTMBPAIAAAAJ,3253.0,31.0,2004.0
Andrew C. Robb,http://arobb.people.clemson.edu,p5CTzgYAAAAJ,511.0,15.0,2012.0
Paige Rodeghero,http://paigerodeghero.com,vTZVpdqxruwC,530.0,10.0,2014.0
Victor B. Zordan,http://www.cs.ucr.edu/~vbz,NyY8ztoAAAAJ,3211.0,26.0,1997.0
Amy W. Apon,https://people.cs.clemson.edu/~aapon,jN87wQ4AAAAJ,1557.0,20.0,1985.0
Andrew T. Duchowski,http://andrewd.ces.clemson.edu,xYK0xy4AAAAJ,11849.0,42.0,1995.0
Eileen Kraemer,https://people.cs.clemson.edu/~etkraem,_5tjpG0AAAAJ,4976.0,25.0,1991.0
Eric Patterson,https://people.cs.clemson.edu/~ekp,Avto8CcAAAAJ,6786.0,43.0,1977.0
James M. Westall,https://people.cs.clemson.edu/~westall/homepage.html,,,,
Larry F. Hodges,http://people.clemson.edu/~lfh,plbm7ncAAAAJ,20126.0,66.0,
Daljit Singh Dhillon,https://djsingh.people.clemson.edu,3GWWmEsAAAAJ,137.0,5.0,2009.0
Shuangshuang Jin,https://sjinwsu.wixsite.com/jin6,bYSZ-egAAAAJ,1071.0,18.0,2005.0
Alexander Herzog,http://www.alexherzog.net,jrfFYAIAAAAJ,1956.0,16.0,2012.0
Yin Yang,https://yangzzzy.github.io,,,,
Brian A. Malloy,http://www.brianmalloy.com,,,,
David Donar,https://people.cs.clemson.edu/~ddonar,rang3NUAAAAJ,393.0,6.0,2006.0
Federico Iuricich,http://fiurici.people.clemson.edu,,,,
Guo Freeman,http://guof.people.clemson.edu,eRQZhUAAAAAJ,2601.0,23.0,2011.0
James P. Clements,https://www.clemson.edu/administration/president/biography.html,tUxim4kAAAAJ,912.0,11.0,1965.0
Brian C. Dean,https://people.cs.clemson.edu/~bcdean,QCL2MLcAAAAJ,13939.0,62.0,1981.0
John McGregor,https://people.cs.clemson.edu/~johnmc,Tw739kgAAAAJ,29400.0,82.0,1950.0
Nianyi Li,https://sites.duke.edu/nianyi,3SqliH4AAAAJ,609.0,7.0,2012.0
Bart P. Knijnenburg,http://www.usabart.nl,6z6j91UAAAAJ,4182.0,34.0,2009.0
Jerry Tessendorf,http://people.clemson.edu/~jtessen,,,,
Robert Geist,https://people.cs.clemson.edu/~geist/homepage.html,Ui2NKZUAAAAJ,2622.0,24.0,1976.0
Wayne Goddard,https://people.cs.clemson.edu/~goddard,bQYoSuUAAAAJ,5623.0,37.0,1985.0
Zhenkai Zhang,https://zhenkai-zhang.github.io,DFI-VpcAAAAJ,294.0,9.0,2011.0
Roy P. Pargas,https://people.cs.clemson.edu/~pargas,,,,
Murali Sitaraman,https://people.cs.clemson.edu/~murali,kLWmLJwAAAAJ,2284.0,23.0,1991.0
John Mark Smotherman,https://people.cs.clemson.edu/~mark,KADbB0cAAAAJ,1226.0,17.0,1980.0
Ioannis Karamouzas,https://people.cs.clemson.edu/~ioannis,WDv3eyUAAAAJ,1477.0,19.0,2008.0
Rong Ge,https://people.cs.clemson.edu/~rge,TWALAzsAAAAJ,3161.0,23.0,2003.0
Pradip K. Srimani,https://people.cs.clemson.edu/~srimani,syrIRoQAAAAJ,3823.0,34.0,
Sophie Jörg,https://people.cs.clemson.edu/~sjoerg,vIuCdRQAAAAJ,1130.0,20.0,2007.0
James J. Martin,https://people.cs.clemson.edu/~jmarty,,,,
Sabarish V. Babu,http://sbabu.people.clemson.edu,72RvQTgAAAAJ,1890.0,24.0,1991.0
Jacob Sorber,https://people.cs.clemson.edu/~jsorber,yXqu6esAAAAJ,2631.0,25.0,
Sandra L. Mitchell,https://people.cs.clemson.edu/~shedet/Sandee_Hedetniemi/Blank.html,QStDPcwAAAAJ,6376.0,37.0,1975.0
Feng Luo,https://people.cs.clemson.edu/~luofeng,joROlFwAAAAJ,6225.0,32.0,1994.0
Long Cheng,https://people.computing.clemson.edu/~lcheng2,GuaBhicAAAAJ,2176.0,25.0,2007.0
James Wang,https://people.cs.clemson.edu/~jzwang,JVEaAlEAAAAJ,12166.0,45.0,1983.0
