name,homepage,scholar_id,citations,h-index
Robert Akl,http://www.cse.unt.edu/~rakl/index.html,,,
Hui Zhao,http://www.cse.unt.edu/~huizhao,,,
Jung-Hwan Oh,http://www.cse.unt.edu/~jhoh,HnYb_PEAAAAJ,5894.0,44.0
Stephanie Ludi,http://www.cse.unt.edu/~ludi,wV2jzL8AAAAJ,972.0,18.0
Yan Huang,http://www.cse.unt.edu/~huangyan,dRc-rTAAAAAJ,6368.0,31.0
Costas Tsatsoulis,http://facultyinfo.unt.edu/faculty-profile?profile=ct0179,p3euW7UAAAAJ,2941.0,24.0
Armin R. Mikler,http://www.cse.unt.edu/~mikler/A.R.Mikler,41ckZZsAAAAJ,1783.0,20.0
Barrett R. Bryant,http://www.cse.unt.edu/~bryant,hMCK39sAAAAJ,2022.0,23.0
Kirill Morozov,http://www.cse.unt.edu/~morozov,NcYfeG4AAAAJ,742.0,14.0
Robert J. Renka,http://www.cse.unt.edu/~renka,XzNYtXMAAAAJ,2919.0,25.0
Farhad Shahrokhi,http://www.cse.unt.edu/~farhad,dQ6YZ10AAAAJ,1647.0,19.0
Quin Yang,http://www.cse.unt.edu/~qingyang,FIMxNL0AAAAJ,2945.0,30.0
Hyunsook Do,http://www.cse.unt.edu/~hdo,45vFd_0AAAAJ,4022.0,25.0
Philip H. Sweany,http://www.cse.unt.edu/~sweany,,,
Bill P. Buckles,http://www.cse.unt.edu/~bbuckles,4TYgrZ8AAAAJ,5274.0,38.0
Xuan Guo,http://www.cse.unt.edu/~xuanguo,4tqv2FYAAAAJ,436.0,11.0
R. V. Dantu,http://www.cse.unt.edu/~rdantu/index.html,,,
Song Fu,http://www.cse.unt.edu/~song,qr5wA44AAAAJ,3376.0,31.0
Paul Tarau,http://www.cse.unt.edu/~tarau,JUMRc-oAAAAJ,7911.0,26.0
Saraju P. Mohanty,http://www.smohanty.org,G0uvNwsAAAAJ,9360.0,45.0
Wei Jin,http://www.cse.unt.edu/~weijin,,,
Hassan Takabi,http://www.cse.unt.edu/~takabi,8OTNELUAAAAJ,3805.0,23.0
Xiaohui Yuan,http://www.cse.unt.edu/~xyuan,4F2la7sAAAAJ,4017.0,33.0
Krishna Kavi,http://www.csrl.unt.edu/kavi,Q1xQdWUAAAAJ,3067.0,25.0
Rodney D. Nielsen,http://www.cse.unt.edu/~nielsen,6GN3BG8AAAAJ,1521.0,19.0
Renee C. Bryce,http://www.cse.unt.edu/~reneebryce/Renee_Bryce/Home.html,b2ews4oAAAAJ,2884.0,25.0
Ian Parberry,http://larc.unt.edu/ian,8ZpdXNcAAAAJ,3428.0,30.0
