name,homepage,scholar_id,citations,h-index
Chi-Wing Fu,http://www.cse.cuhk.edu.hk/~cwfu,e5AJDrEAAAAJ,9240.0,50.0
Siu On Chan,https://www.cse.cuhk.edu.hk/~siuon,NOSCHOLARPAGE,,
Wei Meng,https://www.cse.cuhk.edu.hk/~wei,CBLnYLEAAAAJ,1413.0,16.0
Hanqiu Sun,http://www.cse.cuhk.edu.hk/~hanqiu,ezvIdPEAAAAJ,2741.0,28.0
Jeffrey Xu Yu,http://www.se.cuhk.edu.hk/people/yu.html,iHevumsAAAAJ,23639.0,80.0
James Cheng,http://www.cse.cuhk.edu.hk/~jcheng,M--dS1EAAAAJ,2685.0,21.0
J. H. M. Lee,https://www.cse.cuhk.edu.hk/~jlee,3IV-UTsAAAAJ,2728.0,27.0
Benjamin W. Wah,https://wah.cse.cuhk.edu.hk,WL8igVEAAAAJ,10931.0,52.0
Evan F. Y. Young,http://www.cse.cuhk.edu.hk/~fyyoung,dRpbUkMAAAAJ,3722.0,35.0
Yu Li,https://liyu95.com,8YHZx-AAAAAJ,1259.0,20.0
Tsung-Yi Ho,https://www.cse.cuhk.edu.hk/people/faculty/tsung-yi-ho,TRDUYkAAAAAJ,4622.0,39.0
Irwin King,https://www.cse.cuhk.edu.hk/irwin.king,MXvC7tkAAAAJ,24121.0,70.0
Henry Hong Xu,https://henryhxu.github.io,BZHzIFIAAAAJ,3526.0,36.0
John C. S. Lui,http://www.cse.cuhk.edu.hk/~cslui,7LVjQ7MAAAAJ,740.0,11.0
Andrej Bogdanov,http://www.cse.cuhk.edu.hk/~andrejb,MCZpAkEAAAAJ,1844.0,25.0
D. F. Wong,https://www.erg.cuhk.edu.hk/erg/DeanMessage,WPhoQiUAAAAJ,14765.0,62.0
Michael R. Lyu,http://www.cse.cuhk.edu.hk/lyu,uQnBgK0AAAAJ,45965.0,104.0
Bei Yu,http://www.cse.cuhk.edu.hk/~byu,dK-URsEAAAAJ,2180.0,18.0
Xiao-Gang Wang,http://www.ee.cuhk.edu.hk/~xgwang,B5JgjsAAAAJ,,
Dahua Lin,http://dahualin.org,GMzzRRUAAAAJ,20808.0,59.0
Jiaya Jia,http://www.cse.cuhk.edu.hk/leojia,XPAkzTEAAAAJ,43535.0,87.0
Farzan Farnia,http://www.cse.cuhk.edu.hk/~farnia,GYPCqcYAAAAJ,549.0,8.0
Chris Ding,https://sds.cuhk.edu.cn/en/teacher/197,q7FfnjgAAAAJ,57420.0,96.0
Qi Dou,https://www.cse.cuhk.edu.hk/~qdou,iHh7IJQAAAAJ,12179.0,49.0
Yat Chiu Law,http://www.cse.cuhk.edu.hk/~yclaw,NOSCHOLARPAGE,,
Yufei Tao,http://www.cse.cuhk.edu.hk/~taoyf,3FmJBHkAAAAJ,20562.0,69.0
Zili Shao,http://www.cse.cuhk.edu.hk/~shao,HlxIVWYAAAAJ,4612.0,37.0
Sibo Wang,http://www1.se.cuhk.edu.hk/~swang,b2gLqsgAAAAJ,1042.0,17.0
Hong Cheng,http://www1.se.cuhk.edu.hk/~hcheng,s3lQL7YAAAAJ,11849.0,52.0
Kwong-Sak Leung,http://www.cs.cuhk.edu.hk/~ksleung,x--r9cIAAAAJ,10007.0,54.0
Siu-Hang Or,http://www.cse.cuhk.edu.hk/~shor,qhZIdGYAAAAJ,542.0,9.0
Kevin Y. Yip,http://www.cse.cuhk.edu.hk/~kevinyip,pAD5GlEAAAAJ,24133.0,45.0
Shengyu Zhang,http://www.cse.cuhk.edu.hk/~syzhang,h9_LPeAAAAAJ,2692.0,28.0
Qiang Xu,http://www.cse.cuhk.edu.hk/~qxu,eSiKPqUAAAAJ,5826.0,39.0
Liwei Wang,https://lwwangcse.github.io,qnbdnZEAAAAJ,4994.0,20.0
Patrick P. C. Lee,http://www.cse.cuhk.edu.hk/~pclee,gyRtVVEAAAAJ,7100.0,43.0
Pheng-Ann Heng,https://www.cse.cuhk.edu.hk/~pheng,OFdytjoAAAAJ,30603.0,87.0
Man Hon Wong,http://www.cse.cuhk.edu.hk/~mhwong,KGXAyxYAAAAJ,9217.0,48.0
Kin Hong Wong,http://www.cse.cuhk.edu.hk/~khwong,qTcmHIcAAAAJ,6550.0,41.0
Ho-fung Leung,http://www.cse.cuhk.edu.hk/~lhf,JDErdKcAAAAJ,,
Eric Lo,https://appsrv.cse.cuhk.edu.hk/~ericlo,saGnAtQAAAAJ,,
Ming-Chang Yang,http://www.cse.cuhk.edu.hk/~mcyang,sVkR5hYAAAAJ,676.0,14.0
Leizhen Cai,https://www.cse.cuhk.edu.hk/~lcai,NOSCHOLARPAGE,,
Tien-Tsin Wong,http://www.cse.cuhk.edu.hk/~ttwong,05U81tIAAAAJ,7415.0,49.0
Lai-Wan Chan,http://www.cse.cuhk.edu.hk/~lwchan,9z_5eo8AAAAJ,13925.0,63.0
Ada Wai-Chee Fu,http://www.cse.cuhk.edu.hk/~adafu,tcwyqtUAAAAJ,17146.0,63.0
