name,homepage,scholar_id,citations,h-index
Aryabartta Sahu,https://www.iitg.ernet.in/asahu,apzckLUAAAAJ,104.0,6.0
Samit Bhattacharya,http://www.iitg.ernet.in/samit,oXu5o6gAAAAJ,1679.0,17.0
Sajith Gopalan,http://www.iitg.ernet.in/sajith,Ukp9zWcAAAAJ,48.0,4.0
Pinaki Mitra,http://www.iitg.ernet.in/pinaki,ZVxC1rB3vXEC,1279.0,16.0
Chandan Karfa,http://www.iitg.ernet.in/cse/internet-pages/ckarfa,pp-UnuoAAAAJ,416.0,10.0
Rashmi Dutta Baruah,https://www.iitg.ernet.in/r.duttabaruah,pSiO0xoAAAAJ,447.0,10.0
Ashish Anand,http://www.iitg.ernet.in/anand.ashish,W7nidBQAAAAJ,1939.0,16.0
Hemangee K. Kapoor,http://www.iitg.ac.in/hemangee,9TsaEbMAAAAJ,538.0,12.0
T. Venkatesh,http://www.iitg.ernet.in/t.venkat,yxogbeoAAAAJ,388.0,8.0
R. Inkulu,http://www.iitg.ernet.in/rinkulu,,,
Sanasam Ranbir Singh,https://www.iitg.ernet.in/ranbir,,,
Benny George Kenkireth,http://www.iitg.ernet.in/ben,,,
Arijit Sur,http://www.iitg.ernet.in/arijit,,,
Pradip K. Das,http://www.iitg.ernet.in/pkdas,zNNnCEUAAAAJ,2981.0,32.0
Deepanjan Kesh,https://www.iitg.ernet.in/deepkesh,,,
Sukumar Nandi,https://www.iitg.ernet.in/sukumar,ChtruacAAAAJ,5908.0,34.0
Arnab Sarkar,https://www.iitg.ernet.in/arnabsarkar,aElWxu8AAAAJ,938.0,17.0
Jatindra Kumar Deka,https://www.iitg.ernet.in/jatin,yCTfZRwAAAAJ,739.0,12.0
John Jose,https://www.iitg.ernet.in/johnjose,KR7K-XEAAAAJ,163061.0,137.0
Diganta Goswami,https://www.iitg.ernet.in/dgoswami,g9CrJ2wAAAAJ,710.0,15.0
Sushanta Karmakar,https://www.iitg.ernet.in/sushantak,OsTpMV8AAAAJ,975.0,14.0
Gautam Barua,https://www.iitg.ernet.in/gb,bKrYnrEAAAAJ,550.0,7.0
Santosh Biswas,https://www.iitg.ernet.in/santosh_biswas,Myp5iZkAAAAJ,1676.0,21.0
Shivashankar B. Nair,https://www.iitg.ernet.in/sbnair,wfeT0bYAAAAJ,777.0,15.0
V. Vijaya Saradhi,https://www.iitg.ernet.in/saradhi,1DpQo5AAAAAJ,1142.0,17.0
S. V. Rao,https://www.iitg.ernet.in/svrao,4NoqGCEAAAAJ,19667.0,64.0
Amit Awekar,https://www.iitg.ernet.in/awekar,xl5njIIAAAAJ,452.0,8.0
Purandar Bhaduri,https://www.iitg.ernet.in/pbhaduri,rRuMQwgAAAAJ,431.0,11.0
