name,homepage,scholar_id,citations,h-index,earliest_paper
Yu-Tai Ching,https://www.cs.nctu.edu.tw/members/detail/ytc,Gne6kXkAAAAJ,1474.0,17.0,1985.0
Ying-Dar Jason Lin,http://speed.cis.nctu.edu.tw/~ydlin,6ZzMxhsAAAAJ,6010.0,37.0,1988.0
Shi-Chun Tsai,http://www.cs.nctu.edu.tw/~sctsai,CoJCy94AAAAJ,998.0,18.0,1993.0
Kuo-Chen Wang,http://mbl.cs.nctu.edu.tw,,,,
Wen-Hsiao Peng,http://mapl.nctu.edu.tw,HucsFB4AAAAJ,1523.0,20.0,1999.0
Rong-Jaye Chen,http://www.cs.nctu.edu.tw/~rjchen,,,,
Chien-Chao Tseng,https://win.cs.nctu.edu.tw/cctseng,ownGePIAAAAJ,2632.0,27.0,1986.0
I-Chen Lin,http://www.cs.nctu.edu.tw/~ichenlin,75SR4WgAAAAJ,427.0,13.0,1999.0
Tzu-Chien Hsiao,https://sites.google.com/site/labview704/About-Us/TC,JPMrsz0AAAAJ,781.0,14.0,1998.0
Kuan-Wen Chen,http://www.cs.nctu.edu.tw/~kuanwen,2kfjkmEAAAAJ,548.0,12.0,2005.0
Tien-Fu Chen,http://www.cs.nctu.edu.tw/~tfchen,coZE3XcAAAAJ,3580.0,23.0,1991.0
Jiun-Long Huang,http://www.cs.nctu.edu.tw/~jlhuang,,,,
Jyh-Cheng Chen,http://www.cs.nctu.edu.tw/~jcc,qq7bmfIAAAAJ,9152.0,42.0,
Jason Yi-Bing Lin,http://liny.csie.nctu.edu.tw,478J1_AAAAAJ,24643.0,85.0,
Lan-Da Van,http://www.cs.nctu.edu.tw/~ldvan,qbTpOVsAAAAJ,1367.0,18.0,1999.0
F. Joe Lin,http://www.cs.nctu.edu.tw/~fuchun_lin,Pei7LGcAAAAJ,1471.0,21.0,1987.0
Yen-Yu Lin,https://sites.google.com/site/yylinweb,9RhFbpwAAAAJ,3163.0,29.0,2004.0
Ping-Chun Hsieh,https://pinghsieh.github.io,ix38JgoAAAAJ,184.0,8.0,2013.0
Wen-Hsiang Tsai,http://people.cs.nctu.edu.tw/~whtsai/Welcome.html,a97zfDIAAAAJ,10555.0,45.0,1978.0
Sai-Keung Wong,http://www.cs.nctu.edu.tw/~cswingo,QSh468sAAAAJ,1001.0,16.0,1997.0
Bao-Shuh Paul Lin,http://bplin.eic.nctu.edu.tw,lS1WwSwAAAAJ,1471.0,22.0,1979.0
Chun-Jen Tsai,http://www.cs.nctu.edu.tw/~cjtsai,,,,
Zen-Chung Shih,http://cgvr.cs.nctu.edu.tw,,,,
Li-Pin Chang,https://sites.google.com/view/lpchang,t21ZkxEAAAAJ,3530.0,22.0,2001.0
Jen-Hui Chuang,http://islab.cs.nctu.edu.tw,,,,
Chi-Yu Li,http://www.cs.nctu.edu.tw/~chiyuli,OtMUXigAAAAJ,987.0,17.0,2006.0
Jung-Hong Chuang,http://cggmwww.csie.nctu.edu.tw/index.php/8-member/10-faculty,,,,
I-Chen Wu,http://java.csie.nctu.edu.tw/~icwu,,,,
Chun-Ying Huang,http://www.cs.nctu.edu.tw/~chuang,ixq3XDUAAAAJ,3749.0,28.0,2002.0
Wen-Chieh Lin,http://www.cs.nctu.edu.tw/~wclin,v3l_oYkAAAAJ,1822.0,20.0,1999.0
Shiao-Li Tsao,http://people.cs.nctu.edu.tw/~sltsao,rk-q0YkAAAAJ,2301.0,25.0,1993.0
Shin-Mu Tseng,http://people.cs.nctu.edu.tw/~vtseng,DFjmS6AAAAAJ,12619.0,59.0,2000.0
Wen-Guey Tzeng,http://www.cs.nctu.edu.tw/~wgtzeng,,,,
Cheng-Chung Lin,https://www.cs.nctu.edu.tw/members/detail/cclin,,,,
Kai-Chiang Wu,http://www.cs.nctu.edu.tw/~kcw,,,,
Meng-Tsung Tsai,https://www.cs.nctu.edu.tw/members/detail/mtsai,VrVkEv8AAAAJ,157.0,8.0,1996.0
Terng-Yin Hsu,https://www.cs.nctu.edu.tw/members/detail/tyhsu,,,,
