name,homepage,scholar_id,citations,h-index,earliest_paper
Rachid Hadjidj,http://www.qu.edu.qa/engineering/computer/faculty/rachid.php,vCPvJMMAAAAJ,665.0,13.0,1994.0
Abbes Amira,http://www.qu.edu.qa/engineering/computer/faculty/abbes.php,yp_wQZMAAAAJ,5634.0,37.0,2000.0
Khaled B. Shaban,http://qufaculty.qu.edu.qa/khaled-shaban,jO_M2XoAAAAJ,2873.0,29.0,2002.0
Tamer Elsayed,http://www.qu.edu.qa/engineering/computer/faculty/TamerElsayed.php,ekS-yPIAAAAJ,2177.0,27.0,2001.0
Mohammad Saleh,http://www.qu.edu.qa/engineering/computer/faculty/mohamed_saleh.php,PtPt83cAAAAJ,5075.0,34.0,2005.0
Abdelaziz Bouras,http://www.qu.edu.qa/engineering/computer/faculty/abdelaziz_bouras.php,QKaJ_JgAAAAJ,4355.0,25.0,1990.0
Noora Fetais,http://www.qu.edu.qa/engineering/computer/faculty/noora.php,,,,
Mohammed Samaka,http://www.qu.edu.qa/engineering/computer/faculty/mohamed_samaka.php,iqiEX78AAAAJ,2052.0,19.0,1986.0
Qutaibah M. Malluhi,http://www.qu.edu.qa/engineering/computer/faculty/qutaibah.php,uxzUkuUAAAAJ,2298.0,19.0,1992.0
Osama Shata,http://www.qu.edu.qa/engineering/computer/faculty/osama.php,SgSSzKIAAAAJ,89.0,4.0,2011.0
M. Osama Alhalabi,http://www.qu.edu.qa/engineering/computer/faculty/osama_halabi.php,jYUTRTcAAAAJ,603.0,12.0,2000.0
Mohammed Almeer,http://www.qu.edu.qa/engineering/computer/faculty/mohamed_almeer.php,NBENQG8AAAAJ,51.0,2.0,2014.0
Abdulla K. Al-Ali,http://www.qu.edu.qa/engineering/computer/faculty/abdulla_alali.php,s1LawbAAAAAJ,1478.0,18.0,2013.0
Sebti Foufou,http://www.qu.edu.qa/engineering/computer/faculty/Sebti.php,E-8Pz2IAAAAJ,4428.0,26.0,1995.0
Loay Sabry-Ismaïl,http://www.qu.edu.qa/engineering/computer/faculty/loay.php,,,,
Jihad Al Ja'am,http://qspace.qu.edu.qa/handle/10576/61/discover?field=author&filtertype=author&filter_relational_operator=equals&filter=Jaam%2C+Jihad+Mohamad,CR7_qC0AAAAJ,1541.0,20.0,1994.0
Uvais A. Qidwai,http://www.qu.edu.qa/engineering/computer/faculty/uvais.php,_-GqsbMAAAAJ,1433.0,16.0,1998.0
Ryan Riley,http://www.qu.edu.qa/engineering/computer/faculty/ryan.php,75JB_d0AAAAJ,1695.0,17.0,2007.0
Abdulaziz Ali,http://www.qu.edu.qa/engineering/computer/faculty/abdulla_alali.php,S42RixYAAAAJ,9546.0,47.0,
Somaya Al-Máadeed,http://www.qu.edu.qa/engineering/computer/faculty/somaya.php,AAOsCj4AAAAJ,4776.0,34.0,
Hasan Krad,http://www.qu.edu.qa/engineering/computer/faculty/hasan.php,,,,
Adel Cherif,http://www.qu.edu.qa/engineering/computer/faculty/adel_ch.php,obJnqXUAAAAJ,81.0,5.0,2009.0
Aiman Erbad,http://www.qu.edu.qa/engineering/computer/faculty/aiman.php,6Pmbv8IAAAAJ,2942.0,25.0,2007.0
Tarek ElFouly,http://www.qu.edu.qa/engineering/computer/faculty/tarek.php,fItzV6EAAAAJ,4088.0,22.0,2002.0
Abdelkarim Erradi,http://www.qu.edu.qa/engineering/computer/faculty/erradi.php,2VhGiuAAAAAJ,2145.0,26.0,2004.0
Amr Mohamed,http://www.qu.edu.qa/engineering/computer/faculty/amr.php,j8NhbUUAAAAJ,4832.0,44.0,1971.0
Mashael AlSabah,http://www.qu.edu.qa/engineering/computer/faculty/mashael.php,rGIv25EAAAAJ,797.0,11.0,2011.0
Ali Jaoua,http://www.qu.edu.qa/engineering/computer/faculty/ali.php,rWJLBq8AAAAJ,1541.0,21.0,1987.0
Noor Al-Máadeed,http://www.qu.edu.qa/offices/research/CAM/about/staff.php,AAOsCj4AAAAJ,4776.0,34.0,
Khaled Khan,http://www.qu.edu.qa/engineering/computer/faculty/khaled_khan.php,,,,
