name,homepage,scholar_id,citations,h-index,earliest_paper
Andreas Heuer,https://dbis.informatik.uni-rostock.de/mitarbeiter/heuer/andreas-heuer,,,,
Peter Danielis,https://www.vhr.uni-rostock.de/team/vertretungsprofessur/dr-ing-habil-peter-danielis-vertretungsprofessur,XxRH9IoAAAAJ,593.0,11.0,2006.0
Heidi Schumann,https://vcg.informatik.uni-rostock.de/~schumann,nNu_MvYAAAAJ,9083.0,44.0,1980.0
Bodo Urban,https://www.igd.fraunhofer.de/institut/ueber-uns/alumni/bodo-urban,,,,
Peter Forbrig,https://www.informatik.uni-rostock.de/lehrstuehle/am-institut-fuer-informatik-forts/softwaretechnik/lehrstuhl-softwaretechnik/mitarbeiter,B07gwvsAAAAJ,2028.0,22.0,1987.0
Kurt Sandkuhl,https://www.wirtschaftsinformatik.uni-rostock.de/lehrstuhl/team/professoren/prof-dr-kurt-sandkuhl,5MxuPr4AAAAJ,3635.0,25.0,
Karsten Schmidt,https://theo.informatik.uni-rostock.de/theo-team/karsten-wolf,1OleyYgAAAAJ,4259.0,32.0,1991.0
Michael Fellmann,https://www.wibis.uni-rostock.de/team,,,,
Clemens H. Cap,https://iuk.uni-rostock.de/mitarbeiter/prof-dr-rernat-clemens-h-cap,fAf_fA4AAAAJ,1000.0,17.0,1990.0
Olaf Wolkenhauer,https://www.sbi.uni-rostock.de/team/detail/prof-olaf-wolkenhauer,Cnx7XskAAAAJ,10415.0,56.0,1996.0
Oliver G. Staadt,http://vcg.informatik.uni-rostock.de/~ostaadt,I1hnzusAAAAJ,3071.0,23.0,1995.0
Meike Albrecht,https://www.informatik.uni-rostock.de/ueber-uns/bereich/homepages/meike-klettke/startseite,Rj6p8R8AAAAJ,1307.0,18.0,1992.0
Adelinde M. Uhrmacher,https://mosi.informatik.uni-rostock.de/team/staff/prof-dr-rer-nat-adelinde-m-uhrmacher,NIyd6aoAAAAJ,5182.0,36.0,1989.0
Alke Martens,https://pidi.informatik.uni-rostock.de/pi-team/alke-martens,LaewcHMAAAAJ,1040.0,16.0,1999.0
Van Bang Le,https://users.informatik.uni-rostock.de/~le,wg7YPO4AAAAJ,3805.0,22.0,1991.0
Thomas Kirste,http://cpr.uni-rostock.de/resolve/id/cpr_person_00001930,pyu5sAsAAAAJ,2927.0,24.0,1990.0
Gero Mühl,https://www.ava.uni-rostock.de/en/ava-staff/professor/gero,sIbWic8AAAAJ,4688.0,29.0,1998.0
