name,homepage,scholar_id,citations,h-index,earliest_paper
Devesh Tiwari,https://web.northeastern.edu/tiwari,,,,
Rajmohan Rajaraman,http://www.ccs.neu.edu/home/rraj,QZrx9MEAAAAJ,7333.0,38.0,1963.0
Varun Mishra,https://khoury.northeastern.edu/~varun,2tP2D7MAAAAJ,301.0,11.0,2015.0
Jennifer G. Dy,https://www.khoury.northeastern.edu/people/jennifer-dy,6h7b0fAAAAAJ,10404.0,47.0,1997.0
Robert Platt,http://www.ccs.neu.edu/home/rplatt,Z4Y5S2oAAAAJ,5704.0,36.0,1948.0
Peter Desnoyers,http://www.ccs.neu.edu/home/pjd,Zx2TxxsAAAAJ,2770.0,22.0,1988.0
Stratis Ioannidis,https://ece.northeastern.edu/fac-ece/ioannidis,GPIB5kUAAAAJ,4565.0,34.0,2004.0
Panagiotis Manolios,http://www.ccs.neu.edu/home/pete,zUW_nUIAAAAJ,4093.0,30.0,1994.0
Guevara Noubir,http://www.ccs.neu.edu/home/noubir,pUaHHjUAAAAJ,4208.0,31.0,1993.0
Mirek Riedewald,http://www.ccs.neu.edu/home/mirek,qz6YaN4AAAAJ,4625.0,30.0,1999.0
Taskin Padir,https://www.khoury.northeastern.edu/people/taskin-padir,7QCFyaYAAAAJ,1641.0,17.0,2003.0
Ravi Sundaram,http://www.ccs.neu.edu/home/koods,WEQF9DgAAAAJ,5275.0,34.0,1992.0
Javed A. Aslam,http://www.ccs.neu.edu/home/jaa,M9OmxR8AAAAJ,116.0,7.0,2002.0
Matthew S. Goodwin,http://www.northeastern.edu/bouve/directory/matthew-goodwin,hLSAMi8AAAAJ,4277.0,38.0,1996.0
Bob De Schutter,https://www.bobdeschutter.be,6Imct_kAAAAJ,1290.0,16.0,1997.0
Paul Hand,http://www.ccs.neu.edu/home/hand,zzG75zEAAAAJ,1221.0,18.0,2009.0
Engin Kirda,http://www.ccs.neu.edu/home/ek,AHh8JssAAAAJ,26278.0,73.0,2000.0
Rupal Patel,http://www.northeastern.edu/bouve/directory/rupal-patel,iPDwvU8AAAAJ,2368.0,26.0,1968.0
Lawson L. S. Wong,http://www.ccs.neu.edu/home/lsw,MbDzOP0AAAAJ,765.0,15.0,2006.0
Matthias Felleisen,http://www.ccs.neu.edu/home/matthias,KP-Vo44AAAAJ,16103.0,64.0,1975.0
Kathleen Creel,https://cssh.northeastern.edu/faculty/kathleen-katie-creel,qMIT0dcAAAAJ,217.0,4.0,2019.0
Stephen S. Intille,http://www.ccs.neu.edu/home/intille,9Yuk3WgAAAAJ,19641.0,58.0,1993.0
Jose A. Perea,https://www.joperea.com,XSTHhuQAAAAJ,706.0,12.0,2014.0
Yanzhi Wang,https://www.khoury.northeastern.edu/people/yanzhi-wang,a7akgIEAAAAJ,11174.0,54.0,
Ari Ezra Waldman,https://www.ariewaldman.com,wAC1mvYAAAAJ,1056.0,17.0,2011.0
Olga Vitek,http://olga-vitek-lab.org,UT5I0hAAAAAJ,8423.0,42.0,2000.0
Auroop Ganguly,https://www.civ.neu.edu/people/ganguly-auroop,eNrAUJMAAAAJ,5833.0,40.0,1997.0
Yun Fu,http://www1.ece.neu.edu/~yunfu,h-JEcQ8AAAAJ,27602.0,80.0,2003.0
David Lazer,https://www.northeastern.edu/cssh/faculty/david-lazer,gMndACUAAAAJ,27442.0,61.0,1993.0
Jonathan Bell,https://www.jonbell.net,Ov8kof4AAAAJ,2197.0,26.0,1988.0
Predrag Radivojac,https://www.ccis.northeastern.edu/people/predrag-radivojac,ugj0at8AAAAJ,17242.0,55.0,1997.0
Sina Fazelpour,https://sinafazelpour.com,GPRnVkMAAAAJ,237.0,7.0,2007.0
Daniel Wichs,http://www.ccs.neu.edu/home/wichs,CO7nYfIAAAAJ,7782.0,44.0,2008.0
Huy L. Nguyen,https://www.ccis.northeastern.edu/people/huy-le-nguyen,MDCu0WEAAAAJ,2258.0,27.0,2009.0
Karl J. Lieberherr,https://www.ccis.northeastern.edu/people/karl-lieberherr,pAUVJS0AAAAJ,5387.0,33.0,1975.0
