name,homepage,scholar_id,citations,h-index,earliest_paper
Rahul Narain,http://rahul.narain.name,,,,
Maya Ramanath,http://www.cse.iitd.ac.in/~ramanath,y6BXzxIAAAAJ,2045.0,20.0,2000.0
Chetan Arora,https://www.cse.iitd.ac.in/~chetan,Q8cTLNMAAAAJ,1391.0,18.0,1999.0
Abhilash Jindal,http://abhilash-jindal.com,_af8suQAAAAJ,946.0,10.0,2011.0
Srikanta Bedathur,http://www.cse.iitd.ac.in/~bedathur,,,,
Sayan Ranu,http://www.cse.iitd.ac.in/~sayan,K4w5qYUAAAAJ,1574.0,20.0,2006.0
Subodh Sharma,http://www.cse.iitd.ernet.in/~svs,,,,
Sandeep Sen,http://www.cse.iitd.ac.in/~ssen,GK7JUpkAAAAJ,2873.0,28.0,1966.0
Mausam,http://homes.cs.washington.edu/~mausam,5y4YmFcAAAAJ,9962.0,43.0,2003.0
Vinay J. Ribeiro,http://www.cse.iitd.ernet.in/~vinay,XxeF6MkAAAAJ,3946.0,22.0,1998.0
Subhashis Banerjee,http://www.cse.iitd.ernet.in/~suban,UU9KftAAAAAJ,2461.0,30.0,2000.0
Saroj Kaushik,http://www.cse.iitd.ernet.in/~saroj,9M_sGsIAAAAJ,648.0,14.0,1980.0
Huzur Saran,http://www.cse.iitd.ernet.in/~saran,,,,
Parag Singla,http://www.cse.iitd.ac.in/~parags,V49BsgMAAAAJ,3458.0,23.0,2005.0
Preeti Ranjan Panda,http://www.cse.iitd.ernet.in/~panda,4Q2DOC4AAAAJ,4021.0,26.0,1991.0
Sorav Bansal,http://www.cse.iitd.ernet.in/~sbansal,,,,
Kolin Paul,http://www.cse.iitd.ernet.in/~kolin,6TWEO3IAAAAJ,1889.0,24.0,1964.0
Sanjiva Prasad,http://www.cse.iitd.ernet.in/~sanjiva,,,,
S. Arun-Kumar,http://www.cse.iitd.ernet.in/~sak,kfWW5x4AAAAJ,6255.0,33.0,1955.0
Smruti R. Sarangi,http://www.cse.iitd.ac.in/~srsarangi,-5JfCRsAAAAJ,4004.0,21.0,2003.0
Ragesh Jaiswal,http://www.cse.iitd.ernet.in/~rjaiswal,,,,
Rahul Garg,http://www.cse.iitd.ernet.in/~rahulgarg,1B4UlwUAAAAJ,3910.0,28.0,1979.0
Naveen Garg,http://www.cse.iitd.ernet.in/~naveen,wNRE148AAAAJ,6281.0,33.0,1993.0
Prem K. Kalra,http://www.cse.iitd.ernet.in/~pkalra,ttrJhoUAAAAJ,3262.0,28.0,1987.0
Amit Kumar,http://www.cse.iitd.ernet.in/~amitk,btq_vjcAAAAJ,48.0,3.0,2013.0
Amitabha Bagchi,http://www.cse.iitd.ernet.in/~bagchi,U4g_OxEAAAAJ,1038.0,16.0,1987.0
Aaditeshwar Seth,http://www.cse.iitd.ernet.in/~aseth,XpOIYBoAAAAJ,1925.0,19.0,2002.0
Anshul Kumar,http://www.cse.iitd.ernet.in/~anshul,,,,
Subodh Kumar,http://www.cse.iitd.ac.in/~subodh,,,,
Rijurekha Sen,http://www.cse.iitd.ernet.in/~rijurekha,yTPVlzgAAAAJ,2143.0,16.0,1941.0
M. Balakrishnan,http://www.cse.iitd.ernet.in/~mbala,Nt98A90AAAAJ,7893.0,42.0,1982.0
