name,homepage,scholar_id,citations,h-index,earliest_paper
Davood Rafiei,https://webdocs.cs.ualberta.ca/~drafiei,lNxSDIwAAAAJ,2358.0,17.0,
Abram Hindle,http://softwareprocess.es,vuT1ZlUAAAAJ,5873.0,40.0,
Li-Yan Yuan,https://webdocs.cs.ualberta.ca/~yuan,,,,
Janelle J. Harms,https://webdocs.cs.ualberta.ca/~harms,,,,
Anup Basu,https://webdocs.cs.ualberta.ca/~anup,x8Nn-jQAAAAJ,5820.0,42.0,1986.0
Patrick M. Pilarski,https://sites.ualberta.ca/~pilarski,VGQmtWEAAAAJ,2786.0,25.0,2003.0
Or Sheffet,http://www.ualberta.ca/science/about-us/contact-us/faculty-directory/or-sheffet,Zp2LpwUAAAAJ,1609.0,19.0,2006.0
Hong Zhang,https://webdocs.cs.ualberta.ca/~zhang,,,,
Martin Jägersand,https://webdocs.cs.ualberta.ca/~jag,kxAlIY4AAAAJ,4691.0,34.0,1979.0
David S. Wishart,http://www.wishartlab.com,-JSn-WgAAAAJ,106556.0,124.0,1986.0
Jia-Huai You,https://webdocs.cs.ualberta.ca/~you,,,,
Robert C. Holte,https://webdocs.cs.ualberta.ca/~holte,CXPlI08AAAAJ,137981.0,111.0,1994.0
Ryan B. Hayward,https://webdocs.cs.ualberta.ca/~hayward,h-VFYuUAAAAJ,1998.0,23.0,1985.0
Russ Greiner,https://webdocs.cs.ualberta.ca/~greiner,Rn7APGIAAAAJ,24681.0,61.0,1980.0
Yee-Hong Yang,https://webdocs.cs.ualberta.ca/~yang,dDNv_sAAAAAJ,6219.0,43.0,1981.0
Ehab S. Elmallah,https://webdocs.cs.ualberta.ca/~ehab,wa0vQsYAAAAJ,556.0,14.0,1985.0
Matthew Guzdial,http://guzdial.com,jKqmTbIAAAAJ,943.0,15.0,2014.0
Lili Mou,https://lili-mou.github.io,32UrMrQAAAAJ,4584.0,27.0,2012.0
Duane Szafron,https://webdocs.cs.ualberta.ca/~duane,v2FRdPYAAAAJ,7402.0,46.0,1977.0
Matthew E. Taylor,https://drmatttaylor.net,edQgLXcAAAAJ,8326.0,43.0,2004.0
Denilson Barbosa,https://www.ualberta.ca/~denilson,zd0qalEAAAAJ,2523.0,28.0,1999.0
Renee Elio,https://webdocs.cs.ualberta.ca/~ree,,,,
Levi H. S. Lelis,https://webdocs.cs.ualberta.ca/~santanad,eoXoLFgAAAAJ,712.0,16.0,2019.0
Eleni Stroulia,https://webdocs.cs.ualberta.ca/~stroulia/index.old.html,TyM1dLwAAAAJ,14212.0,54.0,1992.0
