name,homepage,scholar_id,citations,h-index,earliest_paper
Sheng Wei,http://eceweb1.rutgers.edu/~sw891,9fBhPy0AAAAJ,17698.0,48.0,1969.0
Spiros E. Papadimitriou,https://www.business.rutgers.edu/faculty/spiros-papadimitriou,WUrGGDgAAAAJ,6845.0,33.0,2000.0
Periklis A. Papakonstantinou,http://papakonstantinou.net,x9wgKOkAAAAJ,312.0,9.0,2003.0
Kristin J. Dana,https://www.ece.rutgers.edu/~kdana,FLmgLo0AAAAJ,7225.0,35.0,1989.0
Hao Wang,http://www.wanghao.in,NrOA9QoAAAAJ,8661.0,19.0,2013.0
Marco Gruteser,http://www.winlab.rutgers.edu/~gruteser,HSPbKTAAAAAJ,20149.0,59.0,2000.0
Konstantinos P. Michmizos,http://combra.cs.rutgers.edu,,,,
Wade Trappe,https://www.wadetrappe.com,muk0-U4AAAAJ,19203.0,59.0,1994.0
Chirag Shah,http://chirags.comminfo.rutgers.edu,H4dLAw0AAAAJ,5934.0,36.0,2000.0
Sunyoung Kim,http://www.sunyoungkim.org,,,,
Dipankar Raychaudhuri,http://www.winlab.rutgers.edu/docs/faculty/RayBio.html,CiGqxAsAAAAJ,14345.0,61.0,1977.0
Jingjin Yu,http://jingjinyu.com,jkRa2LEAAAAJ,2155.0,24.0,1999.0
Vladimir I. Pavlovic,http://www.business.rutgers.edu/faculty-research/directory/vladimir-pavlovic,bIiB7bUAAAAJ,3906.0,31.0,1988.0
Manish Singh,https://ruccs.rutgers.edu/manish,9XRvM88AAAAJ,5797.0,34.0,1997.0
Ping Li,http://www.stat.rutgers.edu/home/pingli,vR8jj4YAAAAJ,13721.0,52.0,1956.0
Hui Xiong,http://datamining.rutgers.edu,cVDF1tkAAAAJ,22643.0,77.0,2000.0
B. R. Badrinath,http://www.cs.rutgers.edu/~badri,ZuCDNqwAAAAJ,21741.0,54.0,1974.0
Eric Allender,http://www.cs.rutgers.edu/~allender,dQwv9e4AAAAJ,4892.0,41.0,1984.0
David M. Pennock,http://dpennock.com,4_i_4TkAAAAJ,18537.0,53.0,1959.0
Ahmed Elgammal,http://www.cs.rutgers.edu/~elgammal/Home.html,DxQiCiIAAAAJ,15030.0,52.0,1999.0
Dong Deng,https://www.cs.rutgers.edu/faculty/dong-deng,mNUsQysAAAAJ,1926.0,25.0,2010.0
Matthew Stone,https://www.cs.rutgers.edu/~mdstone,3siz6_0AAAAJ,5359.0,35.0,1993.0
Thu D. Nguyen,https://www.cs.rutgers.edu/~tdnguyen,sm9xJEkAAAAJ,7221.0,41.0,1982.0
Abdeslam Boularias,http://www.abdeslam.net,8AF3RCsAAAAJ,1401.0,21.0,2006.0
Karl Stratos,http://karlstratos.com,Fx8-1JMAAAAJ,1823.0,20.0,2010.0
Karthik C. S.,http://karthikcs.org/,PS2LQKYAAAAJ,317.0,10.0,2011.0
Sudarsun Kannan,https://www.cs.rutgers.edu/~sk2113,rNfpty8AAAAJ,1024.0,16.0,2010.0
Michael E. Saks,https://sites.math.rutgers.edu/~saks,mu2I688AAAAJ,9329.0,54.0,1979.0
Vivek K. Singh,https://wp.comminfo.rutgers.edu/vsingh,Ef1hJ8IAAAAJ,2770.0,29.0,1998.0
William L. Steiger,http://www.cs.rutgers.edu/~steiger,8rnvCfgAAAAJ,2949.0,26.0,
He Zhu,http://herowanzhu.github.io,3X9GC2gAAAAJ,271.0,8.0,2009.0
Mridul Aanjaneya,https://www.cs.rutgers.edu/~ma635,ZyaSau8AAAAJ,749.0,13.0,2006.0
Santosh Nagarakatte,https://www.cs.rutgers.edu/~santosh.nagarakatte,J7H4N_4AAAAJ,2920.0,20.0,2007.0
Sepehr Assadi,https://www.cs.rutgers.edu/faculty/sepehr-assadi,QSVAzVIAAAAJ,1191.0,20.0,2013.0
Jacob Feldman,https://www.cs.rutgers.edu/faculty/jacob-feldman,KoJrMIAAAAAJ,7709.0,38.0,1971.0
ShiQing Ma,https://www.cs.rutgers.edu/~sm2283,X_mDnjkAAAAJ,2300.0,20.0,2013.0
George V. Moustakides,https://www.cs.rutgers.edu/faculty/george-moustakides,O5YDyjoAAAAJ,5138.0,36.0,1980.0
Martin Farach,http://www.cs.rutgers.edu/~farach,2uHUSa8AAAAJ,11626.0,54.0,1984.0
Pranjal Awasthi,http://www.cs.rutgers.edu/~pa336,MDfW21AAAAAJ,2072.0,22.0,2006.0
Eddy Z. Zhang,http://www.cs.rutgers.edu/~zz124,uL470LwAAAAJ,1697.0,21.0,2007.0
Ulrich Kremer,http://www.cs.rutgers.edu/~uli,bJJePTgAAAAJ,4777.0,33.0,1988.0
Gerard R. Richter,http://www.cs.rutgers.edu/~richter,,,,
Jie Gao,https://sites.rutgers.edu/jie-gao,P1CMmgEAAAAJ,7975.0,42.0,2001.0
Mubbasir Kapadia,http://www.cs.rutgers.edu/~mk1353,xhkzmycAAAAJ,3483.0,32.0,
Aaron Bernstein,http://bernsteinaaron.com,N94spO0AAAAJ,1191.0,21.0,2005.0
Naftaly H. Minsky,https://www.cs.rutgers.edu/~minsky,VLgJXtQAAAAJ,2888.0,29.0,1972.0
Richard P. Martin,https://www.cs.rutgers.edu/~rmartin,kPyVN7AAAAAJ,8472.0,45.0,1981.0
Louis I. Steinberg,https://www.cs.rutgers.edu/~lou,M_KHkDgAAAAJ,1032.0,11.0,1974.0
Bahman Kalantari,http://www.cs.rutgers.edu/~kalantar,,,,
Kostas E. Bekris,http://www.pracsyslab.org/bekris,gwC7rCUAAAAJ,6644.0,38.0,2001.0
Michael L. Fredman,https://www.cs.rutgers.edu/faculty/michael-fredman,,,,
Srinivas Narayana,https://www.cs.rutgers.edu/faculty/srinivas-narayana,SIoEl8oAAAAJ,957.0,13.0,2011.0
Yongfeng Zhang,https://www.cs.rutgers.edu/faculty/yongfeng-zhang,A66WefUAAAAJ,5915.0,38.0,2010.0
