name,homepage,scholar_id,citations,h-index
Kyu Hyung Lee,http://cobweb.cs.uga.edu/~kyuhlee,oHcacuIAAAAJ,740.0,15.0
Mustakimur Khandaker,https://www.cs.uga.edu/directory/people/mustakimur-r-khandaker,pEvjTs8AAAAJ,190.0,6.0
Le Guan,https://guanle.org,gz-6ugcAAAAJ,574.0,12.0
Ninghao Liu,https://cobweb.cs.uga.edu/~ninghaoliu/index.html,VagMMYcAAAAJ,1245.0,16.0
Jenay M. Beer,https://ssw.uga.edu/people/name/jenay-beer,5BnVZi4AAAAJ,2083.0,19.0
Prashant Doshi,http://thinc.cs.uga.edu/personnel.html,3PkyzawAAAAJ,4487.0,31.0
Kang Li,http://cobweb.cs.uga.edu/~kangli,LLcNeeYAAAAJ,22958.0,72.0
Liming Cai,http://cobweb.cs.uga.edu/~cai,xj8uYUUAAAAJ,3925.0,28.0
John A. Miller,http://cobweb.cs.uga.edu/~jam,,,
Khaled Rasheed,http://cobweb.cs.uga.edu/~khaled,h_GqAPAAAAAJ,2696.0,29.0
Krys J. Kochut,http://cobweb.cs.uga.edu/~kochut,,,
Chenglin Miao,https://clmiao.github.io,QFs2tZoAAAAJ,962.0,15.0
Hamid R. Arabnia,http://cobweb.cs.uga.edu/~hra,g86VLOUAAAAJ,5855.0,37.0
Maria Hybinette,http://cobweb.cs.uga.edu/~maria,d6gfNpIAAAAJ,1746.0,16.0
Daniel M. Everett,http://www.cs.uga.edu/directory/daniel-m-everett,81NHD9EAAAAJ,6918.0,33.0
Lakshmish Ramaswamy,http://cobweb.cs.uga.edu/~laks,I6RpLrkAAAAJ,2110.0,24.0
Thiab R. Taha,http://cobweb.cs.uga.edu/~thiab,K1c26H0AAAAJ,2124.0,18.0
Tianming Liu,http://cobweb.cs.uga.edu/~tliu,92RPXm0AAAAJ,9971.0,54.0
Roberto Perdisci,http://roberto.perdisci.com,M_soLLcAAAAJ,9797.0,43.0
Shannon P. Quinn,http://cobweb.cs.uga.edu/~squinn,4EjRiycAAAAJ,545.0,11.0
Shelby H. Funk,http://www.cs.uga.edu/directory/shelby-h-funk,6qfyAZQAAAAJ,2046.0,14.0
Sheng Li,http://www.cs.uga.edu/~shengli,DEncVcYAAAAJ,3731.0,32.0
Ismailcem Budak Arpinar,http://cobweb.cs.uga.edu/~budak,6BiT5oMAAAAJ,4092.0,27.0
Walter D. Potter,http://cobweb.cs.uga.edu/~potter,GDkG3T4AAAAJ,2232.0,26.0
Suchendra M. Bhandarkar,http://cobweb.cs.uga.edu/~suchi,WjrtwJgAAAAJ,4255.0,31.0
