name,homepage,scholar_id,citations,h-index
Hui Lu,http://www.cs.binghamton.edu/~huilu,nJLcewkAAAAJ,7009.0,38.0
Zhongfei (Mark) Zhang,http://www.cs.binghamton.edu/~zhongfei,RM7y-rcAAAAJ,12109.0,52.0
Kenneth Chiu,https://www.binghamton.edu/cs/people/kchiu.html,TAi5L5MAAAAJ,1826.0,22.0
Yifan Zhang,http://www.cs.binghamton.edu/~zhangy,sPZZB4UAAAAJ,4578.0,17.0
Michael J. Lewis,https://www.binghamton.edu/cs/people/mlewis.html,TbNp9c4AAAAJ,110.0,3.0
Lei Yu,http://www.cs.binghamton.edu/~lyu,bRCoY7EAAAAJ,11187.0,19.0
Madhusudhan Govindaraju,http://www.cs.binghamton.edu/~mgovinda,cuA3CkgAAAAJ,3658.0,30.0
Weiyi Meng,http://www.cs.binghamton.edu/~meng,C-wDOskAAAAJ,9125.0,47.0
Lijun Yin,http://www.cs.binghamton.edu/~lijun,PYV9NvYAAAAJ,8413.0,37.0
Weiying Dai,https://www.binghamton.edu/cs/people/wdai.html,r6DIjzUAAAAJ,3385.0,23.0
Kartik Gopalan,http://www.cs.binghamton.edu/~kartik,gSnisPkAAAAJ,5275.0,32.0
Leslie Lander,https://www.binghamton.edu/cs/people/lander.html,,,
Patrick H. Madden,http://www.cs.binghamton.edu/~pmadden,QwRhC2oAAAAJ,2114.0,22.0
Hoda Naghibi Jouybari,https://www.binghamton.edu/computer-science/contact/profile.html?id=hnaghibi,TEymGjQAAAAJ,247.0,6.0
Shiqi Zhang,https://www.binghamton.edu/computer-science/contact/profile.html?id=zhangs,D0pzuNoAAAAJ,1016.0,19.0
Kanad Ghose,http://www.cs.binghamton.edu/~ghose,pPtLOX4AAAAJ,5666.0,36.0
Yu David Liu,http://www.cs.binghamton.edu/~davidl,_KCqeIEAAAAJ,1186.0,18.0
Kyoung-Don Kang,https://www.binghamton.edu/cs/people/kang.html,5Qrq3p0AAAAJ,2162.0,23.0
Ping Yang,http://www.cs.binghamton.edu/~pyang,0hTZUnYAAAAJ,22094.0,76.0
Aravind Prakash,https://www.binghamton.edu/cs/people/aprakash.html,GqFjHVAAAAAJ,682.0,13.0
Guanhua Yan,https://www.binghamton.edu/cs/people/ghyan.html,6rPWxsgAAAAJ,3330.0,32.0
Sujoy Sikdar,https://www.binghamton.edu/computer-science/contact/profile.html?id=ssikdar,OmZaKTEAAAAJ,340.0,11.0
Jeremy Blackburn,https://www.binghamton.edu/computer-science/contact/profile.html?id=jblackbu,W_ApnIUAAAAJ,5803.0,38.0
Seunghee Shin,https://sites.google.com/binghamton.edu/seunghee,wpGg2O4AAAAJ,225.0,4.0
Dmitry Ponomarev,http://www.cs.binghamton.edu/~dima,zr9OzAUAAAAJ,3845.0,32.0
