name,homepage,scholar_id,citations,h-index
Shuang Hao,http://utdallas.edu/~shao,FgpHWKYAAAAJ,1469.0,15.0
Ovidiu Daescu,http://www.utdallas.edu/~daescu,NOSCHOLARPAGE,,
Ding-Zhu Du,http://www.utdallas.edu/~dxd056000,oAaMfQsAAAAJ,19841.0,65.0
Andras Farago,http://www.utdallas.edu/~farago,NOSCHOLARPAGE,,
Benjamin Adam Raichel,http://www.utdallas.edu/~bar150630,6Qyzi1cAAAAJ,2745.0,22.0
Ivan Hal Sudborough,https://explorer.utdallas.edu/editprofile.php?pid=13187,NOSCHOLARPAGE,,
Xiaohu Guo,https://www.utdallas.edu/~xxg061000,Y4SdsvsAAAAJ,1857.0,25.0
Jessica Ouyang,https://personal.utdallas.edu/~jessica.ouyang,fQ6T_eAAAAAJ,110.0,5.0
Feng Chen,https://personal.utdallas.edu/~fxc190007,KOQ-SSYAAAAJ,2986.0,26.0
Neeraj Mittal,https://www.utdallas.edu/~neerajm,V9MH9v8AAAAJ,,
Subbayyan Venkatesan,https://www.utdallas.edu/~venky,l80_pjYAAAAJ,2019.0,21.0
Balaji Raghavachari,https://www.utdallas.edu/~rbk,NOSCHOLARPAGE,,
Sriraam Natarajan,http://utdallas.edu/~sxn177430,llF8XbMAAAAJ,3351.0,29.0
Kyle Fox,http://utdallas.edu/~kyle.fox,7TKz5UgAAAAJ,520.0,15.0
Sergei Bespamyatnikh,https://www.utdallas.edu/~besp,t0j3HjcAAAAJ,1474.0,20.0
Yvo Desmedt,http://www.utdallas.edu/~Yvo.Desmedt,NOSCHOLARPAGE,,
Shiyi Wei,http://utdallas.edu/~swei,NOSCHOLARPAGE,,
R. Chandrasekaran,https://www.utdallas.edu/~chandra,NOSCHOLARPAGE,,
Andrian Marcus,http://www.utdallas.edu/~amarcus,ZZiaPdYAAAAJ,12826.0,58.0
Yang Liu,http://www.hlt.utdallas.edu/~yangl,NOSCHOLARPAGE,,
Alvaro A. Cárdenas,http://www.utdallas.edu/~alvaro.cardenas,zbubH9oAAAAJ,8779.0,40.0
Bhavani M. Thuraisingham,http://www.utdallas.edu/~bhavani.thuraisingham,o_xUNWkAAAAJ,15535.0,65.0
Lawrence Chung,http://www.utdallas.edu/~chung,pFRPgsIAAAAJ,10720.0,37.0
Vibhav Gogate,http://www.hlt.utdallas.edu/~vgogate,pm_dg3cAAAAJ,2116.0,26.0
Cong Liu,http://www.utdallas.edu/~cxl137330,8bcbEOAAAAAJ,10769.0,45.0
Paul A. Fishwick,http://www.utdallas.edu/atec/fishwick,NOSCHOLARPAGE,,
Vincent Ng,http://www.hlt.utdallas.edu/~vince,4UyniXYAAAAJ,8420.0,49.0
W. Eric Wong,http://www.utdallas.edu/~ewong,d9Y04UwAAAAJ,9683.0,47.0
Nicholas Ruozzi,http://cs.utdallas.edu/people/faculty/nicholas-ruozzi,kzmSnEQAAAAJ,357.0,12.0
Wei Yang,http://web.engr.illinois.edu/~weiyang3,CEVHpQUAAAAJ,2137.0,17.0
D. T. Huynh,http://www.utdallas.edu/~huynh,LLcgKtUAAAAJ,485.0,11.0
Kendra Cooper,https://www.utdallas.edu/~kcooper,mwSaet0AAAAJ,1616.0,23.0
S. Q. Zheng,http://www.utdallas.edu/~sizheng,NOSCHOLARPAGE,,
Rym Mili,http://www.utdallas.edu/~rmili,NOSCHOLARPAGE,,
Sanda M. Harabagiu,http://www.utdallas.edu/~sanda,fkyBx9EAAAAJ,,
Tien N. Nguyen,http://www.utdallas.edu/~tien.n.nguyen,l4QhOVoAAAAJ,8852.0,48.0
Kevin W. Hamlen,http://www.utdallas.edu/~hamlen,NOSCHOLARPAGE,,
Zygmunt J. Haas,http://www.utdallas.edu/~zjh130030,tk8qFe0AAAAJ,33958.0,77.0
Farokh B. Bastani,https://www.utdallas.edu/~bastani,NOSCHOLARPAGE,,
I-Ling Yen,http://www.utdallas.edu/~ilyen,NOSCHOLARPAGE,,
Ravi Prakash,http://www.utdallas.edu/~ravip,MJyWxOYAAAAJ,8605.0,38.0
Haim Schweitzer,http://www.utdallas.edu/~haim,lXvWihQAAAAJ,986.0,16.0
Weili Wu,http://www.utdallas.edu/~weiliwu,Flmif3gAAAAJ,9632.0,44.0
Rishabh K. Iyer,https://cs.utdallas.edu/people/faculty/iyer-rishabh,XxJ1kAAAAJ,,
Gopal Gupta,http://www.utdallas.edu/~gupta,NOSCHOLARPAGE,,
