name,homepage,scholar_id,citations,h-index
Wyatt S. Newman,http://engineering.case.edu/profiles/wsn,,,
Behnam Malakooti,http://engineering.case.edu/eecs/faculty-staff,ICngR3sAAAAJ,2787.0,33.0
Andy Podgurski,http://engineering.case.edu/profiles/hap,CnkkNpsAAAAJ,5801.0,39.0
Soumya Ray,http://engr.case.edu/ray_soumya,T3Wxu_AAAAAJ,2745.0,18.0
Francis L. Merat,http://engr.case.edu/merat_francis/flm/home.html,VwOF7mEAAAAJ,1469.0,23.0
Harold S. Connamacher,http://filer.case.edu/hsc21,,,
Erman Ayday,https://engineering.case.edu/profiles/exa208,o-4PzycAAAAJ,2741.0,28.0
Michael Rabinovich,http://engr.case.edu/rabinovich_michael,30fyS8EAAAAJ,10348.0,48.0
Gultekin Özsoyoglu,http://engineering.case.edu/eecs/faculty-staff,,,
Michael S. Lewicki,http://www.cs.cmu.edu/~lewicki,wRRKmnMAAAAJ,9367.0,31.0
Chris Fietkiewicz,http://engineering.case.edu/eecs/faculty-staff,r7veCY0AAAAJ,35.0,2.0
An Wang,http://engineering.case.edu/groups/an-wang,oiuMtQ4AAAAJ,623.0,13.0
Jing Li,https://engineering.case.edu/profiles/jxl175,X6P8JOIAAAAJ,28102.0,65.0
Z. Meral Özsoyoglu,http://engineering.case.edu/eecs/faculty-staff,QRrrUU0AAAAJ,4602.0,30.0
Vincenzo Liberatore,http://engr.case.edu/liberatore_vincenzo,,,
Yinghui Wu,https://engineering.case.edu/profiles/yinghui_wu,9u7wNjUAAAAJ,2879.0,25.0
Xusheng Xiao,http://engineering.case.edu/groups/xusheng-xiao,qVx6V7UAAAAJ,2369.0,22.0
Mehmet Koyutürk,http://compbio.case.edu/koyuturk,0pdOqkQAAAAJ,3941.0,34.0
