name,homepage,scholar_id,citations,h-index,earliest_paper
Drew Hendrickson,https://www.tilburguniversity.edu/webwijs/show/a.hendrickson.htm,,,,
Marie Nilsenová,https://www.tilburguniversity.edu/webwijs/show/marie.postma.htm,VK1DBk4AAAAJ,636.0,14.0,2001.0
Eriko Fukuda,https://www.tilburguniversity.edu/webwijs/show/e.fukuda.htm,,,,
E.M.J. Huis in 't Veld,https://www.tilburguniversity.edu/webwijs/show/e.m.j.huisintveld.htm,loGIS4oAAAAJ,668.0,15.0,2009.0
Menno Matthias Van Zaanen,https://www.tilburguniversity.edu/webwijs/show/m.m.vanzaanen-1.htm,bsTqFQIAAAAJ,1527.0,19.0,1997.0
Afra Alishahi,https://ilk.uvt.nl/~aalishah,IuAwLqUAAAAJ,1251.0,16.0,2005.0
Emmanuel Keuleers,https://www.tilburguniversity.edu/webwijs/show/e.a.keuleers.htm,d5tp6I4AAAAJ,5976.0,30.0,2003.0
Martijn van Otterlo,https://www.tilburguniversity.edu/webwijs/show/m.vanotterlo.htm,,,,
Willem Huijbers,https://www.tilburguniversity.edu/webwijs/show/w.huijbers.htm,tta1gwMAAAAJ,2751.0,25.0,2007.0
Eric Postma,https://www.tilburguniversity.edu/webwijs/show/e.o.postma.htm,EpsyWjIAAAAJ,6502.0,29.0,1991.0
Maryam Alimardani,https://sites.google.com/site/maryamalimardany/about,QGYjBQoAAAAJ,515.0,11.0,2011.0
Pieter H. M. Spronck,https://www.tilburguniversity.edu/webwijs/show/p.spronck.htm,sB4vyswAAAAJ,4368.0,33.0,2012.0
Grzegorz Chrupala,http://grzegorz.chrupala.me,p6m63xoAAAAJ,1674.0,22.0,1998.0
Henry Brighton,http://henrybrighton.github.io/index.html,GYgP-ogAAAAJ,5793.0,24.0,1997.0
Frouke Hermens,https://www.tilburguniversity.edu/webwijs/show/f.hermens.htm,oTRqgI4AAAAJ,1220.0,19.0,1999.0
Martin Atzmueller,https://www.tilburguniversity.edu/webwijs/show/m.atzmuller.htm,PSxBcWwAAAAJ,3819.0,36.0,1999.0
