name,homepage,scholar_id,citations,h-index
Jorge Duitama,https://profesores.virtual.uniandes.edu.co/jaduitama/es/inicio,hQq44SkAAAAJ,1848.0,23.0
Kelly Garcés,https://profesores.virtual.uniandes.edu.co/kjgarces971/es/inicio,5p7oedgAAAAJ,604.0,12.0
Rodrigo Cardoso,https://profesores.virtual.uniandes.edu.co/rcardoso/es/inicio,,,
Jorge Alejandro Villalobos,https://profesores.virtual.uniandes.edu.co/jvillalo/es/inicio,6pj6oSUAAAAJ,880.0,16.0
Oscar González,https://sistemasacademico.uniandes.edu.co/~o-gonza1,RPqeGp0AAAAJ,425.0,10.0
Fernando De la Rosa,https://sistemasacademico.uniandes.edu.co/~fde,UB6e9ywAAAAJ,205.0,7.0
Claudia Jiménez-Guarín,https://profesores.virtual.uniandes.edu.co/cjimenez/es/inicio,EAFoxGQAAAAJ,182.0,8.0
Andrea Herrera,https://profesores.virtual.uniandes.edu.co/aherrer/es/inicio,BvuaquwAAAAJ,181.0,7.0
Harold Castro,https://profesores.virtual.uniandes.edu.co/hcastro/es/inicio,,,
Germán Bravo,https://sistemasacademico.uniandes.edu.co/~gbravo/dokuwiki/doku.php,MnWyaMQAAAAJ,89.0,5.0
María del Pilar Villamil Giraldo,https://profesores.virtual.uniandes.edu.co/mavillam/es/inicio,YCevcDEAAAAJ,223.0,8.0
Sandra Julieta Rueda,http://profesores.virtual.uniandes.edu.co/sarueda,picn4ngAAAAJ,612.0,13.0
Darío Correal,https://profesores.virtual.uniandes.edu.co/dcorreal/es/inicio,Bo4lXDAtq9QC,525.0,13.0
Oscar Avila,http://profesores.virtual.uniandes.edu.co/oj.avila,sBulnrkAAAAJ,257.0,9.0
Nicolás Cardozo,https://profesores.virtual.uniandes.edu.co/ncardozo,3iTzjQsAAAAJ,704.0,15.0
José T. Hernández,http://imagine.uniandes.edu.co,9nnSYmMAAAAJ,1632.0,18.0
Pablo Alejandro Figueroa,https://profesores.virtual.uniandes.edu.co/pfiguero/es/inicio,1pVmx_4AAAAJ,632.0,11.0
Olga Mariño,https://sistemasacademico.uniandes.edu.co/~olmarino/dokuwiki/doku.php,TRujnBQAAAAJ,944.0,16.0
Mario Linares Vásquez,https://profesores.virtual.uniandes.edu.co/mlinaresv,55fmMcoAAAAJ,4813.0,38.0
Yezid Donoso,https://profesores.virtual.uniandes.edu.co/ydonoso/es/inicio,Razvs2MAAAAJ,1697.0,20.0
Rubby Casallas,https://profesores.virtual.uniandes.edu.co/rcasalla/es/inicio,WVzxlbUAAAAJ,2385.0,21.0
Silvia Takahashi,https://profesores.virtual.uniandes.edu.co/stakahas/es/inicio,x7gjZ04AAAAJ,113.0,5.0
Mario E. Sánchez,http://profesores.virtual.uniandes.edu.co/mar-san1,M1CE-nIAAAAJ,481.0,13.0
Marcela Hernández Hoyos,http://profesores.virtual.uniandes.edu.co/marc-her,9nnSYmMAAAAJ,1598.0,19.0
