name,homepage,scholar_id,citations,h-index
Terrance E. Boult,http://www.cs.uccs.edu/~tboult,fF1B7mAAAAAJ,14259.0,59.0
Qing Yi,http://www.cs.uccs.edu/~qyi,jDXlUyQAAAAJ,41165.0,99.0
Jugal K. Kalita,http://www.cs.uccs.edu/~kalita,dXITneMAAAAJ,9854.0,43.0
C. Edward Chow,http://www.cs.uccs.edu/~chow,xLIQ4PYAAAAJ,1283.0,16.0
Xiaobo Zhou,http://cs.uccs.edu/~zbo,cQz8z1gAAAAJ,15817.0,62.0
Sudhanshu Kumar Semwal,http://cs.uccs.edu/~semwal/semwal.html,zZ_Cns8AAAAJ,516.0,11.0
Sang-Yoon Chang,https://academics.uccs.edu/~schang2,m9j4C0gAAAAJ,508.0,12.0
Rory A. Lewis,https://www.rorylewis.com,MclvcTIAAAAJ,620.0,12.0
Philip N. Brown,http://cs.uccs.edu/~pbrown2/index.html,3vqqlMwAAAAJ,257.0,8.0
Jonathan D. Ventura,http://jventura.net,k0E68OgAAAAJ,2174.0,19.0
Shouhuai Xu,https://xu-lab.org,XBj4HWoAAAAJ,8264.0,47.0
Kristen Walcott-Justice,http://cs.uccs.edu/~kjustice,5QcR0JYAAAAJ,985.0,11.0
A. T. Chamillard,http://www.uccs.edu/cs/about/faculty/tim-chamillard.html,,,
Gedare Bloom,https://gedare.github.io,8ZBnSl4AAAAJ,725.0,13.0
Yanyan Zhuang,http://www.cs.uccs.edu/~yzhuang,jIgMxhEAAAAJ,1094.0,18.0
