name,homepage,scholar_id,citations,h-index,earliest_paper
Susanne Wetzel,http://www.cs.stevens.edu/~swetzel,9FXvkVEAAAAJ,3739.0,24.0,1997.0
Philippos Mordohai,http://www.cs.stevens.edu/~mordohai,540aJY8AAAAJ,4469.0,26.0,2001.0
Georgios Portokalidis,https://www.portokalidis.net,pGz5U34AAAAJ,3537.0,25.0,2004.0
David A. Naumann,http://www.cs.stevens.edu/~naumann,ZC0qa2EAAAAJ,3244.0,33.0,1991.0
Eric John Koskinen,http://www.erickoskinen.com,XUhd_LwAAAAJ,1563.0,17.0,2001.0
Xinchao Wang,https://sites.google.com/site/sitexinchaowang,w69Buq0AAAAJ,5069.0,35.0,2010.0
Mehmet Hadi Gunes,https://www.cse.unr.edu/~mgunes,CuIuzUsAAAAJ,2103.0,22.0,2003.0
Adriana B. Compagnoni,http://www.cs.stevens.edu/~abc/Adriana_Compagnoni/Adriana_Compagnoni.html,S-zXJGUAAAAJ,987.0,16.0,1993.0
Samantha Kleinberg,http://www.skleinberg.org,WIRLT4UAAAAJ,1053.0,13.0,2006.0
David Klappholz,http://web.stevens.edu/facultyprofile/?id=826,HEmhgMwAAAAJ,780.0,14.0,1975.0
Michael Greenberg,https://mgree.github.io,_LSrWlwAAAAJ,1589.0,15.0,2004.0
Nikos Triandopoulos,http://web.stevens.edu/facultyprofile/?id=2227,9GbyT1oAAAAJ,3301.0,28.0,2003.0
Tian Han,https://hthth0801.github.io,Qtvu5t4AAAAJ,527.0,11.0,2012.0
Antonio Nicolosi,http://www.cs.stevens.edu/~nicolosi,rr1cfRkAAAAJ,1254.0,18.0,2002.0
Jie Shen,https://sites.google.com/site/jieshensjtu,Em5N8u0AAAAJ,320.0,9.0,2014.0
Shusen Wang,http://wangshusen.github.io/index.html,HAf4pEoAAAAJ,1923.0,19.0,2011.0
Yue Ning,https://yue-ning.github.io,mVR8ROsAAAAJ,528.0,14.0,2010.0
Enrique Dunn,https://www.cs.stevens.edu/~edunn,Z3URuHUAAAAJ,2488.0,20.0,1951.0
Dimitrios Damopoulos,https://web.stevens.edu/facultyprofile/?id=2162,PQ8eoRMAAAAJ,764.0,12.0,2011.0
Jun Xu,https://web.stevens.edu/facultyprofile/?id=2321,9nHXbTEAAAAJ,783.0,14.0,2013.0
Eduardo Bonelli,https://www.cs.stevens.edu/~ebonelli,EGjxtngAAAAJ,662.0,14.0,1996.0
Jason J. Corso,https://web.stevens.edu/facultyprofile/?id=2428,g9bV-_sAAAAJ,11743.0,45.0,2002.0
Tegan Brennan,https://web.stevens.edu/facultyprofile/?id=2427,8eatomMAAAAJ,127.0,7.0,2013.0
Jia Xu,http://jiaxu.org,myyblq4AAAAJ,1087.0,14.0,2002.0
Susan Liu,https://www.cs.stevens.edu/~xliu127,g5W4khgAAAAJ,349.0,9.0,2012.0
Dominic Duggan,http://www.cs.stevens.edu/~dduggan,U3-xkqkAAAAJ,1025.0,18.0,1988.0
Hui Wang,http://www.cs.stevens.edu/~hwang4,3pXvHPUAAAAJ,2008.0,23.0,1999.0
Brian Borowski,https://web.stevens.edu/facultyprofile/?id=2063,d7dmXtoAAAAJ,183.0,5.0,2007.0
Iraklis Tsekourakis,http://personal.stevens.edu/~itsekour,iPeLAOEAAAAJ,12.0,2.0,2011.0
