name,homepage,scholar_id,citations,h-index,earliest_paper
Qanita Bani Baker,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=qmbanibaker,,,,
Omar Almousa,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=osalmousa,lx2beTMAAAAJ,157.0,4.0,2006.0
Mohammad Al-Smadi,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=maalsmadi9,im_3CvwAAAAJ,3447.0,21.0,2007.0
Wail Mardini,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=mardini,tbwv-m0AAAAJ,1244.0,16.0,2001.0
M. Masadeh Bani Yassein,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=masadeh,E8muBrkAAAAJ,3685.0,29.0,2001.0
Yahya M. Tashtoush,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=yahya-t,7lMW0DYAAAAJ,339.0,9.0,2006.0
Mohammad A. Alsmirat,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=masmirat,c1S0wzQAAAAJ,917.0,14.0,2007.0
Mohammed Al-Refai,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=mnalrefai,wa6HFR4AAAAJ,336.0,8.0,2007.0
Mohammad H. Al-Towaiq,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=towaiq,Af2ucRgAAAAJ,79.0,5.0,1987.0
Maryam S. Nuser,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=msnuser,,,,
Omar AlZoubi,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=oaalzoubi,349QjhcAAAAJ,738.0,11.0,2008.0
Ismail Hmeidi,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=hmeidi,eA_Ia9YAAAAJ,961.0,13.0,1995.0
Firas AlBalas,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=faalbalas,,,,
Rasha Mohammad Obeidat,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=rmobeidat,jgxnYvgAAAAJ,190.0,5.0,2008.0
Malak Abdullah,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=mabdullah,,,,
Yaser Jararweh,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=yijararweh,EXKxa6UAAAAJ,8677.0,51.0,2008.0
Emad M. Al-Shawakfa,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=emalshawakfa,IyKC1lgAAAAJ,806.0,12.0,1999.0
Yaser M. Khamayseh,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=yaser,UNE8oKUAAAAJ,1174.0,17.0,2001.0
Alia Madain,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=asmadain,_4GIY9QAAAAJ,113.0,5.0,2014.0
Amer Al-Badarneh,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=amerb,fOFSAMkAAAAJ,437.0,11.0,1997.0
Mohammed I. Al-Saleh,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=misaleh,KmFKpiMAAAAJ,345.0,12.0,2009.0
R. M. Duwairi,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=rehab,J6lMBuEAAAAJ,1527.0,19.0,1994.0
