name,homepage,scholar_id,citations,h-index,earliest_paper
Haifeng Liu,http://mypage.zju.edu.cn/hfliu,oW108fUAAAAJ,4979.0,34.0,1993.0
Hai Lin,http://mypage.zju.edu.cn/0090040,,,,
Jun Xiao,http://mypage.zju.edu.cn/junx,fqOwFhQAAAAJ,4952.0,27.0,2003.0
Zonghua Gu,http://www.cs.zju.edu.cn/people/zgu,RJXo0ggAAAAJ,3167.0,32.0,2002.0
Huajun Chen,http://mypage.zju.edu.cn/huajun,5Cy4z8wAAAAJ,1327.0,20.0,2013.0
Xiaohong Jiang,http://mypage.zju.edu.cn/jiangxh,FU8d_U4AAAAJ,3544.0,32.0,2000.0
Congfu Xu,http://www.cs.zju.edu.cn/people/xucf,,,,
Dawei Jiang,http://mypage.zju.edu.cn/jiangdw,,,,
Qiming Hou,http://www.houqiming.net,,,,
Chun Chen,http://mypage.zju.edu.cn/chenc,,,,
Jianke Zhu,http://mypage.zju.edu.cn/jkzhu,SC-WmzwAAAAJ,8487.0,35.0,2003.0
Chunming Wu,http://mypage.zju.edu.cn/0095168,,,,
Gang Pan,http://www.cs.zju.edu.cn/~gpan,NWqnXNEAAAAJ,7704.0,46.0,2003.0
Yueting Zhuang,http://mypage.zju.edu.cn/0089133,1RD7UJAAAAAJ,15412.0,60.0,1991.0
Fangtian Ying,http://mypage.zju.edu.cn/0094123,,,,
Duanqing Xu,http://mypage.zju.edu.cn/0092050,,,,
Zhiyuan Wan,https://zhiyuan-wan.github.io,e-HfEUYAAAAJ,527.0,8.0,2011.0
Xiang Chen,http://flyingxiang.net,I6P3k0AAAAAJ,849.0,13.0,2005.0
Yanlin Weng,http://www.cs.zju.edu.cn/chinese/redir.php?catalog_id=22284&object_id=116229,,,,
Jianwei Yin,http://mypage.zju.edu.cn/0001038,0s1A5fwAAAAJ,4468.0,32.0,1998.0
Bingsheng Zhang,https://person.zju.edu.cn/en/bingsheng,QnOeC4IAAAAJ,1336.0,18.0,2009.0
Weidong Geng,http://mypage.zju.edu.cn/capggeng,,,,
Jiajun Bu,http://mypage.zju.edu.cn/bjj,OgZP2okAAAAJ,13699.0,59.0,1999.0
Wenzhi Chen,http://mypage.zju.edu.cn/chenwenzhi,,,,
Mingmin Zhang,http://mypage.zju.edu.cn/0095045,Y2c_Ce0AAAAJ,5559.0,38.0,2008.0
Wenbo Shen,https://wenboshen.org,nNDIx9MAAAAJ,858.0,14.0,2013.0
Deren Chen,http://mypage.zju.edu.cn/0073012,qZTMyzwAAAAJ,1473.0,20.0,2013.0
Shijian Li,http://mypage.zju.edu.cn/lishijian,7uXF9ZIAAAAJ,5785.0,34.0,2003.0
Dongming Lu,http://mypage.zju.edu.cn/ldm,,,,
Chunhua Shen,https://cshen.github.io,Ljk2BvIAAAAJ,40397.0,101.0,2003.0
Yunjun Gao,http://mypage.zju.edu.cn/gaoyj_cn,,,,
Yi Gao,http://mypage.zju.edu.cn/gaoyi,oyKWoTkAAAAJ,1225.0,18.0,2010.0
Xiaogang Jin,http://mypage.zju.edu.cn/0096364,tYqG3CAAAAAJ,667.0,13.0,2003.0
Ruofeng Tong,http://give.zju.edu.cn/memberHomepage/TongRuofeng.html,jsoBob0AAAAJ,2945.0,27.0,2002.0
Gang Chen,http://mypage.zju.edu.cn/0098112,,,,
Min Tang,http://give.zju.edu.cn/memberHomepage/TangMin.html,E1RM9OUAAAAJ,2606.0,28.0,1997.0
Ke-jun Zhang,http://mypage.zju.edu.cn/en/zhangkejun,,,,
Jian Wu,http://mypage.zju.edu.cn/0004274,VO9XIXYAAAAJ,4726.0,36.0,2004.0
Kun Zhou,http://mypage.zju.edu.cn/kunzhou,N-iYby0AAAAJ,13508.0,58.0,1998.0
Sai Wu,http://mypage.zju.edu.cn/en/wusai,RMaqDKAAAAAJ,3748.0,28.0,2004.0
Tianjia Shao,http://tianjiashao.com,WdZjfzQAAAAJ,1243.0,17.0,2010.0
Ningyu Zhang,https://person.zju.edu.cn/en/ningyu,xQDOPvsAAAAJ,1174.0,18.0,2013.0
Jinfei Liu,https://person.zju.edu.cn/0020162,,,,
Siliang Tang,http://mypage.zju.edu.cn/siliang,8e7H3PcAAAAJ,1289.0,18.0,2004.0
ShuiGuang Deng,http://mypage.zju.edu.cn/shuiguang,txbuN0YAAAAJ,6003.0,41.0,2004.0
Lidan Shou,http://mypage.zju.edu.cn/should,0OlITuIAAAAJ,1559.0,19.0,1998.0
Hui Qian,http://mypage.zju.edu.cn/qianhui,,,,
Wei Dong,http://mypage.zju.edu.cn/dongw,,,,
Min Yao,http://mypage.zju.edu.cn/myao,,,,
Shanping Li,https://person.zju.edu.cn/en/0087125,,,,
Mingli Song,http://mypage.zju.edu.cn/msong,7oLbhAwAAAAJ,5840.0,39.0,1984.0
Wei-Ming Lu,http://mypage.zju.edu.cn/lwm,H42slBQAAAAJ,833.0,16.0,2005.0
Yunhe Pan,http://mypage.zju.edu.cn/panyunhe,,,,
Zonghui Wang,http://mypage.zju.edu.cn/zhwang,,,,
Yang Xiang,http://mypage.zju.edu.cn/yxiang,,,,
Weiwei Xu,http://www.cad.zju.edu.cn/home/weiweixu,qRXK__gAAAAJ,2847.0,29.0,2001.0
Donghui Wang,http://mypage.zju.edu.cn/wdh,AkRWtMUAAAAJ,962.0,12.0,2000.0
Li Lu,https://person.zju.edu.cn/lynnluli,mQSqGYAAAAAJ,325.0,9.0,2016.0
Xinyu Wang,https://person.zju.edu.cn/en/wangxinyu_en,,,,
Kai Bu,http://mypage.zju.edu.cn/kaibu,cmcMPx4AAAAJ,1239.0,22.0,2008.0
Shouling Ji,http://person.zju.edu.cn/sji,5HoF_9oAAAAJ,4519.0,34.0,2008.0
Fan Zhang,http://www.zjuisee.zju.edu.cn/fanzhang/site_en/index.htm,o7DuSwsAAAAJ,798.0,16.0,2006.0
Fei Wu,http://mypage.zju.edu.cn/wufei,XJLn4MYAAAAJ,13361.0,58.0,1982.0
Zhaohui Wu,http://mypage.zju.edu.cn/wuzhaohui,,,,
Xinguo Liu,http://mypage.zju.edu.cn/xgliu,,,,
Xiaofei He,http://people.cs.uchicago.edu/~xiaofei,QLLFowsAAAAJ,34861.0,73.0,2002.0
Yingjie Xia,http://mypage.zju.edu.cn/xiayingjie,lWN9EjkAAAAJ,1869.0,23.0,2006.0
Yingcai Wu,http://www.ycwu.org,2eQFlqsAAAAJ,4414.0,32.0,2005.0
Lingfeng Bao,https://baolingfeng.github.io,RMJI97QAAAAJ,1004.0,16.0,2015.0
Jian Liu,https://person.zju.edu.cn/0019840,,,,
Shuming Gao,http://mypage.zju.edu.cn/smgao,QZBgwvsAAAAJ,3745.0,31.0,1991.0
Xi Li,http://mypage.zju.edu.cn/xilics,TYNPJQMAAAAJ,7699.0,45.0,2004.0
Wenyuan Xu,https://person.zju.edu.cn/en/wyxu,FCsdj0YAAAAJ,8369.0,40.0,2004.0
Xiaolin Zheng,http://mypage.zju.edu.cn/xlzheng,MY23M60AAAAJ,1904.0,23.0,
Yong-chuan Tang,http://mypage.zju.edu.cn/yongchuan,,,,
Lingyun Sun,http://mypage.zju.edu.cn/sly,zzW8d-wAAAAJ,622.0,13.0,2005.0
Zhong Ren,http://zren.info,iCD4QjAAAAAJ,703.0,13.0,2005.0
Qinming He,http://mypage.zju.edu.cn/0088262,,,,
Baogang Wei,http://mypage.zju.edu.cn/wbg,,,,
Rui Wang,http://www.cad.zju.edu.cn/home/rwang,yUxnN_EAAAAJ,1741.0,17.0,2002.0
Guofeng Zhang,http://www.cad.zju.edu.cn/home/gfzhang,F0xfpXAAAAAJ,2506.0,25.0,2004.0
Zhou Zhao,http://mypage.zju.edu.cn/zhaozhou,IIoFY90AAAAJ,5987.0,39.0,2011.0
Hujun Bao,http://www.cad.zju.edu.cn/home/bao,,,,
Feng Lin,https://person.zju.edu.cn/person/flin,gyBxQOAAAAAJ,3160.0,24.0,1996.0
Yubo Tao,http://www.cad.zju.edu.cn/home/ybtao,,,,
Zicheng Liao,http://zichengl.net,RguLVJ8AAAAJ,1047.0,16.0,2009.0
Youyi Zheng,http://www.cad.zju.edu.cn/home/zyy/index.html,,,,
Ziqi Yang,https://person.zju.edu.cn/yangziqi,3xtC7FwAAAAJ,166.0,5.0,2018.0
