name,homepage,scholar_id,citations,h-index
Volker Steinhage,https://net.cs.uni-bonn.de/wg/intelligent-vision-systems/staff/head-of-work-group/volker-steinhage,2zyaIpEAAAAJ,2257.0,21.0
Michael Meier,https://net.cs.uni-bonn.de/wg/itsec/staff/leader/michael-meier,,,
Norbert Blum,http://theory.cs.uni-bonn.de/blum/blum.var,,,
Thomas Kesselheim,http://tcs.cs.uni-bonn.de/doku.php?id=staff:thomaskesselheim,etneny8C6icJ,1529.0,19.0
Anne Driemel,http://tcs.cs.uni-bonn.de/doku.php?id=staff:annedriemel,JhIotuYAAAAJ,981.0,14.0
Joachim K. Anlauf,https://www.ti.uni-bonn.de/Members/anlauf,,,
Maren Bennewitz,https://www.hrl.uni-bonn.de/Members/maren,lqjRbXgAAAAJ,9822.0,40.0
Matthew Smith,http://mattsmith.de,,,
Heiko Röglin,http://www.roeglin.org,NLLMDCkAAAAJ,1848.0,24.0
Wolfgang Koch,https://net.cs.uni-bonn.de/de/wg/sdf/mitarbeiter/leader/wolfgang-koch,,,
Marek Karpinski,http://theory.cs.uni-bonn.de/~marek,PEK-v-EAAAAJ,10038.0,51.0
Reinhard Klein,https://cg.cs.uni-bonn.de/de/mitarbeiter/prof-dr-reinhard-klein,,,
Thomas Schultz,https://cg.cs.uni-bonn.de/de/mitarbeiter/prof-dr-thomas-schultz,XDbkpmUAAAAJ,1820.0,22.0
Petra Mutzel,https://ca.cs.uni-bonn.de/doku.php?id=people:mutzel,XIaaJv8AAAAJ,7653.0,47.0
Stefan Wrobel,https://mlai.cs.uni-bonn.de/people/stefan-wrobel,,,
Matthias B. Hullin,https://cg.cs.uni-bonn.de/en/people/prof-dr-matthias-b-hullin,pYR5TAcAAAAJ,2512.0,24.0
Angela Yao,https://cg.cs.uni-bonn.de/en/people/alumni/prof-dr-angela-yao,-LJCZMMAAAAJ,3409.0,26.0
Christian Bauckhage,https://www.iais.fraunhofer.de/de/institut/mitarbeiterprofile/christian-bauckhage.html,f9iP-80AAAAJ,11407.0,50.0
Juergen Gall,https://pages.iai.uni-bonn.de/gall_juergen,1CLaPMEAAAAJ,15639.0,64.0
Frank Kurth,https://net.cs.uni-bonn.de/de/wg/audio-signal-processing,oNolQvUAAAAJ,2454.0,23.0
Jens Lehmann,http://sda.cs.uni-bonn.de/people/prof-dr-jens-lehmann,sEaQ5rgAAAAJ,24172.0,58.0
Peter Martini,https://net.cs.uni-bonn.de/de/wg/kommunikationssysteme/mitarbeiter/leader/martini,,,
Sven Behnke,http://www.ais.uni-bonn.de/behnke,1xx3X_0AAAAJ,14502.0,64.0
