name,homepage,scholar_id,citations,h-index,earliest_paper
Gregor Leander,http://www.crypto.rub.de/staff/leander.html.en,qv21mtIAAAAJ,11051.0,45.0,2002.0
Laurenz Wiskott,https://www.ini.rub.de/PEOPLE/wiskott,Uk8Le0YAAAAJ,12307.0,41.0,1990.0
Alexander May,http://www.cits.rub.de/personen/may.html,oD5v0XoAAAAJ,3645.0,31.0,1998.0
Nils Fleischhacker,https://www.crypto.ruhr-uni-bochum.de/staff/fleischhacker.html.en,cJpkmxsAAAAJ,334.0,11.0,2011.0
Amir Moradi,https://www.seceng.rub.de/moradi,CumYJ2IAAAAJ,6520.0,42.0,2005.0
Angela M. Sasse,https://www.ei.ruhr-uni-bochum.de/fakultaet/personen/sasse,9H_eJqAAAAAJ,17589.0,60.0,1991.0
Thorsten Berger,https://www.chalmers.se/en/staff/Pages/bergert.aspx,2-YjsDsAAAAJ,5157.0,38.0,2005.0
Ghassan Karame,http://www.ghassankarame.com,C7StKesAAAAJ,7023.0,35.0,2007.0
Steffen Bondorf,http://steffenbondorf.com,3xUXgbAAAAAJ,443.0,12.0,2010.0
Alena Naiakshina,https://www.besec.uni-bonn.de/index.php/team/alena-naiakshina,6HPZRskAAAAJ,434.0,9.0,2016.0
Tim Erhan Güneysu,http://www.seceng.rub.de/chair/staff/gueneysu,QrXiIS0AAAAJ,6731.0,43.0,2006.0
Timo Hönig,https://www4.cs.fau.de/~thoenig,546Ya50AAAAJ,346.0,8.0,2004.0
Markus Dürmuth,http://mobsec.rub.de/group/people/duermuth_markus,4Gu4Zx4AAAAJ,2828.0,28.0,2004.0
Asja Fischer,https://www.ruhr-uni-bochum.de/lmi/fischer,FyZbyIUAAAAJ,4276.0,23.0,2009.0
Maike Buchin,https://www.ruhr-uni-bochum.de/lmi/buchin,HvRX6I0AAAAJ,2357.0,30.0,2003.0
Sen Cheng,https://www.ini.rub.de/the_institute/people/sen-cheng,_dzbEm4AAAAJ,1899.0,23.0,2001.0
Eike Kiltz,http://kiltz.net,8d8jP60AAAAJ,10104.0,54.0,2001.0
Tobias Glasmachers,https://www.ini.rub.de/the_institute/people/tobias-glasmachers,U8S86d4AAAAJ,2472.0,23.0,2005.0
Jörg Schwenk,http://nds.rub.de/chair/people/joerg-schwenk,IetgqsgAAAAJ,6030.0,39.0,1993.0
Kevin Borgolte,https://kevin.borgolte.me,20bCZ_IAAAAJ,708.0,16.0,2013.0
Gregor Schöner,https://www.ini.rub.de/the_institute/people/gregor-schoner,SND5_8sAAAAJ,24614.0,75.0,1985.0
