name,homepage,scholar_id,citations,h-index,earliest_paper
Walter Oberschelp,https://www.mathematik.rwth-aachen.de/go/id/bkbg/gguid/0x21CDE8D9CE85D51196710000F4B4937D/ikz/11/allou/1/lidx/1,,,,
Matthias S. Müller,http://www.itc.rwth-aachen.de/cms/IT-Center/IT-Center/Team/~epvp/Mitarbeiter-CAMPUS-/?gguid=0xB8B55109186DA749BE27700404DA28D8,HZwexAQAAAAJ,13464.0,47.0,1991.0
Claudia Wagner,http://claudiawagner.info/,R5-PPJQAAAAJ,2929.0,28.0,2001.0
Ulrik Schroeder,http://learntech.rwth-aachen.de/schroeder,8EYyC1MAAAAJ,4770.0,28.0,1988.0
Bastian Leibe,http://www.vision.rwth-aachen.de/persons,ZcULDB0AAAAJ,29472.0,73.0,2000.0
Stefan Kowalewski,http://www.gaba-network.org/prof-dr-ing-stefan-kowalewski,3zLcsUcAAAAJ,4479.0,33.0,1993.0
Ulrike Meyer,https://itsec.rwth-aachen.de/people/prof.-dr.-ulrike-meyer,y9RHiq0AAAAJ,5110.0,32.0,1985.0
Jan O. Borchers,https://hci.rwth-aachen.de/borchers,BN5-ACgAAAAJ,7815.0,40.0,1995.0
Thomas Berlage,http://dbis.rwth-aachen.de/cms/staff/berlage,,,,
Matthias Jarke,http://dbis.rwth-aachen.de/cms/staff/jarke,JbioEFgAAAAJ,22688.0,73.0,1978.0
Thomas Rose,http://dbis.rwth-aachen.de/cms/staff/rose,dR-qbA4AAAAJ,761.0,16.0,1998.0
Erich Grädel,https://logic.rwth-aachen.de/~graedel,4TbxnY0AAAAJ,10045.0,45.0,1959.0
Dorit Merhof,http://www.lfb.rwth-aachen.de/en/institute/team/merhof,JH5HObAAAAAJ,4358.0,30.0,2004.0
Wolfgang Thomas,https://www.lii.rwth-aachen.de/en/mitarbeiter/13-mitarbeiter/professoren/7-wolfgang-thomas.html,,,,
Erika Ábrahám,http://www-i2.informatik.rwth-aachen.de/i2/eab,,,,
Jürgen Giesl,http://verify.rwth-aachen.de/giesl,dh9YNEoAAAAJ,5807.0,40.0,1993.0
Joost-Pieter Katoen,http://www-i2.informatik.rwth-aachen.de/~katoen,yjjO5_oAAAAJ,24214.0,70.0,1989.0
Uwe Naumann,https://www.stce.rwth-aachen.de/people/uwe-naumann,vRVzEDMAAAAJ,3288.0,27.0,1999.0
Gerhard Lakemeyer,http://www-i5.informatik.rwth-aachen.de/gerhard,v0zpdqkAAAAJ,6980.0,39.0,1986.0
Torsten Kuhlen,http://www.rwth-aachen.de/cms/root/Die-RWTH/Jobs-Ausbildung/Berufungen-an-der-RWTH-Aachen/Neuberufene/~kgfh/Univ-Prof-Torsten-Wolfgang-Kuhlen/lidx/1,O9ywg_UAAAAJ,4580.0,33.0,1995.0
Hermann Ney,http://www-i6.informatik.rwth-aachen.de/web/Staff/ney,6C8rf-0AAAAJ,61727.0,110.0,1977.0
Horst Lichter,https://www.swc.rwth-aachen.de,q4JUOP4AAAAJ,2183.0,17.0,1987.0
Peter Rossmanith,http://tcs.rwth-aachen.de/~rossmani,,,,
Wolfgang Prinz,http://dbis.rwth-aachen.de/cms/staff/prinz,QWWLOGQAAAAJ,4521.0,34.0,1986.0
Paolo Bientinesi,https://www.aices.rwth-aachen.de/people/bientinesi,G6Z5vx8AAAAJ,2174.0,23.0,1997.0
Leif Kobbelt,https://www.graphics.rwth-aachen.de,eCsqoJgAAAAJ,22729.0,75.0,1994.0
Thomas Noll,https://moves.rwth-aachen.de/people/noll,KOrTdxMAAAAJ,3006.0,28.0,1997.0
Otto Spaniol,https://www.comsys.rwth-aachen.de/team/otto-spaniol,,,,
Klaus Wehrle,https://www.comsys.rwth-aachen.de/team/klaus,3jzgrIcAAAAJ,10577.0,45.0,1970.0
Manfred Nagl,http://www.se-rwth.de/~nagl,uz_EYlwAAAAJ,3082.0,24.0,1942.0
Bernhard Rumpe,http://www.se-rwth.de/~rumpe,nED1C7QAAAAJ,16004.0,65.0,1991.0
Jan Bender,https://www.animation.rwth-aachen.de,POEoFagAAAAJ,2179.0,26.0,2003.0
Stefan Decker,http://www.stefandecker.org,uhVkSswAAAAJ,24275.0,74.0,1959.0
Martin Grohe,https://www.lii.rwth-aachen.de/en/mitarbeiter/13-mitarbeiter/professoren/4-martin-grohe.html,Sou5ih0AAAAJ,11738.0,52.0,1993.0
