name,homepage,scholar_id,citations,h-index
Osmar Norberto de Souza,http://www.inf.pucrs.br/~osmarns,W7Qu_twAAAAJ,1815.0,22.0
Duncan D. A. Ruiz,http://www.inf.pucrs.br/duncan,86NAYFsAAAAJ,1244.0,20.0
Alexandre M. Amory,http://www.inf.pucrs.br/alexandre.amory,UgvODPkAAAAJ,1236.0,17.0
Avelino F. Zorzo,http://www.inf.pucrs.br/~zorzo,rsiQlMgAAAAJ,1794.0,24.0
Isabel Harb Manssour,http://www.inf.pucrs.br/~manssour,Fgas70kAAAAJ,632.0,12.0
Rafael Prikladnicki,http://www.inf.pucrs.br/~rafael,_W9zu7sAAAAJ,5323.0,37.0
Renata Vieira,http://www.inf.pucrs.br/~rvieira,5Lw-0-UAAAAJ,4821.0,32.0
Rodrigo C. Barros,http://www.pucrs.br/facin/programa-de-pos-graduacao-em-ciencia-da-computacao/corpo-docente,2vo62sIAAAAJ,3170.0,29.0
Soraia Raupp Musse,http://www.inf.pucrs.br/~smusse,MyKLYVMAAAAJ,5262.0,30.0
Fernando Gehm Moraes,http://www.inf.pucrs.br/moraes,XNjum_8AAAAJ,5888.0,36.0
César A. M. Marcon,http://www.inf.pucrs.br/~marcon,QbIUVcQAAAAJ,1704.0,21.0
Felipe Meneguzzi,http://www.meneguzzi.eu/felipe,uFEbojwAAAAJ,2593.0,27.0
Fabiano Hessel,http://www.inf.pucrs.br/~hessel,cZguQ0UAAAAJ,1819.0,22.0
Sabrina Marczak,http://www.inf.pucrs.br/sabrina.marczak/SabrinaMarczak/Welcome.html,tjnEfX4AAAAJ,2023.0,19.0
Luiz G. L. Fernandes,http://www.inf.pucrs.br/~gustavo,45is_G0AAAAJ,777.0,14.0
Fernando Luís Dotti,http://www.inf.pucrs.br/~fldotti,mwe43TsAAAAJ,700.0,16.0
Ney Calazans,http://www.inf.pucrs.br/~calazans,s3vzk7cAAAAJ,4534.0,32.0
Tiago C. Ferreto,http://www.inf.pucrs.br/~ferreto,1_-2-2UAAAAJ,1673.0,14.0
Márcio Sarroglia Pinho,http://www.inf.pucrs.br/pinho,HOUAzukAAAAJ,1189.0,15.0
Rafael H. Bordini,http://www.inf.pucrs.br/r.bordini/Rafael_Bordini/Welcome.html,PAs5hY4AAAAJ,8510.0,40.0
Milene Selbach Silveira,http://www.inf.pucrs.br/~milene,uTjoEsAAAAAJ,1861.0,21.0
César A. F. De Rose,http://www.inf.pucrs.br/~derose,MliaRD4AAAAJ,9043.0,21.0
