name,homepage,scholar_id,citations,h-index
Karsten Berns,https://agrosy.informatik.uni-kl.de/lehrstuhl/lehrstuhl-leiter,KFlzbrUAAAAJ,5441.0,34.0
Ralf Hinze,https://pl.cs.uni-kl.de/homepage/de/staff/RalfHinze,SGND_ocAAAAJ,4298.0,37.0
H. Dieter Rombach,http://wwwagse.informatik.uni-kl.de/staff/rombach,OpsrHLAAAAAJ,,
Stefan Dessloch,http://wwwlgis.informatik.uni-kl.de/cms/his/staff/dessloch,XJ7AvACBkB8C,1476.0,18.0
Andreas Dengel,https://agd.informatik.uni-kl.de/en/team/teaching/prof-dr-prof-hc-andreas-dengel,p3YP0DMAAAAJ,12254.0,52.0
Wolfgang Kunz,https://www.eit.uni-kl.de/eis/people/kunz,NOSCHOLARPAGE,,
Achim Ebert,https://hci.uni-kl.de/people/achim-ebert,tnoNj9gAAAAJ,1390.0,19.0
Norbert Wehn,https://ems.eit.uni-kl.de/mitarbeiter/norbert-wehn,sJ9btGAAAAAJ,7378.0,47.0
Marius Kloft,https://ml.informatik.uni-kl.de,l-BJCdAAAAAJ,5511.0,33.0
Christoph Grimm,https://cps.cs.uni-kl.de/mitarbeiter/christoph-grimm-prof-dr,NOSCHOLARPAGE,,
Sebastian Michel,https://dbis.informatik.uni-kl.de/index.php/en/people/michel,5_e2f04AAAAJ,2879.0,29.0
Hans Hagen,https://hci.uni-kl.de/people/hans-hagen,g0dxfJMAAAAJ,9367.0,52.0
Didier Stricker,https://av.dfki.de/members/stricker,ImhXfxgAAAAJ,9564.0,46.0
Anthony W. Lin,https://anthonywlin.github.io,__5nnYUAAAAJ,1074.0,19.0
Marc Herrlich,https://sge.eit.uni-kl.de/startseite,eVYyNUMAAAAJ,887.0,15.0
Arnd Poetzsch-Heffter,https://softech.cs.uni-kl.de/homepage/de/staff/PoetzschHeffter,284TJ1IAAAAJ,2370.0,23.0
Jens B. Schmitt,https://disco.cs.uni-kl.de/index.php/people/jens-schmitt,lmEldBwAAAAJ,4919.0,39.0
Nicolas R. Gauger,https://www.scicomp.uni-kl.de/team/gauger,RUZ-k4YAAAAJ,2222.0,26.0
Paul Lukowicz,http://ei.informatik.uni-kl.de,1FIyc9kAAAAJ,15922.0,65.0
Pascal Schweitzer,http://alg.informatik.uni-kl.de/team/schweitzer,NOSCHOLARPAGE,,
Heike Jänicke,https://via.cs.uni-kl.de/mitarbeiter/prof-dr-heike-leitte,DuiWf98AAAAJ,1811.0,23.0
Klaus Schneider,https://es.cs.uni-kl.de/people/schneider,NOSCHOLARPAGE,,
Reinhard Gotzhein,https://vs.informatik.uni-kl.de/people/gotzhein,NOSCHOLARPAGE,,
Christoph Garth,https://vis.uni-kl.de/people/garth,IkKWoSIAAAAJ,3839.0,32.0
Gerhard Fohler,https://rts.eit.uni-kl.de/index.php?id=18&people_action=detail&people_id=3,NOSCHOLARPAGE,,
Peter Liggesmeyer,https://seda.informatik.uni-kl.de/staff-members/prof-liggesmeyer,mztSTlYAAAAJ,2383.0,19.0
Katharina Anna Lehmann,http://aalab.cs.uni-kl.de/en/gruppe/zweig,UyG7biIAAAAJ,2932.0,24.0
