name,homepage,scholar_id,citations,h-index
Jamal Alsakran,http://eacademic.ju.edu.jo/j.Alsakran,lQ9EkngAAAAJ,403.0,10.0
Mohammad Alshraideh,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/Attachments/16/Mohammed%20Shriedeh.doc,mlPbP5QAAAAJ,564.0,12.0
Mohammad A. M. Abushariah,http://ju-jo.academia.edu/MohammadAbdAlrahmanMahmoudAbushariah/CurriculumVitae,NOSCHOLARPAGE,,
Ammar Huneiti,http://eacademic.ju.edu.jo/a.huneiti,NOSCHOLARPAGE,,
Hazem Hiary,http://www.gju.edu.jo/content/dr-hazem-kaylani-1100,GEJ_25MAAAAJ,409.0,12.0
Saleh Al-Sharaeh,http://eacademic.ju.edu.jo/ssharaeh,7zZ86FsAAAAJ,233.0,8.0
Ahmad Sharieh,http://eacademic.ju.edu.jo/sharieh,lXeTzzAAAAAJ,930.0,17.0
Wesam A. Almobaideen,http://eacademic.ju.edu.jo/wesmoba,txO1flYAAAAJ,775.0,16.0
Amjad Hudaib,http://eacademic.ju.edu.jo/ahudaib,WezwTlcAAAAJ,891.0,16.0
Maen M. Al Assaf,http://link.springer.com/article/10.1007/s11265-013-0787-6,eK4zRzwAAAAJ,130.0,8.0
Abdel Latif Abu Dalhoum,http://eacademic.ju.edu.jo/a.latif,zXiv9G8AAAAJ,486.0,12.0
Basel A. Mahafzah,http://eacademic.ju.edu.jo/b.mahafzah,cjUfPpUAAAAJ,776.0,19.0
Basima Elshqeirat,http://eacademic.ju.edu.jo/b.shoqurat,jDBrG0oAAAAJ,114.0,6.0
Khair Eddin Sabri,http://eacademic.ju.edu.jo/k.sabri,JBbuUtsAAAAJ,518.0,10.0
Azzam Ibrahim,http://eacademic.ju.edu.jo/azzam.sleit,yZ42G9YAAAAJ,1215.0,21.0
Riad Jabri,http://eacademic.ju.edu.jo/jabri,6OS8WIIAAAAJ,82.0,5.0
Saher S. Manaseer,http://www.just.edu.jo/~masadeh/pages/pup.htm,Hy2l2bcAAAAJ,399.0,11.0
Nadim Ali Meri Obeid,http://eacademic.ju.edu.jo/obein,NOSCHOLARPAGE,,
Reem Qadan Al Fayez,http://www2.warwick.ac.uk/fac/sci/dcs/people/research/csrlaq,NOSCHOLARPAGE,,
Loai Alnemer,http://eacademic.ju.edu.jo/L.nemer,4w18VJgAAAAJ,186.0,7.0
Salsabeel F. M. AlFalah,http://ieeexplore.ieee.org/document/6918271,AIQFoMkAAAAJ,346.0,8.0
Sherenaz W. Al Haj Baddar,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/Disp_Staff.aspx?ID=18&Dept=Computer%20Science,tdIm-9oAAAAJ,203.0,6.0
Fawaz A. Al Zaghoul,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/Attachments/26/FAWAZCV-2013-English-Arabic-new-17-2-14.doc,i8KUEesAAAAJ,333.0,10.0
Iman AlMomani,https://www.facebook.com/public/Iman-Almomani/school/University-of-Jordan-103146266391742,dj0SNHAAAAAJ,814.0,14.0
Heba Saadeh,http://eacademic.ju.edu.jo/Heba.saadeh,ctbGyYUAAAAJ,1933.0,15.0
Huda Abd El-Raheem Karajeh,http://eacademic.ju.edu.jo/h.karajeh,cGIHBBIAAAAJ,679.0,10.0
Bassam H. Hammo,http://www.springer.com/cda/content/document/cda_downloaddocument/Special_Issue_ANLP_IJST+mj.docx?SGWID=0-0-45-1487362-p35682019,a5nuQFEAAAAJ,778.0,14.0
Imad Salah,http://ju.edu.jo/Lists/Administrators/Disp_form.aspx?ID=15,n9ETArsAAAAJ,449.0,9.0
Esra Alzaghoul,http://eacademic.ju.edu.jo/e.zaghoul,mmo_E_AAAAAJ,112.0,5.0
Majdi Sawalha,http://djasljsa.academia.edu/MajdiSawalha,6LD7HyIAAAAJ,681.0,16.0
Omar Adwan,https://twitter.com/adwani22,IS_2z0sAAAAJ,327.0,9.0
Mohammad Qatawneh,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/Attachments/16/Mohammed%20Shriedeh.doc,V6iTZ-4AAAAJ,616.0,14.0
Thair M. Hamtini,http://online-journals.org/index.php/i-jet/search/authors/view?firstName=Thair&middleName=M.&lastName=Hamtini&affiliation=The%20University%20of%20Jordan&country=JO,_lnxDq8AAAAJ,598.0,10.0
Moh'd B. Al-Zoubi,http://old.bau.edu.jo/ar/Colleges/fet/new/Academic%20_Departments/Applied%20Sciences/Academic%20Staff/Professor%20Abu-Hamatteh%20CV%202013.pdf,NOSCHOLARPAGE,,
Hamad Al-Sawalqah,http://computer.ju.edu.jo/Lists/FacultyAcademicStaff/DispDept_Staff.aspx?ID=69&dept=Computer%20Information%20Systems&deptName=Computer%20Information%20Systems,vOa_QRwAAAAJ,279.0,9.0
Mousa Al-Akhras,https://www.facebook.com/public/Mousa-Al-Akhras,KtHYblAAAAAJ,446.0,11.0
Rana Yousef,https://www.facebook.com/public/Rana-Yousef/school/University-of-Jordan-103146266391742,N0DGOlYAAAAJ,297.0,8.0
Sami Serhan,http://www.psut.edu.jo/users/prof-sami-serhan,xyS6meEAAAAJ,114.0,4.0
