name,homepage,scholar_id,citations,h-index
Jörg Kienzle,http://www.cs.mcgill.ca/~joerg/Home/Jorgs_Home.html,INUL3eEAAAAJ,3061.0,27.0
Reihaneh Rabbany,http://www.reirab.com,Foh_c-QAAAAJ,826.0,13.0
Kaleem Siddiqi,http://www.cim.mcgill.ca/~siddiqi,1jEAOVcAAAAJ,,
Michael S. Langer,http://www.cim.mcgill.ca/~langer,NsYQCXsAAAAJ,1551.0,20.0
Robert Robere,https://www.cs.mcgill.ca/~robere,ss6bWnwAAAAJ,390.0,10.0
Gregory Dudek,http://www.cim.mcgill.ca/~dudek,BSORuFoAAAAJ,11572.0,49.0
David Meger,http://www.cim.mcgill.ca/~dmeger,gFwEytkAAAAJ,5463.0,21.0
Xiao-Wen Chang,http://cs.mcgill.ca/~chang,NOSCHOLARPAGE,,
Xujie Si,https://www.cs.mcgill.ca/~xsi,Ru-jrx4AAAAJ,364.0,10.0
Nathan Friedman,https://www.cs.mcgill.ca/academic/undergrad/advising,NOSCHOLARPAGE,,
Clark Verbrugge,http://www.sable.mcgill.ca/~clump,NOSCHOLARPAGE,,
Mathieu Blanchette,http://www.cs.mcgill.ca/~blanchem,8vXnOQsAAAAJ,13752.0,50.0
Brigitte Pientka,http://www.cs.mcgill.ca/~bpientka,SX7AzekAAAAJ,2081.0,23.0
Jérôme Waldispühl,http://www.cs.mcgill.ca/~jeromew,IVZp2gQAAAAJ,1691.0,21.0
Derek Nowrouzezahrai,http://www.cim.mcgill.ca/~derek,nCZ2PMcAAAAJ,3303.0,33.0
Jackie Chi Kit Cheung,http://cs.mcgill.ca/~jcheung,Um-wmYQAAAAJ,1700.0,23.0
Martin P. Robillard,http://www.cs.mcgill.ca/~martin,XlDo0wgAAAAJ,8482.0,48.0
Bruce A. Reed,http://cgm.cs.mcgill.ca/~breed,ki4fG10AAAAJ,23251.0,88.0
Bettina Kemme,http://www.cs.mcgill.ca/~kemme,vLbmweYAAAAJ,6222.0,35.0
Denis Thérien,http://cs.mcgill.ca/~denis,NOSCHOLARPAGE,,
Prakash Panangaden,http://www.cs.mcgill.ca/~prakash,IROzEKQAAAAJ,10119.0,46.0
Adrian R. Vetta,http://www.math.mcgill.ca/vetta,DJmwoRYAAAAJ,3980.0,23.0
Derek Ruths,http://www.derekruths.com,WZWeI0MAAAAJ,5401.0,32.0
William L. Hamilton,https://williamleif.github.io,T5tm9eQAAAAJ,16252.0,31.0
Muthucumaru Maheswaran,http://www.cs.mcgill.ca/~maheswar,1qbLa7YAAAAJ,10822.0,33.0
Claude Crépeau,http://www.cs.mcgill.ca/~crepeau,H0tgqO4AAAAJ,26701.0,43.0
Hamed Hatami,http://www.cs.mcgill.ca/~hatami,4WQnb8IAAAAJ,73.0,3.0
Siva Reddy,https://www.mcgill.ca/linguistics/siva-reddy-0,LZZAAtoAAAAJ,3286.0,21.0
Luc Devroye,http://luc.devroye.org,DC_7koIAAAAJ,28918.0,67.0
Michael T. Hallett,https://www.mcgill.ca/philosophy/contact/faculty/hallett,aSl0gXwAAAAJ,13815.0,60.0
Paul G. Kry,http://www.cs.mcgill.ca/~kry,Uro_AS0AAAAJ,2159.0,21.0
