name,homepage,scholar_id,citations,h-index
Thomas A. Runkler,https://www7.in.tum.de/~runkler,9ulZrB8AAAAJ,6744.0,33.0
Nils Thuerey,https://wwwcg.in.tum.de/group/persons/thuerey.html,GEehwv8AAAAJ,5899.0,43.0
Uwe Baumgarten,http://www.os.in.tum.de/personen/baumgarten,NOSCHOLARPAGE,,
Rüdiger Westermann,https://wwwcg.in.tum.de/group/persons/westermann.html,a8YUuWwAAAAJ,11409.0,54.0
Jorge Curiel-Esparza,https://www7.in.tum.de/~esparza,iyM7fFgAAAAJ,877.0,17.0
P. Patrick van der Smagt,https://brml.org/people/smagt,5ybzvbsAAAAJ,13063.0,43.0
Reinhard Heckel,http://reinhardheckel.com,ZWV0I7cAAAAJ,2631.0,26.0
Daniel Cremers,http://vision.in.tum.de/members/cremers,cXQciMEAAAAJ,53984.0,109.0
August-Wilhelm Scheer,http://www.tum-ias.de/people/members/tum-august-wilhelm-scheer-visiting-professors.html,JeUi9iEAAAAJ,22191.0,51.0
Helmut Seidl,http://www2.in.tum.de/~seidl,cWGEU94AAAAJ,4893.0,40.0
Florian Matthes,https://wwwmatthes.in.tum.de/pages/88bkmvw6y7gx/Prof.-Dr.-Florian-Matthes,3zjU5eIAAAAJ,6959.0,41.0
Stephan Günnemann,http://www.kdd.in.tum.de/en/team/guennemann,npqoAWwAAAAJ,7259.0,40.0
Javier Esparza,https://www7.in.tum.de/people/detail/index.php?id=people.detail&arg=33,c9qgPSYAAAAJ,11939.0,53.0
Hans-Arno Jacobsen,https://www.professoren.tum.de/en/jacobsen-hans-arno,85bt-X0AAAAJ,13089.0,52.0
Alfons Kemper,https://db.in.tum.de/~kemper,5n3YivwAAAAJ,13951.0,60.0
Jan Kretinsky,https://www7.in.tum.de/~kretinsk,NOSCHOLARPAGE,,
Alin Albu-Schäffer,https://www.professoren.tum.de/en/albu-schaeffer-alin,yP_zL3gAAAAJ,21665.0,73.0
Jana Giceva,https://db.in.tum.de/~giceva,O7xc9uEAAAAJ,585.0,10.0
Bernd Bruegge,https://wwwbruegge.informatik.tu-muenchen.de/lehrstuhl_1/people/52-professor,io5O8OUAAAAJ,7174.0,39.0
Thomas Neumann,https://db.in.tum.de/~neumann,xSDfDpsAAAAJ,10208.0,46.0
Harald Räcke,http://www.professoren.tum.de/en/raecke-harald,NOSCHOLARPAGE,,
Helmut Krcmar,http://www.professoren.tum.de/en/krcmar-helmut,zwax5qkAAAAJ,28640.0,71.0
Peter Hubwieser,http://www.professoren.tum.de/en/hubwieser-peter,YuvySKkAAAAJ,2383.0,25.0
Tobias Nipkow,http://www.in.tum.de/~nipkow,lv19c_cAAAAJ,17447.0,54.0
Anne Brüggemann-Klein,http://www.professoren.tum.de/en/brueggemann-klein-anne,NOSCHOLARPAGE,,
Susanne Albers,http://www14.in.tum.de/personen/albers,apxmY1gAAAAJ,5406.0,37.0
Jörg Ott,https://www.netlab.tkk.fi/~jo,h16ode4AAAAJ,12517.0,49.0
Nassir Navab,http://campar.in.tum.de/Main/NassirNavabCv,kzoVUPYAAAAJ,53207.0,102.0
Stefan Leutenegger,https://mlr.in.tum.de/members/leuteneg,SmGQ48gAAAAJ,12333.0,34.0
Alexander Kemper,https://www-db.in.tum.de/~kemper,dliZB7MAAAAJ,4292.0,34.0
Angela Dai,https://www.3dunderstanding.org,g-tGztMAAAAJ,6660.0,21.0
Burkhard Rost,https://www.rostlab.org,BP3ofxcAAAAJ,48293.0,102.0
Georg Klinker,https://www.lis.ei.tum.de/en/persons/management/stechele,NOSCHOLARPAGE,,
Martin Bichler,http://dss.in.tum.de/staff/bichler.html,gYRbZzIAAAAJ,6928.0,39.0
Debarghya Ghoshdastidar,https://www.in.tum.de/tfai/people/debarghya-ghoshdastidar,Kp-enVQAAAAJ,432.0,10.0
Matthias Nießner,http://niessnerlab.org,eUtEs6YAAAAJ,16758.0,54.0
Pramod Bhatotia,https://www.in.tum.de/dse/people,_nr10fgAAAAJ,2290.0,26.0
Jens Grossklags,http://www.cybertrust.in.tum.de/index.php?id=101,apxyerQAAAAJ,7684.0,40.0
Bjoern H. Menze,http://people.csail.mit.edu/menze,Kv2QrQgAAAAJ,14665.0,49.0
Sami Haddadin,https://www.rmi.tum.de/en/rsi/team/professor,H1v0ztEAAAAJ,13626.0,49.0
Cristina Piazza,http://campar.in.tum.de/Main/CristinaPiazza,H6Q0F6sAAAAJ,1227.0,12.0
Alexander Pretschner,https://www22.in.tum.de/en/mitarbeiter/pretschner,pBIEpNcAAAAJ,9727.0,43.0
Julien Gagneur,http://www.gagneur.genzentrum.lmu.de,2N2iqgkAAAAJ,9227.0,40.0
Peter Struss,http://mqm.in.tum.de,NCdY2pYAAAAJ,8034.0,37.0
Georg Carle,https://www.net.in.tum.de/members/carle,l5xqmTIAAAAJ,10935.0,23.0
Hans Michael Gerndt,http://wwwi10.lrr.in.tum.de/~gerndt/home,NOSCHOLARPAGE,,
Claudia Eckert,https://www.sec.in.tum.de/claudia-eckert,wGd3KhEAAAAJ,10360.0,50.0
Arndt Bode,https://www.lrr.in.tum.de/mitarbeiter/bode,NOSCHOLARPAGE,,
Darius Burschka,http://www6.in.tum.de/burschka,y-MzVoUAAAAJ,6846.0,33.0
