name,homepage,scholar_id,citations,h-index
Joydeep Chandra,https://iitp.ac.in/index.php/departments/computer-center/people/head/705-dr-joydeep-chandra.html,_MaLUpIAAAAJ,685.0,14.0
Ashok Singh Sairam,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-ashok-singh-sairam.html,NOSCHOLARPAGE,,
Arijit Mondal,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/584-arijit-mondal.html,97ryAF0AAAAJ,803.0,16.0
Somanath Tripathy,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-somanath-tripathy.html,sYHVfuEAAAAJ,541.0,12.0
Samrat Mondal,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-samrat-mondal.html,NOSCHOLARPAGE,,
Jimson Mathew,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1502-dr-jimson-mathew.html,NOSCHOLARPAGE,,
Suman Kumar Maji,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1450-dr-suman-kumar-maji.html,bB2_Ug8AAAAJ,256.0,6.0
Sourav Kumar Dandapat,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1608-dr-sourav-kumar-dandapat.html,NOSCHOLARPAGE,,
Asif Ekbal,http://iitp.ac.in/~asif,IAL_F04AAAAJ,6211.0,41.0
Raju Halder,https://iitp.ac.in/~halder,mA0HQJEAAAAJ,604.0,13.0
Abyayananda Maiti,https://iitp.ac.in/index.php/departments/computer-center/people/head/1095-dr-abyayananda-maiti.html,N49XT94AAAAJ,123.0,6.0
Sriparna Saha,http://www.iitp.ac.in/~sriparna,Fj7jA_AAAAAJ,5654.0,31.0
Rajiv Misra,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-rajiv-misra.html,VDbjyx4AAAAJ,33123.0,75.0
Pushpak Bhattacharya,https://www.cse.iitb.ac.in/~pb,vvg-pAkAAAAJ,10237.0,48.0
