name,homepage,scholar_id,citations,h-index
Sahra Sedigh,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,,
V. Sriram Siddhardh Nadendla,https://sites.google.com/a/mst.edu/nadendla,_xQ3PSoAAAAJ,324.0,11.0
Jagannathan Sarangapani,http://web.mst.edu/~sarangap,RTewL_wAAAAJ,15077.0,60.0
Jennifer L. Leopold,https://jleopold.weebly.com,KYkeG14AAAAJ,453.0,10.0
Daniel R. Tauritz,http://web.mst.edu/~tauritzd,ENvUql8AAAAJ,,
Sajal K. Das,https://sites.google.com/a/mst.edu/sdas,mbaG-mQAAAAJ,37129.0,96.0
Donald C. Wunsch,http://people.mst.edu/faculty/dwunsch/index.html,nML1gAwAAAAJ,,
Bruce M. McMillin,http://web.mst.edu/~ff,5XZQO_sAAAAJ,2281.0,25.0
Chaman L. Sabharwal,http://web.mst.edu/~chaman,ogiOHB4AAAAJ,726.0,13.0
Sanjay Kumar Madria,http://web.mst.edu/~cswebdb,4xAVBVIAAAAJ,5944.0,36.0
