name,homepage,scholar_id,citations,h-index
Liang Lin,http://www.linliang.net,Nav8m8gAAAAJ,20911.0,73.0
Yunong Zhang,http://yss.sysu.edu.cn/node/376,o7Wj-9sAAAAJ,9338.0,51.0
Xiaodan Liang,https://www.cs.cmu.edu/~xiaodan1,voxznZAAAAAJ,14231.0,60.0
Guanbin Li,http://guanbinli.com,2A2Bx2UAAAAJ,5868.0,35.0
Zibin Zheng,http://sse.sysu.edu.cn/teacher/100,WPC6ED4AAAAJ,21979.0,69.0
Xiaojun Quan,http://cse.sysu.edu.cn/content/2953,dRpg4t8AAAAJ,1665.0,22.0
Wei-Shi Zheng,http://www.isee-ai.cn/~zhwshi,AwqDDGoAAAAJ,14033.0,55.0
Xiaohua Xie,http://sdcs.sysu.edu.cn/content/2478,5YZ3kvoAAAAJ,1379.0,16.0
Yang Liu,https://yangliu9208.github.io/home,l0z2QNQAAAAJ,139.0,5.0
Qing Ling,http://home.ustc.edu.cn/~qingling,u70vRDYAAAAJ,5632.0,32.0
Keze Wang,https://kezewang.com,Qirk2fYAAAAJ,1709.0,17.0
Xu Chen,https://sites.google.com/view/xcsysu/home,BmiiIaoAAAAJ,10335.0,45.0
Chang-Dong Wang,http://www.scholat.com/changdongwang.en,omqnB70AAAAJ,3639.0,31.0
Jian-Huang Lai,https://ieeexplore.ieee.org/author/37274695700,NOSCHOLARPAGE,,
Hongyang Chao,https://ieeexplore.ieee.org/author/37288624500,qnbpG6gAAAAJ,3297.0,25.0
