name,homepage,scholar_id,citations,h-index
Jaak Vilo,http://biit.cs.ut.ee,87E06MgAAAAJ,20156.0,47.0
Vesal Vojdani,http://www.ut.ee/en/vesal-vojdani,A0W8Z_kAAAAJ,281.0,10.0
Sherif Sakr,http://www.ut.ee/~sakr,0GSdV8IAAAAJ,6538.0,40.0
Satish Narayana Srirama,http://math.ut.ee/~srirama,Rx16jjwAAAAJ,4712.0,34.0
Vambola Leping,http://www.ut.ee/en/vambola-leping,NOSCHOLARPAGE,,
Varmo Vene,http://www.ut.ee/en/read-why-varmo-vene-running-dean,AR7YQTUAAAAJ,1241.0,22.0
Tõnu Tamme,http://www.ut.ee/en/tonu-tamme,076eOUoAAAAJ,33.0,3.0
Raimundas Matulevicius,http://www.ut.ee/en/kontakt/arvutiteaduse-instituut,2CN14WkAAAAJ,2320.0,24.0
Luciano García-Bañuelos,http://www.ut.ee/en/luciano-garcia-banuelos,ly9UiYMAAAAJ,4491.0,36.0
Dirk Oliver Theis,http://ac.cs.ut.ee/people/dot,b1nM_OUAAAAJ,847.0,13.0
Marina Issakova,http://www.ut.ee/en/marina-lepp,6j7vkrgAAAAJ,274.0,9.0
Siim Karus,http://www.ut.ee/en/siim-karus,NOSCHOLARPAGE,,
Reimo Palm,http://www.ut.ee/en/reimo-palm,NOSCHOLARPAGE,,
Dietmar Pfahl,http://sep.cs.ut.ee,xvo0RJcAAAAJ,4858.0,36.0
Kadri Vider,http://www.ut.ee/en/kadri-vider,_l9lwNgAAAAJ,272.0,10.0
Aivar Annamaa,http://www.ut.ee/en/kontakt/arvutiteaduse-instituut,sQ5LoEcAAAAJ,87.0,5.0
Dominique Unruh,http://kodu.ut.ee/~unruh,EROP4tsAAAAJ,3252.0,31.0
Marlon Dumas,http://math.ut.ee/~dumas,9lIttRkAAAAJ,37249.0,84.0
Helle Hein,http://www.ut.ee/en/kontakt/arvutiteaduse-instituut,NOSCHOLARPAGE,,
Vitaly Skachek,http://kodu.ut.ee/~vitaly,8RF_UF4AAAAJ,929.0,16.0
Ahmed Awad,https://www.ut.ee/en/ahmed-mahmoud-hany-aly-awad,_Ty6jFcAAAAJ,2096.0,23.0
Ahti Peder,http://www.ut.ee/en/ahti-peder,NOSCHOLARPAGE,,
Anne Villems,http://www.ut.ee/en/anne-villems,E3la6C8AAAAJ,7628.0,47.0
Radwa El Shawi,https://bigdata.cs.ut.ee/dr-radwa-elshawi,RD5PdpwAAAAJ,988.0,14.0
Fredrik Milani,http://www.ut.ee/en/fredrik-payman-milani,Whhz1iUAAAAJ,647.0,11.0
Sven Laur,http://kodu.ut.ee/~swen,663HUJIAAAAJ,3384.0,23.0
Härmel Nestra,http://www.ut.ee/en/harmel-nestra,NOSCHOLARPAGE,,
Gholamreza Anbarjafari,http://kodu.ut.ee/~sjafari,6gN67JAAAAAJ,5139.0,33.0
Kaili Müürisep,http://kodu.ut.ee/~kaili,BSsD0vgAAAAJ,495.0,10.0
Eno Tonisson,http://www.ut.ee/en/eno-tonisson,DrT8-oEAAAAJ,486.0,12.0
Eero Vainikko,http://kodu.ut.ee/~eero,Ym_SSO8AAAAJ,849.0,12.0
Fabrizio Maria Maggi,https://www.etis.ee/Portal/Persons/Display/a37d438b-3add-4c4f-8e49-dfacab570f23,NOSCHOLARPAGE,,
Mark Fishel,http://lepo.it.da.ut.ee/~fishel,K6jhzXcAAAAJ,1463.0,17.0
Kalmer Apinis,http://www.ut.ee/en/kalmer-apinis,1Xo35tEAAAAJ,142.0,6.0
Meelis Kull,https://www.ut.ee/en/meelis-kull,yJwctG4AAAAJ,2600.0,17.0
Kadri Muischnek,http://www.ut.ee/en/kadri-muischnek,JU8d42oAAAAJ,649.0,13.0
Heiki-Jaan Kaalep,http://www.ut.ee/en/heiki-jaan-kaalep,mWr3RasAAAAJ,616.0,13.0
Amnir Hadachi,http://www.ut.ee/en/amnir-hadachi,nJNX__cAAAAJ,169.0,7.0
Erkki Luuk,http://www.ut.ee/en/erkki-luuk,3JSc8DUAAAAJ,140.0,6.0
