name,homepage,scholar_id,citations,h-index
Bernardo Pereira Nunes,https://comp.anu.edu.au/people/bernardo-nunes/,bPVrW_UAAAAJ,1068.0,16.0
Michael Norrish,https://cecs.anu.edu.au/people/michael-norrish,Ymd4ZfYAAAAJ,5080.0,24.0
Bui Quang Minh,https://cecs.anu.edu.au/people/minh-bui,UI0xN_QAAAAJ,27616.0,26.0
Jennyfer Lawrence Taylor,https://comp.anu.edu.au/people/jennyfer-taylor/,YojqErAAAAAJ,208.0,9.0
Giuseppe M. J. Barca,https://comp.anu.edu.au/people/giuseppe-barca/,bdx0QCoAAAAJ,700.0,12.0
Alex Potanin,https://comp.anu.edu.au/people/alex-potanin/,NUl2HRkAAAAJ,1347.0,21.0
Patrik Haslum,https://cs.anu.edu.au/people/patrik-haslum,XqbCCJIAAAAJ,3832.0,30.0
Charles Martin,http://cs.anu.edu.au/people/charles-martin,mTlH4G8AAAAJ,324.0,10.0
Felipe Trevizan,https://comp.anu.edu.au/people/felipe-trevizan/,AG1PRG4AAAAJ,425.0,11.0
Zhenchang Xing,https://cecs.anu.edu.au/people/zhenchang-xing,0vCxuH4AAAAJ,5493.0,41.0
Genevieve Bell,https://cybernetics.anu.edu.au/people/genevieve-bell/,NOSCHOLARPAGE,,
Alexandra Zafiroglu,https://cybernetics.anu.edu.au/people/alex-zafiroglu/,NOSCHOLARPAGE,,
Melina C. Vidoni,https://comp.anu.edu.au/people/melina-vidoni/,Th-fldcAAAAJ,75.0,4.0
Bob McKay,https://cecs.anu.edu.au/people/robert-ian-mckay,BphNXV8AAAAJ,10805.0,51.0
Josh Andres,https://cybernetics.anu.edu.au/people/josh-andres/,NOSCHOLARPAGE,,
Peter Christen,https://cs.anu.edu.au/people/peter-christen,oz-2CXsAAAAJ,14054.0,47.0
Alwen Fernanto Tiu,https://cecs.anu.edu.au/people/alwen-tiu,92pa9z8AAAAJ,2336.0,27.0
Armin Haller,https://cs.anu.edu.au/people/armin-haller,BehUprAAAAAJ,2641.0,24.0
Nisansala Yatapanage,https://comp.anu.edu.au/people/nisansala-yatapanage/,_Kgwm9YAAAAJ,277.0,9.0
Penny Kyburz,https://cs.anu.edu.au/people/penny-kyburz,mrvBuvsAAAAJ,3978.0,18.0
Nick Barnes,https://comp.anu.edu.au/people/nick-barnes/,yMXs1WcAAAAJ,5589.0,35.0
Priscilla Kan John,https://cs.anu.edu.au/people/priscilla-kan-john,NOSCHOLARPAGE,,
Rajeev Goré,https://cs.anu.edu.au/people/rajeev-gore,2lWIhEgAAAAJ,2770.0,27.0
Thomas Haines,https://comp.anu.edu.au/people/thomas-haines/,bbt2PloAAAAJ,211.0,7.0
Peter Höfner,https://cs.anu.edu.au/people/peter-hoefner,JbCZr9sAAAAJ,1543.0,22.0
Katherine A. Daniel,https://cybernetics.anu.edu.au/people/katherine-daniell/,TIQVsWEAAAAJ,2511.0,23.0
Graham J. Williams,https://comp.anu.edu.au/people/graham-williams/,08HEV_kAAAAJ,7351.0,32.0
Yu Lin,https://cecs.anu.edu.au/people/yu-lin,KDwSQ0gAAAAJ,2429.0,20.0
Miaomiao Liu,https://comp.anu.edu.au/people/miaomiao-liu/,ptAR7tUAAAAJ,1490.0,17.0
Ranald Alexander Clouston,https://cs.anu.edu.au/people/ranald-clouston,_7YKlyMAAAAJ,502.0,11.0
Matthew Hole,https://comp.anu.edu.au/people/matthew-hole/,BoPimVUAAAAJ,1840.0,25.0
Qing Wang,http://users.cecs.anu.edu.au/~u5170295,NOSCHOLARPAGE,,
Charles Gretton,https://cecs.anu.edu.au/people/charles-gretton,C6mgJ_QAAAAJ,973.0,15.0
Sid Chi-Kin Chau,https://comp.anu.edu.au/people/sid-chau/,RBHNdYkAAAAJ,2154.0,27.0
Stephen Blackburn,http://users.cecs.anu.edu.au/~steveb,HgSTO7oAAAAJ,5498.0,32.0
Hanna Suominen,https://cs.anu.edu.au/people/hanna-suominen,o4qymo4AAAAJ,2499.0,26.0
Kee Siong Ng,https://cs.anu.edu.au/people/kee-siong-ng,4bL3ThUAAAAJ,1252.0,15.0
Kerry L. Taylor,https://cs.anu.edu.au/people/kerry-taylor,0XaEQkAAAAJ,,
Hanna Kurniawati,https://cs.anu.edu.au/people/hanna-kurniawati,JkjFXbAAAAAJ,2674.0,18.0
Dirk Pattinson,https://cs.anu.edu.au/people/dirk-pattinson,_QbFzhkAAAAJ,2302.0,24.0
Lexing Xie,https://cs.anu.edu.au/people/lexing-xie,u0xUDSoAAAAJ,8603.0,42.0
Pascal Bercher,https://cs.anu.edu.au/people/pascal-bercher,UuK7xYsAAAAJ,1436.0,23.0
Liang Zheng,https://cs.anu.edu.au/people/liang-zheng,vNHqr3oAAAAJ,23208.0,47.0
Amanda S. Barnard,https://cs.anu.edu.au/people/amanda-s-barnard,lGtwfOQAAAAJ,11507.0,54.0
Robert Ian McKay,https://cs.anu.edu.au/people/robert-ian-mckay,NOSCHOLARPAGE,,
John K. Slaney,https://cs.anu.edu.au/people/john-slaney,5Cah4boAAAAJ,2905.0,27.0
Brendan D. McKay,https://cs.anu.edu.au/people/brendan-mckay,3nV4EKwAAAAJ,12386.0,57.0
Stephen Gould,http://users.cecs.anu.edu.au/~sgould,kALUT54AAAAJ,,
Alban Grastien,https://cs.anu.edu.au/people/alban-grastien,87u0x6UAAAAJ,1579.0,19.0
Richard Hartley,http://axiom.anu.edu.au/~hartley,cHia5p0AAAAJ,65826.0,82.0
Hongdong Li,http://users.cecs.anu.edu.au/~hongdong,JrQxdmUAAAAJ,5344.0,33.0
Yoshihiro Maruyama,https://cs.anu.edu.au/people/youshihiro-maruyama,NOSCHOLARPAGE,,
Quanling Deng,https://comp.anu.edu.au/people/quanling-deng/,PBGaQ44AAAAJ,331.0,11.0
Jochen Trumpf,http://users.cecs.anu.edu.au/~trumpf,c-ZZKpAAAAAJ,2977.0,27.0
Richard P. Brent,http://wwwmaths.anu.edu.au/~brent,TRcAF4cAAAAJ,19968.0,56.0
John Lloyd,https://cs.anu.edu.au/people/john-lloyd,ko4eO0wAAAAJ,14106.0,32.0
Yuan-Sen Ting,https://comp.anu.edu.au/people/yuan-sen-ting/,FNvucsoAAAAJ,3996.0,35.0
Jochen Renz,http://users.cecs.anu.edu.au/~jrenz,YlsJH-IAAAAJ,4304.0,28.0
Ben Swift,https://cs.anu.edu.au/people/ben-swift,OQdYgLEAAAAJ,251.0,9.0
Brian Anderson,http://users.cecs.anu.edu.au/~briandoa,NOSCHOLARPAGE,,
Shoaib Akram,https://cs.anu.edu.au/people/shoaib-akram,vwB9Q54AAAAJ,334.0,11.0
Robert E. Mahony,http://users.cecs.anu.edu.au/Robert.Mahony,GbLX3cIAAAAJ,20030.0,55.0
Antony L. Hosking,https://cs.anu.edu.au/people/tony-hosking,5LINiuEAAAAJ,5199.0,30.0
Sylvie Thiébaux,http://users.cecs.anu.edu.au/~thiebaux,UliUD0gAAAAJ,3720.0,34.0
