name,homepage,scholar_id,citations,h-index
Niki Vazou,https://nikivazou.github.io,ARcLTokAAAAJ,805.0,13.0
Benedikt Schmidt,http://software.imdea.org/people/benedikt.schmidt,wvIA190AAAAJ,1809.0,19.0
Juan Caballero,http://software.imdea.org/people/juan.caballero,6QjUClkAAAAJ,5131.0,43.0
Manuel V. Hermenegildo,http://software.imdea.org/people/manuel.hermenegildo,VXQGJD0AAAAJ,10239.0,58.0
Pedro Moreno-Sanchez,https://software.imdea.org/people/pedro.moreno/index.html,#NAME?,,
Pedro López-García,http://software.imdea.org/people/pedro.lopez,NOSCHOLARPAGE,,
Aleksandar Nanevski,http://software.imdea.org/~aleks,JGza54YAAAAJ,2439.0,25.0
Alessandra Gorla,http://software.imdea.org/~alessandra.gorla,6uUwTrwAAAAJ,4622.0,23.0
José F. Morales,http://software.imdea.org/people/josef.morales,DZOdfUIAAAAJ,821.0,13.0
Alexey Gotsman,http://software.imdea.org/~gotsman,NOSCHOLARPAGE,,
Ignacio Cascudo,http://software.imdea.org/~ignacio.cascudo,rOOEx5cAAAAJ,705.0,14.0
Marco Guarnieri,https://mguarnieri.github.io,gP-5CSsAAAAJ,351.0,10.0
Dario Fiore,http://www.dariofiore.it,RiIDoKQAAAAJ,3459.0,30.0
Pierre Ganty,http://software.imdea.org/people/pierre.ganty,j8fTqW0AAAAJ,1109.0,20.0
Manuel Carro,http://software.imdea.org/people/manuel.carro,dBhRRpEAAAAJ,2159.0,27.0
César Sánchez,http://software.imdea.org/~cesar,M1shlR0AAAAJ,4079.0,34.0
Boris Köpf,http://software.imdea.org/~bkoepf,B5EwUUYAAAAJ,2835.0,23.0
