name,homepage,scholar_id,citations,h-index
Mohamed El Baker Nassar,http://www.aub.edu.lb/pages/profile.aspx?memberId=mn115,GrvxLaUAAAAJ,667.0,15.0
Fatima Abu Salem,http://www.cs.aub.edu.lb/fa21,NOSCHOLARPAGE,,
Mohamad Jaber,https://www.aub.edu.lb/fas/cs/people/Pages/mj54.aspx,k5WqqOcAAAAJ,1162.0,15.0
Ibrahim Issa,http://www.aub.edu.lb/pages/profile.aspx?memberId=ii19,6odfSA4AAAAJ,379.0,10.0
Paul C. Attie,http://www.cs.aub.edu.lb/pa07,weh0F3wAAAAJ,1703.0,20.0
Ali Chehab,https://website.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=chehab,pu2imbMAAAAJ,4844.0,33.0
George M. Turkiyyah,https://www.aub.edu.lb/fas/cs/people/Pages/gt02.aspx,NOSCHOLARPAGE,,
Shady Elbassuoni,https://www.aub.edu.lb/fas/cs/people/Pages/se58.aspx,Fe8iIHMAAAAJ,2475.0,22.0
Wassim El-Hajj,http://staff.aub.edu.lb/~we07,QidtvQgAAAAJ,2747.0,29.0
Hassan A. Artail,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ha27,Gm0ZtJcAAAAJ,4292.0,34.0
Wes Masri,http://www.aub.edu.lb/fea/wm13,BQM2KwcAAAAJ,2167.0,20.0
Ibrahim C. Abou-Faycal,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ia14,EwLgoU8AAAAJ,1080.0,14.0
Hazem M. Hajj,http://feaweb.aub.edu.lb/personalwebsites/hhajj,QidtvQgAAAAJ,2747.0,29.0
Fadi A. Zaraket,http://research-fadi.aub.edu.lb,1e2w_FoAAAAJ,569.0,13.0
Haïdar Safa,https://www.aub.edu.lb/fas/cs/people/Pages/hs33.aspx,THYMTJMAAAAJ,1676.0,23.0
Louay Bazzi,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=lb13,9oNkK7YAAAAJ,576.0,9.0
Imad Elhajj,http://www.aub.edu.lb/~ie05,GtBBM68AAAAJ,,
Izzat El Hajj,http://www.aub.edu.lb/pages/profile.aspx?memberid=ie22,_VVw504AAAAJ,706.0,13.0
Haitham Akkary,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=ha95,IOoBNcsAAAAJ,4318.0,35.0
Ayman I. Kayssi,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=ayman,JzsqVaMAAAAJ,4165.0,32.0
Ahmad R. Dhaini,http://staff.aub.edu.lb/~ad57,SoP_HnYAAAAJ,1167.0,18.0
Mariette Awad,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ma162,pF_1j1IAAAAJ,4776.0,20.0
Amer E. Mouawad,http://www.aub.edu.lb/pages/profile.aspx?memberId=aa368,MK6WseUAAAAJ,667.0,15.0
