name,homepage,scholar_id,citations,h-index
Bugra Caskurlu,http://bugracaskurlu.etu.edu.tr,yLgnAu0AAAAJ,155.0,7.0
Cagdas Evren Gerede,http://cegerede.etu.edu.tr,JMTNP1MAAAAJ,945.0,8.0
Mehmet Aksit,https://people.utwente.nl/m.aksit,8lwFYb0AAAAJ,17252.0,35.0
M. Fatih Demirci,http://mfdemirci.etu.edu.tr,qShOHtsAAAAJ,1262.0,17.0
Toygar Akgün,https://www.etu.edu.tr/en/bolum/computer-engineering/akademik-kadro?l=1#toygar-akgun,zJskGBsAAAAJ,504.0,8.0
Ali Aydin Selçuk,http://aselcuk.etu.edu.tr,gobiPJIAAAAJ,1700.0,16.0
F. Betül Atalay,http://fatalay.etu.edu.tr,HRV3xMwAAAAJ,98.0,5.0
Osman Abul,http://osmanabul.etu.edu.tr,fG9v1bwAAAAJ,1620.0,16.0
A. Murat Ozbayoglu,http://mozbayoglu.etu.edu.tr,rNLLqKoAAAAJ,2805.0,26.0
Mehmet Tan,http://mtan.etu.edu.tr,Ztz_N_gAAAAJ,246.0,9.0
Mücahid Kutlu,https://www.etu.edu.tr/en/bolum/computer-engineering/akademik-kadro?l=1#mucahid-kutlu,9pxldM0AAAAJ,520.0,13.0
Oguz Ergin,http://oergin.etu.edu.tr,NSuo6qgAAAAJ,1899.0,23.0
Mehmet Burak Akgun,https://www.etu.edu.tr/en/bolum/computer-engineering/akademik-kadro?l=1#mehmet-burak-akgun,u3z2zsgAAAAJ,106.0,6.0
