name,homepage,scholar_id,citations,h-index
Selena Griffith,https://research.unsw.edu.au/people/ms-selena-joy-griffith,P5hUr5UAAAAJ,12.0,2.0
Jing-Ling Xue,http://www.cse.unsw.edu.au/~jingling,NOSCHOLARPAGE,,
Aleksandar Ignjatovic,http://www.cse.unsw.com/~ignjat,oywWs1sAAAAJ,2623.0,26.0
Wei Wang,http://www.cse.unsw.com/~weiw,NOSCHOLARPAGE,,
Fethi A. Rabhi,https://research.unsw.edu.au/people/professor-fethi-rabhi,NOSCHOLARPAGE,,
Aaron J. Quigley,https://aquigley.host.cs.st-andrews.ac.uk,LujyjYoAAAAJ,3441.0,30.0
Xuemin Lin,http://www.cse.unsw.edu.au/~lxue,j6rglkYAAAAJ,18641.0,69.0
Kevin Elphinstone,http://www.cse.unsw.edu.au/~kevine,iv6Rw20AAAAJ,5022.0,26.0
Maurice Pagnucco,https://www.cse.unsw.edu.au/~morri,lqjmockAAAAJ,1659.0,21.0
Victor Jauregui,https://www.cse.unsw.edu.au/~vicj,NOSCHOLARPAGE,,
Mahbub Hassan,http://www.cse.unsw.edu.au/~mahbub,iJakSYUAAAAJ,5458.0,33.0
Haseeb Bokhari,http://www.cse.unsw.edu.au/~hbokhari,mjI9aaAAAAAJ,200.0,5.0
Ding Ye,http://www.cse.unsw.edu.au/~dye,FE3a7SUAAAAJ,6720.0,41.0
Hui Wu,http://www.cse.unsw.edu.au/~huiw,61DNIX0AAAAJ,27563.0,66.0
Sara Khalifa,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/sara-khalifa,51qUEL4AAAAJ,1208.0,16.0
Jingling Xue,http://www.cse.unsw.edu.au/~jingling,oZlds-AAAAAJ,5440.0,39.0
David Rajaratnam,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/david-rajaratnam,NOSCHOLARPAGE,,
Lina Yao,http://www.linayao.com,EU3snBgAAAAJ,8744.0,47.0
Manuel Chakravarty,http://www.cse.unsw.edu.au/~chak,w6XYY_EAAAAJ,3648.0,29.0
Bruno A. Gaëta,https://research.unsw.edu.au/people/dr-bruno-andre-gaeta,NOSCHOLARPAGE,,
Abdallah Saffidine,http://www.cse.unsw.edu.au/~abdallahs,yWzT7LAAAAAJ,780.0,16.0
Hailun Tan,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/hailun-tan,Vh9SrzQAAAAJ,398.0,9.0
Michael Bain,https://research.unsw.edu.au/people/dr-michael-bain,5fHeakAAAAAJ,,
Nadine Marcus,https://research.unsw.edu.au/people/dr-nadine-marcus,NOSCHOLARPAGE,,
Haojun Ma,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/haojun-ma,NOSCHOLARPAGE,,
Eisa Zarepour,https://research.unsw.edu.au/people/dr-eisa-zarepour,MgSbGaYAAAAJ,272.0,12.0
Alfred Krzywicki,https://research.unsw.edu.au/people/dr-alfred-krzywicki,4CC8XrIAAAAJ,561.0,12.0
Eric Andre Martin,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/eric-martin,dgTxZiUAAAAJ,3392.0,26.0
Eilish O'Rourke,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/eilish-orourke,NOSCHOLARPAGE,,
Jorgen Peddersen,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/jorgen-peddersen,NOSCHOLARPAGE,,
Boualem Benatallah,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/boualem-benatallah,WYmChp0AAAAJ,23661.0,67.0
Christine Rizkallah,http://www.cse.unsw.edu.au/~crizkallah,rTEeEsYAAAAJ,515.0,12.0
John Shepherd,http://www.cse.unsw.edu.au/~jas,DvBnii4AAAAJ,,
Gernot Heiser,https://www.cse.unsw.edu.au/~gernot,0e0Vw3kAAAAJ,15842.0,58.0
Angela Finlayson,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/angela-finlayson,NOSCHOLARPAGE,,
Sri Parameswaran,http://www.cse.unsw.edu.au/~sridevan,NOSCHOLARPAGE,,
Raymond K. Wong,http://www.cse.unsw.edu.au/~wong,h1zOnWUAAAAJ,20670.0,50.0
Hui Guo,https://research.unsw.edu.au/people/dr-hui-guo,F-0Gu0kAAAAJ,12114.0,23.0
Carroll C. Morgan,http://www.cse.unsw.edu.au/~carrollm,YqrcydIAAAAJ,9203.0,40.0
Lingkan Gong,http://www.acser.unsw.edu.au/staff/lingkan-gong,BvpL9wsAAAAJ,160.0,8.0
Alan Blair,http://www.cse.unsw.edu.au/~blair,oYi8fBIAAAAJ,1311.0,18.0
William H. Wilson,http://www.cse.unsw.edu.au/~billw,RTUXk9IAAAAJ,,
Andrew Taylor,http://www.cse.unsw.edu.au/~andrewt,bODP_fkAAAAJ,,
Wenjie Zhang,http://www.cse.unsw.edu.au/~zhangw,yHTJo1kAAAAJ,6689.0,46.0
Haris Aziz,https://research.unsw.edu.au/people/dr-haris-aziz,ssb0yjUAAAAJ,4205.0,38.0
Chun Tung Chou,http://www.cse.unsw.edu.au/~ctchou,R_YNoskAAAAJ,5905.0,39.0
Helen Paik,http://www.cse.unsw.edu.au/~hpaik,JyyY5xw6AxgC,2115.0,21.0
Claude Sammut,http://www.cse.unsw.com/~claude,1KsZREQAAAAJ,7129.0,35.0
Serge Gaspers,http://www.cse.unsw.edu.au/~sergeg,QVwxstgAAAAJ,2430.0,30.0
Bernhard Hengst,http://www.cse.unsw.com/~bernhardh,NOSCHOLARPAGE,,
Sanjay Jha,http://www.cse.unsw.edu.au/~sjha,Hiv2PjEAAAAJ,8916.0,45.0
Bradford Gregory John Heap,http://www.cse.unsw.edu.au/~bradfordh,gz14Sq8AAAAJ,108.0,6.0
Wen Hu,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/wen-hu,nHE4ylYAAAAJ,9547.0,37.0
Eric A. Martin,https://research.unsw.edu.au/people/dr-eric-andre-martin,87ZJEUsAAAAJ,409.0,9.0
Xin Cao,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/xin-cao,mvJ2rU8AAAAJ,19167.0,49.0
Wayne Wobcke,http://www.cse.unsw.edu.au/~wobcke,NOSCHOLARPAGE,,
Salil Kanhere,http://www.cse.unsw.edu.au/~salilk,sgqmaPMAAAAJ,15336.0,60.0
Richard Buckland,http://www.cse.unsw.edu.au/~richardb,NOSCHOLARPAGE,,
Peng Di,http://www.cse.unsw.edu.au/~pengd,PVGQdJIAAAAJ,3874.0,28.0
Toby Walsh,http://www.cse.unsw.edu.au/~tw,oOQ6x0IAAAAJ,23528.0,73.0
Sanjay Kumar Jha,http://www.cse.unsw.edu.au/~sjha,q05SjeoAAAAJ,320.0,7.0
Oliver Diessel,http://www.cse.unsw.edu.au/~odiessel,mVtckacAAAAJ,1159.0,20.0
Arcot Sowmya,http://www.cse.unsw.edu.au/~sowmya,NOSCHOLARPAGE,,
Moshe Chai Barukh,https://my.cse.unsw.edu.au/staff/staff.php,NOSCHOLARPAGE,,
Ron van der Meyden,http://www.cse.unsw.edu.au/~meyden,gIO3pCgAAAAJ,3492.0,28.0
Michael Thielscher,http://www.cse.unsw.edu.au/~mit,xsGVxe4AAAAJ,4381.0,33.0
Michael James Gratton,http://www.cse.unsw.edu.au/~mikeg,jVB4jEkAAAAJ,11.0,3.0
Edwin V. Bonilla,http://ebonilla.github.io,uDLRZQMAAAAJ,4136.0,24.0
Seyed-Mehdi-Reza Beheshti,http://www.cse.unsw.edu.au/~sbeheshti,Uw1OLAgAAAAJ,2211.0,27.0
Yang Wang,http://www.cse.unsw.edu.au/~wangy,NOSCHOLARPAGE,,
