name,homepage,scholar_id,citations,h-index
Qinghua Zheng,http://gr.xjtu.edu.cn/web/qhzheng,0uEzYQYAAAAJ,8212.0,42.0
Ping Wei,http://gr.xjtu.edu.cn/web/pingwei/home,1OQBtdcAAAAJ,769.0,13.0
Xingjun Zhang,http://www.cs.xjtu.edu.cn/info/2639/1595.htm,m6QY7-wAAAAJ,2744.0,30.0
Jun Liu,http://gr.xjtu.edu.cn/web/liukeen,NOSCHOLARPAGE,,
Wuxia Jin,http://gr.xjtu.edu.cn/web/jinwuxia,_Bz00rsAAAAJ,178.0,7.0
Junzhou Zhao,https://junzhouzhao.github.io,hBLT754AAAAJ,603.0,14.0
Minnan Luo,http://gr.xjtu.edu.cn/web/minnluo,C3ujEF0AAAAJ,1369.0,20.0
Yi-Jun Yang,http://gr.xjtu.edu.cn/web/yangyijun/english,NOSCHOLARPAGE,,
Xiaoyan Zhu,http://gr.xjtu.edu.cn/web/zhu.xy,NOSCHOLARPAGE,,
Danfeng Shan,https://dfshan.github.io,XLbHoCsAAAAJ,185.0,6.0
Zhongmin Cai,http://gr.xjtu.edu.cn/web/zmcai/english-version,dkp-d0IAAAAJ,1134.0,19.0
Hao Li,https://aquatoney.github.io,#NAME?,,
Weizhan Zhang,http://gr.xjtu.edu.cn/web/zhangwzh123,Y9oMV_0AAAAJ,585.0,12.0
Zong-Ben Xu,http://gr.xjtu.edu.cn/web/zbxu,NOSCHOLARPAGE,,
Xiaohong Guan,http://www.xjtu.edu.cn/jsnr.jsp?urltype=tree.TreeTempUrl&wbtreeid=1632&wbwbxjtuteacherid=502,NOSCHOLARPAGE,,
Yuanqi Su,http://gr.xjtu.edu.cn/web/yuanqisu,hXQYvl8AAAAJ,283.0,9.0
Jizhong Zhao,http://www.xjtu.edu.cn/jsnr.jsp?urltype=tree.TreeTempUrl&wbtreeid=1632&wbwbxjtuteacherid=626,CbGjM58AAAAJ,3970.0,33.0
Xuguang Lan,http://gr.xjtu.edu.cn/web/zeuslan,NOSCHOLARPAGE,,
Ge Wang,http://gr.xjtu.edu.cn/web/gewang,ngEGALwAAAAJ,280.0,9.0
Xi Zhao,https://gr.xjtu.edu.cn/web/xi.zhao,IZqErZQAAAAJ,133.0,6.0
Nan-Ning Zheng,http://en.xjtu.edu.cn/info/1018/1640.htm,iqMe3p8AAAAJ,28774.0,72.0
Hongbin Sun,http://gr.xjtu.edu.cn/web/hsun,2nI_wvAAAAAJ,967.0,16.0
Peng Zhao,http://gr.xjtu.edu.cn/web/p.zhao,NOSCHOLARPAGE,,
Jihua Zhu,http://zhujh.gr.xjtu.edu.cn,JcN97sQAAAAJ,1219.0,18.0
Chao Shen,http://gr.xjtu.edu.cn/web/cshen,m6QY7-wAAAAJ,2744.0,30.0
Pinghui Wang,https://nskeylab.xjtu.edu.cn/people/phwang,_a8jUnQAAAAJ,1064.0,18.0
Jinjun Wang,http://gr.xjtu.edu.cn/web/jinjun/english,Dk7JgNcAAAAJ,8509.0,36.0
Yihong Gong,https://gr.xjtu.edu.cn/web/ygong,x2xdU7gAAAAJ,28415.0,70.0
Ting Liu,http://gr.xjtu.edu.cn/web/tingliu/4,vcG2mn8AAAAJ,2442.0,27.0
Wei Xi,https://gr.xjtu.edu.cn/en/web/xiwei,Xt3XP-EAAAAJ,2861.0,24.0
Xuebin Ren,http://gr.xjtu.edu.cn/en/web/xuebinren,NOSCHOLARPAGE,,
Peng Zhang,https://nskeylab.xjtu.edu.cn/people/pzhang,AdvgGYgAAAAJ,802.0,14.0
Longjun Liu,http://gr.xjtu.edu.cn/en/web/liulongjun,Fq8U66oAAAAJ,370.0,11.0
Heli Sun,http://gr.xjtu.edu.cn/web/hlsun,HXjwuE4AAAAJ,1488.0,17.0
Yong Qi,http://gr.xjtu.edu.cn/web/qiy,LgZ0DxkAAAAJ,2502.0,24.0
Han Ding,http://gr.xjtu.edu.cn/web/dinghan,0sLAHGUAAAAJ,790.0,15.0
