name,homepage,scholar_id,citations,h-index
Suresh Jagannathan,https://www.cs.purdue.edu/homes/suresh,bqkhX54AAAAJ,7571.0,43.0
Yexiang Xue,https://www.cs.purdue.edu/people/faculty/yexiang,NOSCHOLARPAGE,,
Mikhail J. Atallah,https://www.cs.purdue.edu/people/mja,uc8_eH0AAAAJ,18594.0,70.0
Hubert E. Dunsmore,https://www.cs.purdue.edu/people/bxd,NOSCHOLARPAGE,,
Greg N. Frederickson,https://www.cs.purdue.edu/people/gnf,NOSCHOLARPAGE,,
Sunil Prabhakar,https://www.cs.purdue.edu/homes/sunil,hQazr50AAAAJ,7982.0,39.0
Elisa Bertino,https://www.cs.purdue.edu/people/bertino,EfuT9RoAAAAJ,49614.0,106.0
Tamal K. Dey,https://www.cs.purdue.edu/homes/tamaldey,k7VhUnAAAAAJ,13279.0,57.0
Bharat K. Bhargava,https://www.cs.purdue.edu/people/bb,rhLst94AAAAJ,16288.0,64.0
Douglas Comer,https://www.cs.purdue.edu/homes/comer,b2f-PjYAAAAJ,17750.0,37.0
Xiangyu Zhang,https://www.cs.purdue.edu/homes/xyzhang,yuB-cfoAAAAJ,168209.0,34.0
Xavier M. Tricoche,https://www.cs.purdue.edu/homes/xmt,iL-hxJoAAAAJ,3467.0,30.0
Ming Yin,https://www.cs.purdue.edu/people/faculty/mingyin,bgTGjecAAAAJ,16112.0,64.0
Robert D. Skeel,https://www.cs.purdue.edu/people/skeel,NOSCHOLARPAGE,,
Vernon Rego,https://www.cs.purdue.edu/people/rego,NOSCHOLARPAGE,,
Muhammad Shahbaz,https://www.cs.purdue.edu/people/faculty/mshahbaz,UhWjpNMAAAAJ,1339.0,15.0
Roopsha Samanta,https://www.cs.purdue.edu/people/faculty/roopsha,t6I0szEAAAAJ,577.0,12.0
Christina Garman,https://www.cs.purdue.edu/people/faculty/clg,r_GU-AwAAAAJ,3840.0,11.0
Yongle Zhang,https://www.cs.purdue.edu/homes/yonglezh,bqROsSsAAAAJ,443.0,6.0
Ahmed Hussain Qureshi,https://www.cs.purdue.edu/people/faculty/qureshi7.html,Lkrx2SkAAAAJ,1016.0,15.0
Chris Clifton,https://www.cs.purdue.edu/people/clifton,C_cWJIkAAAAJ,14544.0,50.0
David F. Gleich,https://www.cs.purdue.edu/homes/dgleich,5m5ds6UAAAAJ,6413.0,37.0
Susanne E. Hambrusch,https://www.cs.purdue.edu/people/seh,NOSCHOLARPAGE,,
Vinayak A. Rao,https://varao.github.io,IQibv4UAAAAJ,1055.0,17.0
Paul Valiant,https://www.cs.purdue.edu/homes/pvaliant/,abUcBIkAAAAJ,2212.0,23.0
Simina Brânzei,https://www.cs.purdue.edu/people/faculty/simina,SJYC6DQAAAAJ,787.0,18.0
Voicu Popescu,https://www.cs.purdue.edu/homes/popescu,NOSCHOLARPAGE,,
Samuel S. Wagstaff Jr.,https://www.cs.purdue.edu/people/ssw,NOSCHOLARPAGE,,
Christoph M. Hoffmann,https://www.cs.purdue.edu/people/cmh,bR-fLK4AAAAJ,,
Wojciech Szpankowski,https://www.cs.purdue.edu/people/spa,NOSCHOLARPAGE,,
Steve Hanneke,https://www.cs.purdue.edu/people/faculty/hanneke.html,fEhNO7YAAAAJ,2747.0,21.0
Elisha Sacks,https://www.cs.purdue.edu/people/eps,NOSCHOLARPAGE,,
Ahmed Sameh,https://www.cs.purdue.edu/people/sameh,tk2gySEAAAAJ,327.0,11.0
Jianguo Wang,https://www.cs.purdue.edu/homes/csjgwang,NOSCHOLARPAGE,,
Bedrich Benes,http://hpcg.purdue.edu/bbenes,2VvQrz0AAAAJ,6698.0,40.0
Zhiyuan Li,https://www.cs.purdue.edu/people/faculty/ci,ExE3z20AAAAJ,,
Bruno F. M. Ribeiro,https://www.cs.purdue.edu/homes/ribeirob,KIEleCsAAAAJ,2564.0,26.0
Pedro Fonseca,https://www.cs.purdue.edu/homes/pfonseca,xTvNYN8AAAAJ,,
Sonia Fahmy,https://www.cs.purdue.edu/homes/fahmy,NOSCHOLARPAGE,,
Elena Grigorescu,https://www.cs.purdue.edu/homes/egrigore,Gkc2UeUAAAAJ,1012.0,16.0
Dongyan Xu,https://www.cs.purdue.edu/homes/dxu,CQcd1cQAAAAJ,11985.0,59.0
Alex Pothen,https://www.cs.purdue.edu/people/faculty/apothen,_Fah5fwAAAAJ,7399.0,36.0
Rajiv Khanna,https://www.cs.purdue.edu/people/faculty/rajivak.html,523w4w8AAAAJ,1351.0,16.0
Walid G. Aref,https://www.cs.purdue.edu/people/aref,vX45evgAAAAJ,15163.0,61.0
Saurabh Bagchi,https://engineering.purdue.edu/ECE/People/ptProfile?resource_id=3261,3EfsOvYAAAAJ,9311.0,52.0
Benjamin Delaware,https://www.cs.purdue.edu/homes/bendy,VS21MfgAAAAJ,475.0,10.0
Ananth Grama,https://www.cs.purdue.edu/homes/ayg,bpsZlEQAAAAJ,16730.0,50.0
Hemanta K. Maji,https://www.cs.purdue.edu/homes/hmaji,sCL2jBcAAAAJ,1782.0,18.0
Tianyi Zhang,https://tianyi-zhang.github.io,zGo44SQAAAAJ,509.0,11.0
Ahmed K. Elmagarmid,https://www.cs.purdue.edu/homes/ake,Cb9BDJkAAAAJ,27530.0,72.0
Kent Quanrud,https://www.kentquanrud.com,RrWxBOAAAAAJ,549.0,12.0
Antonio Bianchi,https://antoniobianchi.me,RMm4j1AAAAAJ,1737.0,17.0
Tiark Rompf,http://tiarkrompf.github.io,L8zhVsMAAAAJ,4054.0,34.0
Berkay Çelik,https://beerkay.github.io,g1I269gAAAAJ,7365.0,17.0
Aniket Kate,https://www.cs.purdue.edu/homes/akate,dmhWxJgAAAAJ,4288.0,34.0
Michael Gribskov,http://rna.genomics.purdue.edu/Gribskov_Lab#People,KRZoh34AAAAJ,22143.0,46.0
Daisuke Kihara,http://dragon.bio.purdue.edu,WfGLzyAAAAAJ,8491.0,48.0
He Wang,https://www.cs.purdue.edu/homes/hw,sFIgGN0AAAAJ,2221.0,13.0
Daniel G. Aliaga,https://www.cs.purdue.edu/homes/aliaga,Bj5YOnYAAAAJ,5827.0,40.0
Anuran Makur,https://www.cs.purdue.edu/homes/amakur/,NOSCHOLARPAGE,,
William S. Cleveland,http://www.stat.purdue.edu/~wsc,ds52UHcAAAAJ,51176.0,58.0
Alexandros Psomas,https://www.alexpsomas.com,FrTxJzcAAAAJ,741.0,15.0
Chunyi Peng,https://www.cs.purdue.edu/homes/chunyi,7QF1eF4AAAAJ,5587.0,32.0
Dave (Jing) Tian,https://davejingtian.org,xtclQ8AAAAAJ,881.0,15.0
T. N. Vijaykumar,https://engineering.purdue.edu/ECE/People/ptProfile?resource_id=3293,6eun8QkAAAAJ,13994.0,58.0
Majid Kazemian,http://kazemianlab.com,2Vw-Bq0AAAAJ,1679.0,23.0
Jan Allebach,https://engineering.purdue.edu/ECE/People/ptProfile?resource_id=3043,NOSCHOLARPAGE,,
Yung-Hsiang Lu,https://engineering.purdue.edu/ECE/People/profile?resource_id=3355,aORND2cAAAAJ,9149.0,39.0
Jean Honorio,https://www.cs.purdue.edu/homes/jhonorio,8OW3TMMAAAAJ,1964.0,20.0
Kamyar Azizzadenesheli,https://www.cs.purdue.edu/homes/kamyar,Odek140AAAAJ,2705.0,19.0
Lin Tan,https://www.cs.purdue.edu/homes/lintan,C6yankcAAAAJ,6831.0,39.0
Jianzhu Ma,https://www.cs.purdue.edu/homes/ma634,AATzYuAAAAAJ,2426.0,21.0
Jeremiah Blocki,https://www.cs.purdue.edu/homes/jblocki,KBvKjbMAAAAJ,1754.0,23.0
Ninghui Li,https://www.cs.purdue.edu/homes/ninghui,Qc_4yiYAAAAJ,,
Pan Li,https://sites.google.com/view/panli-purdue/home,IroP0EwAAAAJ,906.0,16.0
Kihong Park,https://www.cs.purdue.edu/homes/park,3sh3er0AAAAJ,6496.0,35.0
Petros Drineas,https://www.cs.purdue.edu/homes/pdrineas,Yw2PquQAAAAJ,12264.0,51.0
Jennifer Neville,https://www.cs.purdue.edu/homes/neville,6CTPn44AAAAJ,10523.0,42.0
Saugata Basu,https://www.math.purdue.edu/~sbasu,8i0lYbAAAAAJ,,
Dan Goldwasser,https://www.cs.purdue.edu/homes/dgoldwas,u8358QgAAAAJ,2195.0,24.0
Jeffrey Mark Siskind,https://engineering.purdue.edu/~qobi,CgSBtPYAAAAJ,6781.0,35.0
Bradley J. Lucier,https://www.math.purdue.edu/~lucier,sVRNOg0AAAAJ,4206.0,24.0
Eugene H. Spafford,https://spaf.cerias.purdue.edu,MkC5kHcAAAAJ,19119.0,58.0
Y. Charlie Hu,https://engineering.purdue.edu/~ychu,r1Z8YhQAAAAJ,14057.0,58.0
Changhee Jung,https://www.cs.purdue.edu/homes/chjung,_sIzYHAAAAAJ,1119.0,21.0
Sanjay G. Rao,https://engineering.purdue.edu/~sanjay,v_uxLhgAAAAJ,8506.0,28.0
Milind Kulkarni,https://engineering.purdue.edu/~milind,o3wWRZMAAAAJ,3297.0,25.0
