name,homepage,scholar_id,citations,h-index
Edgar Simo-Serra,https://esslab.jp/~ess/en,2bDu3ecAAAAJ,4736.0,20.0
Kazunori Ueda,https://www.ueda.info.waseda.ac.jp/~ueda/index-j.html,6mMoOdAAAAAJ,2328.0,22.0
Yoshiaki Fukazawa,http://fuka.info.waseda.ac.jp/~fukazawa/index.html,NOSCHOLARPAGE,,
Hironori Washizaki,http://www.washi.cs.waseda.ac.jp/washizaki,WE5V6bkAAAAJ,3719.0,27.0
Kana Shimizu,https://iskana.github.io/index.html,#NAME?,,
Tatsuo Nakajima,https://waseda.pure.elsevier.com/en/persons/tatsuo-nakajima,hVxdgeYAAAAJ,6451.0,39.0
Tetsuya Sakai,http://sakailab.com/tetsuya,vi56gz4AAAAJ,5601.0,41.0
Hayato Yamana,https://www.yama.info.waseda.ac.jp/~yamana/yamana_eng2015.htm,5MXcXrMAAAAJ,1823.0,18.0
Tachio Terauchi,http://www.f.waseda.jp/terauchi/index.html,#NAME?,,
Toshiharu Sugawara,http://www.isl.cs.waseda.ac.jp/~sugawara/index-j.html,NOSCHOLARPAGE,,
Hiroshi Ishikawa,http://www.f.waseda.jp/hfs/indexE.html,M7KDA6oAAAAJ,5378.0,24.0
Keiji Kimura,http://www.apal.cs.waseda.ac.jp/kimura/index.en.html,NOSCHOLARPAGE,,
Masato Uchida,https://uchida-lab.jp/jp_uchida,S_zbvwoAAAAJ,766.0,11.0
Hironori Kasahara,http://www.kasahara.cs.waseda.ac.jp/kasahara.html.en,snQhMXcAAAAJ,4928.0,33.0
