name,homepage,scholar_id,citations,h-index
Gitta Domik,https://cs.uni-paderborn.de/cgvb/personal/gitta-domik-kienegger,HP9yrOkAAAAJ,1115.0,17.0
Holger Karl,https://cs.uni-paderborn.de/cn/team/staff/karl,vjgKHWMAAAAJ,12471.0,43.0
Juraj Somorovsky,https://www.uni-paderborn.de/person/83504,aPYih6YAAAAJ,1716.0,21.0
Patricia Arias Cabarcos,https://www.uni-paderborn.de/en/person/92804,vGhH7RQAAAAJ&hl,753.0,14.0
Roman Dumitrescu,http://www.hni.uni-paderborn.de/ase,KS0eiXYAAAAJ,1427.0,18.0
Heike Wehrheim,https://cs.uni-paderborn.de/index.php?id=70604,EmnW98wAAAAJ,3256.0,32.0
Christian Plessl,https://cs.uni-paderborn.de/hit/team/plessl,hP5-OnsAAAAJ,2247.0,22.0
Christoph Sommer,http://www.cms-labs.org/people/sommer,vkqJeg8AAAAJ,7207.0,43.0
Carsten Schulte,http://cs.upb.de/ddi/person/carsten-schulte,JJ5FvSwAAAAJ,2670.0,28.0
Gregor Engels,http://www.upb.de/cs/engels.html,3AV1TsAAAAAJ,10681.0,44.0
Friedhelm Meyer auf der Heide,https://www.hni.uni-paderborn.de/alg/mitarbeiter/fmadh,qOQCKCIAAAAJ,5021.0,37.0
Christian Scheideler,http://cs.uni-paderborn.de/ti/personal/prof-dr-rer-nat-christian-scheideler,abQN9dsAAAAJ,5731.0,44.0
Axel Ngonga,https://cs.upb.de/ds,ccQhjwkAAAAJ,9845.0,51.0
Johannes Blömer,http://cs.uni-paderborn.de/cuk/personal/johannes-bloemer,m2rAzw8AAAAJ,5130.0,29.0
Stefan Böttcher,http://cs.uni-paderborn.de/ecdb,7ZjDsGAAAAAJ,603.0,12.0
Eric Bodden,https://www.hni.uni-paderborn.de/swt/mitarbeiter/bodden,Kr7kPfAAAAAJ,9656.0,42.0
Marco Platzner,https://cs.uni-paderborn.de/ceg/team/group/people/platzner,nsVl5OYAAAAJ,4862.0,33.0
