,Name,affiliation,homepage,scholar-id,citations,h-index
232,Jingyuan Wang,Beihang University,https://www.bigscity.com/jingyuan-wang,qsLImx8AAAAJ,2345.0,20.0
233,Shuai Li,Beihang University,http://scse.buaa.edu.cn/info/1024/3022.htm,_x1HeU5btFAC,10480.0,49.0
234,Depei Qian,Beihang University,http://scse.buaa.edu.cn/info/1029/2906.htm,tl9JLZkAAAAJ,4276.0,29.0
235,Qizhi Xu,Beihang University,http://scse.buaa.edu.cn/info/1036/3025.htm,,,
236,Baolin Yin,Beihang University,http://scse.buaa.edu.cn/info/1037/2909.htm,,,
237,Bo Li,Beihang University,http://scse.buaa.edu.cn/info/1078/2639.htm,,,
238,Feng Lu,Beihang University,http://shi.buaa.edu.cn/lufeng,,,
239,Xukun Shen,Beihang University,http://scse.buaa.edu.cn/info/1078/2650.htm,,,
240,Solomon Eyal Shimony,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~shimony,,,
241,Aryeh Kontorovich,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~karyeh,UNVQ5DsAAAAJ,1686.0,26.0
242,Kobi Gal,Ben-Gurion University of the Negev,http://www.ise.bgu.ac.il/engineering/PersonalWebSite1main.aspx?id=djueVuMe,lNHuLiQAAAAJ,2800.0,30.0
243,Ariel Felner,Ben-Gurion University of the Negev,http://www.ise.bgu.ac.il/engineering/PersonalWebSite1main.aspx?id=jsrtrVrd,t4rXchwAAAAJ,6705.0,41.0
244,Guy Shani,Ben-Gurion University of the Negev,http://www.bgu.ac.il/~shanigu,F2JS3YIAAAAJ,6750.0,30.0
245,Aharon Bar-Hillel,Ben-Gurion University of the Negev,https://sites.google.com/site/aharonbarhillel,x4GlT3IAAAAJ,4657.0,24.0
246,Yossef Oren,Ben-Gurion University of the Negev,https://iss.oy.ne.ro,_V9NAX8AAAAJ,1523.0,20.0
247,Ohad Ben-Shahar,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~ben-shahar,,,
248,Roni Stern,Ben-Gurion University of the Negev,http://www.bgu.ac.il/~sternron,,,
249,Bracha Shapira,Ben-Gurion University of the Negev,http://www.ise.bgu.ac.il/bws/home,1biUWpIAAAAJ,13086.0,40.0
250,Meir Kalech,Ben-Gurion University of the Negev,http://www.ise.bgu.ac.il/faculty/kalech,vo5iW3wAAAAJ,1490.0,24.0
251,Michael Elhadad,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~elhadad,Is0pLz0AAAAJ,5398.0,29.0
252,Yuval Elovici,Ben-Gurion University of the Negev,https://cyber.bgu.ac.il/yuval,ruZDm9QAAAAJ,19587.0,69.0
253,Rami Puzis,Ben-Gurion University of the Negev,https://faramirp.wixsite.com/puzis,SfJ_pOYAAAAJ,2083.0,25.0
254,Sivan Sabato,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~sabatos,1zu2Oh0AAAAJ,1443.0,19.0
255,Asaf Shabtai,Ben-Gurion University of the Negev,http://www.ise.bgu.ac.il/engineering/PersonalWebSite1main.aspx?id=VrjseMur,k-J7GfgAAAAJ,8856.0,42.0
256,Ronen I. Brafman,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~brafman,FRxsXjcAAAAJ,10150.0,46.0
257,Roie Zivan,Ben-Gurion University of the Negev,http://www.bgu.ac.il/~zivanr,tHNANpEAAAAJ,2119.0,25.0
258,Karl Friehs,Bielefeld University,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=11015,,,
259,Ralf Hofestädt,Bielefeld University,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=161045,,,
260,Tim W. Nattkemper,Bielefeld University,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=11602,8SR1jMcAAAAJ,3951.0,35.0
261,Helge J. Ritter,Bielefeld University,https://ni.www.techfak.uni-bielefeld.de/people/helge,yplv734AAAAJ,18089.0,61.0
262,Kristian M. Müller,Bielefeld University,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=37324073&lang=en,AZ7oPkcAAAAJ,3061.0,28.0
263,Philipp Cimiano,Bielefeld University,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=15020699,ZyR3798AAAAJ,16422.0,62.0
264,Gerhard Sagerer,Bielefeld University,http://aiweb.techfak.uni-bielefeld.de/user/sagerer,HDmPKX4AAAAJ,202.0,5.0
265,Jens Stoye,Bielefeld University,https://www.techfak.uni-bielefeld.de/~stoye,,,
266,Britta Wrede,Bielefeld University,http://aiweb.techfak.uni-bielefeld.de/user/bwrede,VL0ejs0AAAAJ,5139.0,38.0
267,Stefan Kopp,Bielefeld University,https://www.techfak.uni-bielefeld.de/~skopp,2AEULN0AAAAJ,8236.0,45.0
268,Barbara Hammer,Bielefeld University,https://www.techfak.uni-bielefeld.de/~bhammer,1d3OxaUAAAAJ,9536.0,44.0
269,Ralf Möller,Bielefeld University,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=3722277,Ahid9xsAAAAJ,3172.0,26.0
270,Markus E. Nebel,Bielefeld University,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=71594916&lang=en,,,
271,Ibrahim Korpeoglu,Bilkent University,http://www.cs.bilkent.edu.tr/~korpe/homepage/index.html,A_uOnx4AAAAJ,3132.0,27.0
272,Selim Aksoy,Bilkent University,http://www.cs.bilkent.edu.tr/~saksoy,rdXxs_AAAAAJ,3746.0,31.0
273,Eray Tuzun,Bilkent University,http://www.cs.bilkent.edu.tr/~eraytuzun,D4jovncAAAAJ,11600.0,22.0
274,Ozcan Ozturk,Bilkent University,http://www.cs.bilkent.edu.tr/~ozturk,YZQ0KIcAAAAJ,2901.0,27.0
275,Muhammet Mustafa Ozdal,Bilkent University,http://www.cs.bilkent.edu.tr/~mustafa.ozdal,mD2TUGQAAAAJ,1209.0,19.0
276,Özgür Ulusoy,Bilkent University,http://www.cs.bilkent.edu.tr/~oulusoy,M_vU9pQAAAAJ,4716.0,37.0
277,Fazli Can,Bilkent University,http://www.cs.bilkent.edu.tr/~canf,u1-_lGIAAAAJ,2864.0,26.0
278,Can Alkan,Bilkent University,http://www.cs.bilkent.edu.tr/~calkan,wo5_FngAAAAJ,56751.0,58.0
279,Hamdi Dibeklioglu,Bilkent University,http://www.cs.bilkent.edu.tr/~dibeklioglu,BuUdNM4AAAAJ,2626.0,22.0
280,A. Ercüment Çiçek,Bilkent University,http://ciceklab.cs.bilkent.edu.tr/ercumentcicek,n25sJzkAAAAJ,5887.0,19.0
281,Cevdet Aykanat,Bilkent University,http://www.cs.bilkent.edu.tr/~aykanat/doku.php,9Tr_1yMAAAAJ,5170.0,40.0
282,Aysegul Dundar,Bilkent University,http://www.cs.bilkent.edu.tr/~adundar,pvu770UAAAAJ,1267.0,16.0
283,H. Altay Guvenir,Bilkent University,http://www.cs.bilkent.edu.tr/~guvenir,zRvIRVUAAAAJ,2734.0,26.0
284,Ugur Dogrusoz,Bilkent University,http://www.cs.bilkent.edu.tr/~ugur,C79osIsAAAAJ,26767.0,32.0
285,Cigdem Demir,Bilkent University,http://www.cs.bilkent.edu.tr/~gunduz,d1I0jcAAAAAJ,2193.0,22.0
286,Mehmet Fatih Aktas,Bilkent University,https://w3.cs.bilkent.edu.tr/tr/ogretim-uyeleri,7lbr1RkAAAAJ,235.0,8.0
287,Ugur Güdükbay,Bilkent University,http://www.cs.bilkent.edu.tr/~gudukbay/home.html,qbE6pMIAAAAJ,3461.0,27.0
288,Shervin Rahimzadeh Arashloo,Bilkent University,http://www.cs.bilkent.edu.tr/~s.rahimzadeh,-m3v6L8AAAAJ,879.0,16.0
289,Hui Lu,Binghamton University,http://www.cs.binghamton.edu/~huilu,nJLcewkAAAAJ,7009.0,38.0
290,Zhongfei (Mark) Zhang,Binghamton University,http://www.cs.binghamton.edu/~zhongfei,RM7y-rcAAAAJ,12109.0,52.0
291,Kenneth Chiu,Binghamton University,https://www.binghamton.edu/cs/people/kchiu.html,TAi5L5MAAAAJ,1826.0,22.0
292,Yifan Zhang,Binghamton University,http://www.cs.binghamton.edu/~zhangy,sPZZB4UAAAAJ,4578.0,17.0
293,Michael J. Lewis,Binghamton University,https://www.binghamton.edu/cs/people/mlewis.html,TbNp9c4AAAAJ,110.0,3.0
294,Lei Yu,Binghamton University,http://www.cs.binghamton.edu/~lyu,bRCoY7EAAAAJ,11187.0,19.0
295,Madhusudhan Govindaraju,Binghamton University,http://www.cs.binghamton.edu/~mgovinda,cuA3CkgAAAAJ,3658.0,30.0
296,Weiyi Meng,Binghamton University,http://www.cs.binghamton.edu/~meng,C-wDOskAAAAJ,9125.0,47.0
297,Lijun Yin,Binghamton University,http://www.cs.binghamton.edu/~lijun,PYV9NvYAAAAJ,8413.0,37.0
298,Weiying Dai,Binghamton University,https://www.binghamton.edu/cs/people/wdai.html,r6DIjzUAAAAJ,3385.0,23.0
299,Kartik Gopalan,Binghamton University,http://www.cs.binghamton.edu/~kartik,gSnisPkAAAAJ,5275.0,32.0
300,Leslie Lander,Binghamton University,https://www.binghamton.edu/cs/people/lander.html,,,
301,Patrick H. Madden,Binghamton University,http://www.cs.binghamton.edu/~pmadden,QwRhC2oAAAAJ,2114.0,22.0
302,Hoda Naghibi Jouybari,Binghamton University,https://www.binghamton.edu/computer-science/contact/profile.html?id=hnaghibi,TEymGjQAAAAJ,247.0,6.0
303,Shiqi Zhang,Binghamton University,https://www.binghamton.edu/computer-science/contact/profile.html?id=zhangs,D0pzuNoAAAAJ,1016.0,19.0
304,Kanad Ghose,Binghamton University,http://www.cs.binghamton.edu/~ghose,pPtLOX4AAAAJ,5671.0,36.0
305,Yu David Liu,Binghamton University,http://www.cs.binghamton.edu/~davidl,_KCqeIEAAAAJ,1186.0,18.0
306,Kyoung-Don Kang,Binghamton University,https://www.binghamton.edu/cs/people/kang.html,5Qrq3p0AAAAJ,2162.0,23.0
307,Ping Yang,Binghamton University,http://www.cs.binghamton.edu/~pyang,0hTZUnYAAAAJ,22094.0,76.0
308,Aravind Prakash,Binghamton University,https://www.binghamton.edu/cs/people/aprakash.html,GqFjHVAAAAAJ,682.0,13.0
309,Guanhua Yan,Binghamton University,https://www.binghamton.edu/cs/people/ghyan.html,6rPWxsgAAAAJ,3330.0,32.0
310,Sujoy Sikdar,Binghamton University,https://www.binghamton.edu/computer-science/contact/profile.html?id=ssikdar,OmZaKTEAAAAJ,340.0,11.0
311,Jeremy Blackburn,Binghamton University,https://www.binghamton.edu/computer-science/contact/profile.html?id=jblackbu,W_ApnIUAAAAJ,5796.0,38.0
312,Seunghee Shin,Binghamton University,https://sites.google.com/binghamton.edu/seunghee,wpGg2O4AAAAJ,225.0,4.0
313,Dmitry Ponomarev,Binghamton University,http://www.cs.binghamton.edu/~dima,zr9OzAUAAAAJ,3845.0,32.0
314,A. J. H. Hidders,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/hidders-jan,EHD4dXkAAAAJ,1901.0,25.0
315,Tingting Han,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/tingting,,,
316,Trevor I. Fenner,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/trevor,,,
317,Vladislav Ryzhikov,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/vladislav-ryzhikov,eCjrrFcAAAAJ,983.0,18.0
318,David W. Wilson,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/dave,,,
319,George D. Magoulas,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/gmagoulas,AJ4xClEAAAAJ,7276.0,41.0
320,Szabolcs Mikulàs,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/szabolcs,3qcsakUAAAAJ,630.0,15.0
321,David J. Weston,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/dweston,,,
322,George Roussos,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/gr,hUYJNNoAAAAJ,3774.0,35.0
323,Oded Lachish,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/oded,mXlrl5sAAAAJ,681.0,16.0
324,Stephen J. Maybank,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/sjmaybank,gpyHJmcAAAAJ,22466.0,58.0
325,Taolue Chen,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/taolue-chen,Qv_-WU4AAAAJ,2059.0,24.0
326,Felix Reidl,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/felix-reidl,FOSGoU8AAAAJ,661.0,13.0
327,Nigel J. Martin,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/nigel,,,
328,Dell Zhang,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/dell,M0Ltb88AAAAJ,5454.0,29.0
329,Stelios Sotiriadis,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/sotiriadis-stelios,hLqLr1IAAAAJ,1792.0,24.0
330,Peter T. Wood,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/ptw,WL7_HHAAAAAJ,3577.0,29.0
331,Igor Razgon,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/igor,SR_OhscAAAAJ,1738.0,19.0
332,Keith Mannock,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/keith,cKaxrLIAAAAJ,177.0,7.0
333,Mark Levene,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/mark,mPoNxDAAAAAJ,6903.0,42.0
334,Michael Zakharyaschev,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/michael,bXRDsrEAAAAJ,11352.0,53.0
335,Paul D. Yoo,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/paul-yoo,NMhPNR4AAAAJ,2291.0,22.0
336,Can Wan,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/cen-wan,u0R8kiwAAAAJ,493.0,9.0
337,Andrea Calì,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/andrea,GfDVWmEAAAAJ,5196.0,28.0
338,Alexandra Poulovassilis,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/ap,mlh3EiwAAAAJ,4317.0,34.0
339,Roman Kontchakov,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/roman,i9GOeLUAAAAJ,4642.0,34.0
340,Carsten Fuhs,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/carsten,pmncRRMAAAAJ,1405.0,21.0
341,Alessandro Provetti,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/alessandro,pwOBPBQAAAAJ,1952.0,19.0
342,Hubie Chen,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/hubert-chen,,,
343,Luca Trevisan,Bocconi University,https://lucatrevisan.github.io,4yuKD_AAAAAJ,9588.0,52.0
344,Carlo Lucibello,Bocconi University,http://faculty.unibocconi.eu/carlolucibello,1IPn2HgAAAAJ,546.0,11.0
345,Riccardo Zecchina,Bocconi University,https://sites.google.com/view/riccardozecchina,fNOReswAAAAJ,13802.0,49.0
346,Christoph Johann Feinauer,Bocconi University,http://didattica.unibocconi.it/docenti/cv.php?rif=225287,b_svo9QAAAAJ,571.0,9.0
347,Dirk Hovy,Bocconi University,http://dirkhovy.com,7xluaTAAAAAJ,4405.0,34.0
348,Carlo Baldassi,Bocconi University,http://didattica.unibocconi.eu/docenti/cv.php?rif=195030,DYUloYkAAAAJ,1654.0,19.0
349,Jim Buffenbarger,Boise State University,http://cs.boisestate.edu/~buff,fY5q3E0AAAAJ,148.0,5.0
350,Maria Soledad Pera,Boise State University,http://cs.boisestate.edu/~sole/web,,,
351,Catherine Mills Olschanowsky,Boise State University,http://coen.boisestate.edu/catherineolschan,V6gXo9IAAAAJ,789.0,18.0
352,Amit Jain,Boise State University,http://cs.boisestate.edu/~amit,,,
353,Casey Kennington,Boise State University,http://www.caseyreddkennington.com,Um4ZbbgAAAAJ,802.0,16.0
354,Francesca Spezzano,Boise State University,https://sites.google.com/site/francescaspezzano,u_5TCGoAAAAJ,928.0,13.0
355,Hoda Mehrpouyan,Boise State University,http://hodamehrpouyan.com,,,
356,Dianxiang Xu,Boise State University,http://cs.boisestate.edu/~dxu,pcVMVpIAAAAJ,3223.0,29.0
357,Min Long,Boise State University,http://flash.uchicago.edu/~long,Ex_raoQAAAAJ,1254.0,9.0
358,Bogdan Dit,Boise State University,http://cs.boisestate.edu/~bdit,txY2NHUAAAAJ,2479.0,21.0
359,Timothy L. Andersen,Boise State University,http://cs.boisestate.edu/~tim,mTErwxgAAAAJ,39177.0,97.0
360,Gaby Dagher,Boise State University,http://cs.boisestate.edu/~gdagher,c77MRUEAAAAJ,841.0,9.0
361,Jerry Alan Fails,Boise State University,http://cs.boisestate.edu/~jfails,eO71_M8AAAAJ,3297.0,22.0
362,Jyh-Haw Yeh,Boise State University,http://cs.boisestate.edu/~jhyeh,oDEimkEAAAAJ,529.0,13.0
363,Jidong Xiao,Boise State University,http://cs.boisestate.edu/~jxiao,PYvcetMAAAAJ,187.0,6.0
364,Steve Cutchin,Boise State University,http://cs.boisestate.edu/~scutchin,vH5VbsQAAAAJ,742.0,11.0
365,Yantian Hou,Boise State University,http://cs.boisestate.edu/~yhou,UDwqCaoAAAAJ,453.0,12.0
366,Michael D. Ekstrand,Boise State University,https://coen.boisestate.edu/faculty-staff/michaelekstrand,YicUduAAAAAJ,3269.0,22.0
367,Edoardo Serra,Boise State University,https://sites.google.com/site/serraedoardo,9FRe3hcAAAAJ,767.0,6.0
368,Elena Sherman,Boise State University,http://cs.boisestate.edu/~esherman,YVovscMAAAAJ,123.0,5.0
369,Emily Prud'hommeaux,Boston College,http://cs.bc.edu/~prudhome,9Lmv4joAAAAJ,698.0,15.0
370,Joseph Tassarotti,Boston College,https://people.csail.mit.edu/jtassaro,zNvgsXAAAAAJ,514.0,11.0
371,José Bento,Boston College,http://www.jbento.net,8K6Z0lEAAAAJ,7407.0,41.0
372,Nam Wook Kim,Boston College,https://www.namwkim.org,PgSzKsgAAAAJ,1153.0,17.0
373,Jean-Baptiste Tristan,Boston College,https://jtristan.github.io,iMs3HJoAAAAJ,902.0,13.0
374,Lewis Tseng,Boston College,https://sites.google.com/site/lewiscytseng/home,v80SHFMAAAAJ,812.0,13.0
375,Howard Straubing,Boston College,http://www.cs.bc.edu/~straubin,TulXsLEAAAAJ,3726.0,27.0
376,Robert Signorile,Boston College,http://www.cs.bc.edu/~signoril,,,
377,Donglai Wei,Boston College,https://donglaiw.github.io,xF2mhDoAAAAJ,1612.0,13.0
378,Sergio Alvarez,Boston College,http://www.cs.bc.edu/~alvarez,X8_J4FEAAAAJ,1660.0,22.0
379,Robert Muller,Boston College,http://www.cs.bc.edu/~muller,,,
380,Edward Sciore,Boston College,http://www.cs.bc.edu/~sciore,,,
381,Ilya Volkovich,Boston College,https://sites.google.com/site/ilyavv,Xd6_27cAAAAJ,528.0,12.0
382,Hsin-Hao Su,Boston College,https://sites.google.com/site/distributedhsinhao,SIJF2zcAAAAJ,706.0,14.0
383,Leonid A. Levin,Boston University,http://www.cs.bu.edu/~lnd,qe_J1w4AAAAJ,12395.0,30.0
384,Richard West,Boston University,https://www.cs.bu.edu/~richwest,5XXBTc8AAAAJ,24948.0,32.0
385,Hongwei Xi,Boston University,https://www.cs.bu.edu/~hwxi,1mMmqs4AAAAJ,3470.0,24.0
386,John W. Byers,Boston University,https://www.cs.bu.edu/~byers,jIp_uw0AAAAJ,15822.0,46.0
387,Marco Gaboardi,Boston University,http://cs-people.bu.edu/gaboardi,5b8D1MgAAAAJ,2975.0,29.0
388,Ashok Cutkosky,Boston University,https://ashok.cutkosky.com,h4AbGp0AAAAJ,1822.0,13.0
389,Renato Mancuso,Boston University,http://cs-people.bu.edu/rmancuso,gDkEWtYAAAAJ,1592.0,18.0
390,Mark Crovella,Boston University,http://www.cs.bu.edu/fac/crovella,vrHhOlUAAAAJ,31369.0,71.0
391,Derry Tanti Wijaya,Boston University,http://dwijaya.org,8lmWWD0AAAAJ,1688.0,15.0
392,Gianluca Stringhini,Boston University,https://seclab.bu.edu/people/gianluca,fM-s2vQAAAAJ,7552.0,44.0
393,Margrit Betke,Boston University,http://www.cs.bu.edu/~betke,tu39-p8AAAAJ,9788.0,46.0
394,Leonid Reyzin,Boston University,https://www.cs.bu.edu/~reyzin,1KRXBIwAAAAJ,10876.0,42.0
395,Stan Sclaroff,Boston University,http://www.cs.bu.edu/~sclaroff,nXBQn7gAAAAJ,24793.0,77.0
396,Wayne Snyder,Boston University,http://www.cs.bu.edu/~snyder,uT9_8hcAAAAJ,2636.0,21.0
397,Ibrahim Matta,Boston University,https://sites.bu.edu/matta,_mj1-BQAAAAJ,10125.0,39.0
398,Alina Ene,Boston University,http://www.bu.edu/cs/alina-ene-2,v1_kfR8AAAAJ,1683.0,20.0
399,Evimaria Terzi,Boston University,http://www.cs.bu.edu/~evimaria,j6KFCRAAAAAJ,6411.0,34.0
400,Péter Gács,Boston University,http://www.cs.bu.edu/~gacs,vNCcKo0AAAAJ,4503.0,26.0
