,Name,affiliation,homepage,scholar-id,citations,h-index
529,Reda A. Ammar,University of Connecticut,http://www.engr.uconn.edu/~reda,,,
530,Serafeim Karampogias,University of Athens,None,None,None,None
531,Michael Hatzopoulos,University of Athens,http://cgi.di.uoa.gr/~mike,,,
532,Aggeliki Arapoyanni,University of Athens,http://www.di.uoa.gr/eng/staff/1012,,,
533,Alex Delis,University of Athens,http://cgi.di.uoa.gr/~ad,,,
534,Clark D. Thomborson,University of Auckland,https://www.cs.auckland.ac.nz/~cthombor,bSpUhd0AAAAJ,12400.0,39.0
535,André Nies,University of Auckland,https://www.cs.auckland.ac.nz/~nies,zVPfH-QAAAAJ,4670.0,32.0
536,David Welch,University of Auckland,https://www.cs.auckland.ac.nz/~davidw,V7sqis8AAAAJ,2906.0,17.0
537,Ulrich Günther,University of Auckland,http://www.tcs.auckland.ac.nz/~ulrich,,,
538,Radu Nicolescu,University of Auckland,https://unidirectory.auckland.ac.nz/profile/r-nicolescu,,,
539,Xinfeng Ye,University of Auckland,https://unidirectory.auckland.ac.nz/profile/x-ye,1BooF3oAAAAJ,488.0,12.0
540,Sathiamoorthy Manoharan,University of Auckland,https://unidirectory.auckland.ac.nz/profile/s-manoharan,2h0XFe8AAAAJ,1010.0,13.0
541,Damir Azhar,University of Auckland,https://www.cs.auckland.ac.nz/people/damir-azhar,,,
542,Johannes Schilp,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/pi/lehrstuhl/mitarbeiter/schilp,,,
543,Theo Ungerer,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/embsys/team/prof-dr-theo-ungerer,,,
544,Wolfgang Reif,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/isse/prof/swtse/team/reif,,,
545,Lars Mikelsons,University of Augsburg,https://www.informatik.uni-augsburg.de/lehrstuehle/imech/Team,,,
546,Walter Vogler,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/swtti/team/walter-vogler,,,
547,Torben Hagerup,University of Augsburg,https://thiserver.informatik.uni-augsburg.de/personen/hagerup.html,,,
548,Christoph Ament,University of Augsburg,https://www.informatik.uni-augsburg.de/lehrstuehle/rt/mitarbeiter/ament,4aVqJJMAAAAJ,1143.0,15.0
549,Rudi Knorr,University of Augsburg,https://www.informatik.uni-augsburg.de/lehrstuehle/lks/mitarbeiter/knorr,,,
550,Jukka Matthias Krisp,University of Augsburg,https://www.uni-augsburg.de/en/fakultaet/fai/geo/prof/geoagi/geoagi-team/j-krisp,KnEUPRcAAAAJ,1165.0,16.0
551,Gerald Lüttgen,University of Bamberg,https://www.uni-bamberg.de/swt/team/prof-dr-gerald-luettgen,,,
552,Udo R. Krieger,University of Bamberg,https://www.uni-bamberg.de/ktr/mitarbeiter/krieger,,,
553,Christoph Schlieder,University of Bamberg,https://www.uni-bamberg.de/kinf/mitarbeiter/schlieder-christoph,,,
554,Michael Mendler,University of Bamberg,https://www.uni-bamberg.de/gdi/team/michael-mendler,,,
555,Peter Hall,University of Bath,http://www.cs.bath.ac.uk/~pmh/start/home.html,,,
556,Rachid Hourizi,University of Bath,http://www.bath.ac.uk/cdas/people/associates/rachid-hourizi/index.html,,,
557,Fabio Nemetz,University of Bath,http://www.bath.ac.uk/comp-sci/contacts,,,
558,Alan Hayes,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/alan_hayes,,,
559,Leon A. Watts,University of Bath,http://www.cs.bath.ac.uk/Leon,zhwMZx4AAAAJ,1777.0,22.0
560,Dominik Henrich,University of Bayreuth,https://www.ai3.uni-bayreuth.de/de/team/dominik-henrich,j0M2CKsAAAAJ,2651.0,26.0
561,Matthias Korch,University of Bayreuth,http://www.ai2.uni-bayreuth.de/de/team/Korch_Matthias/index.php,,,
562,Stefan Jablonski,University of Bayreuth,https://www.ai4.uni-bayreuth.de/en/team/Stefan-Jablonski/index.php,,,
563,Thomas Rauber,University of Bayreuth,http://www.ai2.uni-bayreuth.de/de/team/Rauber_Thomas,,,
564,Duc-Tien Dang-Nguyen,University of Bergen,https://dnductien.github.io,,,
565,Dag Haugland,University of Bergen,http://www.ii.uib.no/~dag,,,
566,Igor A. Semaev,University of Bergen,https://www.uib.no/en/persons/Igor.A..Semaev,,,
567,Matthew G. Parker,University of Bergen,http://www.ii.uib.no/~matthew,U3Er8bsAAAAJ,1921.0,22.0
568,Michael R. Fellows,University of Bergen,https://www.mrfellows.net,rLCC8mQAAAAJ,19061.0,64.0
569,Petter Bjørstad,University of Bergen,http://www.ii.uib.no/~petter,y5aoMlYAAAAJ,2249.0,22.0
570,Lilya Budaghyan,University of Bergen,https://people.uib.no/lbu061,E4UDXnMAAAAJ,1605.0,20.0
571,Frances Rosamond,University of Bergen,https://www.uib.no/en/persons/Frances.Rosamond,k5StrAoAAAAJ,3612.0,33.0
572,Ketil Malde,University of Bergen,https://www.uib.no/en/persons/Ketil.Malde,NhtWxjsAAAAJ,1873.0,18.0
573,Inge Jonassen,University of Bergen,http://www.ii.uib.no/~inge,RqvFRN4AAAAJ,12659.0,50.0
574,Fredrik Manne,University of Bergen,http://www.ii.uib.no/~fredrikm,K-N0vTcAAAAJ,2640.0,31.0
575,Stefan Bruckner,University of Bergen,https://vis.uib.no/team/bruckner,23uJZDoAAAAJ,3686.0,31.0
576,Michael Dondrup,University of Bergen,https://www.uib.no/en/persons/Michael.Dondrup,2kVcaAYAAAAJ,1682.0,18.0
577,Sjur Didrik Flåm,University of Bergen,https://www.uib.no/en/persons/Sjur.Didrik.Fl%C3%A5m,GwHg0VAAAAAJ,1798.0,17.0
578,Helwig Hauser,University of Bergen,https://vis.uib.no/team/hauser,x4jXO7AAAAAJ,12813.0,62.0
579,Marc Bezem,University of Bergen,http://www.ii.uib.no/~bezem,,,
580,Pekka Parviainen,University of Bergen,http://www.ii.uib.no/~pekkap,,,
581,Marco Calderini,University of Bergen,https://www.uib.no/en/persons/Marco.Calderini,y2A12kkAAAAJ,324.0,11.0
582,Håkon Robbestad Gylterud,University of Bergen,https://hakon.gylterud.net,,,
583,David Grellscheid,University of Bergen,https://www.uib.no/en/persons/David.Grellscheid,,,
584,Petr A. Golovach,University of Bergen,https://folk.uib.no/pgo041,aN2vJYUAAAAJ,3586.0,31.0
585,Jan-J. Rückmann,University of Bergen,https://www.uib.no/en/persons/Jan-Joachim.R%C3%BCckmann,U2MWZn4AAAAJ,1626.0,20.0
586,Anya Helene Bagge,University of Bergen,https://www.ii.uib.no/~anya,lwEnPTUAAAAJ,345.0,9.0
587,Torleiv Kløve,University of Bergen,http://www.ii.uib.no/~torleiv/engelsk.html,,,
588,Tor Helleseth,University of Bergen,http://www.ii.uib.no/~torh,,,
589,Jan Arne Telle,University of Bergen,http://www.ii.uib.no/~telle,,,
590,Sverre Storøy,University of Bergen,https://www.uib.no/en/persons/Sverre.Stor%C3%B8y,,,
591,Pinar Heggernes,University of Bergen,http://www.ii.uib.no/~pinar,,,
592,Ahmad Hemmati,University of Bergen,https://www.uib.no/en/persons/Ahmad.Hemmati,,,
593,Andreas L. Opdahl,University of Bergen,https://www.uib.no/en/persons/Andreas.Lothe.Opdahl,,,
594,ChunLei Li,University of Bergen,https://www.uib.no/en/persons/Chunlei.Li,,,
595,Magne Haveraaen,University of Bergen,https://www.ii.uib.no/~magne,,,
596,Jaakko Järvi,University of Bergen,https://www.ii.uib.no/~jjarvi,J0rDv4oAAAAJ,1555.0,18.0
597,Trond Steihaug,University of Bergen,http://www.ii.uib.no/~trond,tMJ5VJAAAAAJ,5010.0,21.0
598,Nicolai Kraus,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/kraus-nicolai.aspx,g2bTiKAAAAAJ,635.0,13.0
599,Michael Meier,University of Bonn,https://net.cs.uni-bonn.de/wg/itsec/staff/leader/michael-meier,,,
600,Norbert Blum,University of Bonn,http://theory.cs.uni-bonn.de/blum/blum.var,,,
601,Joachim K. Anlauf,University of Bonn,https://www.ti.uni-bonn.de/Members/anlauf,,,
602,Matthew Smith,University of Bonn,http://mattsmith.de,,,
603,Wolfgang Koch,University of Bonn,https://net.cs.uni-bonn.de/de/wg/sdf/mitarbeiter/leader/wolfgang-koch,,,
604,Reinhard Klein,University of Bonn,https://cg.cs.uni-bonn.de/de/mitarbeiter/prof-dr-reinhard-klein,,,
605,Stefan Wrobel,University of Bonn,https://mlai.cs.uni-bonn.de/people/stefan-wrobel,,,
606,Angela Yao,University of Bonn,https://cg.cs.uni-bonn.de/en/people/alumni/prof-dr-angela-yao,-LJCZMMAAAAJ,3409.0,26.0
607,Peter Martini,University of Bonn,https://net.cs.uni-bonn.de/de/wg/kommunikationssysteme/mitarbeiter/leader/martini,,,
608,Kerstin Schill,University of Bremen,http://www.cognitive-neuroinformatics.com/de/team/kerstin-schill,,,
609,Ute Bormann,University of Bremen,https://www.szi.uni-bremen.de/wp-content/uploads/2012/09/p-rn.pdf,,,
610,Andreas Breiter,University of Bremen,https://agim.uni-bremen.de/team/breiter,,,
611,Jan Peleska,University of Bremen,http://www.informatik.uni-bremen.de/agbs/jp,,,
612,Theo Tryfonas,University of Bristol,http://www.bris.ac.uk/engineering/people/theo-tryfonas/index.html,,,
613,Kerstin Eder,University of Bristol,http://www.bris.ac.uk/engineering/people/kerstin-i-eder/index.html,,,
614,Steven J. Ramsay,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/steven-j-ramsay,68os7K8AAAAJ,382.0,9.0
615,Kirsten Cater,University of Bristol,https://www.cs.bris.ac.uk/~cater,,,
616,Ian Holyer,University of Bristol,https://www.cs.bris.ac.uk/~ian,,,
617,Anne Roudaut,University of Bristol,http://big.cs.bris.ac.uk/people/roudaut,,,
618,Tilo Burghardt,University of Bristol,http://www.cs.bris.ac.uk/~burghard,,,
619,Sathish Gopalakrishnan,University of British Columbia,https://www.ece.ubc.ca/faculty/sathish-gopalakrishnan,,,
620,Joel Friedman,University of British Columbia,https://www.math.ubc.ca/~jf,,,
621,Mark R. Greenstreet,University of British Columbia,https://www.cs.ubc.ca/people/mark-greenstreet,,,
622,Leonid Sigal,University of British Columbia,https://www.cs.ubc.ca/~lsigal,,,
623,Michael P. Friedlander,University of British Columbia,http://www.cs.ubc.ca/~mpf,mOgIIH4AAAAJ,9954.0,28.0
624,Chen Greif,University of British Columbia,https://www.cs.ubc.ca/~greif,,,
625,Siamak (Moshen) Ravanbakhsh,University of British Columbia,https://www.cs.ubc.ca/people/siamak-ravanbakhsh,,,
626,Norman C. Hutchinson,University of British Columbia,https://www.cs.ubc.ca/people/norm-hutchinson,dbN2vS4AAAAJ,8612.0,33.0
627,Marcelo Risk,University of Buenos Aires,https://www.dc.uba.ar/rrhh/profesores/risk,Y6QTnx4AAAAJ,1342.0,20.0
628,Isabel Méndez-Díaz,University of Buenos Aires,https://www.dc.uba.ar/rrhh/profesores/mendezdiaz,,,
629,Víctor A. Braberman,University of Buenos Aires,http://lafhis.dc.uba.ar/en/~vbraber,,,
630,Hernán Wilkinson,University of Buenos Aires,https://www.dc.uba.ar/rrhh/profesores/wilkinson,,,
631,Pablo G. Turjanski,University of Buenos Aires,https://www.dc.uba.ar/inv/lsc/PTurjanski,,,
632,Francisco J. Soulignac,University of Buenos Aires,http://www-2.dc.uba.ar/profesores/lin/docs/cv/cv_oscar.htm,,,
633,Enrique Carlos Segura,University of Buenos Aires,http://www-2.dc.uba.ar/profesores/segura/homepage.html,,,
634,Javier L. Marenco,University of Buenos Aires,https://www.dc.uba.ar/rrhh/profesores/marenco,,,
635,Santiago Ceria,University of Buenos Aires,https://twitter.com/santiagoceria?lang=en,,,
636,Claudio E. Righetti,University of Buenos Aires,https://twitter.com/c_e_righetti?lang=en,,,
637,Min Chih Lin,University of Buenos Aires,http://www.ic.fcen.uba.ar/~mlin/homepage.html,,,
638,Irene Loiseau,University of Buenos Aires,https://www.dc.uba.ar/People/loiseau,,,
639,Alejandro Martínez-Ríos,University of Buenos Aires,https://www.facebook.com/public/Alj-Rios,,,
640,Fernando Schapachnik,University of Buenos Aires,http://lafhis.dc.uba.ar/en/~fpscha,,,
641,Reda Alhajj,University of Calgary,http://alhajj.cpsc.ucalgary.ca,,,
642,Sonny Chan,University of Calgary,http://contacts.ucalgary.ca/info/cpsc/profiles/1-5063313,,,
643,Michael J. Jacobson Jr.,University of Calgary,http://cpsc.ucalgary.ca/~jacobs,,,
644,Nathaly Verwaal,University of Calgary,http://contacts.ucalgary.ca/info/cpsc/profiles/102-3419,,,
645,Leonard Manzara,University of Calgary,http://contacts.ucalgary.ca/info/cpsc/profiles/102-3503,,,
646,J. Robin B. Cockett,University of Calgary,http://www.cpsc.ucalgary.ca/~robin,eWreFm4AAAAJ,1759.0,23.0
647,Michael E. Locasto,University of Calgary,http://www.cpsc.ucalgary.ca/~locasto,061wKngAAAAJ,1120.0,16.0
648,Peter Høyer,University of Calgary,http://www.cpsc.ucalgary.ca/~hoyer,pW8196oAAAAJ,12820.0,57.0
649,Wayne Eberly,University of Calgary,http://www.cpsc.ucalgary.ca/~eberly,,,
650,John Aycock,University of Calgary,http://www.cpsc.ucalgary.ca/~aycock,,,
651,Jalal Kawash,University of Calgary,http://www.cpsc.ucalgary.ca/~kawash,,,
652,Faramarz F. Samavati,University of Calgary,http://www.cpsc.ucalgary.ca/~samavati,,,
653,Joel Reardon,University of Calgary,http://pages.cpsc.ucalgary.ca/~joel.reardon,,,
654,Jon G. Rokne,University of Calgary,http://pages.cpsc.ucalgary.ca/~rokne,M3-3rtoAAAAJ,5970.0,34.0
655,James Tam,University of Calgary,http://pages.cpsc.ucalgary.ca/~tamj,,,
656,Carey L. Williamson,University of Calgary,http://www.cpsc.ucalgary.ca/~carey,W4YwlF4AAAAJ,10464.0,44.0
657,Srinivasan Keshav,University of Cambridge,http://blizzard.cs.uwaterloo.ca/keshav,-EMkK7QAAAAJ,19384.0,61.0
658,Peter Sewell,University of Cambridge,https://www.cl.cam.ac.uk/~pes20,EkIgIUcAAAAJ,7425.0,46.0
659,Mateja Jamnik,University of Cambridge,https://www.cl.cam.ac.uk/~mj201,,,
660,Ian M. Leslie,University of Cambridge,https://www.cl.cam.ac.uk/~iml1,,,
661,Marcelo Fiore,University of Cambridge,https://www.cl.cam.ac.uk/~mpf23,0uLCV2EAAAAJ,2907.0,31.0
662,Paula Buttery,University of Cambridge,https://www.cl.cam.ac.uk/~pjb48,,,
663,Sean B. Holden,University of Cambridge,https://www.cl.cam.ac.uk/~sbh11,,,
664,Damon Wischik,University of Cambridge,https://www.cl.cam.ac.uk/~djw1005,,,
665,Matthias Galster,University of Canterbury,http://www.cosc.canterbury.ac.nz/matthias.galster,,,
666,Austen Rainer,University of Canterbury,https://www.cosc.canterbury.ac.nz/austen.rainer,KpFTNeQAAAAJ,4230.0,21.0
667,Tim Bell,University of Canterbury,http://www.cosc.canterbury.ac.nz/tim.bell,TpHIeC4AAAAJ,13864.0,46.0
668,Neville Churcher,University of Canterbury,http://www.cosc.canterbury.ac.nz/neville.churcher,0B_iGfgAAAAJ,1285.0,21.0
669,Thomas Young,University of Canterbury,https://www.cosc.canterbury.ac.nz/thomas.young,,,
670,Andreas Willig,University of Canterbury,http://www.cosc.canterbury.ac.nz/andreas.willig,,,
671,Richard D. Green,University of Canterbury,http://www.cosc.canterbury.ac.nz/richard.green,,,
672,Walter Guttmann,University of Canterbury,http://www.cosc.canterbury.ac.nz/walter.guttmann,,,
673,Kourosh Neshatian,University of Canterbury,http://www.cosc.canterbury.ac.nz/kourosh.neshatian,,,
674,Rob Simmonds,University of Cape Town,https://www.researchgate.net/profile/Rob_Simmonds,,,
675,Sonia Berman,University of Cape Town,https://www.cs.uct.ac.za/research/research-interests-sonia-berman,,,
676,James K. Baker,University of Central Florida,https://www.cs.ucf.edu/person/james-baker,WZnF8C0AAAAJ,2708.0,28.0
677,Chinwendu Enyioha,University of Central Florida,https://cenyioha.eecs.ucf.edu,n2JP3psAAAAJ,635.0,11.0
678,Jun Wang,University of Central Florida,http://www.cass.eecs.ucf.edu/?page_id=1249,DznztJwAAAAJ,4730.0,20.0
679,Mostafa A. Bassiouni,University of Central Florida,http://www.cs.ucf.edu/~bassi,,,
680,Avelino J. Gonzalez,University of Central Florida,http://www.cecs.ucf.edu/faculty/avelino-gonzalez,_ZNZWigAAAAJ,5386.0,29.0
681,Damian Dechev,University of Central Florida,http://cse.eecs.ucf.edu/bios/damiandechev.html,,,
682,Ronald D. Dutton,University of Central Florida,http://www.cs.ucf.edu/~dutton,,,
683,Ratan Guha,University of Central Florida,http://www.cs.ucf.edu/~guha,,,
684,Haiyan Hu,University of Central Florida,http://www.cs.ucf.edu/~haihu,,,
685,Ali Orooji,University of Central Florida,https://www.cecs.ucf.edu/faculty/ali-orooji,,,
686,Nazanin Rahnavard,University of Central Florida,http://cwnlab.eecs.ucf.edu,,,
687,Hao Zheng,University of Central Florida,http://haozheng.us,,,
688,Aaron J. Elmore,University of Chicago,http://people.cs.uchicago.edu/~aelmore,,,
689,Yanjing Li,University of Chicago,http://people.cs.uchicago.edu/~yanjingl,,,
690,Laci Babai,University of Chicago,http://people.cs.uchicago.edu/~laci,,,
691,Andrew Drucker,University of Chicago,http://people.cs.uchicago.edu/~adrucker1,,,
692,Yuxin Chen,University of Chicago,https://www.cs.uchicago.edu/people/profile/yuxin-chen1,,,
693,Ketan D. Mulmuley,University of Chicago,https://www.cs.uchicago.edu/directory/ketan-mulmuley,,,
694,Yali Amit,University of Chicago,https://galton.uchicago.edu/~amit,,,
695,Robert I. Soare,University of Chicago,http://people.cs.uchicago.edu/~soare,,,
696,Alexander A. Razborov,University of Chicago,https://people.cs.uchicago.edu/~razborov,,,
697,Ken Nakagaki,University of Chicago,https://www.ken-nakagaki.com,,,
698,George B. Purdy,University of Cincinnati,https://etd.ohiolink.edu/!etd.send_file?accession=ucin1140802889&disposition=inline,,,
699,Chia Yung Han,University of Cincinnati,http://www.ceas3.uc.edu/profiles/han,,,
700,Yizong Cheng,University of Cincinnati,http://www.ceas3.uc.edu/profiles/chengy,,,
701,Dharma Agrawal,University of Cincinnati,http://eecs.ceas.uc.edu/~dpa,Cky-RdoAAAAJ,32229.0,78.0
702,Xuefu Zhou,University of Cincinnati,http://homepages.uc.edu/~zhoxu,,,
703,Tamara Lorenz,University of Cincinnati,https://www.artsci.uc.edu/departments/psychology/fac_staff.html?eid=lorenztr,,,
704,William G. Wee,University of Cincinnati,http://www.ece.uc.edu/%7Ewwee,,,
705,Yiming Hu,University of Cincinnati,http://www.ece.uc.edu/~yhu,,,
706,Min-Hyung Choi,University of Colorado - Denver,http://graphics.ucdenver.edu/minchoi.html,rMvqyG4AAAAJ,809.0,14.0
707,Boris Stilman,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/BorisStilman.aspx,,,
708,John Bennett,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/JohnBennett.aspx,,,
709,Ilkyeun Ra,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/IlkyeunRa.aspx,,,
710,Gita Alaghband,University of Colorado - Denver,http://cse.ucdenver.edu/~gita,,,
711,Tom Altman,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/TomAltman.aspx,,,
712,Ellen Gethner,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/EllenGethner.aspx,,,
713,Bobby Schnabel,University of Colorado Boulder,https://www.colorado.edu/cs/bobby-schnabel,,,
714,Claire Monteleoni,University of Colorado Boulder,https://www.colorado.edu/faculty/claire-monteleoni,,,
715,Elizabeth R. Jessup,University of Colorado Boulder,https://www.colorado.edu/cs/users/jessup,,,
716,Eliana Colunga,University of Colorado Boulder,http://psych.colorado.edu/~colunga,,,
717,Richard Han,University of Colorado Boulder,http://www.cs.colorado.edu/~rhan,FOT6QskAAAAJ,13454.0,49.0
718,Shivakant Mishra,University of Colorado Boulder,https://www.cs.colorado.edu/~mishras,FPMX8ssAAAAJ,6803.0,39.0
719,Elizabeth Bradley,University of Colorado Boulder,https://www.cs.colorado.edu/~lizb,s4duj0sAAAAJ,2279.0,25.0
720,John Black,University of Colorado Boulder,https://www.cs.colorado.edu/~jrblack,wII4jPgAAAAJ,4856.0,27.0
721,Xiao-Chuan Cai,University of Colorado Boulder,https://www.cs.colorado.edu/~cai,P8S6ahUAAAAJ,5467.0,38.0
722,Mark D. Gross,University of Colorado Boulder,http://mdgross.net,45B7pDAAAAAJ,6599.0,42.0
723,Majid Zamani,University of Colorado Boulder,https://sites.google.com/site/zamani1362/home,-XDU9ZMAAAAJ,3493.0,28.0
724,Nolen Scaife,University of Colorado Boulder,https://nolen.io,,,
725,Christoffer Heckman,University of Colorado Boulder,http://www.ristoffer.ch,,,
726,Chun-Hsi Huang,University of Connecticut,http://www.engr.uconn.edu/~huang,,,
727,Dong-Guk Shin,University of Connecticut,http://profiles.uconn.edu/display/64589,,,
728,Reda A. Ammar,University of Connecticut,http://www.engr.uconn.edu/~reda,,,
729,Jeff Meunier,University of Connecticut,http://engr.uconn.edu/~jeffm,,,
730,Finn Kensing,University of Copenhagen,http://www.diku.dk/Ansatte/?pure=da/persons/43656,,,
731,Pernille Bjørn,University of Copenhagen,http://diku.dk/english/staff/vip/?pure=en/persons/417695,,,
732,Naja L. Holten Møller,University of Copenhagen,http://diku.dk/Ansatte/?pure=da/persons/340853,52aXVzYAAAAJ,338.0,12.0
733,Bolette Sanford Pedersen,University of Copenhagen,https://nors.ku.dk/english/staff/?pure=en/persons/134967,,,
734,Søren I. Olsen,University of Copenhagen,http://diku.dk/english/staff/?pure=en/persons/5264,,,
735,Marcos Antonio Vaz Salles,University of Copenhagen,http://www.diku.dk/~vmarcos,UioSydwAAAAJ,1270.0,19.0
736,Stefan Horst Sommer,University of Copenhagen,http://research.ku.dk/search/?pure=en/persons/254908,GGh0haAAAAAJ,951.0,19.0
737,George Georgakopoulos,University of Crete,https://www.csd.uoc.gr,AkCowUsAAAAJ,431.0,10.0
738,Vassilis Christophides,University of Crete,https://www.csd.uoc.gr/index.jsp?custom=vassilis_christophides,MdUjsa8AAAAJ,7131.0,45.0
739,Sunita Chandrasekaran,University of Delaware,https://www.eecis.udel.edu/~schandra,0WqSN40AAAAJ,777.0,14.0
740,Adarsh S. Sethi,University of Delaware,https://www.eecis.udel.edu/~sethi,,,
741,Kathleen F. McCoy,University of Delaware,http://udel.edu/~mccoy,ebK5g0IAAAAJ,3564.0,33.0
742,Hagit Shatkay,University of Delaware,https://www.eecis.udel.edu/~shatkay,v68ErtIAAAAJ,5624.0,30.0
743,Sandra Carberry,University of Delaware,https://www.eecis.udel.edu/~carberry,,,
744,Paul Amer,University of Delaware,https://www.eecis.udel.edu/~amer,,,
745,Terry Harvey,University of Delaware,https://www.eecis.udel.edu/~harvey,,,
746,Mario Lopez,University of Denver,http://portfolio.du.edu/mlopez,,,
747,Anneliese Amschler Andrews,University of Denver,http://www.cs.du.edu/~andrews,,,
748,Matthew Rutherford,University of Denver,https://ritchieschool.du.edu/matthew-rutherford,,,
749,Chris GauthierDickey,University of Denver,https://ritchieschool.du.edu/chris-gauthierdickey,,,
750,Maritta Heisel,University of Duisburg-Essen,https://www.uni-due.de/swe/marittaheisel.php,,,
751,Maic Masuch,University of Duisburg-Essen,https://www.ecg.uni-due.de/team/maic-masuch.html,,,
752,Heinz Ulrich Hoppe,University of Duisburg-Essen,https://www.collide.info/de/mitarbeiter,,,
753,Josef Pauli,University of Duisburg-Essen,http://www.is.uni-due.de/en/chair/mitarbeiter/prof_josef_pauli,,,
754,Iain Martin,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/17,,,
755,Craig Douglas Ramsay,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/24,,,
756,Islem Rekik,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/150,tb6CVoAAAAAJ,1736.0,22.0
757,Andrew Cobley,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/1,,,
758,Iain R. Murray,University of Dundee,http://staff.computing.dundee.ac.uk/irmurray,,,
759,John L. Arnott,University of Dundee,http://staff.computing.dundee.ac.uk/jarnott,,,
760,Keith Edwards,University of Dundee,http://staff.computing.dundee.ac.uk/kedwards/index.html,,,
761,Katarzyna Budzynska,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/9,9Wg_NakAAAAJ,1060.0,21.0
762,Steve Parkes,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/21,,,
763,Michael Frank Werner Schöttner,University of Düsseldorf,https://www.cs.hhu.de/en/research-groups/operating-systems-prof-dr-michael-schoettner/team/team/schoettner.html,9f-nXdcAAAAJ,579.0,14.0
764,Alan Smaill,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Alan_Smaill.html,,,
765,Douglas B. Armstrong,University of Edinburgh,http://www.ed.ac.uk/integrative-physiology/staff-profiles/associate-members/j-douglas-armstrong,DhhkWwIAAAAJ,809.0,15.0
766,Malcolm P. Atkinson,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Malcolm_Atkinson.html,SgAtRccAAAAJ,10188.0,42.0
767,Lee John Eccleston,University of Edinburgh,http://www.ed.ac.uk/clinical-sciences/pain-management,,,
768,K. Kalorkoti,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/k-kalorkoti(03916cbc-3a54-4de4-be54-09c23f44dbb5).html,,,
769,Jacques D. Fleuriot,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Jacques_Fleuriot.html,,,
770,Murray Cole,University of Edinburgh,http://homepages.inf.ed.ac.uk/mic,,,
771,Maria K. Wolters,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/maria-wolters(2b06b072-20c7-48d5-90cd-ec9c59205b49).html,fElnaBEAAAAJ,2337.0,25.0
772,Malcolm D. Atkinson,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/malcolm-atkinson(8e51eafb-dd78-468b-8970-ec2349e92305).html,,,
773,Ian David Bede Stark,University of Edinburgh,http://homepages.inf.ed.ac.uk/stark,_WljoL8AAAAJ,2033.0,21.0
774,Mary Cryan,University of Edinburgh,http://homepages.inf.ed.ac.uk/mcryan,,,
775,Vijayakrishnan Nagarajan,University of Edinburgh,http://homepages.inf.ed.ac.uk/vnagaraj,,,
776,Mark C. W. van Rossum,University of Edinburgh,http://homepages.inf.ed.ac.uk/mvanross,Juxhhu0AAAAJ,6893.0,36.0
777,Nigel P. Topham,University of Edinburgh,http://homepages.inf.ed.ac.uk/npt,,,
778,Michael F. P. O'Boyle,University of Edinburgh,http://www.dcs.ed.ac.uk/~mob,T-JW3vwAAAAJ,8016.0,48.0
779,John Longley,University of Edinburgh,http://homepages.inf.ed.ac.uk/jrl,,,
780,Iain Murray,University of Edinburgh,http://homepages.inf.ed.ac.uk/imurray2,,,
781,He Sun,University of Edinburgh,http://homepages.inf.ed.ac.uk/hsun4,,,
782,Julian C. Bradfield,University of Edinburgh,http://homepages.inf.ed.ac.uk/jcb,,,
783,Frank Keller,University of Edinburgh,http://homepages.inf.ed.ac.uk/keller,,,
784,Henry S. Thompson,University of Edinburgh,http://www.ltg.ed.ac.uk/~ht,,,
785,Hiroshi Shimodaira,University of Edinburgh,http://homepages.inf.ed.ac.uk/hshimoda,,,
786,Wolfgang Schröder,University of Erlangen–Nuremberg,https://www4.cs.fau.de/~wosch,,,
787,Christoph Pflaum,University of Erlangen–Nuremberg,https://www.cs10.tf.fau.de/person/christoph-pflaum,,,
