,Name,affiliation,homepage,scholar-id,citations,h-index
225,Michael Schwarz,CISPA Helmholtz Center,https://cispa.de/en/people/c02misc,2HPadJUAAAAJ,7157.0,27.0
226,Christian Rossow,CISPA Helmholtz Center,https://christian-rossow.de,lNn4hRMAAAAJ,5387.0,39.0
227,Cristian-Alexandru Staicu,CISPA Helmholtz Center,https://www.staicu.org,JmpDeRQAAAAJ,514.0,10.0
228,Christoph Lenzen,CISPA Helmholtz Center,https://cispa.de/en/people/c01chle,9Y9je40AAAAJ,2319.0,25.0
229,Sebastian Brandt,CISPA Helmholtz Center,https://cispa.de/de/people/c01sebr,3MIPfVYAAAAJ,694.0,15.0
230,Swen Jacobs,CISPA Helmholtz Center,https://www.react.uni-saarland.de/people/jacobs.html,pofIiPIAAAAJ,1143.0,20.0
231,Giancarlo Pellegrino,CISPA Helmholtz Center,https://people.cispa.io/giancarlo.pellegrino,PC_RNUcAAAAJ,1119.0,18.0
232,Lucjan Hanzlik,CISPA Helmholtz Center,https://cispa.saarland/people/lucjan.hanzlik,xV54a20AAAAJ,326.0,9.0
233,Ben Stock,CISPA Helmholtz Center,https://people.cispa.io/ben.stock,_hDa-5wAAAAJ,1204.0,18.0
234,Karl Wüst,CISPA Helmholtz Center,https://cispa.de/en/people/c01kawu,F5oUrWAAAAAJ,2689.0,11.0
235,Madhavan Mukund,CMI,http://www.cmi.ac.in/~madhavan,,,
236,K. V. Subrahmanyam,CMI,http://www.cmi.ac.in/~kv,pxVeS_IAAAAJ,304.0,11.0
237,S. P. Suresh,CMI,http://www.cmi.ac.in/~spsuresh,S0fWcAoAAAAJ,1540.0,17.0
238,Partha Mukhopadhyay,CMI,http://www.cmi.ac.in/~suryajith,RPCLZDMAAAAJ,11967.0,60.0
239,K. Narayan Kumar,CMI,http://www.cmi.ac.in/~kumar,tFCSOd0AAAAJ,1154.0,19.0
240,Sourav Chakraborty,CMI,http://www.cmi.ac.in/~sourav,rXKZblQAAAAJ,805.0,15.0
241,B. Srivathsan,CMI,http://www.cmi.ac.in/~sri,2SMNivQAAAAJ,320.0,6.0
242,Geevarghese Philip,CMI,http://www.cmi.ac.in/~gphilip,F--BO8oAAAAJ,816.0,17.0
243,Samir Datta,CMI,http://www.cmi.ac.in/~sdatta,rQj5IIkAAAAJ,910.0,18.0
244,Prajakta Nimbhorkar,CMI,http://www.cmi.ac.in/~prajakta,hDBz3EUAAAAJ,1067.0,10.0
245,Aiswarya Cyriac,CMI,http://www.cmi.ac.in/~aiswarya,NLwqvCwAAAAJ,255.0,9.0
246,M. Praveen,CMI,http://www.cmi.ac.in/~praveenm,xDgt2Z8AAAAJ,5679.0,24.0
247,François Lemaire,CRIStAL,https://www.cristal.univ-lille.fr/profil/francois.lemaire,,,
248,Serge G. Petiton,CRIStAL,https://www.cristal.univ-lille.fr/profil/petiton,,,
249,Diego Cattaruzza,CRIStAL,https://www.cristal.univ-lille.fr/profil/dcattaru,vNvqTXoAAAAJ,935.0,12.0
250,Odalric Maillard,CRIStAL,https://www.cristal.univ-lille.fr/profil/omaillar,7EweMdoAAAAJ,1761.0,20.0
251,Pascal Denis,CRIStAL,https://www.cristal.univ-lille.fr/profil/pdenis,Y1nQ6eUAAAAJ,2082.0,24.0
252,Florent Capelli,CRIStAL,https://www.cristal.univ-lille.fr/profil/fcapelli,,,
253,Bilel Derbel,CRIStAL,https://www.cristal.univ-lille.fr/profil/derbel,,,
254,Bernard Carré,CRIStAL,https://www.cristal.univ-lille.fr/profil/carre,,,
255,Mikaël Monet,CRIStAL,http://mikael-monet.net,,,
256,Olivier Caron,CRIStAL,https://www.cristal.univ-lille.fr/profil/carono,,,
257,Nicolas Anquetil,CRIStAL,https://www.cristal.univ-lille.fr/profil/anquetil,DSMdD9UAAAAJ,3948.0,31.0
258,Yann Secq,CRIStAL,http://www.lifl.fr/~ysecq,Kk7Bg3cAAAAJ,297.0,8.0
259,Pierre Laperdrix,CRIStAL,https://plaperdr.github.io,hcXaYRAAAAAJ,906.0,14.0
260,Christophe Chaillou,CRIStAL,https://www.cristal.univ-lille.fr/profil/chaillou,mHUbF2cAAAAJ,1278.0,19.0
261,Francesco De Comité,CRIStAL,https://www.cristal.univ-lille.fr/profil/decomite,,,
262,Jan Ramon,CRIStAL,https://www.cristal.univ-lille.fr/profil/jramon,Di086VkAAAAJ,4469.0,32.0
263,Marcus Denker,CRIStAL,https://www.cristal.univ-lille.fr/profil/denker,uVa--40AAAAJ,1650.0,23.0
264,Cédric Dumoulin,CRIStAL,http://cristal.univ-lille.fr/~dumoulin,mmKnPuMAAAAJ,757.0,11.0
265,Pierre Tirilly,CRIStAL,https://sites.google.com/site/tirillypierre/home,CKGKuOAAAAAJ,532.0,12.0
266,Cristian Versari,CRIStAL,https://cristal.univ-lille.fr/~versaric,,,
267,Cédric Lhoussaine,CRIStAL,https://www.cristal.univ-lille.fr/profil/lhoussai,,,
268,Mikaela Keller,CRIStAL,https://www.cristal.univ-lille.fr/profil/kellerm,BbxquKkAAAAJ,943.0,11.0
269,Rémi Gilleron,CRIStAL,https://sites.google.com/view/remi-gilleron,dKliE7IAAAAJ,3873.0,24.0
270,Philippe Marquet,CRIStAL,https://www.cristal.univ-lille.fr/profil/marquet,IeTyR8gAAAAJ,1350.0,17.0
271,Matthieu Basseur,CRIStAL,https://www.cristal.univ-lille.fr/profil/mbasseur,bwetphkAAAAJ,1440.0,20.0
272,Samy Meftali,CRIStAL,https://www.cristal.univ-lille.fr/profil/meftali,W-8M4_YAAAAJ,981.0,17.0
273,Maxime Ogier,CRIStAL,https://www.cristal.univ-lille.fr/profil/ogier,UHYkmIMAAAAJ,244.0,8.0
274,Antoine Nongaillard,CRIStAL,https://www.cristal.univ-lille.fr/profil/anongail,,,
275,Julien Forget,CRIStAL,https://www.cristal.univ-lille.fr/profil/forget,Xm0-xKwAAAAJ,566.0,12.0
276,Philippe Merle,CRIStAL,https://www.cristal.univ-lille.fr/profil/merle,P-Bo69MAAAAJ,3271.0,29.0
277,Omar Abdelkafi,CRIStAL,https://www.cristal.univ-lille.fr/profil/abdelkafi,Cz2bqtoAAAAJ,62.0,5.0
278,Maxime Folschette,CRIStAL,https://www.cristal.univ-lille.fr/profil/mfolsche,,,
279,Xavier Le Pallec,CRIStAL,http://cristal.univ-lille.fr/~lepallec,zO9OcTMAAAAJ,362.0,11.0
280,Charles Paperman,CRIStAL,https://www.cristal.univ-lille.fr/profil/cpaperma,jzXAoMcAAAAJ,102.0,6.0
281,Anne-Cécile Caron,CRIStAL,http://cristal.univ-lille.fr/~caronc,NMDTe3cAAAAJ,384.0,9.0
282,François Boulier,CRIStAL,http://cristal.univ-lille.fr/~boulier/pmwiki/pmwiki.php,pzwDiKgAAAAJ,1329.0,17.0
283,Julien Baste,CRIStAL,https://www.iut-info.univ-lille.fr/~baste,,,
284,Philippe Preux,CRIStAL,https://philippe-preux.github.io,JTXxmeAAAAAJ,1673.0,22.0
285,Charles Bouillaguet,CRIStAL,http://cristal.univ-lille.fr/~bouillag,5ov-TX4AAAAJ,946.0,18.0
286,Aurélien Lemay,CRIStAL,https://www.cristal.univ-lille.fr/profil/alemay,,,
287,José Mennesson,CRIStAL,https://www.cristal.univ-lille.fr/profil/mennesso,,,
288,Ioan Marius Bilasco,CRIStAL,http://cristal.univ-lille.fr/~bilasco,jNBdRCsAAAAJ,827.0,17.0
289,Mohamed Daoudi,CRIStAL,https://mohammeddaoudi.github.io/mdaoudi.github.io,7UoD6McAAAAJ,6495.0,43.0
290,Luigi Lancieri,CRIStAL,http://cristal.univ-lille.fr/~lancieri,rYa0IzwAAAAJ,381.0,10.0
291,Giuseppe Lipari,CRIStAL,http://cristal.univ-lille.fr/~lipari,rnBRPpQAAAAJ,7999.0,46.0
292,Laurent Grisoni,CRIStAL,https://www.cristal.univ-lille.fr/profil/grisoni,38F4-JIAAAAJ,1949.0,21.0
293,Clarisse Dhaenens,CRIStAL,http://cristal.univ-lille.fr/~dhaenens,0_tYTLoAAAAJ,2223.0,24.0
294,Chaabane Djeraba,CRIStAL,http://cristal.univ-lille.fr/~djeraba,cCo-rYsAAAAJ,5371.0,33.0
295,Stéphane Huot,CRIStAL,https://www.cristal.univ-lille.fr/profil/huot,hSznLJ8AAAAJ,1554.0,21.0
296,Frédéric Semet,CRIStAL,https://www.cristal.univ-lille.fr/profil/fsemet,6iUyQhMAAAAJ,10433.0,41.0
297,Géry Casiez,CRIStAL,http://cristal.univ-lille.fr/~casiez,_l0mjIoAAAAJ,2943.0,27.0
298,Jean-Luc Dekeyser,CRIStAL,http://cristal.univ-lille.fr/~dekeyser,,,
299,Pierre Bourhis,CRIStAL,http://cristal.univ-lille.fr/~bourhis,yykk3JMAAAAJ,1003.0,19.0
300,Romain Rouvoy,CRIStAL,http://romain.rouvoy.fr,U3217h0AAAAJ,4203.0,35.0
301,Laetitia Jourdan,CRIStAL,http://cristal.univ-lille.fr/~jourdan,HEUAUJkAAAAJ,3046.0,29.0
302,Florent Berthaut,CRIStAL,https://www.cristal.univ-lille.fr/profil/fberthau,,,
303,Jean-Marc Geib,CRIStAL,https://www.cristal.univ-lille.fr/profil/geib,,,
304,Jean-Claude Tarby,CRIStAL,http://cristal.univ-lille.fr/~jctarby,FcMxq-0AAAAJ,799.0,14.0
305,Fabio Vitale,CRIStAL,http://researchers.lille.inria.fr/vitale,,,
306,Hassen Drira,CRIStAL,https://www.cristal.univ-lille.fr/profil/drirah,o1DTs2sAAAAJ,1018.0,16.0
307,Hélène Touzet,CRIStAL,http://cristal.univ-lille.fr/~htouzet,Guh2y-gAAAAJ,3050.0,22.0
308,Frédéric Hoogstoel,CRIStAL,https://www.cristal.univ-lille.fr/profil/hoogstoe,oYuyBlYAAAAJ,239.0,7.0
309,Gilles Grimaud,CRIStAL,http://cristal.univ-lille.fr/~grimaud,,,
310,Laurent Noé,CRIStAL,https://www.cristal.univ-lille.fr/profil/noe,PtgUoRIAAAAJ,3671.0,29.0
311,Eric Leprêtre,CRIStAL,https://www.cristal.univ-lille.fr/profil/elepretr,,,
312,José Rouillard,CRIStAL,http://www.cristal.univ-lille.fr/~rouillar,G7AtV2oAAAAJ,1039.0,17.0
313,Sylvain Salvati,CRIStAL,https://www.cristal.univ-lille.fr/profil/ssalvati,,,
314,Jean-Philippe Vandeborre,CRIStAL,https://www.cristal.univ-lille.fr/profil/vandebor,myhkjkwAAAAJ,1850.0,22.0
315,Patricia Everaere,CRIStAL,https://www.cristal.univ-lille.fr/profil/everaerp,BiHJskUAAAAJ,420.0,13.0
316,Louis Bigo,CRIStAL,http://louisbigo.com/louis_bigo,YWgcCiAAAAAJ,283.0,11.0
317,Marie-Eléonore Kessaci,CRIStAL,https://www.cristal.univ-lille.fr/profil/kessaci,AV0dx5oAAAAJ,426.0,11.0
318,Marie-Emilie Voge,CRIStAL,https://www.cristal.univ-lille.fr/profil/voge,,,
319,Boulbaba Ben Amor,CRIStAL,https://sites.google.com/site/bbenamorshomepage1,8kGJcCIAAAAJ,2278.0,23.0
320,Gilles Vanwormhoudt,CRIStAL,https://www.cristal.univ-lille.fr/profil/vanwormh,1vKkyqcAAAAJ,447.0,12.0
321,Maxime Morge,CRIStAL,http://cristal.univ-lille.fr/~morge,aHV6JhwAAAAJ,571.0,12.0
322,Iovka Boneva,CRIStAL,https://pro.univ-lille.fr/iovka-boneva,ZxXztaAAAAAJ,646.0,16.0
323,Thomas Pietrzak,CRIStAL,http://www.thomaspietrzak.com,cxgDLYkAAAAJ,594.0,14.0
324,Mirabelle Nebut,CRIStAL,http://cristal.univ-lille.fr/~nebut,,,
325,Sylvain Malacria,CRIStAL,http://www.malacria.com,Me1oJeYAAAAJ,951.0,17.0
326,Yvan Peter,CRIStAL,http://cristal.univ-lille.fr/~peter,LM3OsaIAAAAJ,343.0,9.0
327,Emmanuel Renaux,CRIStAL,https://www.cristal.univ-lille.fr/profil/renaux,,,
328,Anne Etien,CRIStAL,http://cristal.univ-lille.fr/~etien,KsqwRvwAAAAJ,1514.0,21.0
329,Hayfa Zgaya,CRIStAL,https://www.cristal.univ-lille.fr/profil/hzgaya,,,
330,Emilie Kaufmann,CRIStAL,http://chercheurs.lille.inria.fr/ekaufman,9GE1vx4AAAAJ,3089.0,24.0
331,Julie Jacques,CRIStAL,https://www.cristal.univ-lille.fr/profil/jacques,,,
332,Julien Cartigny,CRIStAL,https://pro.univ-lille.fr/julien-iguchi-cartigny,,,
333,Vlad Rusu,CRIStAL,https://www.cristal.univ-lille.fr/profil/rusu,uDBCQR8AAAAJ,1870.0,23.0
334,Laurence Duchien,CRIStAL,http://chercheurs.lille.inria.fr/~duchien,wwofzdYAAAAJ,4656.0,35.0
335,Fabien Torre,CRIStAL,https://fabien-torre.fr,IAx6N4EAAAAJ,288.0,9.0
336,Antoine Limasset,CRIStAL,https://www.cristal.univ-lille.fr/profil/alimasse,EW4USK4AAAAJ,597.0,11.0
337,Hazem Wannous,CRIStAL,https://www.cristal.univ-lille.fr/profil/wannous,WsdQ9Z0AAAAJ,1608.0,19.0
338,Maude Klaerr-Blanchard,CRIStAL,http://cristal.univ-lille.fr/~pupin,2MNQbZUAAAAJ,5728.0,17.0
339,Stéphane Ducasse,CRIStAL,http://stephane.ducasse.free.fr,7fHNqtoAAAAJ,15944.0,60.0
340,Steven Costiou,CRIStAL,https://www.cristal.univ-lille.fr/profil/scostiou,KLPmm0gAAAAJ,56.0,5.0
341,Jean-Christophe Routier,CRIStAL,http://cristal.univ-lille.fr/~routier,,,
342,Pierre Boulet,CRIStAL,https://www.cristal.univ-lille.fr/profil/boulet,gzy0ay0AAAAJ,1900.0,23.0
343,Philippe Devienne,CRIStAL,https://www.cristal.univ-lille.fr/profil/devienne,,,
344,Mathieu Giraud,CRIStAL,http://cristal.univ-lille.fr/~giraud,xNgheEoAAAAJ,1158.0,15.0
345,Samuel Hym,CRIStAL,https://www.cristal.univ-lille.fr/profil/hym,,,
346,Lionel Seinturier,CRIStAL,http://chercheurs.lille.inria.fr/~seinturi,XmiDIkYAAAAJ,4879.0,35.0
347,Fabrice Aubert,CRIStAL,https://www.cristal.univ-lille.fr/profil/aubert,,,
348,Michaël Hauspie,CRIStAL,https://pro.univ-lille.fr/michael-hauspie,05gAqPUAAAAJ,490.0,11.0
349,Jérémie Dequidt,CRIStAL,https://www.cristal.univ-lille.fr/profil/jdequidt,ySTwAskAAAAJ,1164.0,19.0
350,Pierre Fortin,CRIStAL,https://pro.univ-lille.fr/pierre-fortin,,,
351,Arnaud Liefooghe,CRIStAL,https://sites.google.com/site/arnaudliefooghe,Y2kuG1sAAAAJ,1667.0,23.0
352,Nordine Melab,CRIStAL,http://cristal.univ-lille.fr/~melab,,,
353,Vincent Aranega,CRIStAL,https://pro.univ-lille.fr/vincent-aranega,c_Lv5PEAAAAJ,195.0,7.0
354,Clément Quinton,CRIStAL,https://www.cristal.univ-lille.fr/profil/quinton,1nx4T-cAAAAJ,597.0,13.0
355,Sophie Tison,CRIStAL,http://cristal.univ-lille.fr/~tison,TlhLBFYAAAAJ,3639.0,21.0
356,Alexandre Sedoglavic,CRIStAL,https://www.cristal.univ-lille.fr/profil/sedoglav,,,
357,Clément Ballabriga,CRIStAL,https://www.cristal.univ-lille.fr/profil/ballabri,,,
358,Mikaël Salson,CRIStAL,http://cristal.univ-lille.fr/~salson,,,
359,Damien Pollet,CRIStAL,https://www.cristal.univ-lille.fr/profil/pollet,UpBOx-YAAAAJ,1964.0,16.0
360,Luce Brotcorne,CRIStAL,https://www.cristal.univ-lille.fr/profil/brotcorn,FbDXUDEAAAAJ,2054.0,17.0
361,Adrien Poteaux,CRIStAL,https://www.cristal.univ-lille.fr/profil/poteaux,,,
362,Nadarajen Veerapen,CRIStAL,https://www.cristal.univ-lille.fr/profil/veerapen,N-1KB5sAAAAJ,453.0,12.0
363,Céline Kuttler,CRIStAL,https://www.cristal.univ-lille.fr/profil/kuttler,,,
364,Bruno Beaufils,CRIStAL,https://ext.boulgour.com/lifl/beaufils,LgU7J9YAAAAJ,308.0,9.0
365,Jean-Stéphane Varré,CRIStAL,http://cristal.univ-lille.fr/~varre,,,
366,Stéphane Janot,CRIStAL,https://www.cristal.univ-lille.fr/profil/janot,,,
367,Yves Roos,CRIStAL,https://www.cristal.univ-lille.fr/profil/yroos,Bnsty4EAAAAJ,360.0,9.0
368,Mathieu Nancel,CRIStAL,http://mathieu.nancel.net,-Lm0OKsAAAAJ,1102.0,14.0
369,Thomas Vantroys,CRIStAL,https://www.cristal.univ-lille.fr/profil/vantroys,cBzELssAAAAJ,364.0,10.0
370,Walter Andrew Rudametkin Ivey,CRIStAL,https://www.cristal.univ-lille.fr/profil/wrudamet,vJQGm9kAAAAJ,961.0,14.0
371,Simon Bliudze,CRIStAL,https://www.cristal.univ-lille.fr/profil/sbliudze,P_D0LkkAAAAJ,1139.0,16.0
372,El-Ghazali Talbi,CRIStAL,https://www.cristal.univ-lille.fr/profil/talbi,hoQmzocAAAAJ,18517.0,59.0
373,Christian Duriez,CRIStAL,https://team.inria.fr/defrost/team-members/christian-duriez,sAA2koIAAAAJ,4852.0,33.0
374,Joachim Niehren,CRIStAL,http://researchers.lille.inria.fr/niehren,sG4pk9cAAAAJ,3071.0,32.0
375,Philippe Mathieu,CRIStAL,http://cristal.univ-lille.fr/~mathieu,QCLMl_YAAAAJ,2204.0,22.0
376,Slawek Staworko,CRIStAL,https://www.cristal.univ-lille.fr/profil/staworko,YERhuN8AAAAJ,1134.0,19.0
377,Aurélien Bellet,CRIStAL,http://researchers.lille.inria.fr/abellet,j8svx3IAAAAJ,4095.0,20.0
378,Marc Tommasi,CRIStAL,http://researchers.lille.inria.fr/tommasi,IRyM3b8AAAAJ,3777.0,21.0
379,Xiangdong Li,CUNY,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/Xiangdong-Li,hK4H4z4AAAAJ,32751.0,89.0
380,Susan D. Epstein,CUNY,http://www.cs.hunter.cuny.edu/~epstein,t7wcF4UAAAAJ,1709.0,23.0
381,Saptarshi Debroy,CUNY,http://www.cs.hunter.cuny.edu/~S.Debroy99,z1Lr_cUAAAAJ,404.0,11.0
382,Raffi Khatchadourian,CUNY,http://www.cs.hunter.cuny.edu/~Raffi.Khatchadourian99,gr8cON0AAAAJ,343.0,10.0
383,Saad Mneimneh,CUNY,http://www.cs.hunter.cuny.edu/~saad,8dRxlUsAAAAJ,278.0,8.0
384,Sergei N. Artëmov,CUNY,http://sartemov.ws.gc.cuny.edu,MdiynQcAAAAJ,3606.0,29.0
385,Ioannis Stamos,CUNY,http://www.cs.hunter.cuny.edu/~ioannis,ENLTjooAAAAJ,2620.0,23.0
386,T. Yung Kong,CUNY,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/T-Yung-Kong,Hbb5UBgAAAAJ,3977.0,23.0
387,Saul Aaron Kripke,CUNY,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Philosophy/Faculty-Bios/Saul-Kripke,MRCc_ugAAAAJ,40592.0,25.0
388,Michael E. Kress,CUNY,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/Michael-E-Kress,VB2V-fAAAAAJ,287.0,10.0
389,William G. Sakas,CUNY,http://www.cs.hunter.cuny.edu/~sakas,swe6S54AAAAJ,553.0,9.0
390,Yedidyah Langsam,CUNY,http://eilat.sci.brooklyn.cuny.edu,ahb9YKgAAAAJ,498.0,9.0
391,Gabor T. Herman,CUNY,http://www.dig.cs.gc.cuny.edu/~gabor,B153thgAAAAJ,33638.0,72.0
392,Jie Wei,CUNY,https://www.ccny.cuny.edu/profiles/jie-wei,VOuKF7sAAAAJ,1386.0,9.0
393,Izidor Gertner,CUNY,https://www.ccny.cuny.edu/profiles/izidor-gertner,-3lkqowAAAAJ,1232.0,18.0
394,Akira Kawaguchi,CUNY,https://www.ccny.cuny.edu/profiles/akira-kawaguchi,7cF0q3YAAAAJ,1612.0,15.0
395,Felisa J. Vázquez-Abad,CUNY,http://www.hunter.cuny.edu/csci/people/faculty,KbF8FhwAAAAJ,1160.0,18.0
396,Abbe Mowshowitz,CUNY,https://www.ccny.cuny.edu/profiles/abbe-mowshowitz,KwmExSIAAAAJ,5554.0,30.0
397,Zhigang Xiang,CUNY,http://www.cs.qc.cuny.edu/xiang.html,OFOR6ekAAAAJ,630.0,10.0
398,Michael D. Grossberg,CUNY,https://www.ccny.cuny.edu/profiles/michael-grossberg,O3lqKpcAAAAJ,5833.0,32.0
399,Scott Dexter,CUNY,http://www.sci.brooklyn.cuny.edu/~sdexter,3G3DI9QAAAAJ,1319.0,13.0
