,Name,affiliation,homepage,scholar-id,citations,h-index
122,Srikanth Srinivasan,Aarhus University,https://cs.au.dk/~srikanth,uJzmr8YAAAAJ,854.0,18.0
123,Davide Mottin,Aarhus University,https://mott.in,evZ9Q9EAAAAJ,877.0,14.0
124,Lars Birkedal,Aarhus University,http://cs.au.dk/~birke,1rW-bi0AAAAJ,7213.0,48.0
125,Olav Bertelsen,Aarhus University,http://au.dk/en/olavb@cs,Ydi4uSMAAAAJ,1664.0,20.0
126,Amin Timany,Aarhus University,https://cs.au.dk/~timany,Cgs2hEgAAAAJ,451.0,11.0
127,Gerth Stølting Brodal,Aarhus University,https://cs.au.dk/~gerth,uWU6DcMAAAAJ,4390.0,40.0
128,Diego F. Aranha,Aarhus University,https://dfaranha.github.io,FF26-mIAAAAJ,2827.0,27.0
129,Ole Lehrmann Madsen,Aarhus University,https://pure.au.dk/portal/en/persons/ole-lehrmann-madsen(edbb51a2-ec05-4400-b3ce-24037bad9857).html,CTxgVxsAAAAJ,2782.0,23.0
130,Aslan Askarov,Aarhus University,http://askarov.net,VV78_dMAAAAJ,1855.0,20.0
131,Ivan Bjerre Damgård,Aarhus University,https://cs.au.dk/~ivan/,-UhqXIEAAAAJ,26743.0,73.0
132,Sophia Yakoubov,Aarhus University,https://pure.au.dk/portal/da/persons/sophia-yakoubov(818cd271-6e5e-4980-b248-4a337b7c0603).html,Y_XwzKQAAAAJ,756.0,14.0
133,Jesper Buus Nielsen,Aarhus University,https://pure.au.dk/portal/en/persons/jesper-buus-nielsen(f428c4b3-80b3-403a-ada6-9ecb0fad97b2).html,PoDj4lsAAAAJ,8578.0,40.0
134,Ioannis Caragiannis,Aarhus University,https://cs.au.dk/~iannis/,FSIQi4IAAAAJ,4014.0,37.0
135,Jaco C. van de Pol,Aarhus University,https://cs.au.dk/~jaco,gbSSgnkAAAAJ,4150.0,34.0
136,Gudmund Skovbjerg Frandsen,Aarhus University,http://cs.au.dk/~gudmund,bHvSLToAAAAJ,506.0,11.0
137,Eve E. Hoggan,Aarhus University,http://www.evehoggan.com,EIU2kHUAAAAJ,2502.0,25.0
138,Çigdem Aslay,Aarhus University,https://pure.au.dk/portal/da/persons/cigdem-aslay(921b00ac-c233-4813-be49-89852a83f6bc).html,aVRi34QAAAAJ,384.0,8.0
139,Panagiotis Karras,Aarhus University,http://cs.au.dk/~karras,B6C4aBoAAAAJ,3421.0,25.0
140,Hans-Jörg Schulz,Aarhus University,https://cs.au.dk/~hjschulz,FJKZr4sAAAAJ,2184.0,22.0
141,Bas Spitters,Aarhus University,https://cs.au.dk/~spitters/,Pm70TvUAAAAJ,1603.0,23.0
142,Jean Pichon-Pharabod,Aarhus University,https://jeanpichon.github.io/,ReYyKJAAAAAJ,349.0,8.0
143,Ole Caprani,Aarhus University,http://au.dk/en/ocaprani@cs,r1ysNr0AAAAJ,530.0,13.0
144,Susanne Bødker,Aarhus University,http://pure.au.dk/portal/en/persons/id(87d4fbb6-b38c-449e-b87d-59f693b7d6f0).html,tO-dGhkAAAAJ,17059.0,52.0
145,Chris Schwiegelshohn,Aarhus University,https://cs.au.dk/~schwiegelshohn,X9Hl0LcAAAAJ,532.0,11.0
146,Kristoffer Arnsfelt Hansen,Aarhus University,https://cs.au.dk/~arnsfelt,QttFU2YAAAAJ,623.0,17.0
147,Anders Møller,Aarhus University,https://cs.au.dk/~amoeller,Wx0bdN0AAAAJ,5969.0,37.0
148,Ira Assent,Aarhus University,https://pure.au.dk/portal/en/persons/ira-assent(012c1c28-bfa9-4107-bd8f-97dae008b06d).html,9JqRVSwAAAAJ,4331.0,34.0
149,Ken Pfeuffer,Aarhus University,https://kenpfeuffer.com/,AqmxADkAAAAJ,973.0,15.0
150,Kasper Dalgaard Larsen,Aarhus University,https://cs.au.dk/~larsen/,ZluoxUcAAAAJ,1822.0,26.0
151,Christian N. S. Pedersen,Aarhus University,https://birc.au.dk/~cstorm/,RHtkRKwAAAAJ,3231.0,29.0
152,Henrik Bærbak Christensen,Aarhus University,http://pure.au.dk/portal/en/persons/henrik-baerbak-christensen(4f747aba-32e8-4492-841f-1f9130be6909).html,Eb2LzvUAAAAJ,1495.0,20.0
153,Peyman Afshani,Aarhus University,https://cs.au.dk/~peyman,DNIqUZEAAAAJ,893.0,15.0
154,Marianne Graves Petersen,Aarhus University,http://au.dk/en/mgraves@cs,vgP6E1oAAAAJ,2392.0,23.0
155,Magnus Madsen,Aarhus University,https://cs.au.dk/~magnusm,FuOCN_oAAAAJ,722.0,11.0
156,Kaj Grønbæk,Aarhus University,https://cs.au.dk/~kgronbak/,zaL7iZ4AAAAJ,11598.0,43.0
157,Kurt Jensen,Aarhus University,http://pure.au.dk/portal/en/persons/kurt-jensen(40695a62-b356-4d94-b437-4db0be203bdc).html,OLXJpH8AAAAJ,17333.0,31.0
158,Clemens Nylandsted Klokmose,Aarhus University,https://cs.au.dk/~clemens,ugdQqIcAAAAJ,1612.0,22.0
159,Claudio Orlandi,Aarhus University,https://cs.au.dk/~orlandi,EVDZd5oAAAAJ,3804.0,32.0
160,Morten Kyng,Aarhus University,http://au.dk/en/mkyng@cs,geVags8AAAAJ,13125.0,34.0
161,Peter Alexander Scholl,Aarhus University,https://pascholl.github.io,1k1mPNAAAAAJ,2246.0,23.0
162,Niels Olof Bouvin,Aarhus University,http://pure.au.dk/portal/en/persons/niels-olof-bouvin(a100614b-adba-4dfe-9ada-8df77bfed841).html,Xr8ZJ3kAAAAJ,1234.0,19.0
163,Andreas Pavlogiannis,Aarhus University,https://cs.au.dk/~pavlogiannis/,9QvqaqUAAAAJ,641.0,14.0
164,Amanda Clare,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/afc,dsmbrisAAAAJ,3357.0,21.0
165,António dos Anjos,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ara11,vmlD9VYAAAAJ,314.0,8.0
166,Edel Sherratt,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/eds,,,
167,Chuan Lu,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/cul,tvY6seQAAAAJ,2938.0,27.0
168,Frédéric Labrosse,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ffl,,,
169,N. A. Snooke,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/nns,,,
170,Bernard Paul Tiddeman,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/bpt,pQHTi7UAAAAJ,5583.0,31.0
171,Helen C. Miles,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/hem23,OWuu1f0AAAAJ,419.0,8.0
172,Dimitris P. Tsakiris,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/dit5,05r1hHoAAAAJ,1712.0,25.0
173,Christine Zarges,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/chz8,lDm_Kf4AAAAJ,1024.0,19.0
174,Neil Mac Parthaláin,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ncm,Um3skD0AAAAJ,1155.0,17.0
175,Patricia Shaw,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/phs,4nu22CcAAAAJ,275.0,10.0
176,Qiang Shen,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/qqs,bew3SPIAAAAJ,13153.0,50.0
177,Richard Jensen,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/rkj,_nYdqsoAAAAJ,7657.0,37.0
178,Hannah Dee,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/hmd1,qu8qeygAAAAJ,969.0,15.0
179,Thomas Jansen,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/thj10,eXdrAtQAAAAJ,4524.0,34.0
180,Chris J. Price,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/cjp,,,
181,Reyer Zwiggelaar,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/rrz,NZldyesAAAAJ,5403.0,34.0
182,Myra S. Wilson,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/mxw,,,
183,Kenneth M. Hopkinson,Air Force Institute of Technology,https://www.afit.edu/BIOS/bio.cfm?facID=87,,,
184,Alan C. Lin,Air Force Institute of Technology,https://scholar.afit.edu/etd/index.26.html,fHStX6sAAAAJ,60.0,4.0
185,Jason M. Bindewald,Air Force Institute of Technology,https://scholar.afit.edu/docs/21,tc9vapAAAAAJ,184.0,9.0
186,Laurence D. Merkle,Air Force Institute of Technology,http://afit.academia.edu/xphileprof,42Qq_JwAAAAJ,886.0,16.0
187,Brett J. Borghetti,Air Force Institute of Technology,https://www.afit.edu/BIOS/bio.cfm?facID=18,Z6vGQasAAAAJ,930.0,14.0
188,Gilbert L. Peterson,Air Force Institute of Technology,https://www.afit.edu/BIOS/bio.cfm?facID=172,,,
189,John M. Pecarina,Air Force Institute of Technology,https://apps.dtic.mil/dtic/tr/fulltext/u2/1054676.pdf,cbWT7R8AAAAJ,294.0,11.0
190,Scott L. Nykl,Air Force Institute of Technology,https://www.afit.edu/BIOS/bio.cfm?facID=268,R06F8XQAAAAJ,272.0,10.0
191,Mason Rice,Air Force Institute of Technology,https://www.afit.edu/docs/AFIT-ENG-MS-16-M-016.pdf,,,
192,Mark Reith,Air Force Institute of Technology,https://www.afit.edu/BIOS/bio.cfm?facID=297,,,
193,Sherif El-Kassas,American University in Cairo,https://www.aucegypt.edu/fac/sherifel-kassas,,,
194,Ahmed Rafea,American University in Cairo,https://www.aucegypt.edu/fac/ahmedrafea,szDaQLYAAAAJ,2721.0,26.0
195,Cherif Salama,American University in Cairo,https://www.aucegypt.edu/fac/cherif,YmiuZcEAAAAJ,350.0,9.0
196,Tamer A. ElBatt,American University in Cairo,https://www.aucegypt.edu/fac/tamerel-batt,5w0QmjUAAAAJ,4535.0,25.0
197,Sherif G. Aly,American University in Cairo,https://www.aucegypt.edu/fac/sherifaly,L-4bT2AAAAAJ,181.0,8.0
198,Amr Goneid,American University in Cairo,https://www.aucegypt.edu/fac/amrgoneid,,,
199,Awad H. Khalil,American University in Cairo,https://www.aucegypt.edu/fac/awadkhalil,jtatHAkAAAAJ,4949.0,38.0
200,Mohamed N. Moustafa,American University in Cairo,https://www.aucegypt.edu/fac/mohamedmoustafa,QGdReUEAAAAJ,1173.0,16.0
201,Amr El-Kadi,American University in Cairo,https://www.aucegypt.edu/fac/amrel-kadi,,,
202,Mohamed El Baker Nassar,American University of Beirut,http://www.aub.edu.lb/pages/profile.aspx?memberId=mn115,GrvxLaUAAAAJ,667.0,15.0
203,Fatima Abu Salem,American University of Beirut,http://www.cs.aub.edu.lb/fa21,,,
204,Mohamad Jaber,American University of Beirut,https://www.aub.edu.lb/fas/cs/people/Pages/mj54.aspx,k5WqqOcAAAAJ,1162.0,15.0
205,Ibrahim Issa,American University of Beirut,http://www.aub.edu.lb/pages/profile.aspx?memberId=ii19,6odfSA4AAAAJ,379.0,10.0
206,Paul C. Attie,American University of Beirut,http://www.cs.aub.edu.lb/pa07,weh0F3wAAAAJ,1703.0,20.0
207,Ali Chehab,American University of Beirut,https://website.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=chehab,pu2imbMAAAAJ,4844.0,33.0
208,George M. Turkiyyah,American University of Beirut,https://www.aub.edu.lb/fas/cs/people/Pages/gt02.aspx,hJEdkhYAAAAJ,2062.0,24.0
209,Shady Elbassuoni,American University of Beirut,https://www.aub.edu.lb/fas/cs/people/Pages/se58.aspx,Fe8iIHMAAAAJ,2475.0,22.0
210,Wassim El-Hajj,American University of Beirut,http://staff.aub.edu.lb/~we07,QidtvQgAAAAJ,2747.0,29.0
211,Hassan A. Artail,American University of Beirut,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ha27,Gm0ZtJcAAAAJ,4292.0,34.0
212,Wes Masri,American University of Beirut,http://www.aub.edu.lb/fea/wm13,BQM2KwcAAAAJ,2167.0,20.0
213,Ibrahim C. Abou-Faycal,American University of Beirut,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?memberid=ia14,EwLgoU8AAAAJ,1080.0,14.0
214,Hazem M. Hajj,American University of Beirut,http://feaweb.aub.edu.lb/personalwebsites/hhajj,QidtvQgAAAAJ,2747.0,29.0
215,Fadi A. Zaraket,American University of Beirut,http://research-fadi.aub.edu.lb,1e2w_FoAAAAJ,569.0,13.0
216,Haïdar Safa,American University of Beirut,https://www.aub.edu.lb/fas/cs/people/Pages/hs33.aspx,THYMTJMAAAAJ,1676.0,23.0
217,Louay Bazzi,American University of Beirut,https://www.aub.edu.lb/fea/publicprofile/Pages/profile.aspx?MemberId=lb13,9oNkK7YAAAAJ,576.0,9.0
218,Imad Elhajj,American University of Beirut,http://www.aub.edu.lb/~ie05,wJJeWOEAAAAJ,5040.0,34.0
219,Izzat El Hajj,American University of Beirut,http://www.aub.edu.lb/pages/profile.aspx?memberid=ie22,_VVw504AAAAJ,706.0,13.0
