Name,affiliation,homepage,scholar-id,citations,h-index
Swaprava Nath,IIT Kanpur,https://www.cse.iitk.ac.in/users/swaprava,TlpsH9cAAAAJ,446.0,8.0
Phalguni Gupta,IIT Kanpur,http://www.cse.iitk.ac.in/users/pg,,,
Somenath Biswas,IIT Kanpur,http://www.iitk.ac.in/new/dr-somenath-biswas,remwKicAAAAJ,369.0,12.0
Shashank K. Mehta,IIT Kanpur,http://www.iitk.ac.in/new/dr-shashank-k-mehta,77K1J3cAAAAJ,394.0,10.0
Piyush Rai,IIT Kanpur,http://cse.iitk.ac.in/users/piyush,D50grEgAAAAJ,4118.0,29.0
Ratan K. Ghosh,IIT Kanpur,http://www.iitk.ac.in/new/dr-r-k-ghosh,UNULIi0AAAAJ,854.0,14.0
Nisheeth Srivastava,IIT Kanpur,http://www.iitk.ac.in/new/nisheeth-srivastava,bXX0fekAAAAJ,2258.0,18.0
Manindra Agrawal,IIT Kanpur,http://www.cse.iitk.ac.in/users/manindra,UBXqggoAAAAJ,3965.0,25.0
Medha Atre,IIT Kanpur,http://www.cse.iitk.ac.in/users/atrem,N_manZoAAAAJ,571.0,8.0
Dheeraj Sanghi,IIT Kanpur,http://www.cse.iitk.ac.in/users/dheeraj,I-DJ7EsAAAAJ,8333.0,40.0
Amitabha Mukerjee,IIT Kanpur,http://www.cse.iitk.ac.in/users/amit,6lD1AscAAAAJ,1569.0,20.0
Ajai Jain,IIT Kanpur,http://www.iitk.ac.in/new/dr-ajai-jain,y7TbKJMAAAAJ,3555.0,25.0
Amey Karkare,IIT Kanpur,http://www.cse.iitk.ac.in/users/karkare,WPLq_rQAAAAJ,610.0,11.0
Anil Seth,IIT Kanpur,https://www.cse.iitk.ac.in/users/seth,3eJCZCkAAAAJ,23574.0,71.0
Abir Das,IIT Kharagpur,http://cse.iitkgp.ac.in/~adas,L4yEk2UAAAAJ,1978.0,15.0
Pawan Goyal,IIT Kharagpur,http://cse.iitkgp.ac.in/~pawang,F14FHsIAAAAJ,2313.0,23.0
P. P. Chakrabarti,IIT Kharagpur,http://cse.iitkgp.ac.in/~ppchak,yq-ekN8AAAAJ,3152.0,27.0
Sourangshu Bhattacharya,IIT Kharagpur,http://cse.iitkgp.ac.in/~sourangshu,IixRsP0AAAAJ,622.0,11.0
Sandip Chakraborty,IIT Kharagpur,http://cse.iitkgp.ac.in/~sandipc,dEpbTokAAAAJ,11871.0,54.0
Chitta Mandal,IIT Kharagpur,http://cse.iitkgp.ac.in/~chitta,jkoZD_MAAAAJ,1696.0,23.0
Somak Aditya,IIT Kharagpur,https://adityasomak.github.io,2shiHpwAAAAJ,378.0,11.0
