,name,affiliation,homepage,scholar_id,citations,h-index
11093,Jon Garibaldi,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/jon.garibaldi,L_9C4v0AAAAJ,9944.0,46.0
11094,Jon M. Kleinberg,Cornell University,https://www.cs.cornell.edu/home/kleinber,VX7d5EQAAAAJ,109537.0,117.0
11095,Jon McCormack,Monash University,http://monash.edu/research/explore/en/persons/jon-mccormack(31d10cfb-858c-4a51-845e-7349899e9696).html,nJDUC6cAAAAJ,7432.0,42.0
11096,Jon Oberlander,University of Edinburgh,http://homepages.inf.ed.ac.uk/jon,Sr4lD_YAAAAJ,6989.0,47.0
11097,Jon P. Barker,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/jon-barker,#NAME?,,
11098,Jon Sporring,University of Copenhagen,http://image.diku.dk/sporring,COP1HUwAAAAJ,2379.0,20.0
11099,Jon Whittle,Monash University,https://research.monash.edu/en/persons/jon-whittle,igMJAZwAAAAJ,8167.0,44.0
11100,Jon Youn,University of Nebraska - Omaha,https://www.cune.edu,NOSCHOLARPAGE,,
11101,Jonas Almström Duregård,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/jonas-duregard.aspx,NOSCHOLARPAGE,,
11102,Jonas Kuhn,University of Stuttgart,http://www.ims.uni-stuttgart.de/institut/mitarbeiter/jonas,t5vqVEkAAAAJ,2367.0,25.0
11103,Jonas Teuwen,Radboud University,http://diagnijmegen.nl/index.php/Person?name=Jonas_Teuwen,NOSCHOLARPAGE,,
11104,Jonathan Aldrich,Carnegie Mellon University,http://www.cs.cmu.edu/~./aldrich,AzHmOtcAAAAJ,5933.0,36.0
11105,Jonathan Appavoo,Boston University,http://www.cs.bu.edu/~jappavoo,Z1Kl2REAAAAJ,2631.0,27.0
11106,Jonathan Balkind,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/people/faculty/balkind,AjNcUw4AAAAJ,444.0,9.0
11107,Jonathan Barrett,University of Oxford,https://www.cs.ox.ac.uk/people/jonathan.barrett,rZefS0AAAAAJ,6791.0,30.0
11108,Jonathan Bell 0001,Northeastern University,https://www.jonbell.net,Ov8kof4AAAAJ,2197.0,26.0
11109,Jonathan Berant,Tel Aviv University,http://www.cs.tau.ac.il/~joberant,xCYHonIAAAAJ,7118.0,38.0
11110,Jonathan Brumberg,University of Kansas,https://sanlab.ku.edu/jon-brumberg,k3QunHYAAAAJ,2065.0,18.0
11111,Jonathan C. L. Liu,University of Florida,https://www.cise.ufl.edu/~jcliu,NOSCHOLARPAGE,,
11112,Jonathan Cazalas,King Abdulaziz University,http://kau.cazalas.com,NOSCHOLARPAGE,,
11113,Jonathan Cook,New Mexico State University,http://www.cs.nmsu.edu/~jcook,gnzW58YAAAAJ,4532.0,17.0
11114,Jonathan D. Ventura,UCCS,http://jventura.net,k0E68OgAAAAJ,2174.0,19.0
11115,Jonathan E. Fieldsend,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/jefields,tvV_iQEAAAAJ,3577.0,26.0
11116,Jonathan E. Rowe,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/rowe-jon.aspx,co2yqKoAAAAJ,3814.0,28.0
11117,Jonathan Edward Fieldsend,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/jefields,tvV_iQEAAAAJ,3577.0,26.0
11118,Jonathan F. Buss,University of Waterloo,https://cs.uwaterloo.ca/~jfbuss,68wU4zYAAAAJ,3327.0,22.0
11119,Jonathan F. Gemmell,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=494,RIhZrvIAAAAJ,1486.0,14.0
11120,Jonathan Gaudreault,Université Laval,https://www.ift.ulaval.ca/departement-et-professeurs/professeurs-et-personnel/professeurs-reguliers/fiche/show/gaudreault-jonathan,g7YxejsAAAAJ,1000.0,16.0
11121,Jonathan Gemmell,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=494,RIhZrvIAAAAJ,1486.0,14.0
11122,Jonathan I. Maletic,Kent State University,http://www.cs.kent.edu/~jmaletic,n9_W4kYAAAAJ,9362.0,44.0
11123,Jonathan K. Lazar,University of Maryland - College Park,https://ischool.umd.edu/faculty-staff/jonathan-lazar,CDpfbBsAAAAJ,9343.0,39.0
11124,Jonathan Katz,University of Maryland - College Park,https://www.cs.umd.edu/~jkatz,H4rKFc8AAAAJ,30907.0,85.0
11125,Jonathan Lazar,University of Maryland - College Park,https://ischool.umd.edu/faculty-staff/jonathan-lazar,CDpfbBsAAAAJ,9343.0,39.0
11126,Jonathan Lee 0001,National Taiwan University,https://www.csie.ntu.edu.tw/~jlee,iYNIPS8AAAAJ,26532.0,69.0
11127,Jonathan Lewis,University of St Andrews,https://jonl.host.cs.st-andrews.ac.uk,NOSCHOLARPAGE,,
11128,Jonathan M. Garibaldi,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/jon.garibaldi,L_9C4v0AAAAJ,9944.0,46.0
11129,Jonathan M. Roberts,Queensland University of Technology,https://research.qut.edu.au/qcr/people/jonathan-roberts,1e_R-xoAAAAJ,4070.0,31.0
11130,Jonathan M. Smith,University of Pennsylvania,https://www.cis.upenn.edu/~jms,aF8rREMAAAAJ,18227.0,61.0
11131,Jonathan Mace [SWS],Max Planck Society,https://people.mpi-sws.org/~jcmace,#NAME?,,
11132,Jonathan P. Bollback,IST Austria,https://ist.ac.at/research/research-groups/bollback-group,WWNXoPgAAAAJ,7666.0,24.0
11133,Jonathan P. Whiteley,University of Oxford,https://www.cs.ox.ac.uk/people/jonathan.whiteley,NOSCHOLARPAGE,,
11134,Jonathan R. Ullman,Northeastern University,http://www.ccis.northeastern.edu/people/jonathan-ullman,WfS41RAAAAAJ,3293.0,32.0
11135,Jonathan Ragan-Kelley,Massachusetts Institute of Technology,https://people.eecs.berkeley.edu/~jrk,nBcay4oAAAAJ,4135.0,26.0
11136,Jonathan Richard Shewchuk,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~jrs,R9ZW47sAAAAJ,,
11137,Jonathan Roberts 0001,Queensland University of Technology,https://research.qut.edu.au/qcr/people/jonathan-roberts,1e_R-xoAAAAJ,4070.0,31.0
11138,Jonathan S. Ostroff,York University,http://eecs.lassonde.yorku.ca/faculty/jonathan-s-ostroff,i2OOMegAAAAJ,2741.0,24.0
11139,Jonathan Scarlett,National University of Singapore,https://www.comp.nus.edu.sg/~scarlett,a4D08aQAAAAJ,2081.0,25.0
11140,Jonathan Schaeffer,University of Alberta,https://webdocs.cs.ualberta.ca/~jonathan,W6WwvbQAAAAJ,12500.0,59.0
11141,Jonathan Sun,University of Southern Mississippi,http://www.cs.usm.edu/~jsun,NOSCHOLARPAGE,,
11142,Jonathan Turner,Washington University in St. Louis,http://www.arl.wustl.edu/~jst,Cgx9W6UAAAAJ,31399.0,69.0
11143,Jonathan Ventura,UCCS,http://jventura.net,k0E68OgAAAAJ,2174.0,19.0
11144,Jonathan Walpole,Portland State University,http://web.cecs.pdx.edu/~walpole,#NAME?,,
11145,Jonathan Whittle,Monash University,https://research.monash.edu/en/persons/jon-whittle,igMJAZwAAAAJ,8167.0,44.0
11146,Jonathan Zittrain,Harvard University,http://hls.harvard.edu/faculty/directory/10992/Zittrain,aWZ0YN4AAAAJ,11923.0,34.0
11147,Jonathon S. Hare,University of Southampton,https://www.ecs.soton.ac.uk/people/jsh2,UFeON5oAAAAJ,3480.0,28.0
11148,Jong Cheol Park,KAIST,http://nlp.kaist.ac.kr,u1XiOgvCXnQC,2057.0,22.0
11149,Jong Chul Ye,KAIST,https://bispl.weebly.com/professor.html,HNMjoNEAAAAJ,14655.0,59.0
11150,Jong Kim 0001,POSTECH,https://hpc.postech.ac.kr/~jkim,6t2VQFwAAAAJ,,
11151,Jong-Hoon Kim,Kent State University,http://www.atr.cs.kent.edu/people/jong-hoon_kim,FdTOhw0AAAAJ,,
11152,Jong-Hyeok Lee,POSTECH,http://kle.postech.ac.kr/people/professor,Ly38HXAAAAAJ,2762.0,22.0
11153,Jong-Il Park,Hanyang University,https://mr.hanyang.ac.kr/?page_id=96,NOSCHOLARPAGE,,
11154,Jong-Seok Lee,Yonsei University,http://mcml.yonsei.ac.kr,YGwwt6cAAAAJ,6676.0,30.0
11155,Jong-eun Lee,UNIST,http://ecl.unist.ac.kr,WDBSYbkAAAAJ,1775.0,26.0
11156,Jongeun Lee,UNIST,http://ecl.unist.ac.kr,WDBSYbkAAAAJ,1775.0,26.0
11157,Jonghyuk Kim,University of Technology Sydney,https://www.uts.edu.au/staff/jonghyuk.kim,58mjI9UAAAAJ,,
11158,Jongmoon Baik,KAIST,https://cs.kaist.ac.kr/people/view?idx=371&kind=faculty&menu=170,3kUdJeUAAAAJ,2104.0,26.0
11159,Jongse Park,KAIST,https://jongse-park.github.io,4Fw2ma4AAAAJ,1975.0,17.0
11160,Jongwoo Lim,Hanyang University,http://cvlab.hanyang.ac.kr/~jwlim,5_uwsGAAAAAJ,14840.0,33.0
11161,Joni-Kristian Kämäräinen,Tampere University,https://www.tuni.fi/en/joni-kamarainen,r6Y4nacAAAAJ,5922.0,34.0
11162,Joohyung Lee 0002,Arizona State University,http://peace.eas.asu.edu,WeqC_-MAAAAJ,2796.0,27.0
11163,Joon Hee Han,POSTECH,http://cvlab.postech.ac.kr/jhhan,_mMeOTgAAAAJ,2000.0,22.0
11164,Joon-Kyung Seong,Korea University,http://brein.korea.ac.kr/lab,Q1owmj0AAAAJ,2308.0,28.0
11165,Joos C. A. M. Buijs,TU Eindhoven,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20020361,NOSCHOLARPAGE,,
11166,Joost Batenburg,CWI,https://www.cwi.nl/people/1742,6WpX7xUAAAAJ,7506.0,42.0
11167,Joost Vennekens,KU Leuven,https://people.cs.kuleuven.be/~joost.vennekens,MGIgNOoAAAAJ,1556.0,19.0
11168,Joost-Pieter Katoen,RWTH Aachen,http://www-i2.informatik.rwth-aachen.de/~katoen,yjjO5_oAAAAJ,24214.0,70.0
11169,Jooyong Lee,UNIST,http://www.jooyongyi.com,oJ9PTZIAAAAJ,1297.0,12.0
11170,Jooyong Yi,UNIST,http://www.jooyongyi.com,oJ9PTZIAAAAJ,1297.0,12.0
11171,Jooyoung Lee 0001,KAIST,https://sites.google.com/site/cryptkaist/home,1bPIg-QAAAAJ,1480.0,18.0
11172,Jop Briët,CWI,http://homepages.cwi.nl/~jop,pWvIuEoAAAAJ,741.0,15.0
11173,Jordan Aiko Deja,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665770604&command=GETPROFILE,kqH_ERUAAAAJ,69.0,5.0
11174,Jordan L. Boyd-Graber,University of Maryland - College Park,http://www.umiacs.umd.edu/~jbg,BT4XTP4AAAAJ,10374.0,44.0
11175,Jordan Pollack,Brandeis University,http://www.cs.brandeis.edu/~pollack,NOSCHOLARPAGE,,
11176,Jordi Domingo-Pascual,Polytechnic University of Catalonia,http://personals.ac.upc.edu/jordid,sPD_L5YAAAAJ,1647.0,19.0
11177,Jordi Garcia,Polytechnic University of Catalonia,https://www.facebook.com/public/Jordi-Garcia/school/Polytechnic-University-of-Catalonia-109077209117931,S76yu0YAAAAJ,16989.0,51.0
11178,Jordi Garcia Almiñana,Polytechnic University of Catalonia,http://personals.ac.upc.edu/jordig,S76yu0YAAAAJ,16989.0,51.0
11179,Jordi Guitart,Polytechnic University of Catalonia,https://www.facebook.com/public/Jordi-Guitart/school/Polytechnic-University-of-Catalonia-109077209117931,gq_W4DwAAAAJ,4741.0,33.0
11180,Jordi Perello Muntan,Polytechnic University of Catalonia,http://people.ccaba.upc.edu/perello,N3Xy7m0AAAAJ,1617.0,20.0
11181,Jordi Torres,Polytechnic University of Catalonia,https://www.facebook.com/public/Jordi-Torres-Sanchez/school/Polytechnic-University-of-Catalonia-109077209117931,waODsw0AAAAJ,8071.0,46.0
11182,Jörg Becker 0001,University of Münster,https://www.wi.uni-muenster.de/de/institut/is,VU0qH2MAAAAJ,22992.0,61.0
11183,Jörg Carsten Widmer,IMDEA Networks Institute,http://people.networks.imdea.org/~joerg_widmer,LT1_KV4AAAAJ,18901.0,52.0
11184,Jörg Conradt,KTH Royal Institute of Technology,https://www.kth.se/profile/conr,NGdMpTYAAAAJ,3291.0,28.0
11185,Jörg Denzinger,University of Calgary,http://cpsc.ucalgary.ca/~denzinge,Mb2LCH8AAAAJ,2559.0,28.0
11186,Jörg Endrullis,VU Amsterdam,http://joerg.endrullis.de,wlsbXosAAAAJ,1161.0,22.0
11187,Jörg H. Siekmann,Saarland University,http://siekmann.dfki.de/en/home-2,NOSCHOLARPAGE,,
11188,Jörg Hähner,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/oc/team/haehner,DOIec3gAAAAJ,3049.0,27.0
11189,Jörg Henkel,Karlsruhe Institute of Technology,http://ces.itec.kit.edu/21_henkel.php,AmnIAhEAAAAJ,16452.0,60.0
11190,Jörg Hoffmann 0001,Saarland University,http://fai.cs.uni-saarland.de/hoffmann,NR6qg_UAAAAJ,11998.0,47.0
11191,Jörg Kienzle,McGill University,http://www.cs.mcgill.ca/~joerg/Home/Jorgs_Home.html,INUL3eEAAAAJ,3061.0,27.0
11192,Jörg Liebeherr,University of Toronto,http://www.comm.utoronto.ca/~jorg,8WrYVG8AAAAJ,5412.0,36.0
11193,Jörg Müller 0001,University of Bayreuth,https://www.ai8.uni-bayreuth.de/de/team/Joerg-Mueller/index.php,RdvLNP4AAAAJ,4506.0,34.0
11194,Jörg Nolte,Brandenburg University of Technology,https://www.b-tu.de/en/distributed-systems-operating-systems-group/team/professor,NOSCHOLARPAGE,,
11195,Jörg Ott,TU Munich,https://www.netlab.tkk.fi/~jo,h16ode4AAAAJ,12517.0,49.0
11196,Jörg P. Müller,TU Clausthal,https://meclab.in.tu-clausthal.de/members/member.php?member=joerg.mueller,qU5PVzAAAAAJ,6783.0,35.0
11197,Jörg Peters,University of Florida,http://www.cise.ufl.edu/~jorg,MoMic_4AAAAJ,11823.0,62.0
11198,Jörg Raisch,TU Berlin,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/raisch/parameter/en/,sVunjlIAAAAJ,6549.0,38.0
11199,Jörg Rothe,University of Düsseldorf,https://ccc.cs.uni-duesseldorf.de/~rothe,NRdBUrwAAAAJ,5332.0,38.0
11200,Jörg Sander 0001,University of Alberta,https://webdocs.cs.ualberta.ca/~joerg,QzFTFLEAAAAJ,51205.0,46.0
11201,Jörg Schröttner,Graz University of Technology,https://www.tugraz.at/institute/hce/institut/team,NOSCHOLARPAGE,,
11202,Jörg Schwenk,Ruhr-University Bochum,http://nds.rub.de/chair/people/joerg-schwenk,IetgqsgAAAAJ,6030.0,39.0
11203,Jörg Widmer,IMDEA Networks Institute,http://people.networks.imdea.org/~joerg_widmer,LT1_KV4AAAAJ,18901.0,52.0
11204,Jörg-Rüdiger Sack,Carleton University,http://www.scs.carleton.ca/~sack,NOSCHOLARPAGE,,
11205,Jorge A. Sánchez,Universidad Nacional de Córdoba,https://www.famaf.unc.edu.ar/~jsanchez,XV4_wlwAAAAJ,8528.0,16.0
11206,Jorge Alejandro Villalobos,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/jvillalo/es/inicio,6pj6oSUAAAAJ,880.0,16.0
11207,Jorge Arturo Cobb,University of Texas at Dallas,http://www.utdallas.edu/~jcobb,NOSCHOLARPAGE,,
11208,Jorge C. Lucero,Universidade de Brasília,http://cic.unb.br/~lucero,YRGc9WwAAAAJ,1620.0,23.0
11209,Jorge Cruz 0001,Universidade NOVA de Lisboa,http://nova-lincs.di.fct.unl.pt/person/187,ENwGNokAAAAJ,297.0,10.0
11210,Jorge Curiel-Esparza,TU Munich,https://www7.in.tum.de/~esparza,iyM7fFgAAAAJ,877.0,17.0
11211,Jorge Duitama,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/jaduitama/es/inicio,hQq44SkAAAAJ,1848.0,23.0
11212,Jorge Fernandes,Universidade de Lisboa,http://fcsh.unl.pt/faculdade/docentes/pfernandes,DGDFIzgAAAAJ,2416.0,26.0
11213,Jorge Garcia Vidal,Polytechnic University of Catalonia,http://people.ac.upc.edu/jorge,NOSCHOLARPAGE,,
11214,Jorge Gonçalves 0001,University of Melbourne,http://www.jorgegoncalves.com,SkQ6OisAAAAJ,3690.0,32.0
11215,Jorge Graña,University of A Coruña,https://pdi.udc.es/en/File/Pdi/WY69E,NOSCHOLARPAGE,,
11216,Jorge Graña Gil,University of A Coruña,https://pdi.udc.es/en/File/Pdi/WY69E,NOSCHOLARPAGE,,
11217,Jorge Marx Gómez,University of Oldenburg,https://uol.de/jorge-marx-gomez,NOSCHOLARPAGE,,
11218,Jorge Novo,University of A Coruña,http://www.varpa.es/~jnovo,6mRipmwAAAAJ,1361.0,20.0
11219,Jorge Novo Buján,University of A Coruña,http://www.varpa.es/~jnovo,6mRipmwAAAAJ,1361.0,20.0
11220,Jorge Pérez 0001,Universidad de Chile,https://users.dcc.uchile.cl/~jperez,a6lUuiwAAAAJ,4869.0,25.0
11221,Jorge S. Marques,Universidade de Lisboa,http://users.isr.ist.utl.pt/~jsm,8Vwg-7sAAAAJ,6096.0,39.0
11222,Jorge Sánchez,Universidad Nacional de Córdoba,https://www.famaf.unc.edu.ar/~jsanchez,XV4_wlwAAAAJ,8528.0,16.0
11223,Jorge Stolfi,UNICAMP,https://twitter.com/jorgestolfi?lang=en,mLo7gCEAAAAJ,7573.0,31.0
11224,Jorge Villalobos,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/jvillalo/es/inicio,6pj6oSUAAAAJ,880.0,16.0
11225,Jorgen P. Bansler,University of Copenhagen,http://diku.dk/Ansatte/beskrivelse/?id=160232,YuHIy0IAAAAJ,1954.0,24.0
11226,Jorgen Peddersen,UNSW,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/jorgen-peddersen,NOSCHOLARPAGE,,
11227,Joris M. Mooij,University of Amsterdam,https://staff.fnwi.uva.nl/j.m.mooij,Td3_kIwAAAAJ,7081.0,31.0
11228,Jörn Diedrichsen,Western University,http://www.diedrichsenlab.org,mF72dYoAAAAJ,16637.0,65.0
11229,Jörn Janneck,Lund University,http://www.lunduniversity.lu.se/lucat/user/6d94f235ba6e4b38f5fbc1a7b0ed0c00,acaDIH8AAAAJ,4089.0,29.0
11230,Jörn Müller-Quade,Karlsruhe Institute of Technology,http://crypto.iti.kit.edu/index.php?id=iks-mueller-quade,iJjzGQkAAAAJ,2214.0,26.0
11231,Jörn Ostermann,University of Hannover,http://www.tnt.uni-hannover.de/~osterman,WRTLuxcAAAAJ,11735.0,48.0
11232,Jos Roerdink,University of Groningen,https://www.rug.nl/staff/j.b.t.m.roerdink,jCFYHlkAAAAJ,8025.0,42.0
11233,Jos Uiterwijk,Maastricht University,https://dke.maastrichtuniversity.nl/jos.uiterwijk,qK2Jwm0AAAAJ,3036.0,26.0
11234,Jos W. H. M. Uiterwijk,Maastricht University,https://dke.maastrichtuniversity.nl/jos.uiterwijk,qK2Jwm0AAAAJ,3036.0,26.0
11235,Joschka Bödecker,University of Freiburg,https://nr.informatik.uni-freiburg.de/people/joschka-boedecker,2mv2dDkAAAAJ,2581.0,23.0
11236,Joschka Boedecker,University of Freiburg,https://nr.informatik.uni-freiburg.de/people/joschka-boedecker,2mv2dDkAAAAJ,2581.0,23.0
11237,José A. B. Fortes,University of Florida,https://www.acis.ufl.edu/people/fortes,NOSCHOLARPAGE,,
11238,José A. B. Gerald,Universidade de Lisboa,http://ieeexplore.ieee.org/document/7845358,NOSCHOLARPAGE,,
11239,Jose A. Perea,Northeastern University,https://www.joperea.com,XSTHhuQAAAAJ,706.0,12.0
11240,José A. Ramos,Nova Southeastern University,https://cec.nova.edu/faculty/ramos-jose.html,NOSCHOLARPAGE,,
11241,José A. S. Monteiro,UFPE,http://www.di.ufpe.br/~suruagy,xCIQf-QAAAAJ,801.0,12.0
11242,José Alberto R. P. Sardinha,Universidade de Lisboa,http://web.ist.utl.pt/ist25149/Publications.html,NOSCHOLARPAGE,,
11243,José Alberto Rodrigues Pereira Sardinha,Universidade de Lisboa,http://web.ist.utl.pt/ist25149/Publications.html,NOSCHOLARPAGE,,
11244,José Antonio Becerra,University of A Coruña,https://pdi.udc.es/es/File/Pdi/EU69E,QTPUBioAAAAJ,612.0,11.0
11245,José Antonio Becerra Permuy,University of A Coruña,https://pdi.udc.es/es/File/Pdi/EU69E,QTPUBioAAAAJ,612.0,11.0
11246,José António Beltran Gerald,Universidade de Lisboa,http://ieeexplore.ieee.org/document/7845358,NOSCHOLARPAGE,,
11247,José Augusto Suruagy Monteiro,UFPE,http://www.di.ufpe.br/~suruagy,xCIQf-QAAAAJ,801.0,12.0
11248,José Bento 0001,Boston College,http://www.jbento.net,8K6Z0lEAAAAJ,7407.0,41.0
11249,José Bento Ayres Pereira,Boston College,http://www.jbento.net,8K6Z0lEAAAAJ,7407.0,41.0
11250,José C. Monteiro,Universidade de Lisboa,http://algos.inesc-id.pt/~jcm,tkeh3OAAAAAJ,3275.0,25.0
11251,José Camacho-Collados,Cardiff University,https://www.cardiff.ac.uk/people/view/1178085-camacho-collados-jose,NP4KdQQAAAAJ,2750.0,24.0
11252,José Carlos Alves Pereira Monteiro,Universidade de Lisboa,http://algos.inesc-id.pt/~jcm,tkeh3OAAAAAJ,3275.0,25.0
11253,José Carlos Dafonte Vázquez,University of A Coruña,https://pdi.udc.es/en/File/Pdi/9K9AF,plU2iAkAAAAJ,13820.0,29.0
11254,Jose Dolz,ETS Montreal,https://www.etsmtl.ca/Professeurs/jdolz,yHQIFFMAAAAJ,2831.0,28.0
11255,José Dolz,ETS Montreal,https://www.etsmtl.ca/Professeurs/jdolz,yHQIFFMAAAAJ,2831.0,28.0
11256,José Elias C. Arroyo,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~jarroyo,4Z4noW4AAAAJ,1193.0,14.0
11257,José Elías C. Arroyo,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~jarroyo,4Z4noW4AAAAJ,1193.0,14.0
11258,José Elias Claudio Arroyo,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~jarroyo,4Z4noW4AAAAJ,1193.0,14.0
11259,José F. Martínez,Cornell University,http://www.csl.cornell.edu/~martinez,f1CZknQAAAAJ,15035.0,57.0
11260,José F. Morales,IMDEA Software Institute,http://software.imdea.org/people/josef.morales,DZOdfUIAAAAJ,821.0,13.0
11261,José F. Rodrigues Jr.,USP-ICMC,http://conteudo.icmc.usp.br/pessoas/junio/Site/index.htm,2ekgPGkAAAAJ,1106.0,16.0
11262,José Fernando Alves da Silva,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/downloadFile/1126518382134006/fernandos.html,NOSCHOLARPAGE,,
11263,José Fernando Rodrigues Jr.,USP-ICMC,http://conteudo.icmc.usp.br/pessoas/junio/Site/index.htm,2ekgPGkAAAAJ,1106.0,16.0
11264,José Fernando Silva,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/downloadFile/1126518382134006/fernandos.html,NOSCHOLARPAGE,,
11265,José Ferreira de Rezende,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/2306-rezende,G6UXKicAAAAJ,1779.0,23.0
11266,José Francisco Morales,IMDEA Software Institute,http://software.imdea.org/people/josef.morales,DZOdfUIAAAAJ,821.0,13.0
11267,José G. Delgado-Frias,Washington State University,http://www.eecs.wsu.edu/~jdelgado,NOSCHOLARPAGE,,
11268,Jose Gustavo Paiva,UFU,http://www.facom.ufu.br/~jgustavo,k0MT90YAAAAJ,326.0,8.0
11269,Jose Gustavo de Souza Paiva,UFU,http://www.facom.ufu.br/~jgustavo,k0MT90YAAAAJ,326.0,8.0
11270,José Gustavo de Souza Paiva,UFU,http://www.facom.ufu.br/~jgustavo,k0MT90YAAAAJ,326.0,8.0
11271,Jose Joaquin Garcia-Luna-Aceves,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/jj,wLtmXGQAAAAJ,42009.0,104.0
11272,José Júlio Alferes,Universidade NOVA de Lisboa,https://userweb.fct.unl.pt//~jja,_AAJe1sAAAAJ,4264.0,34.0
11273,José Legatheaux Martins,Universidade NOVA de Lisboa,http://legatheaux.eu,jWrKqacAAAAJ,549.0,12.0
11274,José Losada,University of A Coruña,https://pdi.udc.es/en/File/Pdi/DJ5HF,NOSCHOLARPAGE,,
11275,José Luis Borbinha,Universidade de Lisboa,http://joslusborbinha.cgpublisher.com/product/pub.222/prod.27,NOSCHOLARPAGE,,
11276,José Luis Brinquete Borbinha,Universidade de Lisboa,http://joslusborbinha.cgpublisher.com/product/pub.222/prod.27,NOSCHOLARPAGE,,
11277,José Luis Rojo-Álvarez,Universidad Rey Juan Carlos,https://gestion2.urjc.es/pdi/ver/joseluis.rojo,KaBeaJwAAAAJ,8118.0,43.0
11278,José M. Barceló,Polytechnic University of Catalonia,http://compnet.ac.upc.edu/intranet/?q=node/169,NOSCHOLARPAGE,,
11279,José M. Barceló-Ordinas,Polytechnic University of Catalonia,http://compnet.ac.upc.edu/intranet/?q=node/169,NOSCHOLARPAGE,,
11280,Jose M. Carmena,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/carmena.html,yTIIzd0AAAAJ,99.0,6.0
11281,José M. Cela,Polytechnic University of Catalonia,https://www.bsc.es/about-bsc/staff-directory/cela-espin-jose-maria,QJWbGSEAAAAJ,1801.0,12.0
11282,José M. García 0001,University of Murcia,http://webs.um.es/jmgarcia/miwiki/doku.php,QzRE5OIAAAAJ,3353.0,27.0
11283,José M. Juarez,University of Murcia,http://webs.um.es/jmjuarez,cCDpQu4AAAAJ,931.0,17.0
11284,José M. Llabería,Polytechnic University of Catalonia,https://www.ac.upc.edu/en/content/llaberia,NOSCHOLARPAGE,,
11285,Jose M. Such,King's College London,https://www.kcl.ac.uk/people/jose-such,xNr_IMUAAAAJ,2019.0,27.0
11286,José M. Tribolet,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist10876,dzslQ5MAAAAJ,4906.0,30.0
11287,José M. Vidal,University of South Carolina,http://jmvidal.cse.sc.edu,pKs-384AAAAJ,3036.0,29.0
11288,José Manuel Cadenas,University of Murcia,http://www.diic.um.es/~jcadenas,GPMpqNkAAAAJ,1735.0,22.0
11289,José Manuel García Carrasco,University of Murcia,http://webs.um.es/jmgarcia/miwiki/doku.php,QzRE5OIAAAAJ,3353.0,27.0
11290,José Manuel Vázquez-Naya,University of A Coruña,https://pdi.udc.es/es/File/Pdi/HE9JF,4RFnlZ0AAAAJ,481.0,12.0
11291,José Marcos S. Nogueira,UFMG,http://homepages.dcc.ufmg.br/~jmarcos,SmuqzcYAAAAJ,4815.0,29.0
11292,José Marcos Silva Nogueira,UFMG,http://homepages.dcc.ufmg.br/~jmarcos,SmuqzcYAAAAJ,4815.0,29.0
11293,José Maria Barceló-Ordinas,Polytechnic University of Catalonia,http://compnet.ac.upc.edu/intranet/?q=node/169,NOSCHOLARPAGE,,
11294,José María Cela,Polytechnic University of Catalonia,https://www.bsc.es/about-bsc/staff-directory/cela-espin-jose-maria,QJWbGSEAAAAJ,1801.0,12.0
11295,Jose María Cela-Espín,Polytechnic University of Catalonia,https://www.bsc.es/about-bsc/staff-directory/cela-espin-jose-maria,QJWbGSEAAAAJ,1801.0,12.0
11296,José María Llabería,Polytechnic University of Catalonia,https://www.ac.upc.edu/en/content/llaberia,NOSCHOLARPAGE,,
11297,José Mennesson,CRIStAL,https://www.cristal.univ-lille.fr/profil/mennesso,GZUxAm4AAAAJ,,
