,name,affiliation,homepage,scholar_id,citations,h-index
3481,Chao Ma 0004,Shanghai Jiao Tong University,https://vision.sjtu.edu.cn,syoPhv8AAAAJ,7293.0,24.0
3482,Chao Peng,Rochester Institute of Technology,https://people.rit.edu/cxpigm,NOSCHOLARPAGE,,
3483,Chao Qian 0001,Nanjing University,http://www.lamda.nju.edu.cn/qianc,Gn5BXswAAAAJ,1076.0,19.0
3484,Chao Shen 0001,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/cshen,m6QY7-wAAAAJ,2744.0,30.0
3485,Chao Wang 0001,University of Southern California,http://www-bcf.usc.edu/~wang626,q2L3v6kAAAAJ,21400.0,64.0
3486,Chao Xu 0006,Peking University,http://www.cis.pku.edu.cn/faculty/vision/xuchao/xuchao01.htm,NOSCHOLARPAGE,,
3487,Chao Yang 0015,Hunan University,http://csee.hnu.edu.cn/people/yangchao,NOSCHOLARPAGE,,
3488,Chao Yang 0016,Xidian University,https://faculty.xidian.edu.cn/yc,Z8_q6TcAAAAJ,333.0,9.0
3489,Chao Zhang 0001,Peking University,http://www.cis.pku.edu.cn/faculty/vision/zhangchao/zhangchao.htm,i-vJ_-UAAAAJ,391.0,12.0
3490,Chao Zhang 0008,Tsinghua University,https://www.cs.tsinghua.edu.cn/publish/csen/4623/2020/20200105192656183949129/20200105192656183949129_.html,NOSCHOLARPAGE,,
3491,Chao Zhang 0014,Georgia Institute of Technology,http://chaozhang.org,CeEO6SIAAAAJ,4550.0,33.0
3492,Chao-Chun Chen,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/42,NOSCHOLARPAGE,,
3493,Chaofeng Sha,Fudan University,http://www.cs.fudan.edu.cn/?page_id=1918###,NOSCHOLARPAGE,,
3494,Chaokun Wang,Tsinghua University,http://ise.thss.tsinghua.edu.cn/~wangchaokun,NOSCHOLARPAGE,,
3495,Chaoli Wang 0001,University of Notre Dame,http://www3.nd.edu/~cwang11/about.html,z13bIdkAAAAJ,3254.0,31.0
3496,Chaowei Xiao,Arizona State University,https://xiaocw11.github.io,Juoqtj8AAAA,,
3497,Chaoyang Zhang,University of Southern Mississippi,http://orca.st.usm.edu/~zhang,NOSCHOLARPAGE,,
3498,Charalambos Christou,University of Nicosia,https://www.unic.ac.cy/christou-charalambos,NOSCHOLARPAGE,,
3499,Charalambos Poullis,Concordia University,http://www.poullis.org,IhcdDa8AAAAJ,1287.0,19.0
3500,Charalampos Chelmis,University at Albany - SUNY,https://www.albany.edu/ceas/73411.php,#NAME?,,
3501,Charalampos E. Tsourakakis,Boston University,http://people.seas.harvard.edu/~babis,IkEXPUEAAAAJ,4897.0,32.0
3502,Charalampos Konstantopoulos,University of Piraeus,https://www.unipi.gr/unipi/en/konstant.html,Q0GeDawAAAAJ,3513.0,26.0
3503,Charalampos Papamanthou,Yale University,https://www.cs.yale.edu/homes/cpap,4k0lzWwAAAAJ,10035.0,38.0
3504,Charalampos Rotsos,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/charalampos-rotsos,nv7kXNAAAAAJ,1421.0,13.0
3505,Charalampos Saitis,Queen Mary University of London,http://eecs.qmul.ac.uk/profiles/saitischaralampos.html,XnHVRqYAAAAJ,569.0,15.0
3506,Charibeth Cheng,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742678866&command=GETPROFILE,wKwXbiUAAAAJ,274.0,10.0
3507,Charibeth K. Cheng,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742678866&command=GETPROFILE,wKwXbiUAAAAJ,274.0,10.0
3508,Charibeth Ko Cheng,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742678866&command=GETPROFILE,wKwXbiUAAAAJ,274.0,10.0
3509,Charilaos Efthymiou,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/charilaos_efthymiou,nvR9LcQAAAAJ,643.0,12.0
3510,Charith Mendis,Univ. of Illinois at Urbana-Champaign,https://charithmendis.com,utZ3JYUAAAAJ,365.0,11.0
3511,Charith Perera,Cardiff University,https://www.cardiff.ac.uk/people/view/1273249-perera-charith,gWSHiEkAAAAJ,9667.0,32.0
3512,Charles Albert Wüthrich,Bauhaus University Weimar,https://www.uni-weimar.de/de/medien/professuren/medieninformatik/grafische-datenverarbeitung,NOSCHOLARPAGE,,
3513,Charles Anderson 0001,Colorado State University,http://www.cs.colostate.edu/~anderson,plBNA0EAAAAJ,,
3514,Charles B. Owen,Michigan State University,http://www.cse.msu.edu/~cbowen,zBuDgD0AAAAJ,3937.0,31.0
3515,Charles Border,Rochester Institute of Technology,https://www.rit.edu/gccis/charlie-border,NOSCHOLARPAGE,,
3516,Charles Bouillaguet,CRIStAL,http://cristal.univ-lille.fr/~bouillag,5ov-TX4AAAAJ,946.0,18.0
3517,Charles C. Weems,University of Massachusetts Amherst,https://people.cs.umass.edu/~weems,bkN-YUkAAAAJ,3076.0,30.0
3518,Charles C. Weems Jr.,University of Massachusetts Amherst,https://people.cs.umass.edu/~weems,bkN-YUkAAAAJ,3076.0,30.0
3519,Charles D. Hansen,University of Utah,https://www.cs.utah.edu/~hansen,UqyaAQQAAAAJ,13128.0,58.0
3520,Charles Dierbach,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/cdierbach.html,NOSCHOLARPAGE,,
3521,Charles E. Hughes,University of Central Florida,http://www.cs.ucf.edu/~ceh,pbb9CG4AAAAJ,4111.0,31.0
3522,Charles E. Leiserson,Massachusetts Institute of Technology,http://people.csail.mit.edu/cel,gWBoNCsAAAAJ,91798.0,65.0
3523,Charles E. McDowell,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/charlie,vizwcbsAAAAJ,4132.0,23.0
3524,Charles F. Van Loan,Cornell University,http://www.cs.cornell.edu/cv,N7sfFpcAAAAJ,96631.0,47.0
3525,Charles Gretton,Australian National University,https://cecs.anu.edu.au/people/charles-gretton,C6mgJ_QAAAAJ,973.0,15.0
3526,Charles Isbell,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Charles.Isbell,NOSCHOLARPAGE,,
3527,Charles J. Colbourn,Arizona State University,http://www.public.asu.edu/~ccolbou,NOSCHOLARPAGE,,
3528,Charles Joseph Colbourn,Arizona State University,http://www.public.asu.edu/~ccolbou,NOSCHOLARPAGE,,
3529,Charles K. Nicholas,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~nicholas/charles_nicholas.html,i3uLKmkAAAAJ,15193.0,38.0
3530,Charles L. A. Clarke,University of Waterloo,https://plg.uwaterloo.ca/~claclark,TkVleDIAAAAJ,10821.0,50.0
3531,Charles L. Isbell Jr.,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Charles.Isbell,NOSCHOLARPAGE,,
3532,Charles Lee Isbell Jr.,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Charles.Isbell,NOSCHOLARPAGE,,
3533,Charles M. Eastman,Georgia Institute of Technology,http://arch.gatech.edu/charles-eastman,NOSCHOLARPAGE,,
3534,Charles Martin 0001,Australian National University,http://cs.anu.edu.au/people/charles-martin,mTlH4G8AAAAJ,324.0,10.0
3535,Charles Nicholas,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~nicholas/charles_nicholas.html,i3uLKmkAAAAJ,15193.0,38.0
3536,Charles Ofria,Michigan State University,http://www.ofria.com,nYLuKDAAAAAJ,7676.0,34.0
3537,Charles P. Martin,Australian National University,http://cs.anu.edu.au/people/charles-martin,mTlH4G8AAAAJ,324.0,10.0
3538,Charles Paperman,CRIStAL,https://www.cristal.univ-lille.fr/profil/cpaperma,jzXAoMcAAAAJ,102.0,6.0
3539,Charles Patrick Martin,Australian National University,http://cs.anu.edu.au/people/charles-martin,mTlH4G8AAAAJ,324.0,10.0
3540,Charles Perin,University of Victoria,http://charlesperin.net,raZc4aoAAAAJ,1117.0,18.0
3541,Charles R. Wallace,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/wallace,NOSCHOLARPAGE,,
3542,Charles Rich,Worcester Polytechnic Institute,http://www.cs.wpi.edu/~rich,zCeJN3UAAAAJ,7146.0,38.0
3543,Charles Stewart,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~stewart,7egtxu0AAAAJ,6430.0,36.0
3544,Charles Thevathayan,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/t/thevathayan-dr-charles,GrY0NNgAAAAJ,164.0,6.0
3545,Charles Van Loan,Cornell University,http://www.cs.cornell.edu/cv,N7sfFpcAAAAJ,96631.0,47.0
3546,Charles W. Anderson,Colorado State University,http://www.cs.colostate.edu/~anderson,plBNA0EAAAAJ,,
3547,Charles Wallace,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/wallace,NOSCHOLARPAGE,,
3548,Charles Wright,Portland State University,http://web.cecs.pdx.edu/%7Ecvwright,NOSCHOLARPAGE,,
3549,Charles X. Ling,Western University,http://cling.csd.uwo.ca,eFJ_tVsAAAAJ,10732.0,44.0
3550,Charles Zhang,HKUST,http://www.cs.ust.hk/~charlesz,JlkjyIoAAAAJ,742.0,12.0
3551,Charless C. Fowlkes,Univ. of California - Irvine,http://www.ics.uci.edu/~fowlkes,yLQF4mkAAAAJ,27927.0,53.0
3552,Charlie E. Hughes,University of Central Florida,http://www.cs.ucf.edu/~ceh,pbb9CG4AAAAJ,4111.0,31.0
3553,Charlie McDowell,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/charlie,vizwcbsAAAAJ,4132.0,23.0
3554,Charlie Obimbo,University of Guelph,https://www.uoguelph.ca/computing/people/charlie-obimbo,NOSCHOLARPAGE,,
3555,Charmaine Barreto,Nova Southeastern University,https://cec.nova.edu/faculty/barreto-charmaine.html,NOSCHOLARPAGE,,
3556,Chase Q. Wu,NJIT,http://cs.njit.edu/people/wu.php,C__DNg8AAAAJ,4391.0,28.0
3557,Chase Qishi Wu,NJIT,http://cs.njit.edu/people/wu.php,C__DNg8AAAAJ,4391.0,28.0
3558,Chat Wacharamanotham,University of Zurich,http://www.ifi.uzh.ch/zpac/people/chat.html,X-LAWNgAAAAJ,617.0,14.0
3559,Chatchavan Wacharamanotham,University of Zurich,http://www.ifi.uzh.ch/zpac/people/chat.html,X-LAWNgAAAAJ,617.0,14.0
3560,Chatchawit Aporntewan,Chulalongkorn University,http://www.bioinfo.sc.chula.ac.th/people/Chatchawit%20.html,NOSCHOLARPAGE,,
3561,Chaur-Chin Chen,National Tsing Hua University,http://www.cs.nthu.edu.tw/~cchen,NOSCHOLARPAGE,,
3562,Chaw-Seng Woo,University of Malaya,https://umexpert.um.edu.my/cswoo,R8Poty8AAAAJ,291.0,9.0
3563,Chaya Ganesh,IISc Bangalore,https://www.csa.iisc.ac.in/~chaya,b_NnjeQAAAAJ,331.0,10.0
3564,Chayakorn Netramai,KMUTNB,https://tggs.kmutnb.ac.th/asst-prof-dr-ing-chayakorn-netramai,mGzsTX4AAAAJ,94.0,5.0
3565,Che-Rung Lee,National Tsing Hua University,http://www.cs.nthu.edu.tw/~cherung,FoJPzwUAAAAJ,711.0,15.0
3566,Chebiyyam Siva Ram Murthy,IIT Madras,http://www.cse.iitm.ac.in/~murthy,VjJFBjcAAAAJ,11334.0,43.0
3567,Chee K. Yap,New York University,http://cs.nyu.edu/yap,NOSCHOLARPAGE,,
3568,Chee Keong Kwoh 0001,Nanyang Technological University,http://www.ntu.edu.sg/home/asckkwoh,jVn0wDMAAAAJ,6664.0,39.0
3569,Chee Seng Chan,University of Malaya,http://web.fsktm.um.edu.my/~cschan,hKfga9oAAAAJ,4486.0,31.0
3570,Chee Wei Tan 0001,City University of Hong Kong,https://www.cs.cityu.edu.hk/~cheewtan,G2CBtcAAAAAJ,4944.0,34.0
3571,Chee Yap,New York University,http://cs.nyu.edu/yap,NOSCHOLARPAGE,,
3572,Chee Yong Chan,National University of Singapore,https://www.comp.nus.edu.sg/~chancy,mcz6T78AAAAJ,6255.0,32.0
3573,Chee-Hung Henry Chu,University of Louisiana - Lafayette,https://www.louisiana.edu/academics/awards-recognition/faculty-achievements/distinguished-professor-awards,NOSCHOLARPAGE,,
3574,Chee-Keng Yap,New York University,http://cs.nyu.edu/yap,NOSCHOLARPAGE,,
3575,Chee-Keong Kwoh 0001,Nanyang Technological University,http://www.ntu.edu.sg/home/asckkwoh,jVn0wDMAAAAJ,6664.0,39.0
3576,Chee-Wei Tan 0001,City University of Hong Kong,https://www.cs.cityu.edu.hk/~cheewtan,G2CBtcAAAAAJ,4944.0,34.0
3577,Chee-Yong Chan,National University of Singapore,https://www.comp.nus.edu.sg/~chancy,mcz6T78AAAAJ,6255.0,32.0
3578,Cheeha Kim,POSTECH,http://phome.postech.ac.kr/user/indexSub.action?codyMenuSeq=2021040&siteId=citeng&menuUIType=top,1UlTiEMAAAAJ,4569.0,22.0
3579,Chein-I Chang,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/people/faculty/chein-i-chang,03Bww5gAAAAJ,26781.0,68.0
3580,Chellu Chandra Sekhar,IIT Madras,https://www.iitm.ac.in/info/fac/cchandra,rO5ZgW4AAAAJ,1143.0,19.0
3581,Chelsea Finn,Stanford University,http://ai.stanford.edu/~cbfinn,vfPE6hgAAAAJ,22311.0,52.0
3582,Chen (Cherie) Ding,Ryerson University,https://www.scs.ryerson.ca/~cding,NOSCHOLARPAGE,,
3583,Chen Change Loy,Nanyang Technological University,http://personal.ie.cuhk.edu.hk/~ccloy,559LF80AAAAJ,43456.0,87.0
3584,Chen Chen 0001,University of Central Florida,https://www.crcv.ucf.edu/chenchen,TuEwcZ0AAAAJ,9837.0,50.0
3585,Chen Ding 0001,University of Rochester,http://www.cs.rochester.edu/~cding,SZuNhvQAAAAJ,4924.0,39.0
3586,Chen Greif,University of British Columbia,https://www.cs.ubc.ca/~greif,NOSCHOLARPAGE,,
3587,Chen Hajaj,Ariel University,https://www.ariel.ac.il/wp/chen-hajaj,Zy2cIskAAAAJ,325.0,10.0
3588,Chen Li 0001,Univ. of California - Irvine,https://chenli.ics.uci.edu,NOSCHOLARPAGE,,
3589,Chen Ma 0001,City University of Hong Kong,https://allenjack.github.io,sSy7nvsAAAAJ,508.0,10.0
3590,Chen Qian 0001,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/qian,QRxf7EUAAAAJ,3263.0,31.0
3591,Chen Sun 0002,Brown University,https://chensun.me,vQa7heEAAAAJ,12479.0,34.0
3592,Chen Tian 0001,Nanjing University,https://cs.nju.edu.cn/tianchen,OYNQpFYAAAAJ,4488.0,25.0
3593,Chen Yu 0001,Indiana University,https://psych.indiana.edu/directory/faculty/yu-chen.html,SA3IoXwAAAAJ,9219.0,44.0
3594,Chen-Ching Liu,Washington State University,https://school.eecs.wsu.edu/people/faculty/chen-ching-liu,NOSCHOLARPAGE,,
3595,Chen-Nee Chuah,Univ. of California - Davis,https://www.ece.ucdavis.edu/~chuah/rubinet/people/chuah/bio.html,bZNRLNAAAAAJ,12379.0,49.0
3596,Chenfanfu Jiang,University of Pennsylvania,http://www.seas.upenn.edu/~cffjiang,jTivVMEAAAAJ,2643.0,27.0
3597,Cheng Chang Lu,Kent State University,http://www.cs.kent.edu/~lucc,NOSCHOLARPAGE,,
3598,Cheng Deng,Xidian University,http://see.xidian.edu.cn/faculty/chdeng,OROjmc8AAAAJ,6344.0,42.0
3599,Cheng He 0001,SUSTech,https://www.emigroup.tech,I28xMFQAAAAJ,893.0,15.0
3600,Cheng Jin,Fudan University,http://homepage.fudan.edu.cn/chengjin,NOSCHOLARPAGE,,
3601,Cheng Long,Nanyang Technological University,https://personal.ntu.edu.sg/c.long/index.html,LybJ7ksAAAAJ,1146.0,19.0
3602,Cheng Tan 0005,Northeastern University,https://naizhengtan.github.io,OTzvsa4AAAAJ,158.0,5.0
3603,Cheng Yang 0002,BUPT,http://nlp.csai.tsinghua.edu.cn/~yangcheng,OlLjVUcAAAAJ,4155.0,20.0
3604,Cheng Zhang 0011,Cornell University,https://infosci.cornell.edu/content/zhang-0,NOSCHOLARPAGE,,
3605,Cheng-Chung Lin,National Chiao Tung University,https://www.cs.nctu.edu.tw/members/detail/cclin,NOSCHOLARPAGE,,
3606,Cheng-Fu Chou,National Taiwan University,http://www.csie.ntu.edu.tw/~ccf,NOSCHOLARPAGE,,
3607,Cheng-Hsin Hsu,National Tsing Hua University,https://nmsl.cs.nthu.edu.tw/index.php/people?catid=77&id=68,6Hsfe8gAAAAJ,4156.0,34.0
3608,Cheng-wen Luo 0001,Shenzhen University,https://luochengwen.bitbucket.io,DPW5Pj8AAAAJ,1508.0,21.0
3609,ChengXiang Zhai,Univ. of Illinois at Urbana-Champaign,http://czhai.cs.illinois.edu,YU-baPIAAAAJ,37248.0,88.0
3610,Chengcui Zhang,University of Alabama - Birmingham,http://ua-birmingham.academia.edu/ChengcuiZhang,TGeMLQcAAAAJ,4983.0,33.0
3611,Chenghua Lin,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/chenghua-lin,Tp1RdIQAAAAJ,2842.0,20.0
3612,Chengjie Sun,Harbin Institute of Technology,http://homepage.hit.edu.cn/sunchengjie,NOSCHOLARPAGE,,
3613,Chengjun Liu,NJIT,http://cs.njit.edu/liu,TvBcLGMAAAAJ,9842.0,38.0
3614,Chengkai Li,University of Texas at Arlington,http://ranger.uta.edu/~cli,v8ZQDf8AAAAJ,3869.0,29.0
3615,Chenglin Miao,University of Georgia,https://clmiao.github.io,QFs2tZoAAAAJ,962.0,15.0
3616,Chengnian Sun,University of Waterloo,https://chengniansun.bitbucket.io,rwbI5qAAAAAJ,2674.0,23.0
3617,Chengqi Zhang,University of Technology Sydney,https://www.uts.edu.au/staff/chengqi.zhang,B6lBmqEAAAAJ,19355.0,62.0
3618,Chengqing Li,Hunan University,http://www.chengqingli.com,i4a0j8IAAAAJ,4725.0,37.0
3619,Chengqing Zong,Chinese Academy of Sciences,http://www.nlpr.ia.ac.cn/cip/english/zong.htm,l8lvKOQAAAAJ,6512.0,35.0
3620,Chengrong Wu,Fudan University,http://www.cs.fudan.edu.cn/en/?page_id=2253,NOSCHOLARPAGE,,
3621,Chengwen Luo 0001,Shenzhen University,https://luochengwen.bitbucket.io,DPW5Pj8AAAAJ,1508.0,21.0
3622,Chengxiang Zhai,Univ. of Illinois at Urbana-Champaign,http://czhai.cs.illinois.edu,YU-baPIAAAAJ,37248.0,88.0
3623,Chengyu Song,Univ. of California - Riverside,https://www.cs.ucr.edu/~csong,EoypoXAAAAAJ,2843.0,27.0
3624,Chengzheng Sun,Nanyang Technological University,http://www.ntu.edu.sg/home/czsun,eBpYUn4AAAAJ,5640.0,29.0
3625,Chengzong Pang,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/EECS/Pang-Chengzong.php,G91EGuAAAAAJ,914.0,14.0
3626,Chenhao Tan,University of Chicago,https://chenhaot.com,KGMaP18AAAAJ,3416.0,25.0
3627,Chenjuan Guo,Aalborg University,http://people.cs.aau.dk/~cguo,WMXNm88AAAAJ,1645.0,21.0
3628,Chenliang Li,Wuhan University,http://www.lichenliang.net/index.html,p4RNNCQAAAAJ,3435.0,25.0
3629,Chenliang Xu,University of Rochester,https://www.cs.rochester.edu/~cxu22,54HfyDIAAAAJ,3333.0,26.0
3630,Chenren Xu,Peking University,http://soar.group/chenren,IFX5C-cAAAAJ,2846.0,25.0
3631,Chenshu Wu,University of Hong Kong,https://cswu.me,q9llreMAAAAJ,5765.0,33.0
3632,Chentao Wu,Shanghai Jiao Tong University,http://www.cs.sjtu.edu.cn/~wuct,RAs-wnEAAAAJ,540.0,10.0
3633,Chenxi Zhang,Tongji University,https://sse.tongji.edu.cn/Data/View/2825,NOSCHOLARPAGE,,
3634,Chenyang Lu 0001,Washington University in St. Louis,http://www.cs.wustl.edu/~lu,tCq7Wx0AAAAJ,24850.0,72.0
3635,Chenye Wu,Tsinghua University,http://iiis.tsinghua.edu.cn/~wu,Eivoa5IAAAAJ,2298.0,18.0
3636,Cherif Salama,American University in Cairo,https://www.aucegypt.edu/fac/cherif,YmiuZcEAAAAJ,350.0,9.0
3637,Cherri M. Pancake,Oregon State University,http://eecs.oregonstate.edu/~pancake,NOSCHOLARPAGE,,
3638,Cheryl D. Seals,Auburn University,http://www.eng.auburn.edu/~sealscd,NOSCHOLARPAGE,,
3639,Cheryl Denise Seals,Auburn University,http://www.eng.auburn.edu/~sealscd,NOSCHOLARPAGE,,
3640,Cheryl Pope,University of Adelaide,http://www.adelaide.edu.au/directory/cheryl.pope,oRDqRF0AAAAJ,96.0,5.0
3641,Cheryl Seals,Auburn University,http://www.eng.auburn.edu/~sealscd,NOSCHOLARPAGE,,
3642,Chester Rebeiro,IIT Madras,http://www.cse.iitm.ac.in/~chester,ctxSQrwAAAAJ,1023.0,18.0
3643,Chetan Arora 0001,IIT Delhi,https://www.cse.iitd.ac.in/~chetan,Q8cTLNMAAAAJ,1391.0,18.0
3644,Chetan D. Parikh,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=ChetanParikh,S1edNtAAAAAJ,525.0,12.0
3645,Chi-Keung Tang,HKUST,http://www.cse.ust.hk/~cktang,EWfpM74AAAAJ,12968.0,54.0
3646,Chi-Kin Chau,Masdar Institute,https://www.masdar.ac.ae/component/k2/item/5718-sid-chi-kin-chau,NOSCHOLARPAGE,,
3647,Chi-Ren Shyu,University of Missouri,https://engineering.missouri.edu/faculty/chi-ren-shyu,SVfTWwMAAAAJ,4386.0,32.0
3648,Chi-Sheng Shih,National Taiwan University,http://newslabx.csie.ntu.edu.tw/newslabx,aghHOfcAAAAJ,2345.0,25.0
3649,Chi-Wing Fu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/~cwfu,e5AJDrEAAAAJ,9240.0,50.0
3650,Chi-Yin Chow,City University of Hong Kong,https://www.cs.cityu.edu.hk/~chiychow,ZJwVd8wAAAAJ,7664.0,39.0
3651,Chi-Yu Li,National Chiao Tung University,http://www.cs.nctu.edu.tw/~chiyuli,OtMUXigAAAAJ,987.0,17.0
3652,Chia Yung Han,University of Cincinnati,http://www.ceas3.uc.edu/profiles/han,NOSCHOLARPAGE,,
3653,Chia-Chu Chiang,University of Arkansas - Little Rock,https://ualr.edu/computerscience/about/faculty-and-staff/chia-chu-chiang,czvk1hoAAAAJ,715.0,11.0
3654,Chia-Fang Chung,Indiana University,http://homes.sice.indiana.edu/cfchung,8GxDKicAAAAJ,871.0,12.0
3655,Chia-Heng Tu,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/75,MiHoJtkAAAAJ,393.0,12.0
3656,Chia-Lin Yang,National Taiwan University,http://www.csie.ntu.edu.tw/~yangc,Fh3SPAkAAAAJ,713.0,6.0
3657,Chia-Yen Lee,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/45,M_DB0CQAAAAJ,902.0,19.0
3658,Chia-che Tsai,Texas A&M University,https://chiachetsai.com,laqfZ-4AAAAJ,988.0,9.0
3659,Chiang Lee,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/6,NOSCHOLARPAGE,,
3660,Chiara Bodei,University of Pisa,http://www.di.unipi.it/~chiara,NOSCHOLARPAGE,,
3661,Chiara Francalanci,Politecnico di Milano,http://home.deib.polimi.it/francala,NOSCHOLARPAGE,,
3662,Chiara Petrioli,Sapienza University of Rome,http://senseslab.di.uniroma1.it,urH-SksAAAAJ,7833.0,47.0
3663,Chicheng Zhang,University of Arizona,https://zcc1307.github.io,mho7MawAAAAJ,654.0,11.0
3664,Chidchanok Lursinsap,Chulalongkorn University,http://www.math.sc.chula.ac.th/en/profile/chidchanok.l,NOSCHOLARPAGE,,
3665,Chiehyeon Lim,UNIST,http://service.unist.ac.kr,NW7F08MAAAAJ,1619.0,19.0
3666,Chien-Chao Tseng,National Chiao Tung University,https://win.cs.nctu.edu.tw/cctseng,ownGePIAAAAJ,2632.0,27.0
3667,Chien-Chung Shen,University of Delaware,https://www.eecis.udel.edu/~cshen,QyipVRoAAAAJ,12655.0,57.0
3668,Chien-Ju Ho,Washington University in St. Louis,http://chienjuho.com,DWKoeW0AAAAJ,1397.0,14.0
3669,Chien-Yi Roger Chen,Syracuse University,https://eng-cs.syr.edu/our-departments/electrical-engineering-and-computer-science/people/?peopleid=2970,NOSCHOLARPAGE,,
3670,Chiew Tong Lau,Nanyang Technological University,http://research.ntu.edu.sg/expertise/academicprofile/Pages/StaffProfile.aspx?ST_EMAILID=ASCTLAU,NOSCHOLARPAGE,,
3671,Chiew-Lan Tai,HKUST,https://www.cse.ust.hk/~taicl,DORzgBQAAAAJ,6013.0,40.0
3672,Chih-Hao Luke Ong,University of Oxford,https://www.cs.ox.ac.uk/luke.ong,NOSCHOLARPAGE,,
3673,Chih-Jen Lin,National Taiwan University,https://www.csie.ntu.edu.tw/~cjlin,SLMkts8AAAAJ,109266.0,68.0
3674,Chih-Tsun Huang,National Tsing Hua University,http://nthucad.cs.nthu.edu.tw/~cthuang,NOSCHOLARPAGE,,
3675,Chih-Wei Yi,National Chiao Tung University,http://people.cs.nctu.edu.tw/~yi,NOSCHOLARPAGE,,
3676,Chih-Wen Hsueh,National Taiwan University,https://www.csie.ntu.edu.tw/~cwhsueh/MyInfo.htm,JPPL6AYAAAAJ,612.0,14.0
3677,Chih-Ya Shen,National Tsing Hua University,http://www.cs.nthu.edu.tw/~chihya,NOSCHOLARPAGE,,
3678,Chihao Zhang 0001,Shanghai Jiao Tong University,http://chihaozhang.com,og18RkIAAAAJ,217.0,11.0
3679,Chilukuri K. Mohan,Syracuse University,http://www.cis.syr.edu/~mohan,41m5j04AAAAJ,7654.0,34.0
3680,Chilukuri Krishna Mohan,Syracuse University,http://www.cis.syr.edu/~mohan,41m5j04AAAAJ,7654.0,34.0
3681,Chin Lu 0001,The Hong Kong Polytechnic University,http://www4.comp.polyu.edu.hk/~csluqin,Dk7iM5sAAAAJ,4491.0,35.0
3682,Chin-Lung Lu,National Tsing Hua University,http://www.cs.nthu.edu.tw/~cllu,NOSCHOLARPAGE,,
3683,Chin-Teng Lin,University of Technology Sydney,https://www.uts.edu.au/staff/chin-teng.lin,nubkF1cAAAAJ,29806.0,80.0
3684,Chin-Tser Huang,University of South Carolina,http://www.cse.sc.edu/~huangct,9JXSsgYAAAAJ,1849.0,23.0
3685,Chin-Wan Chung,KAIST,http://islab.kaist.ac.kr/chungcw,NOSCHOLARPAGE,,
3686,Chin-Yu Huang,National Tsing Hua University,http://www.cs.nthu.edu.tw/~cyhuang,ZdsQftgAAAAJ,7447.0,43.0
3687,Ching Y. Suen,Concordia University,https://www.concordia.ca/research/cenparmi/faculty.html?fpid=ching-yee-suen,NOSCHOLARPAGE,,
3688,Ching Yee Suen,Concordia University,https://www.concordia.ca/research/cenparmi/faculty.html?fpid=ching-yee-suen,NOSCHOLARPAGE,,
3689,Ching-Chun Huang,National Chiao Tung University,http://acm.cs.nctu.edu.tw,NOSCHOLARPAGE,,
3690,Ching-Fang Hsu,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/19,NOSCHOLARPAGE,,
3691,Ching-Hua Chow,UCCS,http://www.cs.uccs.edu/~chow,xLIQ4PYAAAAJ,1283.0,16.0
3692,Ching-Ju Lin,National Chiao Tung University,http://people.cs.nctu.edu.tw/~katelin,dT-9dtwAAAAJ,3155.0,29.0
3693,Ching-Kuang Shene,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/shene,NOSCHOLARPAGE,,
