,name,affiliation,homepage,scholar_id,citations,h-index
4766,Raghu Machiraju,Ohio State University,http://web.cse.ohio-state.edu/~raghu,HHialjcAAAAJ,5113.0,40.0
4767,Atanas Rountev,Ohio State University,http://web.cse.ohio-state.edu/~rountev,Y9Jw4lcAAAAJ,6459.0,44.0
4768,Spyros Blanas,Ohio State University,http://web.cse.ohio-state.edu/~sblanas,4_1z8yEAAAAJ,1917.0,13.0
4769,Radu Teodorescu,Ohio State University,http://web.cse.ohio-state.edu/~teodores,IKz0hvkAAAAJ,2675.0,23.0
4770,Rephael Wenger,Ohio State University,http://web.cse.ohio-state.edu/~wenger,NOSCHOLARPAGE,,
4771,Huamin Wang,Ohio State University,http://web.cse.ohio-state.edu/~whmin,jbKlGgQAAAAJ,3392.0,26.0
4772,Dong Xuan,Ohio State University,http://web.cse.ohio-state.edu/~xuan,11NcM2EAAAAJ,7566.0,48.0
4773,Xiaodong Zhang 0001,Ohio State University,http://web.cse.ohio-state.edu/~zhang,qFiMLsIAAAAJ,15088.0,63.0
4774,Garrett E. Katz,Syracuse University,http://web.ecs.syr.edu/~gkatz01,bHIqHwEAAAAJ,290.0,12.0
4775,David Blaauw,University of Michigan,http://web.eecs.umich.edu/faculty/blaauw,P3JdmqAAAAAJ,39443.0,98.0
4776,Atul Prakash 0001,University of Michigan,http://web.eecs.umich.edu/~aprakash,kIkHa2IAAAAJ,10084.0,49.0
4777,Satinder P. Singh,University of Michigan,http://web.eecs.umich.edu/~baveja,cgkG5wsAAAAJ,741.0,13.0
4778,Chris Peikert,University of Michigan,http://web.eecs.umich.edu/~cpeikert,PiZymREAAAAJ,18258.0,45.0
4779,Danai Koutra,University of Michigan,http://web.eecs.umich.edu/~dkoutra,bDrA1-8AAAAJ,5543.0,30.0
4780,Emily Mower,University of Michigan,http://web.eecs.umich.edu/~emilykmp,2pH8BZwAAAAJ,5949.0,32.0
4781,Daniel Genkin,University of Michigan,http://web.eecs.umich.edu/~genkin,BqkyhDEAAAAJ,9075.0,35.0
4782,Al Hero,University of Michigan,http://web.eecs.umich.edu/~hero,NOSCHOLARPAGE,,
4783,Igor L. Markov,University of Michigan,http://web.eecs.umich.edu/~imarkov,CHIZtZAAAAAJ,17036.0,67.0
4784,H. V. Jagadish,University of Michigan,http://web.eecs.umich.edu/~jag,SKVnHakAAAAJ,42613.0,98.0
4785,John P. Hayes,University of Michigan,http://web.eecs.umich.edu/~jhayes,a-qMWpwAAAAJ,16864.0,70.0
4786,Karem A. Sakallah,University of Michigan,http://web.eecs.umich.edu/~karem,M441iZ8AAAAJ,11451.0,50.0
4787,Kang G. Shin,University of Michigan,http://web.eecs.umich.edu/~kgshin,vY7MdLYAAAAJ,54142.0,114.0
4788,David E. Kieras,University of Michigan,http://web.eecs.umich.edu/~kieras,dnbSFbUAAAAJ,16635.0,54.0
4789,Kevin J. Compton,University of Michigan,http://web.eecs.umich.edu/~kjc,NOSCHOLARPAGE,,
4790,Benjamin Kuipers,University of Michigan,http://web.eecs.umich.edu/~kuipers,H1XVLwsAAAAJ,22531.0,68.0
4791,Scott A. Mahlke,University of Michigan,http://web.eecs.umich.edu/~mahlke,#NAME?,,
4792,Manos Kapritsos,University of Michigan,http://web.eecs.umich.edu/~manosk,65VCOs0AAAAJ,1460.0,13.0
4793,Marios C. Papaefthymiou,University of Michigan,http://web.eecs.umich.edu/~marios,NOSCHOLARPAGE,,
4794,Martin J. Strauss,University of Michigan,http://web.eecs.umich.edu/~martinjs,FTv-o-UAAAAJ,37.0,2.0
4795,Pinaki Mazumder,University of Michigan,http://web.eecs.umich.edu/~mazum,8knozEkAAAAJ,10992.0,39.0
4796,Mingyan Liu,University of Michigan,http://web.eecs.umich.edu/~mingyan,WiIM-MgAAAAJ,12346.0,49.0
4797,Barzan Mozafari,University of Michigan,http://web.eecs.umich.edu/~mozafari,HHd7uewAAAAJ,3228.0,29.0
4798,Satish Narayanasamy,University of Michigan,http://web.eecs.umich.edu/~nsatish,MZKvGjYAAAAJ,4590.0,34.0
4799,Seth Pettie,University of Michigan,http://web.eecs.umich.edu/~pettie,ao_EFbUAAAAJ,4154.0,34.0
4800,Peter M. Chen,University of Michigan,http://web.eecs.umich.edu/~pmchen,dVZNQqUAAAAJ,14612.0,52.0
4801,Quentin F. Stout,University of Michigan,http://web.eecs.umich.edu/~qstout,ypOvMY0AAAAJ,7840.0,46.0
4802,Reetu Das,University of Michigan,http://web.eecs.umich.edu/~reetudas,h0gtwxIAAAAJ,4794.0,32.0
4803,Grant Robert Schoenebeck,University of Michigan,http://web.eecs.umich.edu/~schoeneb,m4zCAPoAAAAJ,2570.0,21.0
4804,Sugih Jamin,University of Michigan,http://web.eecs.umich.edu/~sugih,NOSCHOLARPAGE,,
4805,Todd M. Austin,University of Michigan,http://web.eecs.umich.edu/~taustin,B8O_SVkAAAAJ,31278.0,60.0
4806,Demosthenis Teneketzis,University of Michigan,http://web.eecs.umich.edu/~teneket,NOSCHOLARPAGE,,
4807,Trevor N. Mudge,University of Michigan,http://web.eecs.umich.edu/~tnm,d1KEK84AAAAJ,33568.0,78.0
4808,Valeria Bertacco,University of Michigan,http://web.eecs.umich.edu/~valeria,IXiAPMoAAAAJ,6492.0,43.0
4809,Zeeshan Syed,University of Michigan,http://web.eecs.umich.edu/~zhs,BqYF2IsAAAAJ,1760.0,24.0
4810,Z. Morley Mao,University of Michigan,http://web.eecs.umich.edu/~zmao,NOSCHOLARPAGE,,
4811,Benjamin J. Blalock,University of Tennessee,http://web.eecs.utk.edu/~bblalock,NOSCHOLARPAGE,,
4812,Brad T. Vander Zanden,University of Tennessee,http://web.eecs.utk.edu/~bvz,NOSCHOLARPAGE,,
4813,Aly E. Fathy,University of Tennessee,http://web.eecs.utk.edu/~fathy,D_b0_TYAAAAJ,7406.0,46.0
4814,Fangxing Li,University of Tennessee,http://web.eecs.utk.edu/~fli6,Xlzr3HMAAAAJ,14761.0,62.0
4815,Gong Gu,University of Tennessee,http://web.eecs.utk.edu/~ggu1,A2-AVVcAAAAJ,11612.0,46.0
4816,Garrett S. Rose,University of Tennessee,http://web.eecs.utk.edu/~grose4,Tn07pSYAAAAJ,4652.0,35.0
4817,Jian Huang 0007,University of Tennessee,http://web.eecs.utk.edu/~huangj,fGm3ZMkAAAAJ,29475.0,90.0
4818,Husheng Li,University of Tennessee,http://web.eecs.utk.edu/~husheng,pM3wc_YAAAAJ,7965.0,45.0
4819,Jens Gregor,University of Tennessee,http://web.eecs.utk.edu/~jgregor,NOSCHOLARPAGE,,
4820,Jian Liu 0001,University of Tennessee,http://web.eecs.utk.edu/~jliu,Ckfl4_AAAAAJ,2827.0,25.0
4821,Jinyuan Stella Sun,University of Tennessee,http://web.eecs.utk.edu/~jysun,gqGfIIsAAAAJ,3103.0,25.0
4822,Kai Sun 0001,University of Tennessee,http://web.eecs.utk.edu/~kaisun,O_2drywAAAAJ,,
4823,Kevin Tomsovic,University of Tennessee,http://web.eecs.utk.edu/~ktomsovi,dffHNuwAAAAJ,9158.0,49.0
4824,Michael A. Langston,University of Tennessee,http://web.eecs.utk.edu/~langston,PXCKvVgAAAAJ,6916.0,47.0
4825,Lynne E. Parker,University of Tennessee,http://web.eecs.utk.edu/~leparker,XxGyUpAAAAAJ,12507.0,52.0
4826,Micah Beck,University of Tennessee,http://web.eecs.utk.edu/~mbeck,oAMW4OEAAAAJ,3481.0,24.0
4827,Michael W. Berry,University of Tennessee,http://web.eecs.utk.edu/~mberry,TrSq1u8AAAAJ,3960.0,18.0
4828,Bruce J. MacLennan,University of Tennessee,http://web.eecs.utk.edu/~mclennan,A14DflkAAAAJ,3342.0,27.0
4829,Michael R. Jantz,University of Tennessee,http://web.eecs.utk.edu/~mrjantz,ACtrMMgAAAAJ,244.0,9.0
4830,James S. Plank,University of Tennessee,http://web.eecs.utk.edu/~plank,pH3eZOQAAAAJ,12470.0,36.0
4831,Qing Cao,University of Tennessee,http://web.eecs.utk.edu/~qcao1,7WYOBKkAAAAJ,7924.0,39.0
4832,Leon M. Tolbert,University of Tennessee,http://web.eecs.utk.edu/~tolbert,c7PEGQUAAAAJ,31722.0,88.0
4833,Kemal Akkaya,Florida International University,http://web.eng.fiu.edu/kakkaya,63HyXSkAAAAJ,16419.0,49.0
4834,Raja Giryes,Tel Aviv University,http://web.eng.tau.ac.il/~raja,9aQUYVQAAAAJ,4484.0,36.0
4835,Nicholas G. Gravish,Univ. of California - San Diego,http://web.eng.ucsd.edu/~ngravish,AEWTj-4AAAAJ,2665.0,25.0
4836,Carl A. Gunter,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~cgunter,3S5qpXsAAAAJ,13557.0,63.0
4837,Wei Yang 0013,University of Texas at Dallas,http://web.engr.illinois.edu/~weiyang3,CEVHpQUAAAAJ,2137.0,17.0
4838,Wai-Tat Fu,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~wfu,W_KpAMcAAAAJ,4795.0,33.0
4839,Tarek F. Abdelzaher,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~zaher,cA28Zs0AAAAJ,40013.0,94.0
4840,Ben Lee,Oregon State University,http://web.engr.oregonstate.edu/~benl/Ben_Lee/Welcome.html,Rsx5uzAAAAAJ,10164.0,47.0
4841,Lizhong Chen,Oregon State University,http://web.engr.oregonstate.edu/~chenliz,txM1gcUAAAAJ,750.0,9.0
4842,Chris Scaffidi,Oregon State University,http://web.engr.oregonstate.edu/~cscaffid,NOSCHOLARPAGE,,
4843,Cindy Grimm,Oregon State University,http://web.engr.oregonstate.edu/~grimmc,pdCI7sAAAAJ,,
4844,Stefan Lee,Oregon State University,http://web.engr.oregonstate.edu/~leestef,Uguj_LUAAAAJ,,
4845,Un-Ku Moon,Oregon State University,http://web.engr.oregonstate.edu/~moon,NOSCHOLARPAGE,,
4846,Rebecca A. Hutchinson,Oregon State University,http://web.engr.oregonstate.edu/~rah,1pnbx9QAAAAJ,2310.0,15.0
4847,Raviv Raich,Oregon State University,http://web.engr.oregonstate.edu/~raich,NOSCHOLARPAGE,,
4848,Sinisa Todorovic,Oregon State University,http://web.engr.oregonstate.edu/~sinisa,uoVID-0AAAAJ,7711.0,48.0
4849,Eric Walkingshaw,Oregon State University,http://web.engr.oregonstate.edu/~walkiner,0kPwMDwAAAAJ,859.0,15.0
4850,Xiaoli Fern,Oregon State University,http://web.engr.oregonstate.edu/~xfern,rnDD_oEAAAAJ,5132.0,32.0
4851,Eugene Zhang,Oregon State University,http://web.engr.oregonstate.edu/~zhange,hbrClrEAAAAJ,3905.0,28.0
4852,Chee Seng Chan,University of Malaya,http://web.fsktm.um.edu.my/~cschan,hKfga9oAAAAJ,4486.0,31.0
4853,Bruno Emanuel Martins,Universidade de Lisboa,http://web.ist.utl.pt/bruno.g.martins,VQMUt8kAAAAJ,3376.0,31.0
4854,Cláudia Antunes,Universidade de Lisboa,http://web.ist.utl.pt/claudia.antunes,yQPwt38AAAAJ,1287.0,17.0
4855,Francisco C. Santos,Universidade de Lisboa,http://web.ist.utl.pt/franciscocsantos,Kp5fFpYAAAAJ,10630.0,42.0
4856,Helena Galhardas,Universidade de Lisboa,http://web.ist.utl.pt/helena.galhardas,oBY_WrMAAAAJ,1696.0,16.0
4857,Alberto Sardinha,Universidade de Lisboa,http://web.ist.utl.pt/ist25149/Publications.html,NOSCHOLARPAGE,,
4858,Susana Vinga,Universidade de Lisboa,http://web.ist.utl.pt/susanavinga,tqCfgygAAAAJ,3491.0,26.0
4859,Ana Almeida Matos,Universidade de Lisboa,http://web.ist.utl.pt/~ist24690,D6nVmPQAAAAJ,261.0,7.0
4860,J. G. Cederquist,Universidade de Lisboa,http://web.ist.utl.pt/~ist24691,ImQ41W0AAAAJ,611.0,12.0
4861,Bernhard Scholz,University of Sydney,http://web.it.usyd.edu.au/~scholz,0z6_oNEAAAAJ,2622.0,27.0
4862,D. Turgay Altilar,Istanbul Technical University,http://web.itu.edu.tr/altilar,wknEy5IAAAAJ,763.0,15.0
4863,Serif Bahtiyar,Istanbul Technical University,http://web.itu.edu.tr/bahtiyars,ouifgzwAAAAJ,294.0,8.0
4864,Feza Buzluca,Istanbul Technical University,http://web.itu.edu.tr/buzluca,nQqXUskAAAAJ,562.0,13.0
4865,Zehra Cataltepe,Istanbul Technical University,http://web.itu.edu.tr/cataltepe,n45__FMAAAAJ,1564.0,19.0
4866,Hazim Kemal Ekenel,Istanbul Technical University,http://web.itu.edu.tr/ekenel,LfIDj68AAAAJ,4582.0,35.0
4867,Gülsen Eryigit,Istanbul Technical University,http://web.itu.edu.tr/gulsenc,25CpSdkAAAAJ,5209.0,25.0
4868,Sanem Kabadayi,Istanbul Technical University,http://web.itu.edu.tr/kabadayi,NOSCHOLARPAGE,,
4869,Mustafa E. Kamasak,Istanbul Technical University,http://web.itu.edu.tr/kamasak,U5UhNHEAAAAJ,,
4870,Nadia Erdogan,Istanbul Technical University,http://web.itu.edu.tr/nerdogan,h_T4fugAAAAJ,668.0,12.0
4871,Sema F. Oktug,Istanbul Technical University,http://web.itu.edu.tr/oktug,3TRcRPkAAAAJ,1953.0,22.0
4872,Tolga Ovatman,Istanbul Technical University,http://web.itu.edu.tr/ovatman,WIzmCCYAAAAJ,344.0,8.0
4873,Sanem Sariel,Istanbul Technical University,http://web.itu.edu.tr/sariel,Fw0RC2IAAAAJ,1110.0,17.0
4874,Sule Gündüz,Istanbul Technical University,http://web.itu.edu.tr/sgunduz,E5OlkJMAAAAJ,1563.0,21.0
4875,Ayse Tosun,Istanbul Technical University,http://web.itu.edu.tr/tosunay,KktAed0AAAAJ,1912.0,24.0
4876,Ulug Bayazit,Istanbul Technical University,http://web.itu.edu.tr/ulugbayazit,NOSCHOLARPAGE,,
4877,Asim Karim,LUMS,http://web.lums.edu.pk/~akarim,NXFekJ4AAAAJ,3010.0,24.0
4878,Muhammad Hamad Alizai,LUMS,http://web.lums.edu.pk/~alizai,L4lhO6AAAAAJ,1341.0,15.0
4879,Basit Shafiq,LUMS,http://web.lums.edu.pk/~basit,ImR86jUAAAAJ,1807.0,21.0
4880,Ihsan Ayyub Qazi,LUMS,http://web.lums.edu.pk/~ihsan,lVzlcmUAAAAJ,818.0,12.0
4881,Mobin Javed,LUMS,http://web.lums.edu.pk/~mobin,jVAQ9IAAAAAJ,759.0,15.0
4882,Ehsan Hoque,University of Rochester,http://web.media.mit.edu/~mehoque,ZJrR0KQAAAAJ,2897.0,27.0
4883,Marvin Minsky,Massachusetts Institute of Technology,http://web.media.mit.edu/~minsky,NOSCHOLARPAGE,,
4884,Patrick Jaillet,Massachusetts Institute of Technology,http://web.mit.edu/jaillet/www,ND0FM6EAAAAJ,9816.0,48.0
4885,Phillip Isola,Massachusetts Institute of Technology,http://web.mit.edu/phillipi,ROILf3EAAAAJ,43577.0,37.0
4886,Erich P. Ippen,Massachusetts Institute of Technology,http://web.mit.edu/physics/people/faculty/ippen_erich.html,5RfBYzcAAAAJ,50290.0,115.0
4887,Seyda Ertekin,Middle East Technical University,http://web.mit.edu/seyda/www,8KrHjE0AAAAJ,2809.0,20.0
4888,Antonio Torralba 0001,Massachusetts Institute of Technology,http://web.mit.edu/torralba/www,8cxDHS4AAAAJ,93276.0,124.0
4889,Chaman L. Sabharwal,Missouri University of Technology,http://web.mst.edu/~chaman,ogiOHB4AAAAJ,726.0,13.0
4890,Sanjay Kumar Madria,Missouri University of Technology,http://web.mst.edu/~cswebdb,4xAVBVIAAAAJ,5944.0,36.0
4891,Bruce M. McMillin,Missouri University of Technology,http://web.mst.edu/~ff,5XZQO_sAAAAJ,2281.0,25.0
4892,Jagannathan Sarangapani,Missouri University of Technology,http://web.mst.edu/~sarangap,RTewL_wAAAAJ,15077.0,60.0
4893,Sahra Sedigh,Missouri University of Technology,http://web.mst.edu/~sedighs,NOSCHOLARPAGE,,
4894,Daniel R. Tauritz,Missouri University of Technology,http://web.mst.edu/~tauritzd,ENvUql8AAAAJ,,
4895,Peter A. Busch,Macquarie University,http://web.science.mq.edu.au/~busch,2GoS_DUAAAAJ,1346.0,17.0
4896,Steve Cassidy,Macquarie University,http://web.science.mq.edu.au/~cassidy,Td8IE6cAAAAJ,,
4897,Diego Mollá,Macquarie University,http://web.science.mq.edu.au/~diego,FZhJRQUAAAAJ,1895.0,21.0
4898,Guanfeng Liu 0001,Macquarie University,http://web.science.mq.edu.au/~gliu,6P6EnQkAAAAJ,2538.0,26.0
4899,Jian Yang 0001,Macquarie University,http://web.science.mq.edu.au/~jian,r5jS8eYAAAAJ,5936.0,40.0
4900,Jia Wu 0001,Macquarie University,http://web.science.mq.edu.au/~jiawu/index.html,kbnFw94AAAAJ,5072.0,41.0
4901,James Xi Zheng,Macquarie University,http://web.science.mq.edu.au/~jxzheng,SNfRGJoAAAAJ,2168.0,24.0
4902,Mark Dras,Macquarie University,http://web.science.mq.edu.au/~madras,r1gJsmAAAAAJ,2773.0,31.0
4903,Mehmet A. Orgun,Macquarie University,http://web.science.mq.edu.au/~mehmet,FpZlwKUAAAAJ,6270.0,39.0
4904,Michael Johnson,Macquarie University,http://web.science.mq.edu.au/~mike,NOSCHOLARPAGE,,
4905,Mark Johnson 0001,Macquarie University,http://web.science.mq.edu.au/~mjohnson,Z_kok3sAAAAJ,20360.0,65.0
4906,Michael Sheng,Macquarie University,http://web.science.mq.edu.au/~qsheng,lwy2C5YAAAAJ,15986.0,57.0
4907,Deborah Richards,Macquarie University,http://web.science.mq.edu.au/~richards,p0BxAfAAAAAJ,4754.0,35.0
4908,Yan Wang 0002,Macquarie University,http://web.science.mq.edu.au/~yanwang,3h6_oVEAAAAJ,4635.0,38.0
4909,Young Choon Lee,Macquarie University,http://web.science.mq.edu.au/~yclee,Kuno2i4AAAAJ,5485.0,29.0
4910,Balaji Prabhakar,Stanford University,http://web.stanford.edu/~balaji,NOSCHOLARPAGE,,
4911,David R. Cheriton,Stanford University,http://web.stanford.edu/~cheriton,NOSCHOLARPAGE,,
4912,Christopher A. Metzler,University of Maryland - College Park,http://web.stanford.edu/~cmetzler,on7GFpYAAAAJ,1499.0,13.0
4913,Dawson R. Engler,Stanford University,http://web.stanford.edu/~engler,Bz-b2a0AAAAJ,19657.0,47.0
4914,Dan Jurafsky,Stanford University,http://web.stanford.edu/~jurafsky,uZg9l58AAAAJ,59748.0,107.0
4915,Volodymyr Kuleshov [Tech],Cornell University,http://web.stanford.edu/~kuleshov,NOSCHOLARPAGE,,
4916,Mendel Rosenblum,Stanford University,http://web.stanford.edu/~mendel,NOSCHOLARPAGE,,
4917,John K. Ousterhout,Stanford University,http://web.stanford.edu/~ouster,nDH-AqwAAAAJ,28768.0,58.0
4918,R. Ryan Williams,Massachusetts Institute of Technology,http://web.stanford.edu/~rrwill,Wp38QQYAAAAJ,7517.0,25.0
4919,Vatsal Sharan,University of Southern California,http://web.stanford.edu/~vsharan,Ize17HEAAAAJ,267.0,10.0
4920,Nikos Triandopoulos,Stevens Institute of Technology,http://web.stevens.edu/facultyprofile/?id=2227,9GbyT1oAAAAJ,3301.0,28.0
4921,David Klappholz,Stevens Institute of Technology,http://web.stevens.edu/facultyprofile/?id=826,NOSCHOLARPAGE,,
4922,An Liu,Soochow University,http://web.suda.edu.cn/anliu,89cdhB4AAAAJ,1805.0,22.0
4923,Min Cao,Soochow University,http://web.suda.edu.cn/cm,nhMWtZsAAAAJ,23.0,3.0
4924,Siwei Feng,Soochow University,http://web.suda.edu.cn/fsw,_7xkHz8AAAAJ,189.0,6.0
4925,Guodong Zhou,Soochow University,http://web.suda.edu.cn/gdzhou,KELQj9cAAAAJ,11788.0,50.0
4926,Guohong Fu,Soochow University,http://web.suda.edu.cn/ghfu,NOSCHOLARPAGE,,
4927,Fei Gu,Soochow University,http://web.suda.edu.cn/gufei/index.html,Qle8v_AAAAAJ,231.0,9.0
4928,Hongling Wang,Soochow University,http://web.suda.edu.cn/hlwang,NOSCHOLARPAGE,,
4929,Junhui Li,Soochow University,http://web.suda.edu.cn/jhli,NOSCHOLARPAGE,,
4930,Zhixu Li,Soochow University,http://web.suda.edu.cn/jsjkx/2018/1212/c129a8848/page.htm,NOSCHOLARPAGE,,
4931,Ziqiang Cao,Soochow University,http://web.suda.edu.cn/jsjkx/2021/0325/c129a22034/page.htm,NOSCHOLARPAGE,,
4932,Jingya Zhou,Soochow University,http://web.suda.edu.cn/jy_zhou,leNH9TcAAAAJ,6633.0,33.0
4933,Lingzhi Li,Soochow University,http://web.suda.edu.cn/lilingzhi,NOSCHOLARPAGE,,
4934,Shoushan Li,Soochow University,http://web.suda.edu.cn/lishoushan,ZRGSxdUAAAAJ,3736.0,30.0
4935,Li Liu 0028,Soochow University,http://web.suda.edu.cn/lliu6819,G1pw9G0AAAAJ,51.0,4.0
4936,Peifeng Li,Soochow University,http://web.suda.edu.cn/pfli,NY3GrVIAAAAJ,771.0,15.0
4937,Pengpeng Zhao,Soochow University,http://web.suda.edu.cn/ppzhao/index.html,JyX1YfUAAAAJ,1924.0,19.0
4938,Qiang Lyu,Soochow University,http://web.suda.edu.cn/qiang/index.html,NOSCHOLARPAGE,,
4939,Zhong Qian,Soochow University,http://web.suda.edu.cn/qz,_9S64vsAAAAJ,157.0,5.0
4940,Tingfang Wu,Soochow University,http://web.suda.edu.cn/tfwu,6YpW-EEAAAAJ,712.0,14.0
4941,Zhong-Qing Wang,Soochow University,http://web.suda.edu.cn/wangzq,IvcHeS8AAAAJ,885.0,14.0
4942,Jin Wang 0009,Soochow University,http://web.suda.edu.cn/wjin1985/index.html,6LP9SLMAAAAJ,581.0,13.0
4943,Xiaomin Chu,Soochow University,http://web.suda.edu.cn/xmchu,xZm0oOEAAAAJ,71.0,5.0
4944,Jianfeng Yan,Soochow University,http://web.suda.edu.cn/yanjf,NOSCHOLARPAGE,,
4945,Dong Zhang,Soochow University,http://web.suda.edu.cn/zd2,1E_WmCUAAAAJ,217.0,9.0
4946,Li Zhang 0004,Soochow University,http://web.suda.edu.cn/zhangliml,NOSCHOLARPAGE,,
4947,Lei Zhao 0001,Soochow University,http://web.suda.edu.cn/zhaol,NOSCHOLARPAGE,,
4948,Xiabing Zhou,Soochow University,http://web.suda.edu.cn/zhouxiabing,NOSCHOLARPAGE,,
4949,Ana T. Freitas,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/ana.freitas,INpn7mMAAAAJ,2830.0,23.0
4950,Arlindo L. Oliveira,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/arlindo.oliveira,dqtEnaoAAAAJ,8880.0,39.0
4951,Augusto Esteves,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/augusto.esteves,KHe7CLIAAAAJ,718.0,13.0
4952,Daniel S. Lopes,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/daniel.s.lopes,ocGMkV8AAAAJ,795.0,16.0
4953,Diogo R. Ferreira,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/diogo.ferreira,CSEqKy8AAAAJ,4357.0,24.0
4954,Joaquim A. Jorge,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/jorgej,RgiMdpAAAAAJ,9781.0,51.0
4955,Luís M. S. Russo,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/luis.russo,O-PD_hsAAAAJ,660.0,14.0
4956,Manuel C. Lopes,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/manuel.lopes,8tO0CikAAAAJ,,
4957,Miguel L. Pardal,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/miguel.pardal,hAqbWoQAAAAJ,160.0,8.0
4958,Andreas Miroslaus Wichert,Universidade de Lisboa,http://web.tecnico.ulisboa.pt/~andreas.wichert,yHp58QgAAAAJ,1676.0,19.0
4959,Nishant A. Mehta,University of Victoria,http://web.uvic.ca/~nmehta,YGeqVQkAAAAJ,643.0,13.0
4960,Teseo Schneider,University of Victoria,http://web.uvic.ca/~teseo,DC4stPEAAAAJ,535.0,15.0
4961,Cong Tian,Xidian University,http://web.xidian.edu.cn/ctian/en/index.html,skrocFAAAAAJ,1193.0,18.0
4962,Xiumei Wang,Xidian University,http://web.xidian.edu.cn/wangxm/index.html,k33uf2RE8nsC,944.0,9.0
4963,Jianguo Xiao,Peking University,http://web5.pku.edu.cn/icst/People/4516.htm,NOSCHOLARPAGE,,
4964,Ana Serrano,Universidad de Zaragoza,http://webdiis.unizar.es/~aserrano,#NAME?,,
4965,Belén Masiá,Universidad de Zaragoza,http://webdiis.unizar.es/~bmasia,d10sXc8AAAAJ,2351.0,20.0
4966,Julio Marco,Universidad de Zaragoza,http://webdiis.unizar.es/~juliom,47C_SbAAAAAJ,391.0,8.0
4967,Marta Ortín,Universidad de Zaragoza,http://webdiis.unizar.es/~ortin,hyOoV44AAAAJ,109.0,6.0
4968,Alona Fyshe,University of Alberta,http://webdocs.cs.ualberta.ca/~alona,Vw8z7qwAAAAJ,1346.0,16.0
4969,Grzegorz Kondrak,University of Alberta,http://webdocs.cs.ualberta.ca/~kondrak,TV3Tl_sAAAAJ,4279.0,33.0
4970,Omid Ardakanian,University of Alberta,http://webdocs.cs.ualberta.ca/~oardakan,iubNLCIAAAAJ,1025.0,16.0
4971,Lorna K. Stewart,University of Alberta,http://webdocs.cs.ualberta.ca/~stewart,NOSCHOLARPAGE,,
4972,Ioanis Nikolaidis,University of Alberta,http://webdocs.cs.ualberta.ca/~yannis,NOSCHOLARPAGE,,
4973,Ariel Orda,Technion,http://webee.technion.ac.il/Sites/People/ArielOrda,HaNGX5gAAAAJ,10483.0,42.0
4974,Nahum Shimkin,Technion,http://webee.technion.ac.il/Sites/People/shimkin,YPptH48AAAAJ,4501.0,32.0
4975,David Malah,Technion,http://webee.technion.ac.il/people/DavidMalah,g7CIMSQAAAAJ,11556.0,31.0
4976,Ayellet Tal,Technion,http://webee.technion.ac.il/people/ayellet,eFGgX-QAAAAJ,12197.0,43.0
4977,Ido Tal,Technion,http://webee.technion.ac.il/people/idotal,PgfGXw4AAAAJ,3781.0,17.0
4978,Ittay Eyal,Technion,http://webee.technion.ac.il/people/ittay,1oUGY7cAAAAJ,6903.0,21.0
4979,Koby Crammer,Technion,http://webee.technion.ac.il/people/koby,NOSCHOLARPAGE,,
4980,Neri Merhav,Technion,http://webee.technion.ac.il/people/merhav,5CCpiAYAAAAJ,9547.0,50.0
4981,Adrian Segall,Technion,http://webee.technion.ac.il/people/segall,dwJenMwAAAAJ,5065.0,34.0
4982,Shahar Kvatinsky,Technion,http://webee.technion.ac.il/people/skva,6KHkduEAAAAJ,5146.0,30.0
4983,Uri C. Weiser,Technion,http://webee.technion.ac.il/people/weiser,ctN8BtoAAAAJ,6224.0,30.0
4984,Yoav Y. Schechner,Technion,http://webee.technion.ac.il/people/yoav,IOkk2uAAAAAJ,10054.0,45.0
4985,Idit Keidar,Technion,http://webee.technion.ac.il/~idish,dH_bwg8AAAAJ,6996.0,43.0
4986,Isaac Keslassy,Technion,http://webee.technion.ac.il/~isaac,FEe2JTEAAAAJ,4057.0,28.0
4987,Brian Wyvill,University of Victoria,http://webhome.cs.uvic.ca/~blob,e0RbIYEAAAAJ,7525.0,41.0
4988,Hausi A. Müller,University of Victoria,http://webhome.cs.uvic.ca/~hausi,8hyNFkYAAAAJ,11632.0,49.0
4989,Sudhakar Ganti,University of Victoria,http://webhome.cs.uvic.ca/~sganti,NIhjhnEAAAAJ,1380.0,17.0
4990,Ulrike Stege,University of Victoria,http://webhome.cs.uvic.ca/~stege/Ulrike_Steges_Homepage/Welcome.html,1Zp5jw8AAAAJ,1930.0,26.0
4991,Valerie King,University of Victoria,http://webhome.cs.uvic.ca/~val,XS-XGGoAAAAJ,6928.0,38.0
