,name,affiliation,homepage,scholar_id,citations,h-index
9910,Bei Wang 0001,University of Utah,http://www.sci.utah.edu/~beiwang,x-P4MtQAAAAJ,7539.0,25.0
9911,Tolga Tasdizen,University of Utah,http://www.sci.utah.edu/~tolga,qcydYi8AAAAJ,6989.0,38.0
9912,Giannis F. Marias,AUEB,http://www.scirp.org/journal/DetailedInforOfEditorialBoard.aspx?personID=953,EO_hUg4AAAAJ,1218.0,21.0
9913,Scott Aaronson,University of Texas at Austin,http://www.scottaaronson.com,7Qra5zYAAAAJ,2294.0,20.0
9914,Leo Bertossi,Carleton University,http://www.scs.carleton.ca/~bertossi,TeBUgNcAAAAJ,5442.0,31.0
9915,Dwight Deugo,Carleton University,http://www.scs.carleton.ca/~deugo,NOSCHOLARPAGE,,
9916,Jean-Pierre Corriveau,Carleton University,http://www.scs.carleton.ca/~jeanpier,SmEIZO0AAAAJ,969.0,13.0
9917,Evangelos Kranakis,Carleton University,http://www.scs.carleton.ca/~kranakis,fDcEuo4AAAAJ,11671.0,49.0
9918,Wilf R. LaLonde,Carleton University,http://www.scs.carleton.ca/~lalonde,NOSCHOLARPAGE,,
9919,Louis D. Nel,Carleton University,http://www.scs.carleton.ca/~ldnel,NOSCHOLARPAGE,,
9920,Anil Maheshwari,Carleton University,http://www.scs.carleton.ca/~maheshwa,-6ZbKwoAAAAJ,3508.0,31.0
9921,Mengchi Liu,Carleton University,http://www.scs.carleton.ca/~mengchi,NOSCHOLARPAGE,,
9922,Michiel H. M. Smid,Carleton University,http://www.scs.carleton.ca/~michiel,NOSCHOLARPAGE,,
9923,David Mould,Carleton University,http://www.scs.carleton.ca/~mould,NOSCHOLARPAGE,,
9924,B. John Oommen,Carleton University,http://www.scs.carleton.ca/~oommen,E5TiDR4AAAAJ,6652.0,40.0
9925,Paul C. van Oorschot,Carleton University,http://www.scs.carleton.ca/~paulv,CMRzTi8AAAAJ,44702.0,81.0
9926,Jörg-Rüdiger Sack,Carleton University,http://www.scs.carleton.ca/~sack,NOSCHOLARPAGE,,
9927,Nicola Santoro,Carleton University,http://www.scs.carleton.ca/~santoro,A9jJPF8AAAAJ,11709.0,57.0
9928,Anil Somayaji,Carleton University,http://www.scs.carleton.ca/~soma,cQUT9bAAAAAJ,10612.0,25.0
9929,Alexander Ferworn,Ryerson University,http://www.scs.ryerson.ca/aferworn,NOSCHOLARPAGE,,
9930,Konstantinos G. Derpanis,Ryerson University,http://www.scs.ryerson.ca/~kosta,3Br8x_gAAAAJ,4475.0,25.0
9931,Mikhail Soutchanski,Ryerson University,http://www.scs.ryerson.ca/~mes,NOSCHOLARPAGE,,
9932,David Mazières,Stanford University,http://www.scs.stanford.edu/~dm,NOSCHOLARPAGE,,
9933,Yuan-Shun Dai,UESTC,http://www.scse.uestc.edu.cn:8080/teacherteam-english/teacher/view.html?id=44,DRCdhcwAAAAJ,7274.0,47.0
9934,Katsuhiko Gondow,Tokyo Institute of Technology,http://www.sde.cs.titech.ac.jp/english,NOSCHOLARPAGE,,
9935,Sidney Karin,Univ. of California - San Diego,http://www.sdsc.edu/~skarin,jDl3sroAAAAJ,1160.0,15.0
9936,Ke Wei,Fudan University,http://www.sdspeople.fudan.edu.cn/weike,9nr1fe8AAAAJ,1222.0,17.0
9937,Xiahai Zhuang,Fudan University,http://www.sdspeople.fudan.edu.cn/zhuangxiahai,XlavIMcAAAAJ,3130.0,26.0
9938,Zhongyu Wei,Fudan University,http://www.sdspeople.fudan.edu.cn/zywei,AjLDxxgAAAAJ,2391.0,25.0
9939,Manfred Nagl,RWTH Aachen,http://www.se-rwth.de/~nagl,uz_EYlwAAAAJ,3082.0,24.0
9940,Bernhard Rumpe,RWTH Aachen,http://www.se-rwth.de/~rumpe,nED1C7QAAAAJ,16004.0,65.0
9941,Motoshi Saeki,Tokyo Institute of Technology,http://www.se.cs.titech.ac.jp,NOSCHOLARPAGE,,
9942,Jeffrey Xu Yu,Chinese University of Hong Kong,http://www.se.cuhk.edu.hk/people/yu.html,iHevumsAAAAJ,23639.0,80.0
9943,Xin Peng 0001,Fudan University,http://www.se.fudan.edu.cn/pengxin,wATYGXEAAAAJ,2419.0,27.0
9944,Reinhold Plösch,JKU Linz,http://www.se.jku.at/ploesch,29YTNJgAAAAJ,1272.0,19.0
9945,Andrew Meneely,Rochester Institute of Technology,http://www.se.rit.edu/~andy,LFxEgGoAAAAJ,2155.0,21.0
9946,J. Scott Hawker,Rochester Institute of Technology,http://www.se.rit.edu/~hawker,NOSCHOLARPAGE,,
9947,James Vallino,Rochester Institute of Technology,http://www.se.rit.edu/~jrv,DwWwHIMAAAAJ,1075.0,10.0
9948,Mehdi Mirakhorli,Rochester Institute of Technology,http://www.se.rit.edu/~mehdi,JwJZDtAAAAAJ,1442.0,20.0
9949,Dong Wang 0024,Shanghai Jiao Tong University,http://www.se.sjtu.edu.cn/teacher/teacherdetail.aspx?id=19,OBVW2YgAAAAJ,860.0,15.0
9950,Kurt Schneider,University of Hannover,http://www.se.uni-hannover.de/pages/de:mitarbeiter_kurt_schneider,Jlu_3qcAAAAJ,5145.0,37.0
9951,Chenfanfu Jiang,University of Pennsylvania,http://www.seas.upenn.edu/~cffjiang,jTivVMEAAAAJ,2643.0,27.0
9952,Daniel D. Lee [Tech],Cornell University,http://www.seas.upenn.edu/~ddlee,NOSCHOLARPAGE,,
9953,Daniel E. Koditschek,University of Pennsylvania,http://www.seas.upenn.edu/~kod,NOSCHOLARPAGE,,
9954,Rahul Mangharam,University of Pennsylvania,http://www.seas.upenn.edu/~rahulm,b9WsJN4AAAAJ,5051.0,39.0
9955,Sebastian Faust,TU Darmstadt,http://www.sebastian-faust.net,ZJp1L-AAAAAJ,3469.0,32.0
9956,Stefan Katzenbeisser 0001,TU Darmstadt,http://www.seceng.informatik.tu-darmstadt.de/people/katzenbeisser,NOSCHOLARPAGE,,
9957,Tim Erhan Güneysu,Ruhr-University Bochum,http://www.seceng.rub.de/chair/staff/gueneysu,QrXiIS0AAAAJ,6731.0,43.0
9958,Huirong Fu,Oakland University,http://www.secs.oakland.edu/~fu,a-jXdzkAAAAJ,2472.0,24.0
9959,Guangzhi Qu,Oakland University,http://www.secs.oakland.edu/~gqu,Etw6t2kAAAAJ,1279.0,17.0
9960,Lunjin Lu,Oakland University,http://www.secs.oakland.edu/~l2lu,HkY25zMAAAAJ,,
9961,Hua Ming,Oakland University,http://www.secs.oakland.edu/~ming/publications,NOSCHOLARPAGE,,
9962,Wakaha Ogata,Tokyo Institute of Technology,http://www.security.mot.titech.ac.jp/users/wakaha,NOSCHOLARPAGE,,
9963,Hongjie Chen,Peking University,http://www.sei.pku.edu.cn/people/chenhj,NOSCHOLARPAGE,,
9964,Xiangqun Chen,Peking University,http://www.sei.pku.edu.cn/people/cherry,NOSCHOLARPAGE,,
9965,Daqing Zhang 0001,Peking University,http://www.sei.pku.edu.cn/people/dqzhang,qn8CqEYAAAAJ,22934.0,76.0
9966,Weizhong Shao,Peking University,http://www.sei.pku.edu.cn/people/shaowz,NOSCHOLARPAGE,,
9967,Jiasu Sun,Peking University,http://www.sei.pku.edu.cn/people/sjs,NOSCHOLARPAGE,,
9968,Lifu Wang,Peking University,http://www.sei.pku.edu.cn/people/wlf,NOSCHOLARPAGE,,
9969,Fuqing Yang,Peking University,http://www.sei.pku.edu.cn/people/yang,NOSCHOLARPAGE,,
9970,Junfeng Zhao,Peking University,http://www.sei.pku.edu.cn/people/zhaojf,NOSCHOLARPAGE,,
9971,Zhi Jin,Peking University,http://www.sei.pku.edu.cn/people/zhijin,ZC7SObAAAAAJ,7188.0,37.0
9972,Serafim Batzoglou,Stanford University,http://www.serafimb.org/people.html,POWKkqEAAAAJ,80246.0,63.0
9973,Joseph G. Peters,Simon Fraser University,http://www.sfu.ca/computing/people/faculty/JosephPeters.html,1CskssoAAAAJ,31805.0,92.0
9974,Angel X. Chang,Simon Fraser University,http://www.sfu.ca/computing/people/faculty/angelchang11111111.html,8gfs8XIAAAAJ,11553.0,35.0
9975,Ryan C. N. D'Arcy,Simon Fraser University,http://www.sfu.ca/engineering/people/faculty/ryan_darcy.html,APPBnh4AAAAJ,2805.0,32.0
9976,Dragan Gasevic,University of Edinburgh,http://www.sfu.ca/~dgasevic,Q4Nm22sAAAAJ,21619.0,71.0
9977,Ryan Shea,Simon Fraser University,http://www.sfu.ca/~rws1,rOPt1L4AAAAJ,1299.0,17.0
9978,Zhenman Fang,Simon Fraser University,http://www.sfu.ca/~zhenman,v_FAgbgAAAAJ,1429.0,16.0
9979,Shangguang Wang,BUPT,http://www.sguangwang.com,CSrn-jIAAAAJ,6705.0,42.0
9980,Shengdong Zhao,National University of Singapore,http://www.shengdongzhao.com,VfdLjCcAAAAJ,3560.0,32.0
9981,Boxin Shi,Peking University,http://www.shiboxin.com,K1LjZxcAAAAJ,4035.0,32.0
9982,Chuan Shi,BUPT,http://www.shichuan.org,tUq_v90AAAAJ,7099.0,37.0
9983,Shivani Agarwal 0001,University of Pennsylvania,http://www.shivani-agarwal.net,z7lkXXkAAAAJ,,
9984,Victor Shoup,New York University,http://www.shoup.net,H4cQsHAAAAAJ,22793.0,62.0
9985,Shuang Wang 0002,Indiana University,http://www.shuangwang.org,GnDGqKQAAAAJ,4421.0,31.0
9986,Kazuyuki Shudo,Tokyo Institute of Technology,http://www.shudo.net,RJyUXU0AAAAJ,1128.0,15.0
9987,Bora Uçar,Ecole Normale Superieure de Lyon,http://www.siam.org/meetings/csc14,lIthkfMAAAAJ,2319.0,27.0
9988,Joshua E. Siegel,Michigan State University,http://www.siegelautomation.com,Y7530HwAAAAJ,1022.0,16.0
9989,S. J. Overbeek,Utrecht University,http://www.sietseoverbeek.nl,JEmkfmsAAAAJ,742.0,14.0
9990,Silvia Botelho,Federal University of Rio Grande,http://www.silviacb.c3.furg.br,XKt2OlEAAAAJ,3612.0,22.0
9991,Oskar von Stryk,TU Darmstadt,http://www.sim.informatik.tu-darmstadt.de,TmbrLRMAAAAJ,8123.0,39.0
9992,Graham Horton,University of Magdeburg,http://www.sim.ovgu.de,m_vBaEkAAAAJ,2162.0,21.0
9993,Frada Burstein,Monash University,http://www.sims.monash.edu.au/staff/fb,h2soBioAAAAJ,5132.0,30.0
9994,Julie Fisher,Monash University,http://www.sims.monash.edu.au/staff/jfisher,hLCaPfAAAAAJ,,
9995,Saurabh Sinha,Univ. of Illinois at Urbana-Champaign,http://www.sinhalab.net/sinha-s-home,7BM1uyYAAAAJ,12476.0,52.0
9996,Balaji Palanisamy,University of Pittsburgh,http://www.sis.pitt.edu/bpalan,aA2WomkAAAAJ,2068.0,20.0
9997,James B. D. Joshi,University of Pittsburgh,http://www.sis.pitt.edu/jjoshi,veOn_3UAAAAJ,9269.0,40.0
9998,Amy P. Felty,University of Ottawa,http://www.site.uottawa.ca/~afelty,NOSCHOLARPAGE,,
9999,Amiya Nayak,University of Ottawa,http://www.site.uottawa.ca/~anayak,ttUIYysAAAAJ,9438.0,52.0
10000,Gregor V. Bochmann,University of Ottawa,http://www.site.uottawa.ca/~bochmann,NOSCHOLARPAGE,,
10001,Martin Bouchard,University of Ottawa,http://www.site.uottawa.ca/~bouchard,ufMGQ3MAAAAJ,4093.0,37.0
10002,Azzedine Boukerche,University of Ottawa,http://www.site.uottawa.ca/~boukerch,RMo9P4oAAAAJ,26722.0,80.0
10003,Carlisle Adams,University of Ottawa,http://www.site.uottawa.ca/~cadams,w1VhqyoAAAAJ,8242.0,38.0
10004,Daniel Amyot,University of Ottawa,http://www.site.uottawa.ca/~damyot,xGiVN_4AAAAJ,7380.0,44.0
10005,Diana Inkpen,University of Ottawa,http://www.site.uottawa.ca/~diana,66pwIBcAAAAJ,7854.0,40.0
10006,Dimitrios Makrakis,University of Ottawa,http://www.site.uottawa.ca/~dimitris,wsKoAKcAAAAJ,4138.0,32.0
10007,Eric Dubois 0002,University of Ottawa,http://www.site.uottawa.ca/~edubois,1KEbwBkAAAAJ,5219.0,33.0
10008,Abdulmotaleb El-Saddik,MBZUAI,http://www.site.uottawa.ca/~elsaddik,VcOjgngAAAAJ,16775.0,58.0
10009,Paola Flocchini,University of Ottawa,http://www.site.uottawa.ca/~flocchin,LVdJjiUAAAAJ,8336.0,50.0
10010,Guy-Vincent Jourdan,University of Ottawa,http://www.site.uottawa.ca/~gvj,r3ZtMxcAAAAJ,1204.0,19.0
10011,Herna L. Viktor,University of Ottawa,http://www.site.uottawa.ca/~hlviktor,liglceAAAAAJ,2084.0,19.0
10012,Dan Ionescu,University of Ottawa,http://www.site.uottawa.ca/~ionescu,FfHzD4QAAAAJ,293.0,7.0
10013,Jochen Lang 0001,University of Ottawa,http://www.site.uottawa.ca/~jlang,5sN8OuAAAAAJ,4780.0,33.0
10014,Jiying Zhao,University of Ottawa,http://www.site.uottawa.ca/~jyzhao,zHFUSYMAAAAJ,3232.0,26.0
10015,Ahmed Karmouch,University of Ottawa,http://www.site.uottawa.ca/~karmouch,kQpPzdgAAAAJ,5195.0,31.0
10016,Iluju Kiringa,University of Ottawa,http://www.site.uottawa.ca/~kiringa,Ol4VIjMAAAAJ,829.0,13.0
10017,Robert Laganière,University of Ottawa,http://www.site.uottawa.ca/~laganier,59ohye8AAAAJ,7376.0,33.0
10018,Liam Peyton,University of Ottawa,http://www.site.uottawa.ca/~lpeyton,jKBUKKgAAAAJ,2345.0,23.0
10019,Lucia Moura,University of Ottawa,http://www.site.uottawa.ca/~lucia,oL0v45UAAAAJ,3846.0,36.0
10020,Miodrag Bolic,University of Ottawa,http://www.site.uottawa.ca/~mbolic,1HJ-KYMAAAAJ,5432.0,34.0
10021,H. T. Mouftah,University of Ottawa,http://www.site.uottawa.ca/~mouftah,33FmwbwAAAAJ,19433.0,65.0
10022,Emil M. Petriu,University of Ottawa,http://www.site.uottawa.ca/~petriu,9Weluf0AAAAJ,10301.0,52.0
10023,Pierre Payeur,University of Ottawa,http://www.site.uottawa.ca/~ppayeur,NOSCHOLARPAGE,,
10024,Shervin Shirmohammadi,University of Ottawa,http://www.site.uottawa.ca/~shervin,qJuYI44AAAAJ,6903.0,42.0
10025,Stéphane S. Somé,University of Ottawa,http://www.site.uottawa.ca/~ssome,gZvSWooAAAAJ,746.0,16.0
10026,Sylvia C. Boyd,University of Ottawa,http://www.site.uottawa.ca/~sylvia,P7mb9zgAAAAJ,727.0,16.0
10027,Stan Szpakowicz,University of Ottawa,http://www.site.uottawa.ca/~szpak,NOSCHOLARPAGE,,
10028,Timothy C. Lethbridge,University of Ottawa,http://www.site.uottawa.ca/~tcl,PQ9tLbUAAAAJ,49915.0,107.0
10029,Thomas Tran,University of Ottawa,http://www.site.uottawa.ca/~ttran,PlpKfYgAAAAJ,1697.0,21.0
10030,Marcel Turcotte,University of Ottawa,http://www.site.uottawa.ca/~turcotte,CWnhaywAAAAJ,1250.0,13.0
10031,Hasan Ural,University of Ottawa,http://www.site.uottawa.ca/~ural,NOSCHOLARPAGE,,
10032,Wail Gueaieb,University of Ottawa,http://www.site.uottawa.ca/~wgueaieb,qN4Y3NEAAAAJ,2743.0,28.0
10033,Wonsook Lee,University of Ottawa,http://www.site.uottawa.ca/~wslee,ohzzc8AAAAAJ,2445.0,24.0
10034,Oliver W. W. Yang,University of Ottawa,http://www.site.uottawa.ca/~yang,NOSCHOLARPAGE,,
10035,Yongyi Mao,University of Ottawa,http://www.site.uottawa.ca/~yymao,jM5l70wAAAAJ,2776.0,23.0
10036,Nejib Zaguia,University of Ottawa,http://www.site.uottawa.ca/~zaguia,EBZsBBQAAAAJ,584.0,13.0
10037,Samantha Kleinberg,Stevens Institute of Technology,http://www.skleinberg.org,WIRLT4UAAAAJ,1053.0,13.0
10038,Felix J. Herrmann,Georgia Institute of Technology,http://www.slim.eos.ubc.ca,hw23CTQAAAAJ,8308.0,44.0
10039,Shah Muhammad Hamdi,New Mexico State University,http://www.smhamdi.org,naRVOVoAAAAJ,158.0,8.0
10040,Garry Marling,University of Queensland,http://www.smi.uq.edu.au/user/203,NOSCHOLARPAGE,,
10041,Saraju P. Mohanty,University of North Texas,http://www.smohanty.org,G0uvNwsAAAAJ,9360.0,45.0
10042,Misako Takayasu,Tokyo Institute of Technology,http://www.smp.dis.titech.ac.jp/en,fnFoz8gAAAAJ,4923.0,34.0
10043,Akshat Kumar,Singapore Management University,http://www.smu.edu.sg/faculty/profile/102291/Akshat-KUMAR,zsYC3R0AAAAJ,8027.0,35.0
10044,Bert Kappen,Radboud University,http://www.snn.ru.nl/~bertk,JSkBINwAAAAJ,6913.0,44.0
10045,Yi Zhang 0001,Univ. of California - Santa Cruz,http://www.soe.ucsc.edu/~yiz,oyH8KMcAAAAJ,,
10046,Elliot Soloway,University of Michigan,http://www.soe.umich.edu/people/profile/elliot_soloway,NOSCHOLARPAGE,,
10047,Yaochu Jin,University of Surrey,http://www.soft-computing.de/jin.html,B5WAkz4AAAAJ,32244.0,88.0
10048,Kostas Kontogiannis,Western University,http://www.softlab.ntua.gr/~kkontog,gNZOUUAAAAAJ,4939.0,40.0
10049,Wolfgang Pree,University of Salzburg,http://www.softwareresearch.net/home,NOSCHOLARPAGE,,
10050,Andrea Massa,University of Trento,http://www.soi.unitn.it/staff/andrea-massa,NOSCHOLARPAGE,,
10051,Giacomo Oliveri,University of Trento,http://www.soi.unitn.it/staff/giacomo-oliveri,NOSCHOLARPAGE,,
10052,Azalea Raad,Imperial College London,http://www.soundandcomplete.org,NOSCHOLARPAGE,,
10053,Yoshiyuki Kabashima,Tokyo Institute of Technology,http://www.sp.dis.titech.ac.jp/~kaba/index_e.html,NLBZuoEAAAAJ,2879.0,28.0
10054,Hiroshi Saruwatari,University of Tokyo,http://www.sp.ipc.i.u-tokyo.ac.jp/en,OS1XAoMAAAAJ,8648.0,43.0
10055,Sumit Chopra,New York University,http://www.spchopra.org,ETU-ePAAAAAJ,21094.0,32.0
10056,Maria Spichkova,RMIT University,http://www.spichkova.com,kFYE6gkAAAAJ,1577.0,22.0
10057,Bassam H. Hammo,University of Jordan,http://www.springer.com/cda/content/document/cda_downloaddocument/Special_Issue_ANLP_IJST+mj.docx?SGWID=0-0-45-1487362-p35682019,a5nuQFEAAAAJ,778.0,14.0
10058,Kensuke Aishima,University of Tokyo,http://www.sr3.t.u-tokyo.ac.jp/~aishima/index_en.html,NOSCHOLARPAGE,,
10059,Takayasu Matsuo,University of Tokyo,http://www.sr3.t.u-tokyo.ac.jp/~matsuo/eprof.html,NOSCHOLARPAGE,,
10060,Martin T. Vechev,ETH Zurich,http://www.srl.inf.ethz.ch/vechev.php,aZ1Rh50AAAAJ,8988.0,50.0
10061,Thomas Schwarz,Univ. of California - Santa Cruz,http://www.ssrc.ucsc.edu/person/tschwarz.html,BF_pzdoAAAAJ,3004.0,23.0
10062,Arie van Deursen,TU Delft,http://www.st.ewi.tudelft.nl/~arie,jjCkWXgAAAAJ,17737.0,64.0
10063,Koen Langendoen,TU Delft,http://www.st.ewi.tudelft.nl/~koen,goNfvF8AAAAJ,14383.0,41.0
10064,Marco Antonio Zúñiga Zamalloa,TU Delft,http://www.st.ewi.tudelft.nl/~marco,xWdb5R8AAAAJ,5321.0,28.0
10065,Matthijs T. J. Spaan,TU Delft,http://www.st.ewi.tudelft.nl/~mtjspaan,twSIZSEAAAAJ,4562.0,32.0
10066,Andy Zaidman,TU Delft,http://www.st.ewi.tudelft.nl/~zaidman,CDTfcG4AAAAJ,7705.0,49.0
10067,Jurriaan Hage,Utrecht University,http://www.staff.science.uu.nl/~hage0101,CIVjbcwAAAAJ,1652.0,21.0
10068,Johan Jeuring,Utrecht University,http://www.staff.science.uu.nl/~jeuri101/homepage/Publications/index.html,weRJxNwAAAAJ,4224.0,36.0
10069,Marc J van Kreveld,Utrecht University,http://www.staff.science.uu.nl/~kreve101,Q_d-0KAAAAAJ,19797.0,49.0
10070,Maarten Löffler,Utrecht University,http://www.staff.science.uu.nl/~loffl001/research.html,u-pn2g0AAAAJ,2735.0,24.0
10071,John-Jules Ch. Meyer,Utrecht University,http://www.staff.science.uu.nl/~meyer101,IZKHw2cAAAAJ,14486.0,57.0
10072,Jesper Nederlof,Utrecht University,http://www.staff.science.uu.nl/~neder003/index.html,waGEU2cAAAAJ,1747.0,18.0
10073,Silja Renooij,Utrecht University,http://www.staff.science.uu.nl/~renoo101,_koL5iQAAAAJ,2332.0,26.0
10074,Albert Ali Salah,Utrecht University,http://www.staff.science.uu.nl/~salah006,0ee8P-cAAAAJ,4964.0,40.0
10075,Sergey Sosnovsky,Utrecht University,http://www.staff.science.uu.nl/~sosno002,91gXaZUAAAAJ,2705.0,30.0
10076,Wouter Swierstra,Utrecht University,http://www.staff.science.uu.nl/~swier004,ZrrljKAAAAAJ,1246.0,16.0
10077,Katerina Stankova,Maastricht University,http://www.stankova.net,wYupkOAAAAAJ,590.0,14.0
10078,Peter Bartlett,Univ. of California - Berkeley,http://www.stat.berkeley.edu/~bartlett,UPVvV6kAAAAJ,,
10079,Larry Wasserman,Carnegie Mellon University,http://www.stat.cmu.edu/~larry,XcD1ffwAAAAJ,32320.0,79.0
10080,Ryan Tibshirani,Carnegie Mellon University,http://www.stat.cmu.edu/~ryantibs,cQ1P1qoAAAAJ,7671.0,40.0
10081,Sivaraman Balakrishnan,Carnegie Mellon University,http://www.stat.cmu.edu/~siva,o7yFQXUAAAAJ,3505.0,28.0
10082,William S. Cleveland,Purdue University,http://www.stat.purdue.edu/~wsc,ds52UHcAAAAJ,51176.0,58.0
10083,Ping Li 0001,Rutgers University,http://www.stat.rutgers.edu/home/pingli,vR8jj4YAAAAJ,13721.0,52.0
10084,Alyson K. Fletcher,Univ. of California - Los Angeles,http://www.stat.ucla.edu/~akfletcher,MCClSvsAAAAJ,3217.0,28.0
10085,Song Chun Zhu,Peking University,http://www.stat.ucla.edu/~sczhu,Al8dyb4AAAAJ,30710.0,86.0
10086,Grace Wahba,University of Wisconsin - Madison,http://www.stat.wisc.edu/~wahba,2lPABNoAAAAJ,41416.0,70.0
10087,Sahand N. Negahban,Yale University,http://www.stat.yale.edu/~snn7,3p-KQUwAAAAJ,4883.0,21.0
10088,Stefan Schneegass,University of Duisburg-Essen,http://www.stefan-schneegass.de,cALrMCIAAAAJ,2658.0,26.0
10089,Stefan Decker,RWTH Aachen,http://www.stefandecker.org,uhVkSswAAAAJ,24275.0,74.0
10090,Stephan Mandt,Univ. of California - Irvine,http://www.stephanmandt.com,HOrGe7wAAAAJ,3478.0,26.0
10091,Mira Mezini,TU Darmstadt,http://www.stg.tu-darmstadt.de/staff/mira_mezini,ESQUnJEAAAAJ,10485.0,57.0
10092,Sangjin Hong,Stony Brook University,http://www.stonybrook.edu/commcms/electrical/people/Hong_Sangjin.html,NOSCHOLARPAGE,,
10093,Suchi Saria,Johns Hopkins University,http://www.suchisaria.com,NOSCHOLARPAGE,,
10094,Sunghoon Ivan Lee,University of Massachusetts Amherst,http://www.sunghoonivanlee.com,NOSCHOLARPAGE,,
10095,Sungjin Ahn,KAIST,http://www.sungjinahn.com,nfHyDeUAAAAJ,3265.0,22.0
10096,Sung Ju Hwang,KAIST,http://www.sungjuhwang.com,RP4Qx3QAAAAJ,3600.0,32.0
10097,Sunyoung Kim,Rutgers University,http://www.sunyoungkim.org,NOSCHOLARPAGE,,
10098,Danail Stoyanov,University College London,http://www.surgicalvision.cs.ucl.ac.uk/people/DanailStoyanov,pGfEK6UAAAAJ,8178.0,46.0
10099,Peter C.-H. Cheng,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/100650,KsqCJVQAAAAJ,3438.0,24.0
10100,Ian Wakeman,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/10651,NXsakW8AAAAJ,2444.0,21.0
10101,Natalia Beloff,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/109401,NOSCHOLARPAGE,,
10102,Bernhard Reus,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/115097,NOSCHOLARPAGE,,
10103,Julie Weeds,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/116624,goWjVPQAAAAJ,2100.0,15.0
10104,Paul F. Newbury,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/126552,NOSCHOLARPAGE,,
10105,Martin Berger,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/141093,GCz-DJ0AAAAJ,1045.0,17.0
10106,Bill Keller,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/1463,go6vIr0AAAAJ,1222.0,16.0
10107,Kate Howland,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/172510,XUfk6ekAAAAJ,791.0,14.0
10108,Judith Good,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/174826,jp3e_gMAAAAJ,3763.0,33.0
10109,Luc Berthouze,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/201607,WvYeh5IAAAAJ,1636.0,24.0
10110,Thomas Nowotny,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/206151,W3T-i5AAAAAJ,2635.0,28.0
10111,Ian Mackie,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/212026,NOSCHOLARPAGE,,
10112,Anil K. Seth,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/22981,3eJCZCkAAAAJ,22905.0,70.0
10113,Andrew Philippides,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/23611,ZKeV-aQAAAAJ,2915.0,27.0
10114,John A. Carroll,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/25069,p_gHNi4AAAAJ,9592.0,52.0
10115,Chris Thornton,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2684,NOSCHOLARPAGE,,
10116,David J. Weir,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2860,NOSCHOLARPAGE,,
10117,Martin White,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2898,pwyfSagAAAAJ,3552.0,26.0
10118,Sharon Wood,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2974,NOSCHOLARPAGE,,
10119,George Parisis,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/334868,Jsmd7a0AAAAJ,932.0,12.0
10120,Novi Quadrianto,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/335583,I-rLzGcAAAAJ,1810.0,18.0
10121,Peter Schrammel,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/384323,JCU-scYAAAAJ,725.0,17.0
10122,Gianluca Memoli,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/390809,ticqPMYAAAAJ,1181.0,17.0
10123,Ron Chrisley,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/476,9Cy00wEAAAAJ,2278.0,20.0
10124,Nuno Vasconcelos,Univ. of California - San Diego,http://www.svcl.ucsd.edu/~nuno,Fykyo9gAAAAJ,26759.0,79.0
10125,Per Andersson,Lund University,http://www.svet.lu.se/en/per-andersson,38DogacAAAAJ,5901.0,47.0
10126,Mohamed Cheriet,ETS Montreal,http://www.synchromedia.ca,oG89PhIAAAAJ,11377.0,53.0
10127,Yuvraj Agarwal,Carnegie Mellon University,http://www.synergylabs.org/yuvraj,H4UeZ2MAAAAJ,7852.0,40.0
10128,Srdjan Capkun,ETH Zurich,http://www.syssec.ethz.ch/people/capkun,VtkPBNsAAAAJ,25145.0,69.0
10129,Masahiro Takinoue,Tokyo Institute of Technology,http://www.takinoue-lab.jp/en,NOSCHOLARPAGE,,
10130,Tamara Broderick,Massachusetts Institute of Technology,http://www.tamarabroderick.com,dPX0wQcAAAAJ,2298.0,24.0
