,name,homepage,scholar_id,affiliation,citations,h-index
2353,Bolong Zeng,https://school.eecs.wsu.edu/people/faculty/bolong-zeng,kp0baVYAAAAJ,Washington State University,1210.0,20.0
2354,Bolong Zheng,http://faculty.hust.edu.cn/BOLONGZHENG/en/index.htm,kp0baVYAAAAJ,HUST,1210.0,20.0
2355,Bon K. Sy,https://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/Bon-K-Sy,GLjNiI4AAAAJ,CUNY,478.0,12.0
2356,Bongki Moon,http://dbs.snu.ac.kr/bkmoon,Uk9v1BQAAAAJ,Seoul National University,8048.0,35.0
2357,Bongwon Suh,http://hcc.snu.ac.kr/wordpress,#NAME?,Seoul National University,,
2358,Bonita Sharif,https://www.shbonita.me,2WeXBokAAAAJ,University of Nebraska,2225.0,26.0
2359,Bonnie A. Nardi,http://www.artifex.org/~bonnie,hwc6A1MAAAAJ,Univ. of California - Irvine,33543.0,68.0
2360,Bonnie Berger,https://people.csail.mit.edu/bab,qMOS01AAAAAJ,Massachusetts Institute of Technology,,
2361,Bonnie J. Dorr,https://www.cs.umd.edu/people/bdorr,jSjEWosAAAAJ,University of Maryland - College Park,11487.0,49.0
2362,Bonnie L. Webber,http://homepages.inf.ed.ac.uk/bonnie,r6JFa28AAAAJ,University of Edinburgh,13811.0,57.0
2363,Bonnie MacKay,https://web.cs.dal.ca/~bmackay,fqtL2yMAAAAJ,Dalhousie University,472.0,12.0
2364,Boon Thau Loo,http://www.cis.upenn.edu/~boonloo,HF2G3LAAAAAJ,University of Pennsylvania,8586.0,45.0
2365,Bor-Yuh Evan Chang,http://www.cs.colorado.edu/~bec,wg3lXyYAAAAJ,University of Colorado Boulder,2721.0,21.0
2366,Bora Uçar,http://www.siam.org/meetings/csc14,lIthkfMAAAAJ,Ecole Normale Superieure de Lyon,2319.0,27.0
2367,Boriana Koleva,https://www.nottingham.ac.uk/computerscience/people/b.koleva,W0bH9IQAAAAJ,University of Nottingham,3173.0,28.0
2368,Boris A. Trakhtenbrot,https://en-exact-sciences.tau.ac.il/profile/trakhte,NOSCHOLARPAGE,Tel Aviv University,,
2369,Boris Aronov,http://engineering.nyu.edu/people/boris-aronov,q82gOawAAAAJ,New York University,4676.0,37.0
2370,Boris Düdder,https://di.ku.dk/english/staff/vip/?pure=en/persons/575423,0ic62YwAAAAJ,University of Copenhagen,348.0,11.0
2371,Boris Glavic,https://science.iit.edu/people/faculty/boris-glavic,lCdBR8cAAAAJ,Illinois Institute of Technology,1547.0,21.0
2372,Boris Grot,http://homepages.inf.ed.ac.uk/bgrot,1DXXeSMAAAAJ,University of Edinburgh,3664.0,30.0
2373,Boris Houska,http://faculty.sist.shanghaitech.edu.cn/faculty/boris,FetRI5cAAAAJ,ShanghaiTech University,4115.0,30.0
2374,Boris Konev,http://www.csc.liv.ac.uk/~konev,W0VU0J8AAAAJ,University of Liverpool,2002.0,25.0
2375,Boris Köpf,http://software.imdea.org/~bkoepf,B5EwUUYAAAAJ,IMDEA Software Institute,2835.0,23.0
2376,Boris Motik,https://www.cs.ox.ac.uk/boris.motik,gKlqqSEAAAAJ,University of Oxford,15758.0,60.0
2377,Boris Neubert,http://cg.ivd.kit.edu/neubert/index.php,t1h8g_8AAAAJ,Karlsruhe Institute of Technology,1970.0,12.0
2378,Boris Skoric,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20088020,NOSCHOLARPAGE,TU Eindhoven,,
2379,Boris Stilman,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/BorisStilman.aspx,NOSCHOLARPAGE,University of Colorado - Denver,,
2380,Borivoje Nikolic,https://www2.eecs.berkeley.edu/Faculty/Homepages/nikolic.html,QEqPllIAAAAJ,Univ. of California - Berkeley,22077.0,57.0
2381,Borko Furht,http://www.cse.fau.edu/~borko,z1BEGM8AAAAJ,Florida Atlantic University,9647.0,46.0
2382,Borzoo Bonakdarpour,http://www.cse.msu.edu/~borzoo,T_hw6kcAAAAJ,Michigan State University,1827.0,25.0
2383,Borzoo Rassouli,https://www.essex.ac.uk/people/rasso29502/borzoo-rassouli,Zw05NOsAAAAJ,University of Essex,618.0,12.0
2384,Bosheng Song,http://csee.hnu.edu.cn/people/songbosheng,n2szdRoAAAAJ,Hunan University,1086.0,20.0
2385,Boualem Benatallah,https://www.engineering.unsw.edu.au/computer-science-engineering/staff/boualem-benatallah,WYmChp0AAAAJ,UNSW,23661.0,67.0
2386,Boubakeur Boufama,http://www.uwindsor.ca/science/computerscience/1059/dr-boubakeur-boufama,#NAME?,University of Windsor,,
2387,Boudewijn F. van Dongen,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19981149,vSPKumwAAAAJ,TU Eindhoven,17442.0,54.0
2388,Boudewijn P. F. Lelieveldt,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/boudewijn-lelieveldt,NOSCHOLARPAGE,TU Delft,,
2389,Boulbaba Ben Amor,https://sites.google.com/site/bbenamorshomepage1,8kGJcCIAAAAJ,CRIStAL,2278.0,23.0
2390,Boxin Shi,http://www.shiboxin.com,K1LjZxcAAAAJ,Peking University,4035.0,32.0
2391,Boyana Norris,https://ix.cs.uoregon.edu/~norris,prJFPwUAAAAJ,University of Oregon,2608.0,26.0
2392,"Boyang ""Albert"" Li",http://boyangli.org,QwL4z2UAAAAJ,Nanyang Technological University,1454.0,20.0
2393,Bracha Shapira,http://www.ise.bgu.ac.il/bws/home,1biUWpIAAAAJ,Ben-Gurion University of the Negev,13086.0,40.0
2394,Brad A. Myers,http://www.cs.cmu.edu/~bam,E1cp_aYAAAAJ,Carnegie Mellon University,33668.0,91.0
2395,Brad Karp,http://www0.cs.ucl.ac.uk/staff/B.Karp,KmXVOQkAAAAJ,University College London,20209.0,27.0
2396,Brad T. Vander Zanden,http://web.eecs.utk.edu/~bvz,NOSCHOLARPAGE,University of Tennessee,,
2397,Bradford Campbell,https://engineering.virginia.edu/faculty/brad-campbell,MLx5TCQAAAAJ,University of Virginia,956.0,14.0
2398,Bradford Gregory John Heap,http://www.cse.unsw.edu.au/~bradfordh,gz14Sq8AAAAJ,UNSW,108.0,6.0
2399,Bradley Alexander,https://cs.adelaide.edu.au/~brad,zInPZhUAAAAJ,University of Adelaide,4413.0,24.0
2400,Bradley Hayes,http://www.bradhayes.info,rU_-c5oAAAAJ,University of Colorado Boulder,896.0,15.0
2401,Bradley J. Lucier,https://www.math.purdue.edu/~lucier,sVRNOg0AAAAJ,Purdue University,4206.0,24.0
2402,Bradley James Alexander,https://digital.library.adelaide.edu.au/dspace/handle/2440/22348,NOSCHOLARPAGE,University of Adelaide,,
2403,Bradley Malin,https://hiplab.mc.vanderbilt.edu/people/malin,Kf97-EkAAAAJ,Vanderbilt University,9919.0,52.0
2404,Bradley Reaves,https://bradreaves.net,0Ugq1JgAAAAJ,North Carolina State University,1771.0,22.0
2405,Brahim Bensaou,https://www.cse.ust.hk/~csbb,aQblKVwAAAAJ,HKUST,4424.0,30.0
2406,Brahim Chaib-draa,http://www2.ift.ulaval.ca/~chaib,NOSCHOLARPAGE,Université Laval,,
2407,Brahim Medjahed,https://umdearborn.edu/users/brahim,fDjntaAAAAAJ,University of Michigan-Dearborn,4254.0,24.0
2408,Brais Cancela,https://pdi.udc.es/en/File/Pdi/9Y9SH,kFjVlJIAAAAJ,University of A Coruña,282.0,8.0
2409,Brajendra Panda,http://csce.uark.edu/~bpanda,NOSCHOLARPAGE,University of Arkansas,,
2410,Bram Adams,https://mcislab.github.io,XS9QH_UAAAAJ,Queen’s University,9523.0,57.0
2411,Bram van Ginneken,http://www.diagnijmegen.nl/index.php/Bram_van_Ginneken,O1j6_MsAAAAJ,Radboud University,51323.0,97.0
2412,Brandon Bennett,https://eps.leeds.ac.uk/computing/staff/121/dr-brandon-bennett,ZjXF2ckAAAAJ,University of Leeds,4966.0,37.0
2413,Brandon Dixon,http://dixon.cs.ua.edu,NOSCHOLARPAGE,The University of Alabama,,
2414,Brandon Fain,https://sites.duke.edu/btfain/,ldd8O18AAAAJ,Duke University,297.0,6.0
2415,Brandon Lucia,http://brandonlucia.com,a9T7i5QAAAAJ,Carnegie Mellon University,3442.0,30.0
2416,Branislav Bosanský,https://sites.google.com/site/bbosansky,jltCTOwAAAAJ,Czech Technical University,1286.0,20.0
2417,Brendan A. Juba,http://www.cse.wustl.edu/~bjuba,5wppdUoAAAAJ,Washington University in St. Louis,614.0,15.0
2418,Brendan D. McKay,https://cs.anu.edu.au/people/brendan-mckay,3nV4EKwAAAAJ,Australian National University,12386.0,57.0
2419,Brendan Dolan-Gavitt,http://engineering.nyu.edu/people/brendan-dolan-gavitt,MzAxRscAAAAJ,New York University,3124.0,17.0
2420,Brendan J. Frey,http://www.psi.toronto.edu/~frey,RjQ7YnMAAAAJ,University of Toronto,48110.0,76.0
2421,Brendan McCane,http://www.cs.otago.ac.nz/staffpriv/mccane,7WMqe3AAAAAJ,University of Otago,2380.0,22.0
2422,Brendan Mumey,https://www.cs.montana.edu/directory/1524423/brendan-mumey,gw5eQs8AAAAJ,Montana State University,1053.0,16.0
2423,Brendan O'Connor,http://brenocon.com,V4LXxrQAAAAJ,University of Massachusetts Amherst,10896.0,27.0
2424,Brendan Saltaformaggio,https://saltaformaggio.ece.gatech.edu,1GsJvtwAAAAJ,Georgia Institute of Technology,827.0,17.0
2425,Brenna Argall,http://www.eecs.northwestern.edu/~argall,nhpEPFgAAAAJ,Northwestern University,7432.0,27.0
2426,Breno Alexandro Ferreira de Miranda,https://cin.ufpe.br/~bafm,jp9fGhsAAAAJ,UFPE,386.0,12.0
2427,Brent Adams,https://animation.byu.edu/content/faculty,NOSCHOLARPAGE,Brigham Young University,,
2428,Brent ByungHoon Kang,http://gsis.kaist.ac.kr/cysec/brentkang/brentkang,_hF51IMAAAAJ,KAIST,2408.0,20.0
2429,Brent Carper,https://school.eecs.wsu.edu/people/faculty/brent-carper,NOSCHOLARPAGE,Washington State University,,
2430,Brent E. Harrison,https://www.engr.uky.edu/directory/harrison-brent,JUAIpDcAAAAJ,University of Kentucky,1413.0,18.0
2431,Brent E. Stephens,https://www.cs.uic.edu/~brents,REpY8JMAAAAJ,University of Illinois at Chicago,913.0,13.0
2432,Brent J. Hecht,http://www.brenthecht.com,6IinLVUAAAAJ,Northwestern University,5660.0,38.0
2433,Brent R. Waters,http://www.cs.utexas.edu/~bwaters,VEKxHOAAAAAJ,University of Texas at Austin,58027.0,81.0
2434,Brent Seales,https://www.cs.uky.edu/people/faculty/bseales,jk09W8sAAAAJ,University of Kentucky,2710.0,24.0
2435,Bret Michael,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1023567701,JYxa6eYAAAAJ,Naval Postgraduate School,1764.0,22.0
2436,Brett A. Becker,https://people.ucd.ie/brett.becker,GlnJXAwAAAAJ,University College Dublin,1665.0,22.0
2437,Brett J. Borghetti,https://www.afit.edu/BIOS/bio.cfm?facID=18,Z6vGQasAAAAJ,Air Force Institute of Technology,930.0,14.0
2438,Brett McKinney,https://faculty.utulsa.edu/~/brett-mckinney,3M1gxVsAAAAJ,University of Tulsa,2536.0,29.0
2439,Brian A. Barsky,http://www.cs.berkeley.edu/~barsky,NOSCHOLARPAGE,Univ. of California - Berkeley,,
2440,Brian A. Malloy,http://www.brianmalloy.com,NOSCHOLARPAGE,Clemson University,,
2441,Brian Anderson,http://users.cecs.anu.edu.au/~briandoa,NOSCHOLARPAGE,Australian National University,,
2442,Brian Beckage,http://www.uvm.edu/~bbeckage,NOSCHOLARPAGE,University of Vermont,,
2443,Brian Borowski,https://web.stevens.edu/facultyprofile/?id=2063,NOSCHOLARPAGE,Stevens Institute of Technology,,
2444,Brian C. Dean,https://people.cs.clemson.edu/~bcdean,QCL2MLcAAAAJ,Clemson University,13939.0,62.0
2445,Brian C. Keegan,http://www.colorado.edu/cmci/people/information-science/brian-c-keegan,zkxrDS8AAAAJ,University of Colorado Boulder,3051.0,25.0
2446,Brian C. Lovell,http://staff.itee.uq.edu.au/lovell,gXiGxcMAAAAJ,University of Queensland,9203.0,49.0
2447,Brian C. Nelson,https://webapp4.asu.edu/directory/person/841981,R0PhbAYAAAAJ,Arizona State University,3639.0,27.0
2448,Brian Curless,http://homes.cs.washington.edu/~curless,tlh8i7gAAAAJ,University of Washington,33233.0,62.0
2449,Brian D. Davison,http://www.cse.lehigh.edu/~brian,wk3PBXn5pgoJ,Lehigh University,9978.0,45.0
2450,Brian D. Noble,http://www.engin.umich.edu/college/about/people/profiles/k-to-o/brian-noble,U0Ps_DwAAAAJ,University of Michigan,196.0,8.0
2451,Brian D. Ziebart,https://www.cs.uic.edu/Ziebart,_JjIgGcAAAAJ,University of Illinois at Chicago,6443.0,27.0
2452,Brian Demsky,http://plrg.eecs.uci.edu,NOSCHOLARPAGE,Univ. of California - Irvine,,
2453,Brian Dorn,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/brian-dorn.php,9xYR_5YAAAAJ,University of Nebraska - Omaha,1295.0,19.0
2454,Brian Kan-Wing Mak,https://www.cse.ust.hk/~mak,Zx8p8RsAAAAJ,HKUST,2483.0,23.0
2455,Brian Kocoloski,https://www.cse.wustl.edu/~brian.kocoloski,Qu_xQjYAAAAJ,Washington University in St. Louis,226.0,8.0
2456,Brian Kulis,http://people.bu.edu/bkulis,okcbLqoAAAAJ,Boston University,16690.0,35.0
2457,Brian Logan,https://www.nottingham.ac.uk/computerscience/people/brian.logan,tnSWU68AAAAJ,University of Nottingham,4361.0,33.0
2458,Brian M. Tomaszewski,https://people.rit.edu/bmtski,hcIpln4AAAAJ,Rochester Institute of Technology,994.0,20.0
2459,Brian Mac Namee,https://people.ucd.ie/brian.macnamee,rZ3_vb0AAAAJ,University College Dublin,2832.0,26.0
2460,Brian Murphy,http://www.baruch.cuny.edu/wsas/academics/history/bmurphy.htm,d9mX-Q4AAAAJ,CUNY,9841.0,49.0
2461,Brian Neil Levine,https://people.cs.umass.edu/~brian,oHbIF48AAAAJ,University of Massachusetts Amherst,20629.0,53.0
2462,Brian Nielsen,http://people.cs.aau.dk/~bnielsen,iAgWGgwAAAAJ,Aalborg University,2117.0,24.0
2463,Brian P. Bailey,https://cs.illinois.edu/directory/profile/bpbailey,eiqD0hoAAAAJ,Univ. of Illinois at Urbana-Champaign,8465.0,45.0
2464,Brian Ricks,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/brian-ricks.php,S-C6lf0AAAAJ,University of Nebraska - Omaha,78.0,5.0
2465,Brian Scassellati,http://www.cs.yale.edu/~scaz,0jSdqoEAAAAJ,Yale University,16170.0,59.0
2466,Brian Summa,http://www.cs.tulane.edu/~bsumma,QKJVjcIAAAAJ,Tulane University,492.0,13.0
2467,Brian V. Funt,http://www.cs.sfu.ca/~funt,tXuVUYMAAAAJ,Simon Fraser University,10605.0,45.0
2468,Brian W. Kernighan,https://www.cs.princeton.edu/~bwk,NOSCHOLARPAGE,Princeton University,,
2469,Brian Wyvill,http://webhome.cs.uvic.ca/~blob,e0RbIYEAAAAJ,University of Victoria,7525.0,41.0
2470,Brian Y. Chen,http://www.cse.lehigh.edu/~chen,CrqkG-4AAAAJ,Lehigh University,958.0,17.0
2471,Brian Y. Lim,http://www.brianlim.net,_bza0AoAAAAJ,National University of Singapore,2712.0,18.0
2472,Briane Paul Samson,https://brianesamson.com,oUJrZ_sAAAAJ,De La Salle University,87.0,5.0
2473,Bridget T. McInnes,http://www.people.vcu.edu/~btmcinnes,dWRneN0AAAAJ,Virginia Commonwealth University,1611.0,21.0
2474,Brighten Godfrey,http://pbg.cs.illinois.edu,D2K-ADYAAAAJ,Univ. of Illinois at Urbana-Champaign,11599.0,42.0
2475,Brigitte Jaumard,http://users.encs.concordia.ca/~bjaumard,Bn0YLtAAAAAJ,Concordia University,9595.0,44.0
2476,Brigitte Pientka,http://www.cs.mcgill.ca/~bpientka,SX7AzekAAAAJ,McGill University,2081.0,23.0
2477,Brijesh Dongol,https://brijeshdongol.github.io,fjA_2-cAAAAJ,University of Surrey,759.0,15.0
2478,Brink van der Merwe,http://www.cs.sun.ac.za/~abvdm,TKlHqnMAAAAJ,Stellenbosch University,773.0,15.0
2479,Brit Ross Winthereik,https://pure.itu.dk/portal/en/persons/brit-ross-winthereik(8d10ea0b-0abb-4864-baf5-9de9387cfa3e).html,5GnrpCoAAAAJ,IT University of Copenhagen,1365.0,18.0
2480,Britta Hale,http://faculty.nps.edu/haleb,N4UcUI0AAAAJ,Naval Postgraduate School,164.0,5.0
2481,Britta Wrede,http://aiweb.techfak.uni-bielefeld.de/user/bwrede,VL0ejs0AAAAJ,Bielefeld University,5139.0,38.0
2482,Brittany A. Duncan,http://cse.unl.edu/~bduncan,nuaqmtQAAAAJ,University of Nebraska,427.0,12.0
2483,Brittany A. Erickson,https://ix.cs.uoregon.edu/~bae,NOSCHOLARPAGE,University of Oregon,,
2484,Brittany Fasy,https://www.cs.montana.edu/brittany,oiTuXgIAAAAJ,Montana State University,1359.0,15.0
2485,Brittany Johnson,https://volgenau.gmu.edu/profile/view/587171,H91EcrsAAAAJ,George Mason University,,
2486,Bruce A. Draper,http://www.cs.colostate.edu/~draper,jTiRFi8AAAAJ,Colorado State University,11998.0,46.0
2487,Bruce A. Reed,http://cgm.cs.mcgill.ca/~breed,ki4fG10AAAAJ,McGill University,23251.0,88.0
2488,Bruce A. Scharlau,https://www.abdn.ac.uk/people/b.scharlau,LvjQQdAAAAAJ,University of Aberdeen,35.0,3.0
2489,Bruce Gooch,https://engineering.tamu.edu/cse/people/gooch-bruce,KAgv5asAAAAJ,Texas A&M University,8835.0,29.0
2490,Bruce H. Krogh,https://www.ece.cmu.edu/directory/details/89,s4yZTp4AAAAJ,Carnegie Mellon University,17480.0,65.0
2491,Bruce Hartpence,http://www.brucehartpence.com,uvcXwjIAAAAJ,Rochester Institute of Technology,184.0,7.0
2492,Bruce J. MacLennan,http://web.eecs.utk.edu/~mclennan,A14DflkAAAAJ,University of Tennessee,3342.0,27.0
2493,Bruce M. Kapron,http://www.cs.uvic.ca/~bmkapron,CCXustMAAAAJ,University of Victoria,1349.0,20.0
2494,Bruce M. Maggs,https://users.cs.duke.edu/~bmm,Gwrwxa0AAAAJ,Duke University,13943.0,56.0
2495,Bruce M. McMillin,http://web.mst.edu/~ff,5XZQO_sAAAAJ,Missouri University of Technology,2281.0,25.0
2496,Bruce Maxim,https://umdearborn.edu/users/bmaxim,KN8ZOBIAAAAJ,University of Michigan-Dearborn,27841.0,18.0
2497,Bruce N. Walker,http://sonify.psych.gatech.edu/~walkerb,xY3zIEAAAAAJ,Georgia Institute of Technology,6817.0,44.0
2498,Bruce R. Childers,https://www.cs.pitt.edu/~childers,NOSCHOLARPAGE,University of Pittsburgh,,
2499,Bruce Randall Donald,https://www.cs.duke.edu/brd,TkayRqQAAAAJ,Duke University,13122.0,63.0
2500,Bruce S. Gardiner,http://biomed.csse.uwa.edu.au/people_bruce.php,C3DocZEAAAAJ,University of Western Australia,,
2501,Bruce Tidor,http://mit.edu/tidor,0YlwI5MAAAAJ,Massachusetts Institute of Technology,21085.0,62.0
2502,Bruce W. Char,http://drexel.edu/cci/contact/Faculty/Char-Bruce,SMGY4jUAAAAJ,Drexel University,3643.0,21.0
2503,Bruce W. Porter,https://www.cs.utexas.edu/users/porter,k5c56_wAAAAJ,University of Texas at Austin,4820.0,33.0
2504,Bruno A. Gaëta,https://research.unsw.edu.au/people/dr-bruno-andre-gaeta,NOSCHOLARPAGE,UNSW,,
2505,Bruno A. N. Travençolo,http://www.ppgco.facom.ufu.br/pt-br/pessoas/bruno-augusto-nassif-travencolo,EK0RFxgAAAAJ,UFU,733.0,13.0
2506,Bruno B. P. Cafeo,https://www.facom.ufms.br/~cafeo,FRfEKzcAAAAJ,UFMS,232.0,7.0
2507,Bruno Bauwens,https://www.hse.ru/en/org/persons/160550073,rbLAvAsAAAAJ,HSE University,282.0,9.0
2508,Bruno Beaufils,https://ext.boulgour.com/lifl/beaufils,LgU7J9YAAAAJ,CRIStAL,308.0,9.0
2509,Bruno Bodin,https://www.comp.nus.edu.sg/~bruno,yySZFKoAAAAJ,National University of Singapore,705.0,14.0
2510,Bruno C. d. S. Oliveira,https://i.cs.hku.hk/~bruno,cB-6X3gAAAAJ,University of Hong Kong,1445.0,23.0
2511,Bruno C. da Silva,http://www.inf.ufrgs.br/~bsilva,eskJDVUAAAAJ,University of Massachusetts Amherst,1160.0,15.0
2512,Bruno Carpentieri,http://www.unisa.it/docenti/brunocarpentieri/en/index,szK8H3oAAAAJ,University of Salerno,1459.0,20.0
2513,Bruno Ciciani,http://www.diag.uniroma1.it/users/bruno%20ciciani,S92TrTEAAAAJ,Sapienza University of Rome,1217.0,19.0
2514,Bruno Crispo,http://disi.unitn.it/~crispo,exvMi3YAAAAJ,University of Trento,7834.0,45.0
2515,Bruno Emanuel Martins,http://web.ist.utl.pt/bruno.g.martins,VQMUt8kAAAAJ,Universidade de Lisboa,3376.0,31.0
2516,Bruno F. M. Ribeiro,https://www.cs.purdue.edu/homes/ribeirob,KIEleCsAAAAJ,Purdue University,2564.0,26.0
2517,Bruno Feijó,http://www.icad.puc-rio.br/bfeijo,XnyRAcIAAAAJ,PUC-RIO,1932.0,23.0
2518,Bruno Lang,https://www.ai.uni-wuppertal.de/de/angewandte-informatik/personen/prof-bruno-lang.html,NOSCHOLARPAGE,University of Wuppertal,,
2519,Bruno M. Nogueira,https://www.facom.ufms.br/~bruno,Its8CZUAAAAJ,UFMS,261.0,10.0
2520,Bruno Macchiavello,http://cic.unb.br/~bruno,MJXV64EAAAAJ,Universidade de Brasília,673.0,15.0
2521,Bruno Salvy,http://www.ens-lyon.fr/annuaire/m-salvy-bruno-158166.kjsp?RH=ENS-LYON,nFkhlrAAAAAJ,Ecole Normale Superieure de Lyon,5256.0,39.0
2522,Bruno Sinopoli,https://users.ece.cmu.edu/~brunos,zZO9qG4AAAAJ,Carnegie Mellon University,17580.0,54.0
2523,Bruno Yun,https://www.abdn.ac.uk/people/bruno.yun,QrOqsP4AAAAJ,University of Aberdeen,160.0,8.0
2524,Bryan A. Plummer,https://bryanplummer.com,Rv8E-_cAAAAJ,Boston University,2758.0,20.0
2525,Bryan David Minor,https://school.eecs.wsu.edu/people/faculty/bryan-minor,0g7f1_YAAAAJ,Washington State University,386.0,9.0
2526,Bryan Ford,http://www.brynosaurus.com,TwyzQP4AAAAJ,EPFL,10417.0,49.0
2527,Bryan Hooi,https://www.comp.nus.edu.sg/~bhooi,ErEL3bgAAAAJ,National University of Singapore,1992.0,22.0
2528,Bryan Kian Hsiang Low,http://www.comp.nus.edu.sg/~lowkh/research.html,2P-Q09UAAAAJ,National University of Singapore,2678.0,32.0
2529,Bryan Ng,https://ecs.victoria.ac.nz/Main/BryanNg,OypvS8QAAAAJ,Victoria University of Wellington,2449.0,26.0
2530,Bryan Pardo,http://www.cs.northwestern.edu/~pardo,vxEKYqsAAAAJ,Northwestern University,4800.0,34.0
2531,Bryan Parno,https://www.cylab.cmu.edu/education/faculty/parno.html,kTTBpJkAAAAJ,Carnegie Mellon University,11498.0,40.0
2532,Bryan S. Kim,https://sites.google.com/view/bryansjkim,axFOJtEAAAAJ,Syracuse University,269.0,6.0
2533,Bryan S. Morse,http://morse.cs.byu.edu,yOyREHoAAAAJ,Brigham Young University,,
2534,Bryant W. York,http://web.cecs.pdx.edu/~york,NOSCHOLARPAGE,Portland State University,,
2535,Brygg Ullmer,https://www.lsu.edu/eng/cse/people/faculty/ullmer.php,JxG7a6sAAAAJ,Louisiana State University,16369.0,31.0
2536,Bu-Sung Lee,http://research.ntu.edu.sg/expertise/academicprofile/Pages/StaffProfile.aspx?ST_EMAILID=ebslee,TyytTfQAAAAJ,Nanyang Technological University,13678.0,53.0
2537,Budi Arief,https://www.cs.kent.ac.uk/people/staff/ba284,bSZk250AAAAJ,University of Kent,1464.0,17.0
2538,Bugra Caskurlu,http://bugracaskurlu.etu.edu.tr,yLgnAu0AAAAJ,TOBB ETÜ,155.0,7.0
2539,Bui Quang Minh,https://cecs.anu.edu.au/people/minh-bui,UI0xN_QAAAAJ,Australian National University,27616.0,26.0
2540,Bundit Laekhanukit,http://cs.mcgill.ca/~blaekh,vmemchMAAAAJ,SUFE,682.0,14.0
2541,Buntarou Shizuki,https://www.iplab.cs.tsukuba.ac.jp/~shizuki/index-e.html,lXG_jWEAAAAJ,University of Tsukuba,1368.0,17.0
2542,Burak Kurkcu,http://web.cs.hacettepe.edu.tr/~bkurkcu,IRcDIOwAAAAJ,Hacettepe University,138.0,7.0
2543,Burkay Genç,http://burkay.tk,w-pGWs4AAAAJ,Hacettepe University,216.0,8.0
2544,Burkhard C. Wünsche,https://www.cs.auckland.ac.nz/~burkhard,pgBZIHYAAAAJ,University of Auckland,2992.0,26.0
2545,Burkhard Freitag,http://www.im.uni-passau.de,NOSCHOLARPAGE,University of Passau,,
2546,Burkhard Rost,https://www.rostlab.org,BP3ofxcAAAAJ,TU Munich,48293.0,102.0
2547,Burkhard Stiller,http://www.csg.uzh.ch/staff/stiller.html,NOSCHOLARPAGE,University of Zurich,,
2548,Burton Rosenberg,http://www.cs.miami.edu/~burt,NOSCHOLARPAGE,University of Miami,,
2549,Buzhou Tang,http://faculty.hitsz.edu.cn/tangbuzhou,5oGXsxUAAAAJ,Harbin Institute of Technology,3132.0,30.0
2550,Byoung-Tak Zhang,https://bi.snu.ac.kr/~btzhang,sYTUOu8AAAAJ,Seoul National University,12891.0,49.0
2551,Byoungyoung Lee,https://lifeasageek.github.io,AoDgrKIAAAAJ,Seoul National University,1992.0,22.0
2552,Byrav Ramamurthy,http://cse.unl.edu/~byrav,Moj2TLMAAAAJ,University of Nebraska,9570.0,42.0
2553,Byron Boots,http://www.cc.gatech.edu/~bboots3,kXB8FBoAAAAJ,University of Washington,4997.0,37.0
